round_id,run_id,stage_id,instance_id,arm,valid_lb,verified_ub,bound_order_valid,verifier_passed,lifecycle_valid,model_fingerprint_match,strict_certificate,false_certificate,passed
33,stage1__round33_v10_tight_T_M2_Q20_seed2085634706__p_grb__3600s,stage1,round33_v10_tight_T_M2_Q20_seed2085634706,P-GRB,0.719445286392715,0.719445291153844,True,True,True,True,True,False,True
33,stage1__round33_v10_tight_T_M2_Q30_seed1783646009__c6_frozen__3600s,stage1,round33_v10_tight_T_M2_Q30_seed1783646009,C6-FROZEN,0.5536761744384507,0.5536761744384507,True,True,True,True,True,False,True
33,stage1__round33_v10_tight_T_M2_Q30_seed1783646009__p_grb__3600s,stage1,round33_v10_tight_T_M2_Q30_seed1783646009,P-GRB,0.5536761744384504,0.5536761744384507,True,True,True,True,True,False,True
33,stage1__round33_v10_tight_T_M3_Q20_seed284843780__c6_frozen__3600s,stage1,round33_v10_tight_T_M3_Q20_seed284843780,C6-FROZEN,1.2467213755892608,1.2467213755892614,True,True,True,True,True,False,True
33,stage1__round33_v10_tight_T_M3_Q20_seed284843780__p_grb__3600s,stage1,round33_v10_tight_T_M3_Q20_seed284843780,P-GRB,1.2467213755892605,1.2467213755892614,True,True,True,True,True,False,True
33,stage1__round33_v10_tight_T_M3_Q30_seed1796239044__c6_frozen__3600s,stage1,round33_v10_tight_T_M3_Q30_seed1796239044,C6-FROZEN,0.02344136348088534,0.023441363480885304,True,True,True,True,True,False,True
33,stage1__round33_v10_tight_T_M3_Q30_seed1796239044__p_grb__3600s,stage1,round33_v10_tight_T_M3_Q30_seed1796239044,P-GRB,0.02344136337854116,0.023441363480885304,True,True,True,True,True,False,True
33,stage2__V12_M1__c6_frozen__3600s,stage2,V12_M1,C6-FROZEN,0.3572005832084145,0.3572005832084155,True,True,True,True,True,False,True
33,stage2__V12_M1__p_grb__3600s,stage2,V12_M1,P-GRB,0.3572005832084151,0.3572005832084155,True,True,True,True,True,False,True
33,stage2__V12_M2__c6_frozen__3600s,stage2,V12_M2,C6-FROZEN,0.7185040707549673,0.7185040707549709,True,True,True,True,True,False,True
33,stage2__V12_M2__p_grb__3600s,stage2,V12_M2,P-GRB,0.7185040707549712,0.7185040707549709,True,True,True,True,True,False,True
33,stage3__round33_v10_high_imbalance_M1_Q20_seed2098545008__c6_frozen__repeat1__3600s,stage3,round33_v10_high_imbalance_M1_Q20_seed2098545008,C6-FROZEN,2.4593376173848993,2.4593376173848993,True,True,True,True,True,False,True
33,stage3__round33_v10_high_imbalance_M1_Q20_seed2098545008__p_grb__repeat1__3600s,stage3,round33_v10_high_imbalance_M1_Q20_seed2098545008,P-GRB,2.4593376173848993,2.4593376173848993,True,True,True,True,True,False,True
33,stage3__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_frozen__repeat1__3600s,stage3,round33_v10_high_imbalance_M3_Q30_seed1765289896,C6-FROZEN,1.0059157404995958,1.0059157404995958,True,True,True,True,True,False,True
33,stage3__round33_v10_high_imbalance_M3_Q30_seed1765289896__p_grb__repeat1__3600s,stage3,round33_v10_high_imbalance_M3_Q30_seed1765289896,P-GRB,1.0059157346371248,1.0059157404995958,True,True,True,True,True,False,True
33,stage3__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__repeat1__3600s,stage3,round33_v10_moderate_M1_Q30_seed82526096,C6-FROZEN,0.5780151685284922,0.5780151685284923,True,True,True,True,True,False,True
33,stage3__round33_v10_moderate_M1_Q30_seed82526096__p_grb__repeat1__3600s,stage3,round33_v10_moderate_M1_Q30_seed82526096,P-GRB,0.5780151685284922,0.5780151685284923,True,True,True,True,True,False,True
33,stage3__round33_v10_moderate_M2_Q20_seed1118884127__c6_frozen__repeat1__3600s,stage3,round33_v10_moderate_M2_Q20_seed1118884127,C6-FROZEN,0.007531475161479737,0.007531475161479737,True,True,True,True,True,False,True
33,stage3__round33_v10_moderate_M2_Q20_seed1118884127__p_grb__repeat1__3600s,stage3,round33_v10_moderate_M2_Q20_seed1118884127,P-GRB,0.007531475161479747,0.007531475161479737,True,True,True,True,True,False,True
33,stage3__round33_v10_tight_T_M2_Q30_seed1783646009__c6_frozen__repeat1__3600s,stage3,round33_v10_tight_T_M2_Q30_seed1783646009,C6-FROZEN,0.5536761744384507,0.5536761744384507,True,True,True,True,True,False,True
33,stage3__round33_v10_tight_T_M2_Q30_seed1783646009__p_grb__repeat1__3600s,stage3,round33_v10_tight_T_M2_Q30_seed1783646009,P-GRB,0.5536761744384504,0.5536761744384507,True,True,True,True,True,False,True
33,stage3__round33_v10_tight_T_M3_Q20_seed284843780__c6_frozen__repeat1__3600s,stage3,round33_v10_tight_T_M3_Q20_seed284843780,C6-FROZEN,1.2467213755892608,1.2467213755892614,True,True,True,True,True,False,True
33,stage3__round33_v10_tight_T_M3_Q20_seed284843780__p_grb__repeat1__3600s,stage3,round33_v10_tight_T_M3_Q20_seed284843780,P-GRB,1.2467213755892605,1.2467213755892614,True,True,True,True,True,False,True
