stage,run_id,panel_row_id,arm,process_cap_seconds,raw_directory,raw_directory_git_policy,completion_marker_sha256,artifact_count,artifact_manifest_sha256,result_sha256,executable_sha256,matrix_sha256,source_tree_fingerprint,recreation_command
smoke,smoke_r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__c6,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,C6,180,results/gf_global_frontier_lift_round38/smoke_runs/smoke_r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__c6,local_ignored_reproducible,0872fcc28e3c3aecaac0846b325ce0c058a371e7c4b6aedc687480a6def040e0,46,cf2011af04f02a2a984834f8056131c1c49a246c4e092a13b2e23bcbaf6d039d,cecac89e6e71518cced980aeb94f750381eecbbae2a0ff4c885589ba82ad6545,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,39418e71216f4d8029ca5a75ab95d98ffd2878a29e72558094b87c651e2e63a2,ec14436ac2409a9c534c967e3262ee856d557ea2d17a12d93eb528dc4724c76f,python scripts/run_round38_smoke.py
smoke,smoke_r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__g2a,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,G2A,180,results/gf_global_frontier_lift_round38/smoke_runs/smoke_r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__g2a,local_ignored_reproducible,21187d6c6d4f96b76391e5624c9f9fb5e16b1a3f127bd6c95cb55f20573d3cfb,46,6dd2a5696ecc811d00046c8924df656f43ec92a63e21e207f6df68823be2975b,5e302ae1abf4bdfc4b3b88129a870e3774ba2458e8740552030fc6e70f7a4477,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,39418e71216f4d8029ca5a75ab95d98ffd2878a29e72558094b87c651e2e63a2,ec14436ac2409a9c534c967e3262ee856d557ea2d17a12d93eb528dc4724c76f,python scripts/run_round38_smoke.py
diagnostic,diagnostic_r36_01_V12_M1__c6,r36_01_V12_M1,C6,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_01_V12_M1__c6,local_ignored_reproducible,d09c42e2223cfc7c5b1cf959f7421126a5148f7291bcb7ad17e099d7f1bf1779,34,1d7920d18d57881ce4706c62d74f766b1faa16e28fd6bfcff24056628d51ca6a,abf95e7924cf0e244ee091d577150ca19dd66b8ea2a7bb18ef2b27cbfddec9b4,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_01_V12_M1__g2a,r36_01_V12_M1,G2A,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_01_V12_M1__g2a,local_ignored_reproducible,a0150650f9315f11b1c4c6d4bcfab61c8b3963f852b1f5c0e9e56e199394375f,38,4ce1dcf6d387532d1d0c810e3fcd9955ca830529012e4f3aeba058bbe05d44e5,a1f28e4f8563bedc7196ea298a07329d08509aa6d713f2f4966f06984748dd66,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_02_V12_M2__c6,r36_02_V12_M2,C6,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_02_V12_M2__c6,local_ignored_reproducible,b78c31df45f0fc5fa4b192c0f565ded7b01342ab90834343f07461780aa77fdf,47,b5be0aeae78cc7bcce6d0ff2ea7ab234304554257b7ce2ce8cd3ad2b88de3e56,13c15c17bf0fd755ddc19b4df218c5fd5863d4276f93ed7f014999d6e6a7aca0,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_02_V12_M2__g2a,r36_02_V12_M2,G2A,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_02_V12_M2__g2a,local_ignored_reproducible,21d7f2aa9c0a0700981d592b27c0d63a188b047c474dfb83da910c53966dcb93,47,ec496c9fbbf7f39577e68788e8e4d60fd6654aefe541ba61d009117f519c2c26,e16b9a6be338699b31c20e71eb67346d632172c98f7fd0725273e412c4b8c14c,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__c6,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,C6,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__c6,local_ignored_reproducible,eff3ce16e6d2648102f40b4f715e3e251c8bd6a7a120659552b2a4a6b583e382,47,83feb5db711e6c605248ca1aeaa94b299ae01954d8a5e5eea56319e80b266974,e3e506daa3f5f7361b70acc4cc942ccf36de50c1b9fbb5e288e8e7673c81c098,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__g2a,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,G2A,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__g2a,local_ignored_reproducible,a92746a1036d2e45f0083dcab9c86bbbe287473f9fbca3b1dcc79ea2c42e48c8,47,959e3cf599b971614f6593f9a875ec18935c926698efef49f0ece221cb740249,72260be860e617b15c698b1c30489ff3fb04138dcbdfa400c1dbfc135e307586,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_06_moderate_seed5301__c6,r36_06_moderate_seed5301,C6,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_06_moderate_seed5301__c6,local_ignored_reproducible,46ef3db6049c10e5011af15a9af46ddded08bc204c174f670f475bd6d9c0b1f2,31,629b6ea5ebb8419ec802e1e325a0427b25865dc67d89cdfab5590c24ed0d8580,b35d53ab1eb6217b5a3f5e09bc5a43b4a1eb98b27003b47ac9a1950558e189be,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_06_moderate_seed5301__g2a,r36_06_moderate_seed5301,G2A,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_06_moderate_seed5301__g2a,local_ignored_reproducible,fbd89dbf2e077058b47da5522084a3dd49f7954b32acdfe6398ac6eb8ccf2410,38,595c99f4a5f63ff0b52608f586ceb37216c7f4ed56ccb060c23dad5d6286cfa4,613c5a06e07a85c8adff60c0be9cc22ba7690e711224ce1d126f03732644067d,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_07_high_imbalance_seed5203__c6,r36_07_high_imbalance_seed5203,C6,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_07_high_imbalance_seed5203__c6,local_ignored_reproducible,b2d1db20e23a5f43f9ec3e19c9a46497c54bb84c98361b4ec8b5bbb45bda0135,64,58d3ef09048581acd4fe8e2808480e88503cc4fc725759eb820b170a0afd4afb,2b4fa6fcfefcdcebc68ad5261cff73333b222c155717e2fc9cb1bcf75bd6460d,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_07_high_imbalance_seed5203__g2a,r36_07_high_imbalance_seed5203,G2A,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_07_high_imbalance_seed5203__g2a,local_ignored_reproducible,3377aa361d684874c9442b4c0c4662f5956d9372cffa99b0eec83c5f2c0ea354,64,702c3c1235a6d65bd8b3329537bb37d09645ac018141af15f5dcbdfb73ff4824,4366b9f0c0b9bb237d5e0ba01df874f7208ed02d306b9858da6f2111cfa814eb,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_08_tight_T_seed5102__c6,r36_08_tight_T_seed5102,C6,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_08_tight_T_seed5102__c6,local_ignored_reproducible,629ac14cc8f3c9e6f2e3aa4513c7d0c465f83fd57d3940eb10faf5eb8832a7be,32,55807face4bf3225deaffa8a8cab7278e6747e0f78c5fc1b0f0f7f71c71055cf,2e40707d0f9e82fce6745d1f54b0ab5fc65ba60ba3d85acab1adf3cc5ee37b05,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_08_tight_T_seed5102__g2a,r36_08_tight_T_seed5102,G2A,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_08_tight_T_seed5102__g2a,local_ignored_reproducible,704f702e4424c4fb1246547fce92730e95dc40aebc77cd0d7f8772755467dc9c,33,e09b7343dc40c3b093b22dd8fe8d3beaddccd4e67f7c26e5145abe99d2cc33d5,f53d5597cbcd98d56106567cc1e43bb2ed777f4110e45c1e6e122cc1af180f5f,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_09_round31_sealed_moderate_V50_seed1112848618__c6,r36_09_round31_sealed_moderate_V50_seed1112848618,C6,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_09_round31_sealed_moderate_V50_seed1112848618__c6,local_ignored_reproducible,9f3c77d8e971abf110d60bb7ba22c6da36736926b7d2fd2e3715964924dc95ea,32,05933a993783c19ce59afb398aded898d13fe3c736218470fd0252609edba01e,27bb45bd21781237a292e918bf9cb9695bf784e52eb29006a2e98f8e42ea2c15,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_09_round31_sealed_moderate_V50_seed1112848618__g2a,r36_09_round31_sealed_moderate_V50_seed1112848618,G2A,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_09_round31_sealed_moderate_V50_seed1112848618__g2a,local_ignored_reproducible,c9fb6e4c4794f6c26eb7bed6504222e7f486f3a268ae8391b7d967bc89f4e812,31,225b40d823cf409cc96554b39a46b7906b23b0fea0c9d1f99751d66300a7d246,68efa3a27fb2e7393432dd385b81a1e648defab829d7c514118c71ac639598b5,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_10_high_imbalance_seed6202__c6,r36_10_high_imbalance_seed6202,C6,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_10_high_imbalance_seed6202__c6,local_ignored_reproducible,86772d916b0268d35bdc82043e29f39070f8cec651f3709562e05ab7093ddb23,33,e927117d11d91a814f0ec35cff5b34e8a9ff3d6ef451db0be6389cfa5e2f7892,4aebae7ab927a9360ab32a557716542a51e4694c491717a5de9c29dd0416fa72,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_10_high_imbalance_seed6202__g2a,r36_10_high_imbalance_seed6202,G2A,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_10_high_imbalance_seed6202__g2a,local_ignored_reproducible,353624c3d5b643f7fb7c3e78839d259a0dcfbd371c3eb3d6a1645ba0d97c37d2,33,bbed5da7341fbdf69711cd96c3465c04b22fa88c842cbf34cca817803ee580db,5de05107c13e2fc49d433fdaa0e14e6dd58a674329398e3fafcee8e052a1609d,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_11_tight_T_seed6102__c6,r36_11_tight_T_seed6102,C6,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_11_tight_T_seed6102__c6,local_ignored_reproducible,2ea99b6fc796cdebb2ed8a359fd4d358468b28a47801f4b8016f3e5f68143ad9,32,25abcade3b38e99a6e1ada14b103859d1a514253fc522db61f8f33dab83144ad,c08880b1d1b273be1b8ae43c6586b2b77d9e82d71f4acfa03fd8599f7e344206,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_11_tight_T_seed6102__g2a,r36_11_tight_T_seed6102,G2A,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_11_tight_T_seed6102__g2a,local_ignored_reproducible,81a42a72a897101e7cd0cf74522b676a4e84d51c087a2427e9ae23ba423c5061,31,f016de6dd7291c843ea08baeeac5f999e82dfa89121663d3c4ac492475fc0655,9205b9bdbb1458b7003948a90e41610331480a1c20292b7da151a818939bf900,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_12_round32_multi_m_moderate_V50_M4_seed721910669__c6,r36_12_round32_multi_m_moderate_V50_M4_seed721910669,C6,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_12_round32_multi_m_moderate_V50_M4_seed721910669__c6,local_ignored_reproducible,90a1bf786316b637da1552a61afd2b263209a6858548dee540f9c38672794aac,32,0e807b6d3f83bb687cc66e0f4b1329fd956595439131b3bde498ad68f3f0901b,61e92e89811063b76b15275da966540ba31a1f0580f1b55c6cf0b0d520b11e8c,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_12_round32_multi_m_moderate_V50_M4_seed721910669__g2a,r36_12_round32_multi_m_moderate_V50_M4_seed721910669,G2A,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_12_round32_multi_m_moderate_V50_M4_seed721910669__g2a,local_ignored_reproducible,b2ab721c511f5fb66efa3dff5d466bc6eb230c49c7e380a06e9666ea516cbec6,31,d31b1d7610f1127e7aa41abb2b727cc6d965e10e19e34fbb20216051928dfa67,cb112425de288abec6cd8eb0c30e4a83d90e270286d6248ad0e0ef8c7d192670,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_13_moderate_seed4302__c6,r36_13_moderate_seed4302,C6,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_13_moderate_seed4302__c6,local_ignored_reproducible,0fc8200948b2a5d5a7607f418affad8c322352fff77c04f8336f2e771bda4a2f,41,90d25a09d6400d31ac247222fc20366de7d18599b9873d86cb8659b8164ffc3b,0f22395a2d6e1d2213ab139c54e6b93a571caaf03b453e10e897a169c98d2b87,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
diagnostic,diagnostic_r36_13_moderate_seed4302__g2a,r36_13_moderate_seed4302,G2A,480,results/gf_global_frontier_lift_round38/diagnostic_runs/diagnostic_r36_13_moderate_seed4302__g2a,local_ignored_reproducible,7ebcedb63d67e9cb4a6409fa7d8ec0dbc7875fe0bd7e1bb2a66d771ff4269657,43,d0d433c9e2e63033c0f8f331315e132ab17ab2b6b548cdc0bf6c877ad5dcc578,2f0501ba5ce895392741c98a395348a820ed0dc8a02b17ed8d5cc02a07153620,701d6cae4bdb9639ddc8a9046618ec97cdb5687ee534c808efb3497948b4077d,c13473edfa3c24eaf13befbeb65ae4f25d3a02cac59b9ad93d93e2a0342d0590,26ed7abb3f246afdce09f92a21cba595815568ffc750e179e87e131716b9dac7,python scripts/run_round38_diagnostic.py
