stage,process_cap_seconds,panel_ordinal,panel_row_id,instance_id,V,M,scenario,verified_ub_at_g2a_launch,common_verified_ub,initial_intervals,all_initial_lps_complete,initial_lp_count,sorted_initial_open_bounds,initial_global_L,next_strict_frontier_t,frontier_plateau_size,unique_controlling_cell,selected_cell,selected_interval,left_child_interval,right_child_interval,children_evaluated,left_child_infeasible,right_child_infeasible,left_child_bound,right_child_bound,b_plus_infinite,b_plus,delta_local,hypothetical_L_i_plus,delta_global,frontier_completion,completes_next_frontier,hypothetical_sorted_post_bounds,accepted_refinement,decision_reason,live_refined_descendants,c6_controlling_leaf_sequence,g2a_controlling_leaf_sequence,c6_target_sequence,g2a_target_sequence,c6_split_sequence,g2a_split_sequence,c6_closure_sequence,g2a_closure_sequence,c6_terminal_mip_sequence,g2a_terminal_mip_sequence,c6_valid_lb,g2a_valid_lb,c6_common_ub_gap,g2a_common_ub_gap,g2a_gap_improvement,c6_proof_auc,g2a_proof_auc,g2a_auc_improvement,outcome,c6_strict_certificate,g2a_strict_certificate,certificate_regression,c6_work_descriptive,g2a_work_descriptive,c6_nodes_descriptive,g2a_nodes_descriptive,c6_process_seconds_descriptive,g2a_process_seconds_descriptive,c6_exact_phase_seconds_descriptive,g2a_exact_phase_seconds_descriptive
diagnostic,480,7,r36_07_high_imbalance_seed5203,high_imbalance_seed5203,20,3,high_imbalance,2.3524097575828193,2.3524097575828193,"[0,0.23749999999999999];[0.23749999999999999,0.47499999999999998];[0.47499999999999998,0.71249999999999991];[0.71249999999999991,0.94999999999999996]",True,4,1.9814255024217624;2.1976615213567423;2.258965497085816,1.9814255024217624,2.1976615213567423,1,True,L2,"[0.47499999999999998,0.71249999999999991]","[0.47499999999999998,0.59375]","[0.59375,0.71249999999999991]",True,False,False,1.9883255556665396,2.078911521356742,False,1.9883255556665396,0.00690005324477716,1.9883255556665396,0.00690005324477716,0.00690005324477716,False,1.9883255556665396;2.078911521356742;2.1976615213567423;2.258965497085816,False,midpoint_children_do_not_complete_next_strict_frontier,0,L0;L1;L2;L3;L2;L3;L2.0;L2.1;L2;L1;L3.0;L3.1;L3;L1.0;L1.1;L1;L1.1.0;L1.1.1;L1.1;L1.1.1.0;L1.1.1.1;L1.1.1;L1.1.1.1.0;L1.1.1.1.1;L1.1.1.1;L1.1.1.1.1.0;L1.1.1.1.1.1;L1.1.1.1.1;L1.1.1.1.1.1.0;L1.1.1.1.1.1.1;L1.1.1.1.1.1,L0;L1;L2;L3;L2;L2.0;L2.1;L2;L3;L2.0;L2.1;L2;L1;L3.0;L3.1;L3;L1.0;L1.1;L1;L1.1.0;L1.1.1;L1.1;L1.1.1.0;L1.1.1.1;L1.1.1;L1.1.1.1.0;L1.1.1.1.1;L1.1.1.1;L1.1.1.1.1.0;L1.1.1.1.1.1;L1.1.1.1.1;L1.1.1.1.1.1.0;L1.1.1.1.1.1.1;L1.1.1.1.1.1,L2:1.9814255024217624->2.1976615213567423:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue;L3:2.1976615213567423->2.2133907859778033:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue;L1:2.258965497085816->2.307041601797919:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue,L2:1.9814255024217624->2.1976615213567423:target_reached_requeue:round38_rejected_pilot_resume_c6_next_frontier;L3:2.1976615213567423->2.2133907859778033:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue;L1:2.258965497085816->2.307041601797919:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue,L2:0:current_child_gain_not_strict;L3:0:current_child_gain_not_strict;L1:1:current_complete_child_infeasibility;L1.1:1:current_complete_child_infeasibility;L1.1.1:1:current_complete_child_infeasibility;L1.1.1.1:1:current_complete_child_infeasibility;L1.1.1.1.1:1:current_complete_child_infeasibility;L1.1.1.1.1.1:0:current_child_gain_not_strict,L2:0:midpoint_children_do_not_complete_next_strict_frontier;L2:0:current_child_gain_not_strict;L3:0:current_child_gain_not_strict;L1:1:current_complete_child_infeasibility;L1.1:1:current_complete_child_infeasibility;L1.1.1:1:current_complete_child_infeasibility;L1.1.1.1:1:current_complete_child_infeasibility;L1.1.1.1.1:1:current_complete_child_infeasibility;L1.1.1.1.1.1:0:current_child_gain_not_strict,,,,,2.3524097575828056,2.3524097575828056,5.852197076200602e-15,5.852197076200602e-15,0.0,0.04733233141534586,0.047953651004269425,-0.0006213195889235648,tie,True,True,False,247.00505883848243,248.21812535519067,2785,2785,161.3532627,161.5962932,146.75788709999998,147.0614448
diagnostic,480,8,r36_08_tight_T_seed5102,tight_T_seed5102,20,3,tight_T,0.3623546627845846,0.3623546627845846,"[0,0.090588665696146153];[0.090588665696146153,0.18117733139229231];[0.18117733139229231,0.27176599708843846];[0.27176599708843846,0.36235466278458461]",True,4,0.20682410371683468;0.28917631309429254,0.20682410371683468,0.28917631309429254,1,True,L1,"[0.090588665696146153,0.18117733139229231]","[0.090588665696146153,0.13588299854421923]","[0.13588299854421923,0.18117733139229231]",True,False,False,0.20843292656852036,0.24388198024621935,False,0.20843292656852036,0.0016088228516856762,0.20843292656852036,0.0016088228516856762,0.0016088228516856762,False,0.20843292656852036;0.24388198024621935;0.28917631309429254,False,midpoint_children_do_not_complete_next_strict_frontier,0,L0;L1;L2;L1;L3;L1.0;L1.1;L1,L0;L1;L2;L3;L1;L1.0;L1.1;L1;L2;L1.0;L1.1;L1,L1:0.20682410371683468->0.27176599708843846:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue,L1:0.20682410371683468->0.28917631309429254:target_reached_requeue:round38_rejected_pilot_resume_c6_next_frontier;L2:0.28917631309429254->0.29804469519923471:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue,L1:0:current_child_gain_not_strict,L1:0:midpoint_children_do_not_complete_next_strict_frontier;L1:0:current_child_gain_not_strict,,,,,0.28917631309429254,0.32549308264385485,0.20195227826775808,0.10172790342329201,0.10022437484446607,0.2039291216945358,0.1238916099599539,0.08003751173458191,g2a_improves,False,False,False,909.7016891926351,864.0616567229129,3873,4121,465.0302638,465.0305485,447.2687555,447.1704812
diagnostic,480,9,r36_09_round31_sealed_moderate_V50_seed1112848618,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,0.637670997700243,0.637670997700243,"[0,0.17187095993425508];[0.17187095993425508,0.34374191986851016];[0.34374191986851016,0.51561287980276527];[0.51561287980276527,0.68748383973702032]",True,4,0.47114477265216009;0.63729271116882058,0.4711447726521601,0.6372927111688206,1,True,L1,"[0.17187095993425508,0.34374191986851016]","[0.17187095993425508,0.25780643990138263]","[0.25780643990138263,0.34374191986851016]",True,False,False,0.4716210287054333,0.5513579379743019,False,0.4716210287054333,0.0004762560532732274,0.4716210287054333,0.0004762560532732274,0.0004762560532732274,False,0.47162102870543332;0.55135793797430188;0.63729271116882058,False,midpoint_children_do_not_complete_next_strict_frontier,0,L0;L1;L2;L1;L3;L1.0;L1.1;L1,L0;L1;L2;L3;L1;L1.0;L1.1;L1,L1:0.47114477265216009->0.51561287980276527:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue,L1:0.47114477265216009->0.63729271116882058:deadline_open:round38_rejected_pilot_resume_c6_next_frontier,L1:0:current_child_gain_not_strict,L1:0:midpoint_children_do_not_complete_next_strict_frontier,,,,,0.5439224895136161,0.5439258771383909,0.14701704879903654,0.14701173630280098,5.31249623555996e-06,0.21106797989695422,0.21250218381364172,-0.0014342039166874987,g2a_improves,False,False,False,869.2333129374922,848.28921432948,2,1,465.0900021,465.1005285,309.0269869,308.25867919999996
diagnostic,480,10,r36_10_high_imbalance_seed6202,high_imbalance_seed6202,50,3,high_imbalance,9.733452945383577,9.733452945383577,"[0,0.245];[0.245,0.48999999999999999];[0.48999999999999999,0.73499999999999999];[0.73499999999999999,0.97999999999999998]",True,4,7.4070090034849541;7.5557176110501905,7.407009003484954,7.5557176110501905,1,True,L2,"[0.48999999999999999,0.73499999999999999]","[0.48999999999999999,0.61250000000000004]","[0.61250000000000004,0.73499999999999999]",True,False,False,7.909894409896645,7.461555638889693,False,7.461555638889693,0.05454663540473881,7.461555638889693,0.05454663540473881,0.05454663540473881,False,7.4615556388896929;7.5557176110501905;7.9098944098966451,False,midpoint_children_do_not_complete_next_strict_frontier,0,L0;L1;L2;L3;L2;L3;L2.0;L2.1;L2,L0;L1;L2;L3;L2;L2.0;L2.1;L2;L3;L2.0;L2.1;L2,L2:7.4070090034849541->7.5557176110501905:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue;L3:7.5557176110501905->7.7850579556832047:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue,L2:7.4070090034849541->7.5557176110501905:target_reached_requeue:round38_rejected_pilot_resume_c6_next_frontier;L3:7.5557176110501905->7.7850579556832047:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue,L2:0:current_child_gain_not_strict,L2:0:midpoint_children_do_not_complete_next_strict_frontier;L2:0:current_child_gain_not_strict,,,,,8.191699928419316,8.191699928419316,0.15839733603432996,0.15839733603432996,0.0,0.205265467349245,0.20663749899878878,-0.0013720316495437757,tie,False,False,False,1089.7391917284788,1089.4796122395483,624,623,465.1212295,465.1212594,443.30567790000003,443.30833079999996
diagnostic,480,11,r36_11_tight_T_seed6102,tight_T_seed6102,50,3,tight_T,0.6855974831044359,0.6855974831044359,"[0,0.17139937077610898];[0.17139937077610898,0.34279874155221796];[0.34279874155221796,0.51419811232832691];[0.51419811232832691,0.68559748310443591]",True,4,0.48661597140378293;0.62305459378377903,0.48661597140378293,0.623054593783779,1,True,L1,"[0.17139937077610898,0.34279874155221796]","[0.17139937077610898,0.25709905616416345]","[0.25709905616416345,0.34279874155221796]",True,True,False,0,0.5408540636939213,False,0.5408540636939213,0.05423809229013837,0.5408540636939213,0.05423809229013837,0.05423809229013837,False,0.54085406369392131;0.62305459378377903;inf,False,midpoint_children_do_not_complete_next_strict_frontier,0,L0;L1;L2;L1;L3;L1.0;L1.1;L1;L1.1,L0;L1;L2;L3;L1;L1.0;L1.1;L1,L1:0.48661597140378293->0.51419811232832691:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue;L1.1:0.55834130540150817->0.62305459378377903:deadline_open:c6_next_strict_frontier_bound_reached_requeue,L1:0.48661597140378293->0.62305459378377903:deadline_open:round38_rejected_pilot_resume_c6_next_frontier,L1:1:current_complete_child_infeasibility,L1:0:midpoint_children_do_not_complete_next_strict_frontier,,,,,0.611021592813957,0.6046316908736425,0.10877503510192865,0.11809522967350214,-0.009320194571573487,0.1601406153140294,0.17226525404457613,-0.012124638730546727,g2a_regresses,False,False,False,974.811269531767,1025.730610871332,2,1,465.0989439,465.0855129,372.1128553,372.96714670000006
diagnostic,480,12,r36_12_round32_multi_m_moderate_V50_M4_seed721910669,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,0.40669239072992647,0.40669239072992647,"[0,0.10167309768248162];[0.10167309768248162,0.20334619536496323];[0.20334619536496323,0.30501929304744485];[0.30501929304744485,0.40669239072992647]",True,4,0.26545684397297908;0.36122471902797532,0.2654568439729791,0.3612247190279753,1,True,L1,"[0.10167309768248162,0.20334619536496323]","[0.10167309768248162,0.15250964652372243]","[0.15250964652372243,0.20334619536496323]",True,False,False,0.2654568439729788,0.3103881701867356,False,0.2654568439729788,-2.7755575615628914e-16,0.2654568439729788,-2.7755575615628914e-16,-2.7755575615628914e-16,False,0.26545684397297881;0.31038817018673559;0.36122471902797532,False,midpoint_children_do_not_complete_next_strict_frontier,0,L0;L1;L2;L1;L3;L1.0;L1.1;L1,L0;L1;L2;L3;L1;L1.0;L1.1;L1,L1:0.26545684397297908->0.30501929304744485:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue,L1:0.26545684397297908->0.36122471902797532:deadline_open:round38_rejected_pilot_resume_c6_next_frontier,L1:0:current_child_gain_not_strict,L1:0:midpoint_children_do_not_complete_next_strict_frontier,,,,,0.3140909507005527,0.3147776330533491,0.22769405609771515,0.22600559973991619,0.001688456357798962,0.3711683823732154,0.38113266554139585,-0.009964283168180432,g2a_improves,False,False,False,489.1445232899159,488.1571093451922,2,1,465.0924462,465.0911062,176.2367425,176.78188850000004
diagnostic,480,13,r36_13_moderate_seed4302,moderate_seed4302,20,3,moderate,0.0298198766247978,0.0298198766247978,"[0,0.012135714717816735];[0.012135714717816735,0.024271429435633471];[0.024271429435633471,0.036407144153450206];[0.036407144153450206,0.048542858871266942]",True,4,0;0.012135714717816735;0.024271429435633471;0.036407144153450206,0,0.012135714717816735,1,True,L0,"[0,0.012135714717816735]","[0,0.0060678573589083677]","[0.0060678573589083677,0.012135714717816735]",True,False,False,0,0.006067857358908368,False,0,0,0,0,0,False,0;0.0060678573589083677;0.012135714717816735;0.024271429435633471;0.036407144153450206,False,midpoint_children_do_not_complete_next_strict_frontier,0,L0;L1;L0.0;L0.1;L0;L1.0;L1.1;L1;L2;L2.0;L2.1;L2,L0;L1;L2;L3;L0;L0.0;L0.1;L0;L1;L0.0;L0.1;L0;L1.0;L1.1;L1;L2.0;L2.1;L2,L0:0->0.012135714717816735:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue;L1:0.012135714717816735->0.012520737740756724:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue,L0:0->0.012135714717816735:target_reached_requeue:round38_rejected_pilot_resume_c6_next_frontier;L1:0.012135714717816735->0.012520737740756724:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue,L0:0:current_child_gain_not_strict;L1:0:current_child_gain_not_strict;L2:0:current_child_gain_not_strict,L0:0:midpoint_children_do_not_complete_next_strict_frontier;L0:0:current_child_gain_not_strict;L1:0:current_child_gain_not_strict;L2:0:current_child_gain_not_strict,,,,,0.02427142943563347,0.02427142943563347,0.18606539721731497,0.18606539721731497,0.0,0.4873012134746987,0.48931279943315986,-0.0020115859584611817,tie,False,False,False,824.8168031211242,823.7958273109666,15355,15331,465.0328211,465.0221627,445.5409904,445.0655995
diagnostic,480,14,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,round32_multi_m_high_imbalance_V20_M2_seed1052706459,20,2,high_imbalance,4.356924112605589,4.356924112605589,"[0,0.23749999999999999];[0.23749999999999999,0.47499999999999998];[0.47499999999999998,0.71249999999999991];[0.71249999999999991,0.94999999999999996]",True,4,4.2430945553030863;4.3029840799645553,4.243094555303086,4.302984079964555,1,True,L2,"[0.47499999999999998,0.71249999999999991]","[0.47499999999999998,0.59375]","[0.59375,0.71249999999999991]",True,True,False,0,4.2732934103796625,False,4.2732934103796625,0.03019885507657616,4.2732934103796625,0.03019885507657616,0.03019885507657616,False,4.2732934103796625;4.3029840799645553;inf,False,midpoint_children_do_not_complete_next_strict_frontier,0,L0;L1;L2;L3;L2;L3;L2.0;L2.1;L2;L2.1;L3.0;L3.1;L3;L3.0.0;L3.0.1;L3.0;L3.0.0.0;L3.0.0.1;L3.0.0,L0;L1;L2;L3;L2;L2.0;L2.1;L2;L3;L2.0;L2.1;L2;L2.1;L3.0;L3.1;L3;L3.0.0;L3.0.1;L3.0;L3.0.0.0;L3.0.0.1;L3.0.0,L2:4.2430945553030863->4.3029840799645553:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue;L3:4.3029840799645553->4.3145156001533271:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue;L2.1:4.3145156001533271->4.330968081602224:exact_closure:c6_next_strict_frontier_bound_reached_requeue,L2:4.2430945553030863->4.3029840799645553:target_reached_requeue:round38_rejected_pilot_resume_c6_next_frontier;L3:4.3029840799645553->4.3145156001533271:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue;L2.1:4.3145156001533271->4.330968081602224:exact_closure:c6_next_strict_frontier_bound_reached_requeue,L2:1:current_complete_child_infeasibility;L3:1:current_complete_child_infeasibility;L3.0:1:current_complete_child_infeasibility;L3.0.0:0:current_child_gain_not_strict,L2:0:midpoint_children_do_not_complete_next_strict_frontier;L2:1:current_complete_child_infeasibility;L3:1:current_complete_child_infeasibility;L3.0:1:current_complete_child_infeasibility;L3.0.0:0:current_child_gain_not_strict,,,,,4.356924112605589,4.356924112605589,0.0,0.0,0.0,0.19635498812179308,0.19878127670414872,-0.0024262885823556346,tie,True,True,False,4.85301819199449,5.395434719826091,3,3,11.2757593,11.3004451,3.846553000000001,4.217952399999999
confirmation,900,8,r36_08_tight_T_seed5102,tight_T_seed5102,20,3,tight_T,0.3623546627845846,0.3623546627845846,"[0,0.090588665696146153];[0.090588665696146153,0.18117733139229231];[0.18117733139229231,0.27176599708843846];[0.27176599708843846,0.36235466278458461]",True,4,0.20682410371683468;0.28917631309429254,0.20682410371683468,0.28917631309429254,1,True,L1,"[0.090588665696146153,0.18117733139229231]","[0.090588665696146153,0.13588299854421923]","[0.13588299854421923,0.18117733139229231]",True,False,False,0.20843292656852036,0.24388198024621935,False,0.20843292656852036,0.0016088228516856762,0.20843292656852036,0.0016088228516856762,0.0016088228516856762,False,0.20843292656852036;0.24388198024621935;0.28917631309429254,False,midpoint_children_do_not_complete_next_strict_frontier,0,L0;L1;L2;L1;L3;L1.0;L1.1;L1,L0;L1;L2;L3;L1;L1.0;L1.1;L1;L2;L1.0;L1.1;L1,L1:0.20682410371683468->0.27176599708843846:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue,L1:0.20682410371683468->0.28917631309429254:target_reached_requeue:round38_rejected_pilot_resume_c6_next_frontier;L2:0.28917631309429254->0.29804469519923471:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue,L1:0:current_child_gain_not_strict,L1:0:midpoint_children_do_not_complete_next_strict_frontier;L1:0:current_child_gain_not_strict,,,,,0.28917631309429254,0.32985105207896404,0.20195227826775808,0.08970109686416143,0.11225118140359665,0.20297289748078087,0.10844530609621446,0.09452759138456641,g2a_improves,False,False,False,1806.307030380966,1844.7544192123257,8835,9554,885.0331711,885.0366796,867.2612188,867.1359742999999
confirmation,900,10,r36_10_high_imbalance_seed6202,high_imbalance_seed6202,50,3,high_imbalance,9.729609677413569,9.729609677413569,"[0,0.245];[0.245,0.48999999999999999];[0.48999999999999999,0.73499999999999999];[0.73499999999999999,0.97999999999999998]",True,4,7.4070090034849541;7.5557176110501905,7.407009003484954,7.5557176110501905,1,True,L2,"[0.48999999999999999,0.73499999999999999]","[0.48999999999999999,0.61250000000000004]","[0.61250000000000004,0.73499999999999999]",True,False,False,7.909894409896645,7.461555638889693,False,7.461555638889693,0.05454663540473881,7.461555638889693,0.05454663540473881,0.05454663540473881,False,7.4615556388896929;7.5557176110501905;7.9098944098966451,False,midpoint_children_do_not_complete_next_strict_frontier,0,L0;L1;L2;L3;L2;L3;L2.0;L2.1;L2,L0;L1;L2;L3;L2;L2.0;L2.1;L2;L3;L2.0;L2.1;L2,L2:7.4070090034849541->7.5557176110501905:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue;L3:7.5557176110501905->7.7850579556832047:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue,L2:7.4070090034849541->7.5557176110501905:target_reached_requeue:round38_rejected_pilot_resume_c6_next_frontier;L3:7.5557176110501905->7.7850579556832047:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue,L2:0:current_child_gain_not_strict,L2:0:midpoint_children_do_not_complete_next_strict_frontier;L2:0:current_child_gain_not_strict,,,,,8.191699928419316,8.191699928419316,0.15806489674137436,0.15806489674137436,0.0,0.1821699661336062,0.1829586265881621,-0.0007886604545558895,tie,False,False,False,2097.8473640917045,2102.5865696760416,977,971,885.1281339,885.1216078,863.3193047,863.2972227
confirmation,900,11,r36_11_tight_T_seed6102,tight_T_seed6102,50,3,tight_T,0.6751959023178633,0.6751959023178633,"[0,0.17139937077610898];[0.17139937077610898,0.34279874155221796];[0.34279874155221796,0.51419811232832691];[0.51419811232832691,0.68559748310443591]",True,4,0.48661597140378293;0.62305459378377903,0.48661597140378293,0.623054593783779,1,True,L1,"[0.17139937077610898,0.34279874155221796]","[0.17139937077610898,0.25709905616416345]","[0.25709905616416345,0.34279874155221796]",True,True,False,0,0.5408540636939213,False,0.5408540636939213,0.05423809229013837,0.5408540636939213,0.05423809229013837,0.05423809229013837,False,0.54085406369392131;0.62305459378377903;inf,False,midpoint_children_do_not_complete_next_strict_frontier,0,L0;L1;L2;L1;L3;L1.0;L1.1;L1;L1.1,L0;L1;L2;L3;L1;L1.0;L1.1;L1,L1:0.48661597140378293->0.51419811232832691:target_reached_requeue:c6_next_strict_frontier_bound_reached_requeue;L1.1:0.55834130540150817->0.62305459378377903:deadline_open:c6_next_strict_frontier_bound_reached_requeue,L1:0.48661597140378293->0.62305459378377903:deadline_open:round38_rejected_pilot_resume_c6_next_frontier,L1:1:current_complete_child_infeasibility,L1:0:midpoint_children_do_not_complete_next_strict_frontier,,,,,0.6137151352979232,0.6076330549522581,0.09105619096455457,0.10006406604908356,-0.009007875084528993,0.11761510925095,0.12850385260839056,-0.010888743357440556,g2a_regresses,False,False,False,2143.5228562896295,2394.67528676305,31,141,885.0912797,885.0971471,792.7962877,792.5182553000001
