stage,instance,left_arm,right_arm,left_certificate,right_certificate,left_work,right_work,work_delta_right_minus_left,left_time,right_time,time_delta_right_minus_left,left_gap,right_gap,left_gi_300,right_gi_300,left_gi_1200,right_gi_1200,left_models,right_models,left_splits,right_splits,right_contractions,certificate_not_weakened,bound_progress_not_weakened
stage4_1200s,high_imbalance_seed3201,K4-AM,K4-AMC,True,True,710.8503886196801,710.8503886196801,0.0,380.7063892,380.6044139,-0.10197529999999233,5.872351488108015e-10,5.872351488108015e-10,0.10109823538064577,0.10180220992338596,0.027031916607269234,0.02720432900126682,10,10,1,0,1,True,True
stage4_1200s,moderate_seed3301,K4-AM,K4-AMC,False,False,2035.6397249881973,2028.505563711093,-7.13416127710434,1180.0350082,1180.041084,0.006075799999962328,0.1123420662725595,0.1123420662725595,0.23836487721222913,0.23822137436155974,0.14384776900747687,0.14381189329480962,8,8,1,0,1,True,True
stage4_1200s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K4-AM,K4-AMC,True,True,38.137815381093645,38.137815381093645,0.0,26.6179315,25.5081169,-1.1098146,0.0,0.0,0.02992410812054428,0.028911542314325432,0.00748102703013607,0.007227885578581358,8,8,0,0,0,True,True
stage4_1200s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-AM,K4-AMC,True,True,0.989274344317732,0.989274344317732,0.0,1.7815528,1.7412277,-0.0403251,0.0,0.0,0.00210469784473155,0.0020597393992948607,0.0005261744611828875,0.0005149348498237152,14,14,3,0,3,True,True
stage4_1200s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-AM,K4-AMC,True,True,10.503884558425527,10.503884558425527,0.0,9.1359527,9.0638819,-0.07207080000000055,0.0,0.0,0.011180319422757634,0.011071942822274902,0.0027950798556894084,0.0027679857055687256,22,22,6,0,6,True,True
stage4_1200s,round39_small_hard_V12_M3_Q20_slot07_seed621538683,K4-AM,K4-AMC,False,False,138.4451303784979,138.4451303784979,0.0,77.6781586,76.3638641,-1.3142945000000026,2.442756619520684e-07,2.442756619520684e-07,0.10202627439973992,0.1003212120547669,0.025506751806681445,0.02508048622043819,12,12,0,0,0,True,True
stage4_1200s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K4-AM,K4-AMC,True,True,133.73490192498448,133.73490192498448,0.0,78.6324741,76.6338531,-1.998621,3.0696806124470356e-15,3.0696806124470356e-15,0.0707667080832873,0.06900266611413367,0.017691677020821826,0.017250666528533416,10,10,0,0,0,True,True
stage4_1200s,round39_small_medium_V10_M2_Q20_slot05_seed968549317,K4-AM,K4-AMC,True,True,109.91515934198168,109.91515934198168,0.0,67.1578614,65.8835056,-1.274355799999995,3.4258909262802224e-16,3.4258909262802224e-16,0.09476098977889325,0.0930189010762424,0.02369024744472331,0.0232547252690606,12,12,0,0,0,True,True
stage4_1200s,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,K4-AM,K4-AMC,True,True,1571.4256243238797,1571.4256243238797,0.0,715.1483178,694.8455182,-20.302799599999958,1.3877309794433272e-14,1.3877309794433272e-14,0.26020410235159025,0.2600697157032935,0.12396895127014564,0.12039264816309557,10,10,0,0,0,True,True
stage4_1200s,tight_T_seed3101,K4-AM,K4-AMC,False,False,2392.3751574404087,2407.719423612808,15.34426617239933,1180.0355627,1180.0331801,-0.002382599999918966,0.3645174333068863,0.3578527335880439,0.5322416213968051,0.5309303035720624,0.47334898727527225,0.47215000662978135,5,5,0,0,0,True,True
