run_id,stage,instance,arm,K0,rho,decision_sequence,parent_interval,gamma_L,gamma_U,infeasible_side,infeasible_child_id,feasible_child_id,feasible_child_bound,current_c6_action,infeasible_sibling_materialized,binary_split_count_incremented,feasible_model_already_built,potential_contraction_model_reuse,later_feasible_descendant_decisions,later_feasible_child_lp_rows,source_ledger,source_ledger_sha256
stage3_300s__high_imbalance_seed3201__K1-r020,stage3_300s,high_imbalance_seed3201,K1-r020,1,0.20000000000000001,3,L0.1,0.47499999999999998,0.94999999999999996,right,L0.1.1,L0.1.0,2.2662584414844362,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K1-r020/c6_split_decision_ledger.csv,9158976f6ef9ee9d6a6389eb3dede77c60f987a30f1ac9f93abc4edc99ce111e
stage3_300s__high_imbalance_seed3201__K1-r020,stage3_300s,high_imbalance_seed3201,K1-r020,1,0.20000000000000001,4,L0.0.1,0.23749999999999999,0.47499999999999998,left,L0.0.1.0,L0.0.1.1,2.261240112868975,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K1-r020/c6_split_decision_ledger.csv,9158976f6ef9ee9d6a6389eb3dede77c60f987a30f1ac9f93abc4edc99ce111e
stage3_300s__high_imbalance_seed3201__K4-r001,stage3_300s,high_imbalance_seed3201,K4-r001,4,0.01,1,L1,0.23749999999999999,0.47499999999999998,left,L1.0,L1.1,2.261240112868975,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K4-r001/c6_split_decision_ledger.csv,72ca1129d6e7df910961d025725fee7b4e3efcbd1fffa276ac46227882e4e930
stage3_300s__high_imbalance_seed3201__K4-r012,stage3_300s,high_imbalance_seed3201,K4-r012,4,0.12,1,L1,0.23749999999999999,0.47499999999999998,left,L1.0,L1.1,2.261240112868975,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K4-r012/c6_split_decision_ledger.csv,adb38a33fb98dad1aa402f73c5967f5cb2c0c91263d3984a5af4f8a48c713e96
stage3_300s__high_imbalance_seed3201__K4-r015,stage3_300s,high_imbalance_seed3201,K4-r015,4,0.14999999999999999,1,L1,0.23749999999999999,0.47499999999999998,left,L1.0,L1.1,2.261240112868975,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K4-r015/c6_split_decision_ledger.csv,795c3af50906e87d42dabea92af8327f066691808ca06a1690fddd7be3cae1a9
stage3_300s__high_imbalance_seed3201__K4-r020,stage3_300s,high_imbalance_seed3201,K4-r020,4,0.20000000000000001,1,L1,0.23749999999999999,0.47499999999999998,left,L1.0,L1.1,2.261240112868975,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K4-r020/c6_split_decision_ledger.csv,e253798cfe583151b5af6bed943dd24015276e1d49c3ee6647969a06ad307e5b
stage3_300s__high_imbalance_seed3201__K4-r050,stage3_300s,high_imbalance_seed3201,K4-r050,4,0.5,1,L1,0.23749999999999999,0.47499999999999998,left,L1.0,L1.1,2.261240112868975,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K4-r050/c6_split_decision_ledger.csv,4701768528eb7502f101933c4ecc4d995503d71e3014c9c9a04e1709bc71ccad
stage3_300s__moderate_seed3301__K4-r001,stage3_300s,moderate_seed3301,K4-r001,4,0.01,1,L0,0,0.012288138166186287,left,L0.0,L0.1,0.040117041551011833,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K4-r001/c6_split_decision_ledger.csv,abac51bddac63451cce3f825ca43061142e5e009155a7f3dd5e262d9bfb16e78
stage3_300s__moderate_seed3301__K4-r012,stage3_300s,moderate_seed3301,K4-r012,4,0.12,1,L0,0,0.012288138166186287,left,L0.0,L0.1,0.040117041551011833,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K4-r012/c6_split_decision_ledger.csv,7f6034edf67aabeec25706b476852af231280f8be84151f021b0d510884ce598
stage3_300s__moderate_seed3301__K4-r015,stage3_300s,moderate_seed3301,K4-r015,4,0.14999999999999999,1,L0,0,0.012288138166186287,left,L0.0,L0.1,0.040117041551011833,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K4-r015/c6_split_decision_ledger.csv,a75650e482af23e48a3a26f3396fb60b9d740ae7868cb883aba21b73e21ab970
stage3_300s__moderate_seed3301__K4-r020,stage3_300s,moderate_seed3301,K4-r020,4,0.20000000000000001,1,L0,0,0.012288138166186287,left,L0.0,L0.1,0.040117041551011833,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K4-r020/c6_split_decision_ledger.csv,701f08087fe512da0dc219cb350f3189211fb4a0c2881a0fb88a4199bc880eca
stage3_300s__moderate_seed3301__K4-r050,stage3_300s,moderate_seed3301,K4-r050,4,0.5,1,L0,0,0.012288138166186287,left,L0.0,L0.1,0.040117041551011833,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K4-r050/c6_split_decision_ledger.csv,d5fbf6e14f5e2cbbe5e9f49b17e17d593ab3f4cea5531cbecf72d58734018e57
stage3_300s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r001,stage3_300s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K1-r001,1,0.01,3,L0.1,0.010668503019890283,0.021337006039780566,right,L0.1.1,L0.1.0,0.017964388963836342,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r001/c6_split_decision_ledger.csv,aaaff7149239d9a2e6d09e044484a44ec2f7d3a69062da9346fd813f30dec896
stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K1-r001,stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K1-r001,1,0.01,2,L0.0,0,0.42925873066280273,left,L0.0.0,L0.0.1,0.64085743536993733,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K1-r001/c6_split_decision_ledger.csv,589309056f702eb732b6669b2068ab3b724edddf738a93fd0854cc4ca0329f21
stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r001,stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r001,4,0.01,2,L2,0.42925873066280273,0.64388809599420416,right,L2.1,L2.0,0.83228260324293657,split,True,True,True,True,2,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r001/c6_split_decision_ledger.csv,ae54b9c343cfcf8d8b4f224022f27da90fefbf75a7bf96d4bc382fa7b243afc3
stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r001,stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r001,4,0.01,3,L2.0,0.42925873066280273,0.53657341332850339,right,L2.0.1,L2.0.0,0.83228260324293657,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r001/c6_split_decision_ledger.csv,ae54b9c343cfcf8d8b4f224022f27da90fefbf75a7bf96d4bc382fa7b243afc3
stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r001,stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r001,4,0.01,4,L2.0.0,0.42925873066280273,0.48291607199565306,right,L2.0.0.1,L2.0.0.0,0.83228260324293657,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r001/c6_split_decision_ledger.csv,ae54b9c343cfcf8d8b4f224022f27da90fefbf75a7bf96d4bc382fa7b243afc3
stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r012,stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r012,4,0.12,2,L2,0.42925873066280273,0.64388809599420416,right,L2.1,L2.0,0.83228260324293657,split,True,True,True,True,2,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r012/c6_split_decision_ledger.csv,e0a015f5baa32fdbef269b87ab6e604542de83f448d8688450d8437fc052533a
stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r012,stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r012,4,0.12,3,L2.0,0.42925873066280273,0.53657341332850339,right,L2.0.1,L2.0.0,0.83228260324293657,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r012/c6_split_decision_ledger.csv,e0a015f5baa32fdbef269b87ab6e604542de83f448d8688450d8437fc052533a
stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r012,stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r012,4,0.12,4,L2.0.0,0.42925873066280273,0.48291607199565306,right,L2.0.0.1,L2.0.0.0,0.83228260324293657,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r012/c6_split_decision_ledger.csv,e0a015f5baa32fdbef269b87ab6e604542de83f448d8688450d8437fc052533a
stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r015,stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r015,4,0.14999999999999999,2,L2,0.42925873066280273,0.64388809599420416,right,L2.1,L2.0,0.83228260324293657,split,True,True,True,True,2,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r015/c6_split_decision_ledger.csv,4ed2a4ad779f0223bf64f24d63dbc89c002c48f2645a641e26aa050176fed1a5
stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r015,stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r015,4,0.14999999999999999,3,L2.0,0.42925873066280273,0.53657341332850339,right,L2.0.1,L2.0.0,0.83228260324293657,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r015/c6_split_decision_ledger.csv,4ed2a4ad779f0223bf64f24d63dbc89c002c48f2645a641e26aa050176fed1a5
stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r015,stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r015,4,0.14999999999999999,4,L2.0.0,0.42925873066280273,0.48291607199565306,right,L2.0.0.1,L2.0.0.0,0.83228260324293657,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r015/c6_split_decision_ledger.csv,4ed2a4ad779f0223bf64f24d63dbc89c002c48f2645a641e26aa050176fed1a5
stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r020,stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r020,4,0.20000000000000001,2,L2,0.42925873066280273,0.64388809599420416,right,L2.1,L2.0,0.83228260324293657,split,True,True,True,True,2,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r020/c6_split_decision_ledger.csv,353a293507f21f507cbf940115585b3714d6683e84022999621c664e9f2646a3
stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r020,stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r020,4,0.20000000000000001,3,L2.0,0.42925873066280273,0.53657341332850339,right,L2.0.1,L2.0.0,0.83228260324293657,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r020/c6_split_decision_ledger.csv,353a293507f21f507cbf940115585b3714d6683e84022999621c664e9f2646a3
stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r020,stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r020,4,0.20000000000000001,4,L2.0.0,0.42925873066280273,0.48291607199565306,right,L2.0.0.1,L2.0.0.0,0.83228260324293657,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r020/c6_split_decision_ledger.csv,353a293507f21f507cbf940115585b3714d6683e84022999621c664e9f2646a3
stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r050,stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r050,4,0.5,2,L2,0.42925873066280273,0.64388809599420416,right,L2.1,L2.0,0.83228260324293657,split,True,True,True,True,2,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r050/c6_split_decision_ledger.csv,5aadace5d4ddb28cb073a7841c064f9ba1d7bf49b240a0f34b3220d0e0cfa3b5
stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r050,stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r050,4,0.5,3,L2.0,0.42925873066280273,0.53657341332850339,right,L2.0.1,L2.0.0,0.83228260324293657,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r050/c6_split_decision_ledger.csv,5aadace5d4ddb28cb073a7841c064f9ba1d7bf49b240a0f34b3220d0e0cfa3b5
stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r050,stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r050,4,0.5,4,L2.0.0,0.42925873066280273,0.48291607199565306,right,L2.0.0.1,L2.0.0.0,0.83228260324293657,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r050/c6_split_decision_ledger.csv,5aadace5d4ddb28cb073a7841c064f9ba1d7bf49b240a0f34b3220d0e0cfa3b5
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r001,4,0.01,2,L0,0,0.12613596304105185,left,L0.0,L0.1,0.20218132964034852,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001/c6_split_decision_ledger.csv,678cad69e31527d9c35877f488b4fe2d3f831199aad07ed141182a4e8fcb46d8
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r001,4,0.01,4,L3,0.37840788912315554,0.50454385216420738,right,L3.1,L3.0,0.50092201704001205,split,True,True,True,True,4,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001/c6_split_decision_ledger.csv,678cad69e31527d9c35877f488b4fe2d3f831199aad07ed141182a4e8fcb46d8
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r001,4,0.01,5,L3.0,0.37840788912315554,0.44147587064368143,right,L3.0.1,L3.0.0,0.50092201704001205,split,True,True,True,True,3,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001/c6_split_decision_ledger.csv,678cad69e31527d9c35877f488b4fe2d3f831199aad07ed141182a4e8fcb46d8
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r001,4,0.01,6,L3.0.0,0.37840788912315554,0.40994187988341846,right,L3.0.0.1,L3.0.0.0,0.50092201704001205,split,True,True,True,True,2,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001/c6_split_decision_ledger.csv,678cad69e31527d9c35877f488b4fe2d3f831199aad07ed141182a4e8fcb46d8
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r001,4,0.01,7,L3.0.0.0,0.37840788912315554,0.39417488450328697,right,L3.0.0.0.1,L3.0.0.0.0,0.50092201704001205,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001/c6_split_decision_ledger.csv,678cad69e31527d9c35877f488b4fe2d3f831199aad07ed141182a4e8fcb46d8
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r001,4,0.01,8,L3.0.0.0.0,0.37840788912315554,0.38629138681322128,right,L3.0.0.0.0.1,L3.0.0.0.0.0,0.50092201704001205,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001/c6_split_decision_ledger.csv,678cad69e31527d9c35877f488b4fe2d3f831199aad07ed141182a4e8fcb46d8
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r012,4,0.12,2,L0,0,0.12613596304105185,left,L0.0,L0.1,0.20218132964034852,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,adb3b8eb54bd4badbd54fc7854c55f4e3ef6fbc97e95878be2605920e3ecd489
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r012,4,0.12,4,L3,0.37840788912315554,0.50454385216420738,right,L3.1,L3.0,0.50092201704001205,split,True,True,True,True,4,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,adb3b8eb54bd4badbd54fc7854c55f4e3ef6fbc97e95878be2605920e3ecd489
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r012,4,0.12,5,L3.0,0.37840788912315554,0.44147587064368143,right,L3.0.1,L3.0.0,0.50092201704001205,split,True,True,True,True,3,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,adb3b8eb54bd4badbd54fc7854c55f4e3ef6fbc97e95878be2605920e3ecd489
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r012,4,0.12,6,L3.0.0,0.37840788912315554,0.40994187988341846,right,L3.0.0.1,L3.0.0.0,0.50092201704001205,split,True,True,True,True,2,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,adb3b8eb54bd4badbd54fc7854c55f4e3ef6fbc97e95878be2605920e3ecd489
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r012,4,0.12,7,L3.0.0.0,0.37840788912315554,0.39417488450328697,right,L3.0.0.0.1,L3.0.0.0.0,0.50092201704001205,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,adb3b8eb54bd4badbd54fc7854c55f4e3ef6fbc97e95878be2605920e3ecd489
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r012,4,0.12,8,L3.0.0.0.0,0.37840788912315554,0.38629138681322128,right,L3.0.0.0.0.1,L3.0.0.0.0.0,0.50092201704001205,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,adb3b8eb54bd4badbd54fc7854c55f4e3ef6fbc97e95878be2605920e3ecd489
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r015,4,0.14999999999999999,2,L0,0,0.12613596304105185,left,L0.0,L0.1,0.20218132964034852,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015/c6_split_decision_ledger.csv,bacb6c1b8b74b91511bcd2eb10772a7c44c520fab81e4f83fb4d4b86f1c2f16c
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r015,4,0.14999999999999999,4,L3,0.37840788912315554,0.50454385216420738,right,L3.1,L3.0,0.50092201704001205,split,True,True,True,True,4,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015/c6_split_decision_ledger.csv,bacb6c1b8b74b91511bcd2eb10772a7c44c520fab81e4f83fb4d4b86f1c2f16c
