run_id,stage,instance,arm,K0,rho,decision_sequence,parent_interval,gamma_L,gamma_U,infeasible_side,infeasible_child_id,feasible_child_id,feasible_child_bound,current_c6_action,infeasible_sibling_materialized,binary_split_count_incremented,feasible_model_already_built,potential_contraction_model_reuse,later_feasible_descendant_decisions,later_feasible_child_lp_rows,source_ledger,source_ledger_sha256
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage4_1200s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r012,4,0.12,6,L3.0.0,0.37840788912315554,0.40994187988341846,right,L3.0.0.1,L3.0.0.0,0.50092201704001205,split,True,True,True,True,2,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,174ddaf2e6513878985f04e182cba8acb8e0dc5ba56ad05786c15e4deb3326a8
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage4_1200s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r012,4,0.12,7,L3.0.0.0,0.37840788912315554,0.39417488450328697,right,L3.0.0.0.1,L3.0.0.0.0,0.50092201704001205,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,174ddaf2e6513878985f04e182cba8acb8e0dc5ba56ad05786c15e4deb3326a8
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage4_1200s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r012,4,0.12,8,L3.0.0.0.0,0.37840788912315554,0.38629138681322128,right,L3.0.0.0.0.1,L3.0.0.0.0.0,0.50092201704001205,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,174ddaf2e6513878985f04e182cba8acb8e0dc5ba56ad05786c15e4deb3326a8
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage4_1200s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r050,4,0.5,2,L0,0,0.12613596304105185,left,L0.0,L0.1,0.20218132964034852,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,909aa9b80b174b7a09d6b3c1704ba42bf8e124093e53c6045cc12182dd70fb7d
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage4_1200s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r050,4,0.5,4,L3,0.37840788912315554,0.50454385216420738,right,L3.1,L3.0,0.50092201704001205,split,True,True,True,True,4,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,909aa9b80b174b7a09d6b3c1704ba42bf8e124093e53c6045cc12182dd70fb7d
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage4_1200s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r050,4,0.5,5,L3.0,0.37840788912315554,0.44147587064368143,right,L3.0.1,L3.0.0,0.50092201704001205,split,True,True,True,True,3,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,909aa9b80b174b7a09d6b3c1704ba42bf8e124093e53c6045cc12182dd70fb7d
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage4_1200s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r050,4,0.5,6,L3.0.0,0.37840788912315554,0.40994187988341846,right,L3.0.0.1,L3.0.0.0,0.50092201704001205,split,True,True,True,True,2,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,909aa9b80b174b7a09d6b3c1704ba42bf8e124093e53c6045cc12182dd70fb7d
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage4_1200s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r050,4,0.5,7,L3.0.0.0,0.37840788912315554,0.39417488450328697,right,L3.0.0.0.1,L3.0.0.0.0,0.50092201704001205,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,909aa9b80b174b7a09d6b3c1704ba42bf8e124093e53c6045cc12182dd70fb7d
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage4_1200s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r050,4,0.5,8,L3.0.0.0.0,0.37840788912315554,0.38629138681322128,right,L3.0.0.0.0.1,L3.0.0.0.0.0,0.50092201704001205,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,909aa9b80b174b7a09d6b3c1704ba42bf8e124093e53c6045cc12182dd70fb7d
stage5_1800s__high_imbalance_seed3201__K1-r015,stage5_1800s,high_imbalance_seed3201,K1-r015,1,0.14999999999999999,2,L0.0,0,0.47499999999999998,left,L0.0.0,L0.0.1,2.2206360803532741,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__high_imbalance_seed3201__K1-r015/c6_split_decision_ledger.csv,cdf9dcb799312f54e8a786c30af54df9b120e1a78b222fb336ef22764d81076a
stage5_1800s__high_imbalance_seed3201__K1-r015,stage5_1800s,high_imbalance_seed3201,K1-r015,1,0.14999999999999999,3,L0.1,0.47499999999999998,0.94999999999999996,right,L0.1.1,L0.1.0,2.2662584414844362,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__high_imbalance_seed3201__K1-r015/c6_split_decision_ledger.csv,cdf9dcb799312f54e8a786c30af54df9b120e1a78b222fb336ef22764d81076a
stage5_1800s__high_imbalance_seed3201__K1-r015,stage5_1800s,high_imbalance_seed3201,K1-r015,1,0.14999999999999999,4,L0.0.1,0.23749999999999999,0.47499999999999998,left,L0.0.1.0,L0.0.1.1,2.261240112868975,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__high_imbalance_seed3201__K1-r015/c6_split_decision_ledger.csv,cdf9dcb799312f54e8a786c30af54df9b120e1a78b222fb336ef22764d81076a
stage5_1800s__high_imbalance_seed3201__K4-r001,stage5_1800s,high_imbalance_seed3201,K4-r001,4,0.01,1,L1,0.23749999999999999,0.47499999999999998,left,L1.0,L1.1,2.261240112868975,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__high_imbalance_seed3201__K4-r001/c6_split_decision_ledger.csv,6baae1477fde6a5b1d86703e33c5aba829bd7abda92982bc0133396f3d700437
stage5_1800s__high_imbalance_seed3201__K4-r012,stage5_1800s,high_imbalance_seed3201,K4-r012,4,0.12,1,L1,0.23749999999999999,0.47499999999999998,left,L1.0,L1.1,2.261240112868975,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__high_imbalance_seed3201__K4-r012/c6_split_decision_ledger.csv,78ff3a981e05b67e56b7b6553b46f6509784fb55e386efac948481fce4a75ba2
stage5_1800s__high_imbalance_seed3202__K1-r015,stage5_1800s,high_imbalance_seed3202,K1-r015,1,0.14999999999999999,2,L0.0,0,0.47499999999999998,left,L0.0.0,L0.0.1,1.6362929161051682,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__high_imbalance_seed3202__K1-r015/c6_split_decision_ledger.csv,26f60709e1392639cf3fa8990a4285f8fa6ef169cbdd723f89477a1160b2eacf
stage5_1800s__high_imbalance_seed3202__K1-r015,stage5_1800s,high_imbalance_seed3202,K1-r015,1,0.14999999999999999,3,L0.1,0.47499999999999998,0.94999999999999996,right,L0.1.1,L0.1.0,1.5823276849906989,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__high_imbalance_seed3202__K1-r015/c6_split_decision_ledger.csv,26f60709e1392639cf3fa8990a4285f8fa6ef169cbdd723f89477a1160b2eacf
stage5_1800s__moderate_seed3301__K4-r001,stage5_1800s,moderate_seed3301,K4-r001,4,0.01,1,L0,0,0.012288138166186287,left,L0.0,L0.1,0.040117041551011833,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__moderate_seed3301__K4-r001/c6_split_decision_ledger.csv,c2ea91a054dfce2505116131063b9a548ce994b46585e69901017d83112efcd1
stage5_1800s__moderate_seed3301__K4-r012,stage5_1800s,moderate_seed3301,K4-r012,4,0.12,1,L0,0,0.012288138166186287,left,L0.0,L0.1,0.040117041551011833,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__moderate_seed3301__K4-r012/c6_split_decision_ledger.csv,155a92afc3e3bd74859694cb63009911b4c3c87236213639f84c5b537f31ef91
stage5_1800s__round39_small_hard_V10_M2_Q20_slot03_seed490008310__K4-r001,stage5_1800s,round39_small_hard_V10_M2_Q20_slot03_seed490008310,K4-r001,4,0.01,2,L0,0,0.1366293689664799,left,L0.0,L0.1,0.20826283448271471,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V10_M2_Q20_slot03_seed490008310__K4-r001/c6_split_decision_ledger.csv,01ba6ffe2b2e03e313aab71bf74724e665bdbb21e387e0f1ce80ed635dd17b48
stage5_1800s__round39_small_hard_V10_M2_Q20_slot03_seed490008310__K4-r012,stage5_1800s,round39_small_hard_V10_M2_Q20_slot03_seed490008310,K4-r012,4,0.12,2,L0,0,0.1366293689664799,left,L0.0,L0.1,0.20826283448271471,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V10_M2_Q20_slot03_seed490008310__K4-r012/c6_split_decision_ledger.csv,8b709595ecc5676633f36231e140b724174ca44f01cd3b82e9d3114b743ce8a5
stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001,stage5_1800s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r001,4,0.01,2,L0,0,0.12613596304105185,left,L0.0,L0.1,0.20218132964034852,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001/c6_split_decision_ledger.csv,0d1ac265210027b0dcccbdb726ddd1b030045390ae1ef18ce9c35fe263636dd1
stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001,stage5_1800s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r001,4,0.01,4,L3,0.37840788912315554,0.50454385216420738,right,L3.1,L3.0,0.50092201704001205,split,True,True,True,True,4,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001/c6_split_decision_ledger.csv,0d1ac265210027b0dcccbdb726ddd1b030045390ae1ef18ce9c35fe263636dd1
stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001,stage5_1800s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r001,4,0.01,5,L3.0,0.37840788912315554,0.44147587064368143,right,L3.0.1,L3.0.0,0.50092201704001205,split,True,True,True,True,3,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001/c6_split_decision_ledger.csv,0d1ac265210027b0dcccbdb726ddd1b030045390ae1ef18ce9c35fe263636dd1
stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001,stage5_1800s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r001,4,0.01,6,L3.0.0,0.37840788912315554,0.40994187988341846,right,L3.0.0.1,L3.0.0.0,0.50092201704001205,split,True,True,True,True,2,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001/c6_split_decision_ledger.csv,0d1ac265210027b0dcccbdb726ddd1b030045390ae1ef18ce9c35fe263636dd1
stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001,stage5_1800s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r001,4,0.01,7,L3.0.0.0,0.37840788912315554,0.39417488450328697,right,L3.0.0.0.1,L3.0.0.0.0,0.50092201704001205,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001/c6_split_decision_ledger.csv,0d1ac265210027b0dcccbdb726ddd1b030045390ae1ef18ce9c35fe263636dd1
stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001,stage5_1800s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r001,4,0.01,8,L3.0.0.0.0,0.37840788912315554,0.38629138681322128,right,L3.0.0.0.0.1,L3.0.0.0.0.0,0.50092201704001205,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001/c6_split_decision_ledger.csv,0d1ac265210027b0dcccbdb726ddd1b030045390ae1ef18ce9c35fe263636dd1
stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage5_1800s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r012,4,0.12,2,L0,0,0.12613596304105185,left,L0.0,L0.1,0.20218132964034852,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,2ac11e230312462279dfbedeefadede419d4b1494410c77e8747348a83aea3e1
stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage5_1800s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r012,4,0.12,4,L3,0.37840788912315554,0.50454385216420738,right,L3.1,L3.0,0.50092201704001205,split,True,True,True,True,4,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,2ac11e230312462279dfbedeefadede419d4b1494410c77e8747348a83aea3e1
stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage5_1800s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r012,4,0.12,5,L3.0,0.37840788912315554,0.44147587064368143,right,L3.0.1,L3.0.0,0.50092201704001205,split,True,True,True,True,3,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,2ac11e230312462279dfbedeefadede419d4b1494410c77e8747348a83aea3e1
stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage5_1800s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r012,4,0.12,6,L3.0.0,0.37840788912315554,0.40994187988341846,right,L3.0.0.1,L3.0.0.0,0.50092201704001205,split,True,True,True,True,2,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,2ac11e230312462279dfbedeefadede419d4b1494410c77e8747348a83aea3e1
stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage5_1800s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r012,4,0.12,7,L3.0.0.0,0.37840788912315554,0.39417488450328697,right,L3.0.0.0.1,L3.0.0.0.0,0.50092201704001205,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,2ac11e230312462279dfbedeefadede419d4b1494410c77e8747348a83aea3e1
stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage5_1800s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r012,4,0.12,8,L3.0.0.0.0,0.37840788912315554,0.38629138681322128,right,L3.0.0.0.0.1,L3.0.0.0.0.0,0.50092201704001205,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,2ac11e230312462279dfbedeefadede419d4b1494410c77e8747348a83aea3e1
stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r001,stage5_1800s,round39_small_hard_V12_M2_Q20_slot06_seed258908503,K4-r001,4,0.01,4,L3,0.52968982389680619,0.70625309852907492,right,L3.1,L3.0,0.70462947050336566,split,True,True,True,True,5,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r001/c6_split_decision_ledger.csv,6c0058415f6816a4e36f506de5415ed6dce137928dfde0ab206b9cb667f0a2da
stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r001,stage5_1800s,round39_small_hard_V12_M2_Q20_slot06_seed258908503,K4-r001,4,0.01,5,L3.0,0.52968982389680619,0.61797146121294055,right,L3.0.1,L3.0.0,0.70462947050336566,split,True,True,True,True,4,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r001/c6_split_decision_ledger.csv,6c0058415f6816a4e36f506de5415ed6dce137928dfde0ab206b9cb667f0a2da
stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r001,stage5_1800s,round39_small_hard_V12_M2_Q20_slot06_seed258908503,K4-r001,4,0.01,6,L3.0.0,0.52968982389680619,0.57383064255487337,right,L3.0.0.1,L3.0.0.0,0.70462947050336566,split,True,True,True,True,3,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r001/c6_split_decision_ledger.csv,6c0058415f6816a4e36f506de5415ed6dce137928dfde0ab206b9cb667f0a2da
stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r001,stage5_1800s,round39_small_hard_V12_M2_Q20_slot06_seed258908503,K4-r001,4,0.01,7,L3.0.0.0,0.52968982389680619,0.55176023322583978,right,L3.0.0.0.1,L3.0.0.0.0,0.70462947050336566,split,True,True,True,True,2,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r001/c6_split_decision_ledger.csv,6c0058415f6816a4e36f506de5415ed6dce137928dfde0ab206b9cb667f0a2da
stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r001,stage5_1800s,round39_small_hard_V12_M2_Q20_slot06_seed258908503,K4-r001,4,0.01,8,L3.0.0.0.0,0.52968982389680619,0.54072502856132298,right,L3.0.0.0.0.1,L3.0.0.0.0.0,0.70462947050336555,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r001/c6_split_decision_ledger.csv,6c0058415f6816a4e36f506de5415ed6dce137928dfde0ab206b9cb667f0a2da
stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r001,stage5_1800s,round39_small_hard_V12_M2_Q20_slot06_seed258908503,K4-r001,4,0.01,9,L3.0.0.0.0.0,0.52968982389680619,0.53520742622906459,right,L3.0.0.0.0.0.1,L3.0.0.0.0.0.0,0.70462947050336544,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r001/c6_split_decision_ledger.csv,6c0058415f6816a4e36f506de5415ed6dce137928dfde0ab206b9cb667f0a2da
stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r012,stage5_1800s,round39_small_hard_V12_M2_Q20_slot06_seed258908503,K4-r012,4,0.12,4,L3,0.52968982389680619,0.70625309852907492,right,L3.1,L3.0,0.70462947050336566,split,True,True,True,True,5,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r012/c6_split_decision_ledger.csv,4db1f1a0cdc2777f4e21e4bab04065981593f8a780a9f4133f5fc5677728f0ca
stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r012,stage5_1800s,round39_small_hard_V12_M2_Q20_slot06_seed258908503,K4-r012,4,0.12,5,L3.0,0.52968982389680619,0.61797146121294055,right,L3.0.1,L3.0.0,0.70462947050336566,split,True,True,True,True,4,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r012/c6_split_decision_ledger.csv,4db1f1a0cdc2777f4e21e4bab04065981593f8a780a9f4133f5fc5677728f0ca
stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r012,stage5_1800s,round39_small_hard_V12_M2_Q20_slot06_seed258908503,K4-r012,4,0.12,6,L3.0.0,0.52968982389680619,0.57383064255487337,right,L3.0.0.1,L3.0.0.0,0.70462947050336566,split,True,True,True,True,3,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r012/c6_split_decision_ledger.csv,4db1f1a0cdc2777f4e21e4bab04065981593f8a780a9f4133f5fc5677728f0ca
stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r012,stage5_1800s,round39_small_hard_V12_M2_Q20_slot06_seed258908503,K4-r012,4,0.12,7,L3.0.0.0,0.52968982389680619,0.55176023322583978,right,L3.0.0.0.1,L3.0.0.0.0,0.70462947050336566,split,True,True,True,True,2,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r012/c6_split_decision_ledger.csv,4db1f1a0cdc2777f4e21e4bab04065981593f8a780a9f4133f5fc5677728f0ca
stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r012,stage5_1800s,round39_small_hard_V12_M2_Q20_slot06_seed258908503,K4-r012,4,0.12,8,L3.0.0.0.0,0.52968982389680619,0.54072502856132298,right,L3.0.0.0.0.1,L3.0.0.0.0.0,0.70462947050336555,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r012/c6_split_decision_ledger.csv,4db1f1a0cdc2777f4e21e4bab04065981593f8a780a9f4133f5fc5677728f0ca
stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r012,stage5_1800s,round39_small_hard_V12_M2_Q20_slot06_seed258908503,K4-r012,4,0.12,9,L3.0.0.0.0.0,0.52968982389680619,0.53520742622906459,right,L3.0.0.0.0.0.1,L3.0.0.0.0.0.0,0.70462947050336544,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r012/c6_split_decision_ledger.csv,4db1f1a0cdc2777f4e21e4bab04065981593f8a780a9f4133f5fc5677728f0ca
stage5_1800s__tight_T_seed3102__K1-r015,stage5_1800s,tight_T_seed3102,K1-r015,1,0.14999999999999999,1,L0,0,0.60070443668510809,right,L0.1,L0.0,0.407329005858862,split,True,True,True,True,3,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__tight_T_seed3102__K1-r015/c6_split_decision_ledger.csv,27c9ebcd2435caa1a53cb3932f39633ba16a73ff9d3feef991cf6f4c646ff5a1
stage5_1800s__tight_T_seed3102__K1-r015,stage5_1800s,tight_T_seed3102,K1-r015,1,0.14999999999999999,3,L0.0.0,0,0.15017610917127702,left,L0.0.0.0,L0.0.0.1,0.47233177848661118,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__tight_T_seed3102__K1-r015/c6_split_decision_ledger.csv,27c9ebcd2435caa1a53cb3932f39633ba16a73ff9d3feef991cf6f4c646ff5a1
stage5_1800s__tight_T_seed3102__K4-r001,stage5_1800s,tight_T_seed3102,K4-r001,4,0.01,1,L0,0,0.15017610917127702,left,L0.0,L0.1,0.47233177848661118,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__tight_T_seed3102__K4-r001/c6_split_decision_ledger.csv,809b41e4058cd5d102a820191d702472b2f27794af3ef9ec4e1608a16cafa424
stage5_1800s__tight_T_seed3102__K4-r012,stage5_1800s,tight_T_seed3102,K4-r012,4,0.12,1,L0,0,0.15017610917127702,left,L0.0,L0.1,0.47233177848661118,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__tight_T_seed3102__K4-r012/c6_split_decision_ledger.csv,64bffb5d03f9137405247dfc0b0a599f12b5f7fee98035822650cb0c7ecb6825
