run_id,stage,arm,instance,K0,mode,tau,process_cap_seconds,executable_sha256,status,certificate,certificate_rejection_reason,coverage_valid,completion_marker,time_seconds,exact_phase_time_seconds,work,lower_bound,verified_upper_bound,relative_gap,split_count,contraction_count,both_child_infeasible_closure_count,initial_interval_count,final_interval_count,lp_jobs,native_target_jobs,terminal_mip_jobs,model_count,model_reuse_count,basis_reuse_count,contraction_model_reuse_count,contraction_basis_reuse_count,nodes,peak_memory_gb,finite_decision_count,extra_lp_count,extra_mip_count,bound_order_valid,lb_300,ub_300,gap_300,gi_300,lb_1200,ub_1200,gap_1200,gi_1200,lb_1800,ub_1800,gap_1800,gi_1800
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-AM,stage3_300s,K4-AM,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,adaptive-mass,0.07915,300.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,9.260668,8.3023784,10.503884558425527,0.5045438521642074,0.5045438521642074,0.0,6,0,0,4,10,22,4,3,22,7,0,6,0,485.0,0.024863467,3,0,0,True,0.5045438521642074,0.5045438521642074,0.0,0.011376532186261059,0.5045438521642074,0.5045438521642074,0.0,0.0028441330465652647,0.5045438521642074,0.5045438521642074,0.0,0.0018960886977101765
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-AMC,stage3_300s,K4-AMC,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,adaptive-mass-contraction,0.07915,300.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,9.2542616,8.2944403,10.503884558425527,0.5045438521642075,0.5045438521642074,0.0,0,6,0,4,4,22,4,3,22,7,0,6,0,485.0,0.024863469,3,0,0,True,0.5045438521642075,0.5045438521642074,0.0,0.011419629207557855,0.5045438521642075,0.5045438521642074,0.0,0.002854907301889464,0.5045438521642075,0.5045438521642074,0.0,0.0019032715345929758
stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM,stage3_300s,K1-AM,round39_small_hard_V12_M3_Q20_slot07_seed621538683,1,adaptive-mass,0.07915,300.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,round31_c6_external_gini_tree_not_certified,False,global_bound_gap_not_closed,True,True,98.6401641,96.4390025,188.18035718118418,0.6471163029866588,0.6471164334555021,2.0161571633704306e-07,0,0,0,1,1,3,0,1,3,1,0,0,0,5573.0,0.120234214,1,0,0,True,0.6471163029866588,0.6471164334555021,2.0161571633704306e-07,0.0993144608421157,0.6471163029866588,0.6471164334555021,2.0161571633704306e-07,0.02482876642231618,0.6471163029866588,0.6471164334555021,2.0161571633704306e-07,0.016552578153449567
stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AMC,stage3_300s,K1-AMC,round39_small_hard_V12_M3_Q20_slot07_seed621538683,1,adaptive-mass-contraction,0.07915,300.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,round31_c6_external_gini_tree_not_certified,False,global_bound_gap_not_closed,True,True,98.5054164,96.2924172,188.18035718118418,0.6471163029866588,0.6471164334555021,2.0161571633704306e-07,0,0,0,1,1,3,0,1,3,1,0,0,0,5573.0,0.120234216,1,0,0,True,0.6471163029866588,0.6471164334555021,2.0161571633704306e-07,0.09923754396750434,0.6471163029866588,0.6471164334555021,2.0161571633704306e-07,0.02480953720366334,0.6471163029866588,0.6471164334555021,2.0161571633704306e-07,0.01653975867434767
stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K4-AM,stage3_300s,K4-AM,round39_small_hard_V12_M3_Q20_slot07_seed621538683,4,adaptive-mass,0.07915,300.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,round31_c6_external_gini_tree_not_certified,False,global_bound_gap_not_closed,True,True,77.9524909,75.722279,138.4451303784979,0.6471162753807069,0.6471164334555021,2.442756619520684e-07,0,0,0,4,4,12,3,4,12,7,0,0,0,2687.0,0.129476262,4,0,0,True,0.6471162753807069,0.6471164334555021,2.442756619520684e-07,0.10260157631120174,0.6471162753807069,0.6471164334555021,2.442756619520684e-07,0.0256505772845469,0.6471162753807069,0.6471164334555021,2.442756619520684e-07,0.01710046628158525
stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K4-AMC,stage3_300s,K4-AMC,round39_small_hard_V12_M3_Q20_slot07_seed621538683,4,adaptive-mass-contraction,0.07915,300.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,round31_c6_external_gini_tree_not_certified,False,global_bound_gap_not_closed,True,True,78.1421533,75.9075033,138.4451303784979,0.6471162753807069,0.6471164334555021,2.442756619520684e-07,0,0,0,4,4,12,3,4,12,7,0,0,0,2687.0,0.129476264,4,0,0,True,0.6471162753807069,0.6471164334555021,2.442756619520684e-07,0.10280998159608025,0.6471162753807069,0.6471164334555021,2.442756619520684e-07,0.025702678605766527,0.6471162753807069,0.6471164334555021,2.442756619520684e-07,0.017135200495731667
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM,stage3_300s,K1-AM,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,1,adaptive-mass,0.07915,300.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,True,True,280.0504799,278.0049093,501.34679704778335,0.4252011336837254,0.506343307565206,0.16025130118073339,0,0,0,1,1,3,0,1,3,1,0,0,0,10250.0,0.182082477,1,0,0,True,0.4252011336837254,0.506343307565206,0.16025130118073339,0.21114161523865324,0.4252011336837254,0.506343307565206,0.16025130118073339,0.17297387969521336,0.4252011336837254,0.506343307565206,0.16025130118073339,0.1687330201903867
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AMC,stage3_300s,K1-AMC,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,1,adaptive-mass-contraction,0.07915,300.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,True,True,280.041116,278.0098794,501.38787620678335,0.4252011336837254,0.506343307565206,0.16025130118073339,0,0,0,1,1,3,0,1,3,1,0,0,0,10250.0,0.182082479,1,0,0,True,0.4252011336837254,0.506343307565206,0.16025130118073339,0.211110890492018,0.4252011336837254,0.506343307565206,0.16025130118073339,0.17296619850855452,0.4252011336837254,0.506343307565206,0.16025130118073339,0.16872789939928082
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-AM,stage3_300s,K4-AM,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,4,adaptive-mass,0.07915,300.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,78.6830752,76.7181266,133.73490192498448,0.5063433075652044,0.506343307565206,3.0696806124470356e-15,0,0,0,4,4,10,4,3,10,7,0,0,0,7878.0,0.150459755,3,0,0,True,0.5063433075652044,0.506343307565206,3.0696806124470356e-15,0.07093509414562,0.5063433075652044,0.506343307565206,3.0696806124470356e-15,0.017733773536405,0.5063433075652044,0.506343307565206,3.0696806124470356e-15,0.011822515690936668
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-AMC,stage3_300s,K4-AMC,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,4,adaptive-mass-contraction,0.07915,300.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,78.8355763,76.7794823,133.73490192498448,0.5063433075652044,0.506343307565206,3.0696806124470356e-15,0,0,0,4,4,10,4,3,10,7,0,0,0,7878.0,0.150459757,3,0,0,True,0.5063433075652044,0.506343307565206,3.0696806124470356e-15,0.071174922644545,0.5063433075652044,0.506343307565206,3.0696806124470356e-15,0.01779373066113625,0.5063433075652044,0.506343307565206,3.0696806124470356e-15,0.011862487107424166
stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-AM,stage3_300s,K1-AM,round39_small_medium_V10_M2_Q20_slot05_seed968549317,1,adaptive-mass,0.07915,300.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,30.2728879,28.9578896,49.9516535903128,0.12152565367470163,0.1215256536747018,1.4845527347214299e-15,0,0,0,1,1,3,1,1,3,2,0,0,0,3446.0,0.051483395,2,0,0,True,0.12152565367470163,0.1215256536747018,1.4845527347214299e-15,0.04745047745867461,0.12152565367470163,0.1215256536747018,1.4845527347214299e-15,0.011862619364668653,0.12152565367470163,0.1215256536747018,1.4845527347214299e-15,0.007908412909779101
stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-AMC,stage3_300s,K1-AMC,round39_small_medium_V10_M2_Q20_slot05_seed968549317,1,adaptive-mass-contraction,0.07915,300.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,30.2665216,28.950885,49.9516535903128,0.12152565367470163,0.1215256536747018,1.4845527347214299e-15,0,0,0,1,1,3,1,1,3,2,0,0,0,3446.0,0.051483397,2,0,0,True,0.12152565367470163,0.1215256536747018,1.4845527347214299e-15,0.04746505819534308,0.12152565367470163,0.1215256536747018,1.4845527347214299e-15,0.01186626454883577,0.12152565367470163,0.1215256536747018,1.4845527347214299e-15,0.00791084303255718
stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K4-AM,stage3_300s,K4-AM,round39_small_medium_V10_M2_Q20_slot05_seed968549317,4,adaptive-mass,0.07915,300.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,67.1131436,65.7651035,109.91515934198168,0.12152565367470176,0.1215256536747018,3.4258909262802224e-16,0,0,0,4,4,12,3,4,12,7,0,0,0,6507.0,0.053006241,4,0,0,True,0.12152565367470176,0.1215256536747018,3.4258909262802224e-16,0.09478443344518929,0.12152565367470176,0.1215256536747018,3.4258909262802224e-16,0.023696108361297322,0.12152565367470176,0.1215256536747018,3.4258909262802224e-16,0.015797405574198217
stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K4-AMC,stage3_300s,K4-AMC,round39_small_medium_V10_M2_Q20_slot05_seed968549317,4,adaptive-mass-contraction,0.07915,300.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,67.0558582,65.7088739,109.91515934198168,0.12152565367470176,0.1215256536747018,3.4258909262802224e-16,0,0,0,4,4,12,3,4,12,7,0,0,0,6507.0,0.053006243,4,0,0,True,0.12152565367470176,0.1215256536747018,3.4258909262802224e-16,0.0948337064230676,0.12152565367470176,0.1215256536747018,3.4258909262802224e-16,0.0237084266057669,0.12152565367470176,0.1215256536747018,3.4258909262802224e-16,0.015805617737177934
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM,stage3_300s,K1-AM,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,1,adaptive-mass,0.07915,300.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,True,True,280.0422174,277.87197130000004,608.0716571725522,0.04224579640184012,0.04500155005562836,0.061236860738835275,0,0,0,1,1,3,1,1,3,2,0,0,0,8116.0,0.218169814,2,0,0,True,0.04224579640184012,0.04500155005562836,0.061236860738835275,0.19773781449217553,0.04224579640184012,0.04500155005562836,0.061236860738835275,0.09536209917717033,0.04224579640184012,0.04500155005562836,0.061236860738835275,0.08398701969772532
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AMC,stage3_300s,K1-AMC,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,1,adaptive-mass-contraction,0.07915,300.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,True,True,280.0340508,277.8458609,606.9557390678475,0.04224579640184012,0.04500155005562836,0.061236860738835275,0,0,0,1,1,3,1,1,3,2,0,0,0,8109.0,0.218169816,2,0,0,True,0.04224579640184012,0.04500155005562836,0.061236860738835275,0.19785317364808153,0.04224579640184012,0.04500155005562836,0.061236860738835275,0.09539093896614684,0.04224579640184012,0.04500155005562836,0.061236860738835275,0.08400624622370965
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K4-AM,stage3_300s,K4-AM,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,4,adaptive-mass,0.07915,300.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,True,True,280.0368234,277.9204229,600.1792109362178,0.037101511960814584,0.04500155005562836,0.17555035515550454,0,0,0,4,4,7,2,2,7,4,0,0,0,6038.0,0.212029824,2,0,0,True,0.037101511960814584,0.04500155005562836,0.17555035515550454,0.2552558371740732,0.037101511960814584,0.04500155005562836,0.17555035515550454,0.19547672566014668,0.037101511960814584,0.04500155005562836,0.17555035515550454,0.18883460215859932
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K4-AMC,stage3_300s,K4-AMC,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,4,adaptive-mass-contraction,0.07915,300.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,True,True,280.0350646,277.8388684,599.1156114610512,0.037101511960814584,0.04500155005562836,0.17555035515550454,0,0,0,4,4,7,2,2,7,4,0,0,0,6029.0,0.212029826,2,0,0,True,0.037101511960814584,0.04500155005562836,0.17555035515550454,0.2554536700237098,0.037101511960814584,0.04500155005562836,0.17555035515550454,0.19552618387255588,0.037101511960814584,0.04500155005562836,0.17555035515550454,0.18886757430020543
