instance,algorithm,source_round,source_path,source_commit,source_tree,evidence_commit,evidence_tree,artifact_sha256,input_sha256,executable_sha256,solver_version,machine,process_cap_seconds,work,time_seconds,certificate,lower_bound,verified_upper_bound,gap,gi_300,gi_1200,gi_1800,comparison_timing,source_table
high_imbalance_seed3202,P-GRB,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__high_imbalance_seed3202__P-GRB/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,ada75177d63b94cc027a6757b70320ba66b90ed355ad670501fa5f861f2fc4b7,902f4c46fa076f3e24b537737c5d58ffe833e6de21e900a42bb8846d3f76db50,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1800.0,3687.1819134570983,1780.0782172,False,1.242007739921101,1.7493134520506337,0.2900027502417268,0.39464733314725164,0.36510738452405544,0.34539026262079386,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage5_1800s_results.csv
moderate_seed3301,gamma-veto,45,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv#row_id=complex__moderate_seed3301__gamma-veto,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,74b4f9bbe05d4d2efa712206ba46911c43c4851d55c8913a234ecbfd31c37edd,83daeb902d8d68a0e08a84d190b43647183b146daf81c31e99be07c10fc6242a,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,3600,6492.454849036278,3580.0764596,False,0.04612528289749264,0.04915255266474515,0.061589268575746446,0.2215057288023054,0.10156838363238635,,historical_same_machine_solver_longer_cap,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv
moderate_seed3301,no-adaptive,45,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv#row_id=complex__moderate_seed3301__no-adaptive,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,74b4f9bbe05d4d2efa712206ba46911c43c4851d55c8913a234ecbfd31c37edd,83daeb902d8d68a0e08a84d190b43647183b146daf81c31e99be07c10fc6242a,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,3600,6454.111461791629,3580.0647935,False,0.024576276332372575,0.04915255266474515,0.5,0.5791489914166668,0.5197872478541666,,historical_same_machine_solver_longer_cap,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv
moderate_seed3301,K1-r015,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__moderate_seed3301__K1-r015/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,4a01dd5f74a7a241cb9278bf3ac6c10d73bc44fcca15286a23043843a6688dbb,83daeb902d8d68a0e08a84d190b43647183b146daf81c31e99be07c10fc6242a,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1800.0,3161.8223178799535,1780.0381542,False,0.04796472692368177,0.04915255266474515,0.024166104844344193,0.2195435687832397,0.07363408342251399,0.057144757229790726,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage5_1800s_results.csv
moderate_seed3301,K4-r001,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__moderate_seed3301__K4-r001/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,1b71e0a049a837d9feb6a9fe31d669f33e99bbb868e180838e1f8086d784dda3,83daeb902d8d68a0e08a84d190b43647183b146daf81c31e99be07c10fc6242a,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1800.0,2911.2260925812884,1780.0343577,False,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.24072587091960349,0.14443801743432053,0.13373936704706685,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage5_1800s_results.csv
moderate_seed3301,K4-r050,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__moderate_seed3301__K4-r050/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,f0b373445df426aaf60994feba05f828e9e27cec0e0c5518501c3ab322b4bd89,83daeb902d8d68a0e08a84d190b43647183b146daf81c31e99be07c10fc6242a,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1200.0,2022.1846115019607,1180.0343519,False,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.23882025789795255,0.14396161417890777,0.13342176487679167,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage4_1200s_results.csv
moderate_seed3301,P-GRB,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__moderate_seed3301__P-GRB/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,e4bd0db47251ca7f7166481ceef43ee1e45473e23b44daf8683080137a4e929d,83daeb902d8d68a0e08a84d190b43647183b146daf81c31e99be07c10fc6242a,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1800.0,2813.2073928664922,1780.1102671,False,0.048388162833931464,0.04952337284115889,0.02292271188532521,0.055935779911182544,0.031175978891789698,0.028424889889635017,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage5_1800s_results.csv
moderate_seed3302,gamma-veto,45,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv#row_id=complex__moderate_seed3302__gamma-veto,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,74b4f9bbe05d4d2efa712206ba46911c43c4851d55c8913a234ecbfd31c37edd,0b329df7711155131b33dfd14cfee8e85a17f60cc003863dbe004eb085c5f77e,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,3600,8047.801516828706,3580.0903663,False,0.14946819954967203,0.19563620654901237,0.23598907284973325,0.2933105172450414,0.2503194339485601,,historical_same_machine_solver_longer_cap,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv
moderate_seed3302,no-adaptive,45,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv#row_id=complex__moderate_seed3302__no-adaptive,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,74b4f9bbe05d4d2efa712206ba46911c43c4851d55c8913a234ecbfd31c37edd,0b329df7711155131b33dfd14cfee8e85a17f60cc003863dbe004eb085c5f77e,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,3600,7389.5614166966425,3580.1042093,False,0.04890905163725309,0.19563620654901237,0.75,0.7675057604166668,0.7543764401041663,,historical_same_machine_solver_longer_cap,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv
moderate_seed3302,K1-r015,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__moderate_seed3302__K1-r015/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,3b76c6af989d92ce45561689f7d91a580122e4bf80aa2b029f51abbfca32642c,0b329df7711155131b33dfd14cfee8e85a17f60cc003863dbe004eb085c5f77e,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1800.0,3783.0840375686116,1780.0413997,False,0.14696173997933837,0.19563620654901237,0.24880091179584224,0.3180669879342538,0.2706687574137336,0.26389444426797526,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage5_1800s_results.csv
moderate_seed3302,K4-r001,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__moderate_seed3302__K4-r001/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,b60ea9c069d2536bf24bf49dc6911bd8a1d8b7c7fb4ed1dbd249ee6587b67a91,0b329df7711155131b33dfd14cfee8e85a17f60cc003863dbe004eb085c5f77e,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1800.0,3637.865046174856,1780.0491175,False,0.14946819954967203,0.19563620654901237,0.23598907284973325,0.29199343287875024,0.2499901628569875,0.24532313285456936,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage5_1800s_results.csv
moderate_seed3302,P-GRB,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__moderate_seed3302__P-GRB/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,8f01497e2a42122c3a6a7e683a0c7b94fde6169d56611afe42826f7c42206986,0b329df7711155131b33dfd14cfee8e85a17f60cc003863dbe004eb085c5f77e,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1800.0,3555.3150328276956,1780.0726168,False,0.12930515693917344,0.19563620654901237,0.33905303512016904,0.34910617736657784,0.3444669629496092,0.34294369588992785,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage5_1800s_results.csv
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K1-r015,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r015/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,c4cb0c5976f1f5d0327cde54917ab45434f2174462ec6f30682ebef51b81f49c,587737b9d000c1712220232a0fe957073f1f03ac649a63a4775abd9166603acd,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1200.0,28.285289241061992,19.0436508,True,0.02133700603978056,0.021337006039780566,3.2520466512360744e-16,0.029270124614650825,0.007317531153662706,0.004878354102441804,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage4_1200s_results.csv
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K4-r001,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r001/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,1fa66c2131bd376699b02180577b02f0c23b11f6a11adaf603c1e3d8e71c0df3,587737b9d000c1712220232a0fe957073f1f03ac649a63a4775abd9166603acd,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1200.0,47.3035471806965,30.2256077,True,0.021337006039780566,0.021337006039780566,0.0,0.028774537835659572,0.007193634458914893,0.004795756305943262,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage4_1200s_results.csv
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K4-r050,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r050/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,e74485720a2770f7c0fa98c4282412a92ceae6b3f18e41985a4e2c988514796e,587737b9d000c1712220232a0fe957073f1f03ac649a63a4775abd9166603acd,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1200.0,38.137815381093645,25.6722329,True,0.021337006039780566,0.021337006039780566,0.0,0.029175798954951693,0.007293949738737923,0.004862633159158616,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage4_1200s_results.csv
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,P-GRB,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__P-GRB/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,409fb66536ba10957c9a42063513e0bf55d415a795446f6c4a0c7b5278f68c1c,587737b9d000c1712220232a0fe957073f1f03ac649a63a4775abd9166603acd,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1200.0,2.080721906744143,6.5584087,True,0.02133700603978057,0.021337006039780566,0.0,0.0018264846541228604,0.0004566211635307151,0.00030441410902047676,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage4_1200s_results.csv
round39_small_hard_V10_M1_Q20_slot01_seed561355351,K1-r015,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K1-r015/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,f10f7517ac1458c9b55c0bbca48fbdbcbb66bd4bf8c12845ee538c43ec395509,08cc363f365dec28647189686a8f1d7081f922d88e40c1ccac9c42e1b696893c,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1200.0,0.9381473408644397,1.4899475,True,0.8585174613256094,0.8585174613256055,0.0,0.0019198014054925606,0.00047995035137314015,0.00031996690091542677,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage4_1200s_results.csv
round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r001,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r001/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,b34f98931af8f898d241b0a222b1ad5a7c7b8d8045c0a5ef508ae83be21d1e87,08cc363f365dec28647189686a8f1d7081f922d88e40c1ccac9c42e1b696893c,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1200.0,0.989274344317732,1.7577069,True,0.8585174613256055,0.8585174613256055,0.0,0.0020622010365536052,0.0005155502591384013,0.00034370017275893417,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage4_1200s_results.csv
