number,path,sha256,bytes,arc_q,log_code_variables,onehot_binaries
13,results\unified_exact_round69\local_raw\development-long\D6\VD-S\external\models\L0.0.lp,991af133bfcc32b8ebc239cc028b06cfd69cbb3cfb86d6a194cad9ad106bef8b,4413075,False,0,797
13,results\unified_exact_round69\local_raw\development-long\D6\VD-S\external\models\L0.1.lp,fd1ad5e3257be42fa050193d449c8b93b2ca4046041334dcd520b8012ad01c94,4437715,False,0,777
13,results\unified_exact_round69\local_raw\development-long\D6\VD-S\external\models\L0.lp,39d0b94258cb1e42834b7cc7cc54c55170583726171eb6701a5cc08ff1047ba5,4411480,False,0,797
14,results\unified_exact_round69\local_raw\historical-validation-long\D7\P-GRB\compact.lp,4cd7967ea4d65804e6ab7ae8913033454ba495766ff9eb03529bd935f6e0bace,3117154,False,0,0
15,results\unified_exact_round69\local_raw\historical-validation-long\D7\K1-R\external\models\L0.0.0.lp,6c5f54b5f6c72dea0c32e737be79c815280c14b047cf1274d5e37d05a8d94f07,16678553,False,0,0
15,results\unified_exact_round69\local_raw\historical-validation-long\D7\K1-R\external\models\L0.0.1.lp,548611ca8cee2f86006eabae0cfcf639560101c77b0536a97563a94cbf6969e2,16701384,False,0,0
15,results\unified_exact_round69\local_raw\historical-validation-long\D7\K1-R\external\models\L0.0.lp,0dfe26cb63e08f2ce9ee5effaacd60184663a74bef86bb1dfe3b61183fc9bf75,16677484,False,0,0
15,results\unified_exact_round69\local_raw\historical-validation-long\D7\K1-R\external\models\L0.1.lp,de8248a827741217fcfedfc3ff1e2f0f1c5aa9e7bf8f742f84e58ae0b256cf06,16700592,False,0,0
15,results\unified_exact_round69\local_raw\historical-validation-long\D7\K1-R\external\models\L0.lp,f9469522f7aacde46496bf7affbb34193aa3f1765699f4efce12fe4fe3b1ff7e,16677484,False,0,0
16,results\unified_exact_round69\local_raw\historical-validation-long\D7\VD-S\external\models\L0.0.0.0.lp,5c132e310942d79d5d5cf88cf7ed39e87e556e79cfe242f956b20eb38ecd4e76,16915581,False,0,1457
16,results\unified_exact_round69\local_raw\historical-validation-long\D7\VD-S\external\models\L0.0.0.1.lp,f3ce440f24b14cd4945231a97b7d5f10b68daffbad145283d1a4eeb0e42c7f2d,16972536,False,0,1457
16,results\unified_exact_round69\local_raw\historical-validation-long\D7\VD-S\external\models\L0.0.0.lp,6dc0d407f5ab3410df63485a62a06281ff7d6d5acd024274432efa775fdac6d5,16918031,False,0,1457
16,results\unified_exact_round69\local_raw\historical-validation-long\D7\VD-S\external\models\L0.0.1.lp,1a1dfd74ce808244b3ada1a3606fc2f2bf59ee54fd2d255a2091a8dfa8567463,16969605,False,0,1457
16,results\unified_exact_round69\local_raw\historical-validation-long\D7\VD-S\external\models\L0.0.lp,beaaace563e445785810d5b2d2690813beb43e6930ccb4f2349047fde3e06e38,16915116,False,0,1457
16,results\unified_exact_round69\local_raw\historical-validation-long\D7\VD-S\external\models\L0.1.lp,7c4a413c0b03a5afb1b5674d2a22054c45b53c67c8f0d3da43378d3c659d1bc0,16962374,False,0,1435
16,results\unified_exact_round69\local_raw\historical-validation-long\D7\VD-S\external\models\L0.lp,0c4553bf8ee93a41b5a267680e1f740d6571f4e419fa4431fcf74afaf46bd1ec,16915116,False,0,1457
