number,id,arm,leaf_id,solve_kind,model_sha256,original_rows,original_columns,original_nonzeros,logged_LP_optimum
7,S12,VD-S,L0.0,LP,7671c73bb13e23fca5f41fcfea201d5302a06807895beee6bc2f1020be148e4f,2241,1098,10878,0.0
7,S12,VD-S,L0.1,LP,48ae1bde8d31c887a041c49716b31c49f116c6ca3d0ec93ddd0af39e72656b0c,2084,938,10556,0.02928198656
7,S12,VD-S,L0,MIP,35cad8bae4d941fc80ea5dd41ae5fa0c5f13a61f118a01b6a0db0f1e5e6f4dcf,2241,1098,10878,
9,N12,K1-R,L0,LP,e695d5e74ee6052a4bcbde7547dc025b89d4dc6566aa50e51cc5ce735788d4b4,2039,622,9810,0.3752903865
9,N12,K1-R,L0.0,LP,7caafc64156eae7c195a306760e38a5c2100dd10174eb150743129552d4320bc,2039,622,9810,0.3752903865
9,N12,K1-R,L0.1,LP,690ff06b3f1932964f07a5dcb5f3bb9ce3df31a8436ffc9c0c9e90f7ae591028,2039,622,9942,0.7296616505
9,N12,K1-R,L0,MIP,e695d5e74ee6052a4bcbde7547dc025b89d4dc6566aa50e51cc5ce735788d4b4,2039,622,9810,
10,N12,VD-S,L0,LP,36caf3f3f06067e8ab87b8029b2317d3a1e7604a3d4564d6f4c0853116fa446f,2179,1038,10656,0.3960943363
10,N12,VD-S,L0.0,LP,e9a9b1734f18e5960a68e66f4729195a71fe20164d66940a4d7d7904c2412949,2179,1038,10656,0.3960943363
10,N12,VD-S,L0.1,LP,9b1b9a82d3567b7dcec77abef9c5d8f404bf131fac03c5dfd07e49fdb0a6a561,2179,1038,10936,0.7296616505
10,N12,VD-S,L0,MIP,36caf3f3f06067e8ab87b8029b2317d3a1e7604a3d4564d6f4c0853116fa446f,2179,1038,10656,
12,D6,K1-R,L0,LP,4c5c214f042dedea8322ca3a338ba3a294554b4bfcff4e9a98f219c48e024842,29923,6991,187848,0.1256918309
12,D6,K1-R,L0.0,LP,61374f9a865df635bb68c6e45452341a15067009ec9f7f314960c7ce0d66f46b,29923,6991,187848,0.1256918309
12,D6,K1-R,L0.1,LP,022ad0d698b94130d0582160da7350235a71f3620f257743d18b4cef8367cad8,29924,6991,188256,
12,D6,K1-R,L0.0.0,LP,8255f6fdc0bf06f7adb5314f68031c3994466635ec98180345acefba71fe379d,29923,6991,187848,0.1269568487
12,D6,K1-R,L0.0.1,LP,0510420d8edf363812f84d192b60b723b38fea55fb03efb42340af96f79d2637,29923,6991,188250,0.1531292014
12,D6,K1-R,L0.0,CHILD_BOUND_TARGET_MIP,61374f9a865df635bb68c6e45452341a15067009ec9f7f314960c7ce0d66f46b,29923,6991,187848,
12,D6,K1-R,L0.0,MIP,61374f9a865df635bb68c6e45452341a15067009ec9f7f314960c7ce0d66f46b,29923,6991,187848,
13,D6,VD-S,L0,LP,39d0b94258cb1e42834b7cc7cc54c55170583726171eb6701a5cc08ff1047ba5,30485,8273,190745,0.131389465
13,D6,VD-S,L0.0,LP,991af133bfcc32b8ebc239cc028b06cfd69cbb3cfb86d6a194cad9ad106bef8b,30485,8273,190745,0.131389465
13,D6,VD-S,L0.1,LP,fd1ad5e3257be42fa050193d449c8b93b2ca4046041334dcd520b8012ad01c94,30446,8233,191486,
13,D6,VD-S,L0.0.0,LP,19c136173a83ea484ef6b090034aa8bfd6c01d3ffa60051880d0d8c703cf54c1,30485,8273,190745,0.131389465
13,D6,VD-S,L0.0.1,LP,a03f5d94165e024a271be7d81eec9a76186426a413c4f42fa215a8c82aee0160,30473,8261,191586,0.1535991283
13,D6,VD-S,L0.0,MIP,991af133bfcc32b8ebc239cc028b06cfd69cbb3cfb86d6a194cad9ad106bef8b,30485,8273,190745,
15,D7,K1-R,L0,LP,f9469522f7aacde46496bf7affbb34193aa3f1765699f4efce12fe4fe3b1ff7e,103581,23563,719333,0.1751431846
15,D7,K1-R,L0.0,LP,0dfe26cb63e08f2ce9ee5effaacd60184663a74bef86bb1dfe3b61183fc9bf75,103581,23563,719333,0.1757654923
15,D7,K1-R,L0.1,LP,de8248a827741217fcfedfc3ff1e2f0f1c5aa9e7bf8f742f84e58ae0b256cf06,103581,23563,719917,
15,D7,K1-R,L0.0.0,LP,6c5f54b5f6c72dea0c32e737be79c815280c14b047cf1274d5e37d05a8d94f07,103581,23563,719333,0.182484801
15,D7,K1-R,L0.0.1,LP,548611ca8cee2f86006eabae0cfcf639560101c77b0536a97563a94cbf6969e2,103581,23563,719917,0.2132316013
15,D7,K1-R,L0.0.0,NEXT_LEAF_TARGET_MIP,6c5f54b5f6c72dea0c32e737be79c815280c14b047cf1274d5e37d05a8d94f07,103581,23563,719333,
16,D7,VD-S,L0,LP,0c4553bf8ee93a41b5a267680e1f740d6571f4e419fa4431fcf74afaf46bd1ec,104726,25943,724951,0.1859374766
16,D7,VD-S,L0.0,LP,beaaace563e445785810d5b2d2690813beb43e6930ccb4f2349047fde3e06e38,104726,25943,724951,0.1859374766
16,D7,VD-S,L0.1,LP,7c4a413c0b03a5afb1b5674d2a22054c45b53c67c8f0d3da43378d3c659d1bc0,104682,25899,726288,
16,D7,VD-S,L0.0.0,LP,6dc0d407f5ab3410df63485a62a06281ff7d6d5acd024274432efa775fdac6d5,104726,25943,724951,0.1883090696
16,D7,VD-S,L0.0.1,LP,1a1dfd74ce808244b3ada1a3606fc2f2bf59ee54fd2d255a2091a8dfa8567463,104726,25943,726458,
16,D7,VD-S,L0.0.0.0,LP,5c132e310942d79d5d5cf88cf7ed39e87e556e79cfe242f956b20eb38ecd4e76,104726,25943,724951,0.1937392449
16,D7,VD-S,L0.0.0.1,LP,f3ce440f24b14cd4945231a97b7d5f10b68daffbad145283d1a4eeb0e42c7f2d,104726,25943,726458,0.2030030411
16,D7,VD-S,L0.0.0,CHILD_BOUND_TARGET_MIP,6dc0d407f5ab3410df63485a62a06281ff7d6d5acd024274432efa775fdac6d5,104726,25943,724951,
16,D7,VD-S,L0.0.0,MIP,6dc0d407f5ab3410df63485a62a06281ff7d6d5acd024274432efa775fdac6d5,104726,25943,724951,
