interval_id,gamma_L,gamma_U,interval_lower_bound,incumbent_upper_bound,interval_status,reason,certificate_basis,requires_pricing_closure,pricing_closure_available,interval_bound_valid,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources,relaxation_portfolio_mode,relaxation_variants_tried,selected_relaxation_variant,selected_variant_reason,probe_time_seconds,variant_bound_improvement,best_variant_bound,variants_skipped_reason
10,0.435416666667,0.475,1.58377469667,2.44340319194,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,135.6881139,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
11,0.475,0.514583333333,1.58377469667,2.44340319194,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,271.2452216,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
12,0.514583333333,0.554166666667,1.78169136333,2.44340319194,unresolved,open_bpc_nodes,unresolved,false,false,true,1,1,3324,0,1,1442.8864582,19.4119008,135.1575683,branch_price_tree,gamma_floor|adaptive_split_inherited_parent_lb|branch_price_tree,fixed,,,,0,0,0,
13,0.554166666667,0.59375,1.58377469667,2.44340319194,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,134.9678587,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
14,0.59375,0.633333333333,2.44340319194,2.44340319194,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,30.6495839,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,
15,0.395833333333,0.415625,2.44340319194,2.44340319194,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,30.4767062,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,
16,0.415625,0.435416666667,2.44340319194,2.44340319194,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,33.4114828,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,
17,0.435416666667,0.455208333333,1.58377469667,2.44340319194,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,135.5549437,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
18,0.455208333333,0.475,1.58377469667,2.44340319194,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,135.3783838,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
19,0.475,0.494791666667,1.58377469667,2.44340319194,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,135.1037691,focused_split_inherited_parent_lb,gamma_floor|focused_split_inherited_parent_lb,fixed,,,,0,0,0,
20,0.494791666667,0.514583333333,2.44340319194,2.44340319194,bound_fathomed,focused_child_inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,1,0,0,0,0,0,33.7988238,focused_child_inventory_route_gini_relaxation,gamma_floor|focused_split_inherited_parent_lb|focused_child_inventory_route_gini_relaxation,fixed,,,,0,0,0,
