interval_id,gamma_L,gamma_U,interval_lower_bound,incumbent_upper_bound,interval_status,reason,certificate_basis,requires_pricing_closure,pricing_closure_available,interval_bound_valid,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources,relaxation_portfolio_mode,relaxation_variants_tried,selected_relaxation_variant,selected_variant_reason,probe_time_seconds,variant_bound_improvement,best_variant_bound,variants_skipped_reason
10,0.0285302801217,0.0326060344248,0.0285302801217,0.195636206549,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,61.5130122,gamma_floor,gamma_floor,fixed,,,,0,0,0,
11,0.0244545258186,0.0264924029702,0.0244545258186,0.195636206549,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,61.7182613,gamma_floor,gamma_floor,fixed,,,,0,0,0,
12,0.0264924029702,0.0285302801217,0.0264924029702,0.195636206549,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,61.6424737,gamma_floor,gamma_floor,fixed,,,,0,0,0,
13,0.0244545258186,0.0254734643944,0.195636206549,0.195636206549,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.9593698,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
14,0.0254734643944,0.0264924029702,0.195636206549,0.195636206549,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,13.7179083,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
15,0.0264924029702,0.027511341546,0.195636206549,0.195636206549,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,13.8618632,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
16,0.027511341546,0.0285302801217,0.027511341546,0.195636206549,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,61.4032675,gamma_floor,gamma_floor,fixed,,,,0,0,0,
17,0.027511341546,0.0280208108338,0.027511341546,0.195636206549,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,122.8018186,gamma_floor,gamma_floor,fixed,,,,0,0,0,
18,0.0280208108338,0.0285302801217,0.0280208108338,0.195636206549,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,61.5474569,gamma_floor,gamma_floor,fixed,,,,0,0,0,
19,0.027511341546,0.0277660761899,0.0593036731592,0.195636206549,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,61.452639,branch_price_tree,gamma_floor|focused_split_inherited_parent_lb|branch_price_tree,fixed,,,,0,0,0,
20,0.0277660761899,0.0280208108338,0.195636206549,0.195636206549,bound_fathomed,focused_child_inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,1,0,0,0,0,0,15.4035075,focused_child_inventory_route_gini_relaxation,gamma_floor|focused_split_inherited_parent_lb|focused_child_inventory_route_gini_relaxation,fixed,,,,0,0,0,
