stage,source_summary,state_id,policy,process_cap_seconds,executable_sha256,model_sha256,status,certificate,certificate_class,false_certificate,evidence_complete,cap_respected,failure_reason,artifact_dir,audit_status
m1_core_comparator,m1_core_v0_raw.csv,D3,interval-mip-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,7c8f8e5f1ff22f99103991cc788735e15850eda9b80ca5165dbb1709dc7a51e2,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/m1_core_runs/D3__interval-mip-v0,pass
m1_core_comparator,m1_core_v0_raw.csv,D4,interval-mip-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,b35f4e7c4559e801ef4cd67b544cd4ba59d24abdcf6025bc3422c3e89f6bd2eb,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/m1_core_runs/D4__interval-mip-v0,pass
m1_core_comparator,m1_core_v0_raw.csv,D5,interval-mip-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,2fd56622b90d18d9e4a8d6a0a1f8aaca6a0823d87437ded52f59c80e809748df,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/m1_core_runs/D5__interval-mip-v0,pass
m1_core_comparator,m1_core_v0_raw.csv,D6,interval-mip-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,9aca6b4020aa81a484913fce9237bb15e995527b24365d079612606665c858bd,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/m1_core_runs/D6__interval-mip-v0,pass
m1_core_comparator,m1_core_v0_raw.csv,D9,interval-mip-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,3627afe65bdbed2f2133fce6a1648b235c8d74165e7f9148d1e7fee619c2a8d9,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/m1_core_runs/D9__interval-mip-v0,pass
m1_core_comparator,m1_core_v0_raw.csv,D10,interval-mip-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,a43ff20d75215049f81aee5c44b6a97c35bf7f2105d31c3e614a2bd23a076bd0,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/m1_core_runs/D10__interval-mip-v0,pass
m1_core_comparator,m1_core_v0_raw.csv,D11,interval-mip-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,2f9aec02ad74995b2199feca380842d0fd3f0f5b84b5af51ecfcb146c233956e,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/m1_core_runs/D11__interval-mip-v0,pass
m1_core_candidate,m1_core_m1_raw.csv,D1,m1-tight-big-m-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,5b4df8aeea1494e362b6f2987212fd23ae120b91a773e34c6b06fa7447f67f2c,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/m1_core_runs/D1__m1-tight-big-m-v0,pass
m1_core_candidate,m1_core_m1_raw.csv,D2,m1-tight-big-m-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,bd4be8c65dae2fda3b45d5be50dd4f43128bd0ac10b27f026d1d8fa5b8a20814,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/m1_core_runs/D2__m1-tight-big-m-v0,pass
m1_core_candidate,m1_core_m1_raw.csv,D3,m1-tight-big-m-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,42744c4af9bd4d2ec3d52ff1ba75ee8ae3fbdcfdc9b8589893a16f74e1466f87,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/m1_core_runs/D3__m1-tight-big-m-v0,pass
m1_core_candidate,m1_core_m1_raw.csv,D4,m1-tight-big-m-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,57b6fa03dea983c16136f9226643a5852086d5e6fa1dcb83471e42ab3d8da91b,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/m1_core_runs/D4__m1-tight-big-m-v0,pass
m1_core_candidate,m1_core_m1_raw.csv,D5,m1-tight-big-m-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,b955db3473f5892f3b8f46f1745645fcbedb3d644e6950f28654101d9bfa91a3,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/m1_core_runs/D5__m1-tight-big-m-v0,pass
m1_core_candidate,m1_core_m1_raw.csv,D6,m1-tight-big-m-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,95f8e4a56832ad5f336995b98c66084993492c0b043ee633c5c25729bc646675,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/m1_core_runs/D6__m1-tight-big-m-v0,pass
m1_core_candidate,m1_core_m1_raw.csv,D9,m1-tight-big-m-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,3627afe65bdbed2f2133fce6a1648b235c8d74165e7f9148d1e7fee619c2a8d9,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/m1_core_runs/D9__m1-tight-big-m-v0,pass
m1_core_candidate,m1_core_m1_raw.csv,D10,m1-tight-big-m-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,a43ff20d75215049f81aee5c44b6a97c35bf7f2105d31c3e614a2bd23a076bd0,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/m1_core_runs/D10__m1-tight-big-m-v0,pass
m1_core_candidate,m1_core_m1_raw.csv,D11,m1-tight-big-m-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,2f9aec02ad74995b2199feca380842d0fd3f0f5b84b5af51ecfcb146c233956e,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/m1_core_runs/D11__m1-tight-big-m-v0,pass
symmetry_core_s1,symmetry_core_s1_raw.csv,D1,m1-s1-route-start-order,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,4747fd50d29410129c0a39ec76582125838ffa0421fbb6e63b78b98c1bcfaa23,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_core_runs/D1__m1-s1-route-start-order,pass
symmetry_core_s1,symmetry_core_s1_raw.csv,D2,m1-s1-route-start-order,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,17f8b8eed1058b6e63cb1dfa16c398ff7c7f695146a0200dddef72730f041f17,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_core_runs/D2__m1-s1-route-start-order,pass
symmetry_core_s1,symmetry_core_s1_raw.csv,D3,m1-s1-route-start-order,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,265c19ac020f9e5900ebf2eb55f35a111be84c3c82ad5a061217749b640b0df6,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_core_runs/D3__m1-s1-route-start-order,pass
symmetry_core_s1,symmetry_core_s1_raw.csv,D4,m1-s1-route-start-order,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,e6b96a28fbce73d2ed474b7aa5f8476777b904595e95a479121cfba6eaee3949,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_core_runs/D4__m1-s1-route-start-order,pass
symmetry_core_s1,symmetry_core_s1_raw.csv,D5,m1-s1-route-start-order,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,e43a7d126fe4ef947377953a63ba7c0f904c36fb193a7965905bdb2c704bd873,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_core_runs/D5__m1-s1-route-start-order,pass
symmetry_core_s1,symmetry_core_s1_raw.csv,D6,m1-s1-route-start-order,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,130ff371e8a5397e6a053abef5090789676a4196f466b5e7f92ef8cbc79de0c0,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_core_runs/D6__m1-s1-route-start-order,pass
symmetry_core_s1,symmetry_core_s1_raw.csv,D9,m1-s1-route-start-order,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,f70b7a7e7cd3982902e577b8990a1f9699a370a046f58558cabd56679376c881,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_core_runs/D9__m1-s1-route-start-order,pass
symmetry_core_s1,symmetry_core_s1_raw.csv,D10,m1-s1-route-start-order,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,08c9c3dca43dfa850e2d0d274a445f36dc82f0d0a99524bb11d48607e8f27785,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_core_runs/D10__m1-s1-route-start-order,pass
symmetry_core_s1,symmetry_core_s1_raw.csv,D11,m1-s1-route-start-order,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,82bd5490862440f2dbb63b326e5d839aa82e616d61fa928be14a261874a548cb,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_core_runs/D11__m1-s1-route-start-order,pass
symmetry_core_s1r,symmetry_core_s1r_raw.csv,D1,m1-s1r-used-first-route-start-order,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,710a7c2cdce01637c3c4c5195e27a375d0bf4cc8ecb90ef5390d14f226c957c5,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_core_runs/D1__m1-s1r-used-first-route-start-order,pass
symmetry_core_s1r,symmetry_core_s1r_raw.csv,D2,m1-s1r-used-first-route-start-order,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,1f653b7c917bf86b184a3a1239c701db4d4930e6a8b4a3a065515ad19b5652ea,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_core_runs/D2__m1-s1r-used-first-route-start-order,pass
symmetry_core_s1r,symmetry_core_s1r_raw.csv,D3,m1-s1r-used-first-route-start-order,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,5570bb49bc9602b8f29ae18a4112ab57b443531c06fe1950a3bd56355075c48c,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_core_runs/D3__m1-s1r-used-first-route-start-order,pass
symmetry_core_s1r,symmetry_core_s1r_raw.csv,D4,m1-s1r-used-first-route-start-order,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,19b1531f895f636a627618bbd934e5b4cb056e2e98378724125a9b208fcaaebd,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_core_runs/D4__m1-s1r-used-first-route-start-order,pass
symmetry_core_s1r,symmetry_core_s1r_raw.csv,D5,m1-s1r-used-first-route-start-order,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,ca342021ba625a057943429d2356946030a739cd833ef6d8714b2e0051a3776f,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_core_runs/D5__m1-s1r-used-first-route-start-order,pass
symmetry_core_s1r,symmetry_core_s1r_raw.csv,D6,m1-s1r-used-first-route-start-order,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,58f0fac6f9191d6eb2e5d60e622e77174f6c2004e24e72f867f372f901b7712a,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_core_runs/D6__m1-s1r-used-first-route-start-order,pass
symmetry_core_s1r,symmetry_core_s1r_raw.csv,D9,m1-s1r-used-first-route-start-order,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,2d6cf31e3cc7e7ea0ac3f7384eca9356f03266b532be4474513b53b6052968bc,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_core_runs/D9__m1-s1r-used-first-route-start-order,pass
symmetry_core_s1r,symmetry_core_s1r_raw.csv,D10,m1-s1r-used-first-route-start-order,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,560c72a256c6855c9a7d2535dfc7847457c06ea439f0a27180471c5d2a35ba77,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_core_runs/D10__m1-s1r-used-first-route-start-order,pass
symmetry_core_s1r,symmetry_core_s1r_raw.csv,D11,m1-s1r-used-first-route-start-order,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,fb866ac40ec9e5e399c4dc7598091ce26f87ec136c76fd7a73ad00add4a22d7f,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_core_runs/D11__m1-s1r-used-first-route-start-order,pass
symmetry_development_comparator,symmetry_development_m1_raw.csv,D1,m1-tight-big-m-v0,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,5b4df8aeea1494e362b6f2987212fd23ae120b91a773e34c6b06fa7447f67f2c,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D1__m1-tight-big-m-v0,pass
symmetry_development_comparator,symmetry_development_m1_raw.csv,D2,m1-tight-big-m-v0,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,bd4be8c65dae2fda3b45d5be50dd4f43128bd0ac10b27f026d1d8fa5b8a20814,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D2__m1-tight-big-m-v0,pass
symmetry_development_comparator,symmetry_development_m1_raw.csv,D3,m1-tight-big-m-v0,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,42744c4af9bd4d2ec3d52ff1ba75ee8ae3fbdcfdc9b8589893a16f74e1466f87,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D3__m1-tight-big-m-v0,pass
symmetry_development_comparator,symmetry_development_m1_raw.csv,D4,m1-tight-big-m-v0,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,57b6fa03dea983c16136f9226643a5852086d5e6fa1dcb83471e42ab3d8da91b,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D4__m1-tight-big-m-v0,pass
symmetry_development_comparator,symmetry_development_m1_raw.csv,D5,m1-tight-big-m-v0,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,b955db3473f5892f3b8f46f1745645fcbedb3d644e6950f28654101d9bfa91a3,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D5__m1-tight-big-m-v0,pass
symmetry_development_comparator,symmetry_development_m1_raw.csv,D6,m1-tight-big-m-v0,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,95f8e4a56832ad5f336995b98c66084993492c0b043ee633c5c25729bc646675,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D6__m1-tight-big-m-v0,pass
symmetry_development_comparator,symmetry_development_m1_raw.csv,D7,m1-tight-big-m-v0,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,aa06432b3243648bba7cf7bd7d3b84176fedacce91addbc111427d99ab9b4153,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D7__m1-tight-big-m-v0,pass
symmetry_development_comparator,symmetry_development_m1_raw.csv,D8,m1-tight-big-m-v0,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,cbf396f21ea24f3b719a62b524bfbd598595b8aae1e95417f7e4cdbf527eecd9,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D8__m1-tight-big-m-v0,pass
symmetry_development_comparator,symmetry_development_m1_raw.csv,D9,m1-tight-big-m-v0,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,3627afe65bdbed2f2133fce6a1648b235c8d74165e7f9148d1e7fee619c2a8d9,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D9__m1-tight-big-m-v0,pass
symmetry_development_comparator,symmetry_development_m1_raw.csv,D10,m1-tight-big-m-v0,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,a43ff20d75215049f81aee5c44b6a97c35bf7f2105d31c3e614a2bd23a076bd0,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D10__m1-tight-big-m-v0,pass
symmetry_development_comparator,symmetry_development_m1_raw.csv,D11,m1-tight-big-m-v0,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,2f9aec02ad74995b2199feca380842d0fd3f0f5b84b5af51ecfcb146c233956e,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D11__m1-tight-big-m-v0,pass
symmetry_development_comparator,symmetry_development_m1_raw.csv,D12,m1-tight-big-m-v0,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,57fee174b0eed50416b2704a44403a0e443293cdd79dbd71bd5013c330411828,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D12__m1-tight-big-m-v0,pass
symmetry_development_comparator,symmetry_development_m1_raw.csv,D13,m1-tight-big-m-v0,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,243f1638742fa54579f71b93e7feb0716648b40f9be070d24b4dda24c305b0db,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D13__m1-tight-big-m-v0,pass
symmetry_development_comparator,symmetry_development_m1_raw.csv,D14,m1-tight-big-m-v0,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,767199171a96100767723044d3c1c462c12c5f107330cc36314939f8c21f00e8,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D14__m1-tight-big-m-v0,pass
symmetry_development_s1,symmetry_development_s1_raw.csv,D1,m1-s1-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,4747fd50d29410129c0a39ec76582125838ffa0421fbb6e63b78b98c1bcfaa23,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D1__m1-s1-route-start-order,pass
symmetry_development_s1,symmetry_development_s1_raw.csv,D2,m1-s1-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,17f8b8eed1058b6e63cb1dfa16c398ff7c7f695146a0200dddef72730f041f17,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D2__m1-s1-route-start-order,pass
symmetry_development_s1,symmetry_development_s1_raw.csv,D3,m1-s1-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,265c19ac020f9e5900ebf2eb55f35a111be84c3c82ad5a061217749b640b0df6,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D3__m1-s1-route-start-order,pass
symmetry_development_s1,symmetry_development_s1_raw.csv,D4,m1-s1-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,e6b96a28fbce73d2ed474b7aa5f8476777b904595e95a479121cfba6eaee3949,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D4__m1-s1-route-start-order,pass
symmetry_development_s1,symmetry_development_s1_raw.csv,D5,m1-s1-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,e43a7d126fe4ef947377953a63ba7c0f904c36fb193a7965905bdb2c704bd873,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D5__m1-s1-route-start-order,pass
symmetry_development_s1,symmetry_development_s1_raw.csv,D6,m1-s1-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,130ff371e8a5397e6a053abef5090789676a4196f466b5e7f92ef8cbc79de0c0,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D6__m1-s1-route-start-order,pass
symmetry_development_s1,symmetry_development_s1_raw.csv,D7,m1-s1-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,261fd6a4d986e2d64abb58cf71400441dbd24e31904af26f895074e7bd7dcfa6,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D7__m1-s1-route-start-order,pass
symmetry_development_s1,symmetry_development_s1_raw.csv,D8,m1-s1-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,8a5661025b41fe5069f5f2c7e01ff15060822fb95906a9c91289fa4a9ccf45d9,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D8__m1-s1-route-start-order,pass
