study,run_id,instance_id,difficulty_stratum,arm,process_seconds,solver_work,solver_nodes,initial_interval_count,independent_integer_proof_jobs,split_count,strict_certificate,exactness_passed
part1_k1,k1__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__c6_k1_single,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,small-medium,C6-K1-SINGLE,1414.1596593,3052.419542372892,37107.0,1,1,0,True,True
part1_k1,k1__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__c6_k1_adaptive,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,small-medium,C6-K1-ADAPTIVE,1644.5807784,3650.2731346873443,38258.0,1,4,1,True,True
part1_k1,k1__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__p_grb,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,small-medium,P-GRB,4.3065391,5.806863502157574,2357.0,0,1,0,True,True
part1_k1,k1__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__c6_hga_full_k4,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,small-medium,C6-HGA-FULL-K4,3.8686028,3.407074912530055,241.0,4,6,1,True,True
part1_k1,k1__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__c6_k1_single,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,small-medium,C6-K1-SINGLE,2.7520499,2.2719420251745115,509.0,1,1,0,True,True
part1_k1,k1__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__c6_k1_adaptive,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,small-medium,C6-K1-ADAPTIVE,3.3782874,2.9338241260959674,370.0,1,4,1,True,True
part1_k1,k1__round39_small_medium_V10_M2_Q20_slot05_seed968549317__p_grb,round39_small_medium_V10_M2_Q20_slot05_seed968549317,small-medium,P-GRB,292.1943537,517.2770571210964,103567.0,0,1,0,True,True
part1_k1,k1__round39_small_medium_V10_M2_Q20_slot05_seed968549317__c6_hga_full_k4,round39_small_medium_V10_M2_Q20_slot05_seed968549317,small-medium,C6-HGA-FULL-K4,65.3808308,109.91515934198168,6507.0,4,7,0,True,True
part1_k1,k1__round39_small_medium_V10_M2_Q20_slot05_seed968549317__c6_k1_single,round39_small_medium_V10_M2_Q20_slot05_seed968549317,small-medium,C6-K1-SINGLE,22.3720539,37.11258637258066,2140.0,1,1,0,True,True
part1_k1,k1__round39_small_medium_V10_M2_Q20_slot05_seed968549317__c6_k1_adaptive,round39_small_medium_V10_M2_Q20_slot05_seed968549317,small-medium,C6-K1-ADAPTIVE,23.6559916,41.00785229828848,3884.0,1,4,1,True,True
part1_k1,k1__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__p_grb,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,small-hard,P-GRB,0.6111954,0.7273008006012202,766.0,0,1,0,True,True
part1_k1,k1__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__c6_hga_full_k4,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,small-hard,C6-HGA-FULL-K4,1.6598264,1.1499275494877275,2.0,4,3,2,True,True
part1_k1,k1__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__c6_k1_single,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,small-hard,C6-K1-SINGLE,1.3734665,1.0575616258379967,1.0,1,1,0,True,True
part1_k1,k1__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__c6_k1_adaptive,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,small-hard,C6-K1-ADAPTIVE,1.4115948,1.066432914018878,2.0,1,2,0,True,True
part1_k1,k1__round39_small_hard_V10_M1_Q20_slot01_seed561355351__p_grb,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,P-GRB,0.5189224,0.5720710311796616,572.0,0,1,0,True,True
part1_k1,k1__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_hga_full_k4,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-HGA-FULL-K4,1.6887786,0.989274344317732,2.0,4,3,3,True,True
part1_k1,k1__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_k1_single,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-K1-SINGLE,1.3068472,0.849163151506068,1.0,1,1,0,True,True
part1_k1,k1__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_k1_adaptive,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-K1-ADAPTIVE,1.6362723,1.134686710044508,2.0,1,3,2,True,True
part1_k1,k1__round39_small_hard_V12_M3_Q20_slot07_seed621538683__p_grb,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,P-GRB,2278.1262339,3562.7211838269295,1418543.0,0,1,0,True,True
part1_k1,k1__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_hga_full_k4,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-HGA-FULL-K4,79.7295563,138.4451303784979,2687.0,4,7,0,False,False
part1_k1,k1__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_k1_single,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-K1-SINGLE,101.7787313,187.35975806230462,5573.0,1,1,0,False,False
part1_k1,k1__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_k1_adaptive,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-K1-ADAPTIVE,98.0948285,188.18035718118418,5573.0,1,1,0,False,False
part1_k1,k1__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__p_grb,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,P-GRB,6327.6113147,10383.731286460352,4283241.0,0,1,0,True,True
part1_k1,k1__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_hga_full_k4,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,C6-HGA-FULL-K4,82.5178879,133.73490192498448,7878.0,4,7,0,True,True
part1_k1,k1__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_k1_single,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,C6-K1-SINGLE,432.4003684,739.7839003001452,24652.0,1,1,0,True,True
part1_k1,k1__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_k1_adaptive,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,C6-K1-ADAPTIVE,431.5390163,740.6340681077912,24652.0,1,1,0,True,True
part1_k1,k1__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__p_grb,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,small-hard,P-GRB,59.3698132,100.19984835374473,19212.0,0,1,0,True,True
part1_k1,k1__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__c6_hga_full_k4,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,small-hard,C6-HGA-FULL-K4,9.0603292,10.503884558425527,485.0,4,7,6,True,True
part1_k1,k1__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__c6_k1_single,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,small-hard,C6-K1-SINGLE,6.6204256,8.672767368804703,962.0,1,1,0,True,True
part1_k1,k1__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__c6_k1_adaptive,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,small-hard,C6-K1-ADAPTIVE,6.8261027,8.991485297269257,962.0,1,1,0,True,True
part1_k1,k1_iterative__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6_k1_adaptive_decisive,round39_small_easy_V10_M1_Q30_slot04_seed1099392856,small-easy,C6-K1-ADAPTIVE-DECISIVE,2.4538474,0.0,0.0,1,0,0,True,True
part1_k1,k1_iterative__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_k1_adaptive_decisive,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-K1-ADAPTIVE-DECISIVE,18.0451394,27.71145439194351,43.0,1,1,0,True,True
part1_k1,k1_iterative__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__c6_k1_adaptive_decisive,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,small-medium,C6-K1-ADAPTIVE-DECISIVE,1332.2623796,3053.144664602985,37107.0,1,1,0,True,True
part1_k1,k1_iterative__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__c6_k1_adaptive_decisive,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,small-medium,C6-K1-ADAPTIVE-DECISIVE,2.8534963,2.3515125227806797,509.0,1,1,0,True,True
part1_k1,k1_iterative__round39_small_medium_V10_M2_Q20_slot05_seed968549317__c6_k1_adaptive_decisive,round39_small_medium_V10_M2_Q20_slot05_seed968549317,small-medium,C6-K1-ADAPTIVE-DECISIVE,22.3569545,37.3005140975814,2140.0,1,1,0,True,True
part1_k1,k1_iterative__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__c6_k1_adaptive_decisive,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,small-hard,C6-K1-ADAPTIVE-DECISIVE,1.5038354,1.1378014614477294,1.0,1,1,0,True,True
part1_k1,k1_iterative__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_k1_adaptive_decisive,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-K1-ADAPTIVE-DECISIVE,1.4410074,0.9263477926315654,1.0,1,1,0,True,True
part1_k1,k1_iterative__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_k1_adaptive_decisive,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-K1-ADAPTIVE-DECISIVE,97.5527487,188.18035718118418,5573.0,1,1,0,False,False
part1_k1,k1_iterative__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_k1_adaptive_decisive,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,C6-K1-ADAPTIVE-DECISIVE,432.3282312,740.6340681077912,24652.0,1,1,0,True,True
part1_k1,k1_iterative__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__c6_k1_adaptive_decisive,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,small-hard,C6-K1-ADAPTIVE-DECISIVE,6.8787068,8.991485297269257,962.0,1,1,0,True,True
part2_ub_geometry,ub_geometry__round39_small_easy_V8_M1_Q30_slot01_seed432322553__c6_hga_full_k4,round39_small_easy_V8_M1_Q30_slot01_seed432322553,small-easy,C6-HGA-FULL-K4,3.4404131,0.3908992764865721,8.0,4,5,0,True,True
part2_ub_geometry,ub_geometry__round39_small_easy_V8_M1_Q30_slot01_seed432322553__c6_nested_dyadic_k4,round39_small_easy_V8_M1_Q30_slot01_seed432322553,small-easy,C6-NESTED-DYADIC-K4,3.4898432,0.3531528750353934,29.0,4,4,3,True,True
part2_ub_geometry,ub_geometry__round39_small_easy_V8_M2_Q20_slot02_seed944712007__c6_hga_full_k4,round39_small_easy_V8_M2_Q20_slot02_seed944712007,small-easy,C6-HGA-FULL-K4,3.1988087,0.8696625354401063,28.0,4,5,0,True,True
part2_ub_geometry,ub_geometry__round39_small_easy_V8_M2_Q20_slot02_seed944712007__c6_nested_dyadic_k4,round39_small_easy_V8_M2_Q20_slot02_seed944712007,small-easy,C6-NESTED-DYADIC-K4,3.7344193,1.1642745345376158,37.0,4,6,2,True,True
part2_ub_geometry,ub_geometry__round39_small_easy_V8_M2_Q30_slot03_seed1019524729__c6_hga_full_k4,round39_small_easy_V8_M2_Q30_slot03_seed1019524729,small-easy,C6-HGA-FULL-K4,2.945699,0.3414208347308303,1.0,4,6,5,True,True
part2_ub_geometry,ub_geometry__round39_small_easy_V8_M2_Q30_slot03_seed1019524729__c6_nested_dyadic_k4,round39_small_easy_V8_M2_Q30_slot03_seed1019524729,small-easy,C6-NESTED-DYADIC-K4,2.3793106,0.11590920150633688,0.0,4,3,0,True,True
part2_ub_geometry,ub_geometry__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6_hga_full_k4,round39_small_easy_V10_M1_Q30_slot04_seed1099392856,small-easy,C6-HGA-FULL-K4,2.570464,0.0,0.0,4,0,0,True,True
part2_ub_geometry,ub_geometry__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6_nested_dyadic_k4,round39_small_easy_V10_M1_Q30_slot04_seed1099392856,small-easy,C6-NESTED-DYADIC-K4,2.5659777,0.0,0.0,1,0,0,True,True
part2_ub_geometry,ub_geometry__round39_small_easy_V10_M2_Q30_slot05_seed332426708__c6_hga_full_k4,round39_small_easy_V10_M2_Q30_slot05_seed332426708,small-easy,C6-HGA-FULL-K4,6.8158432,2.4226676298664764,15.0,4,8,6,True,True
part2_ub_geometry,ub_geometry__round39_small_easy_V10_M2_Q30_slot05_seed332426708__c6_nested_dyadic_k4,round39_small_easy_V10_M2_Q30_slot05_seed332426708,small-easy,C6-NESTED-DYADIC-K4,5.1328145,1.093855671752415,91.0,3,3,0,True,True
part2_ub_geometry,ub_geometry__round39_small_easy_V10_M3_Q20_slot06_seed1178207568__c6_hga_full_k4,round39_small_easy_V10_M3_Q20_slot06_seed1178207568,small-easy,C6-HGA-FULL-K4,6.6651386,3.3447293532894102,87.0,4,6,0,True,True
part2_ub_geometry,ub_geometry__round39_small_easy_V10_M3_Q20_slot06_seed1178207568__c6_nested_dyadic_k4,round39_small_easy_V10_M3_Q20_slot06_seed1178207568,small-easy,C6-NESTED-DYADIC-K4,7.65428,4.008793705291582,73.0,4,6,3,True,True
part2_ub_geometry,ub_geometry__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__c6_hga_full_k4,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,C6-HGA-FULL-K4,11.7622665,9.380035587911921,73.0,4,4,0,True,True
part2_ub_geometry,ub_geometry__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__c6_nested_dyadic_k4,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,small-easy,C6-NESTED-DYADIC-K4,16.5898955,15.683780175838013,213.0,3,5,4,True,True
part2_ub_geometry,ub_geometry__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_hga_full_k4,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-HGA-FULL-K4,31.7739748,47.3035471806965,146.0,4,7,1,True,True
part2_ub_geometry,ub_geometry__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_nested_dyadic_k4,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-NESTED-DYADIC-K4,33.8765489,49.93908355861607,69.0,3,8,3,True,True
part2_ub_geometry,ub_geometry__round39_small_medium_V8_M1_Q20_slot01_seed244478273__c6_hga_full_k4,round39_small_medium_V8_M1_Q20_slot01_seed244478273,small-medium,C6-HGA-FULL-K4,1.721119,0.740659965783762,23.0,4,6,0,True,True
part2_ub_geometry,ub_geometry__round39_small_medium_V8_M1_Q20_slot01_seed244478273__c6_nested_dyadic_k4,round39_small_medium_V8_M1_Q20_slot01_seed244478273,small-medium,C6-NESTED-DYADIC-K4,1.9107031,0.9880236565158633,57.0,3,5,0,True,True
part2_ub_geometry,ub_geometry__round39_small_medium_V8_M2_Q20_slot02_seed890603285__c6_hga_full_k4,round39_small_medium_V8_M2_Q20_slot02_seed890603285,small-medium,C6-HGA-FULL-K4,12.9856524,14.858987962360878,7393.0,4,7,0,True,True
part2_ub_geometry,ub_geometry__round39_small_medium_V8_M2_Q20_slot02_seed890603285__c6_nested_dyadic_k4,round39_small_medium_V8_M2_Q20_slot02_seed890603285,small-medium,C6-NESTED-DYADIC-K4,15.1071088,17.59402902509822,6546.0,3,5,0,True,True
part2_ub_geometry,ub_geometry__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__c6_hga_full_k4,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,small-medium,C6-HGA-FULL-K4,3.9522238,3.407074912530055,241.0,4,6,1,True,True
part2_ub_geometry,ub_geometry__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__c6_nested_dyadic_k4,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,small-medium,C6-NESTED-DYADIC-K4,3.8994683,3.506244269174826,634.0,4,5,0,True,True
part2_ub_geometry,ub_geometry__round39_small_medium_V10_M1_Q20_slot04_seed1035775879__c6_hga_full_k4,round39_small_medium_V10_M1_Q20_slot04_seed1035775879,small-medium,C6-HGA-FULL-K4,4.3604312,3.2562245050146514,56.0,4,7,0,True,True
part2_ub_geometry,ub_geometry__round39_small_medium_V10_M1_Q20_slot04_seed1035775879__c6_nested_dyadic_k4,round39_small_medium_V10_M1_Q20_slot04_seed1035775879,small-medium,C6-NESTED-DYADIC-K4,4.3166746,3.4910427016120873,166.0,3,5,0,True,True
part2_ub_geometry,ub_geometry__round39_small_medium_V10_M2_Q20_slot05_seed968549317__c6_hga_full_k4,round39_small_medium_V10_M2_Q20_slot05_seed968549317,small-medium,C6-HGA-FULL-K4,67.9758402,109.91515934198168,6507.0,4,7,0,True,True
part2_ub_geometry,ub_geometry__round39_small_medium_V10_M2_Q20_slot05_seed968549317__c6_nested_dyadic_k4,round39_small_medium_V10_M2_Q20_slot05_seed968549317,small-medium,C6-NESTED-DYADIC-K4,34.6272878,54.09018033653575,4505.0,3,4,0,True,True
part2_ub_geometry,ub_geometry__round39_small_medium_V10_M3_Q30_slot06_seed2147082032__c6_hga_full_k4,round39_small_medium_V10_M3_Q30_slot06_seed2147082032,small-medium,C6-HGA-FULL-K4,56.9287866,84.92954014505797,6373.0,4,8,0,True,True
part2_ub_geometry,ub_geometry__round39_small_medium_V10_M3_Q30_slot06_seed2147082032__c6_nested_dyadic_k4,round39_small_medium_V10_M3_Q30_slot06_seed2147082032,small-medium,C6-NESTED-DYADIC-K4,33.797389,49.04320802633425,5472.0,3,5,0,True,True
part2_ub_geometry,ub_geometry__round39_small_medium_V12_M1_Q30_slot07_seed907224013__c6_hga_full_k4,round39_small_medium_V12_M1_Q30_slot07_seed907224013,small-medium,C6-HGA-FULL-K4,10.9090825,11.212953219085438,138.0,4,8,2,True,True
part2_ub_geometry,ub_geometry__round39_small_medium_V12_M1_Q30_slot07_seed907224013__c6_nested_dyadic_k4,round39_small_medium_V12_M1_Q30_slot07_seed907224013,small-medium,C6-NESTED-DYADIC-K4,10.9841419,10.078602017261879,237.0,3,4,0,True,True
part2_ub_geometry,ub_geometry__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__c6_hga_full_k4,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,small-medium,C6-HGA-FULL-K4,2077.631002,4373.077783569157,33322.0,4,8,1,True,True
part2_ub_geometry,ub_geometry__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__c6_nested_dyadic_k4,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,small-medium,C6-NESTED-DYADIC-K4,2252.9172511,4669.518500901572,41202.0,4,6,0,True,True
part2_ub_geometry,ub_geometry__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_hga_full_k4,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-HGA-FULL-K4,1.9621615,0.989274344317732,2.0,4,3,3,True,True
part2_ub_geometry,ub_geometry__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_nested_dyadic_k4,round39_small_hard_V10_M1_Q20_slot01_seed561355351,small-hard,C6-NESTED-DYADIC-K4,2.1881924,1.0988589800638315,2.0,4,3,5,True,True
part2_ub_geometry,ub_geometry__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__c6_hga_full_k4,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,small-hard,C6-HGA-FULL-K4,1.9143072,1.1499275494877275,2.0,4,3,2,True,True
part2_ub_geometry,ub_geometry__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__c6_nested_dyadic_k4,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,small-hard,C6-NESTED-DYADIC-K4,1.9200208,1.1499275494877275,2.0,4,3,2,True,True
part2_ub_geometry,ub_geometry__round39_small_hard_V10_M2_Q20_slot03_seed490008310__c6_hga_full_k4,round39_small_hard_V10_M2_Q20_slot03_seed490008310,small-hard,C6-HGA-FULL-K4,10.1901363,12.14001897482193,1364.0,4,6,1,True,True
part2_ub_geometry,ub_geometry__round39_small_hard_V10_M2_Q20_slot03_seed490008310__c6_nested_dyadic_k4,round39_small_hard_V10_M2_Q20_slot03_seed490008310,small-hard,C6-NESTED-DYADIC-K4,8.7179987,10.159146006251966,1789.0,3,4,0,True,True
part2_ub_geometry,ub_geometry__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__c6_hga_full_k4,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,small-hard,C6-HGA-FULL-K4,10.0582598,10.503884558425527,485.0,4,7,6,True,True
part2_ub_geometry,ub_geometry__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__c6_nested_dyadic_k4,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,small-hard,C6-NESTED-DYADIC-K4,8.2661614,8.840358662221364,493.0,3,4,0,True,True
part2_ub_geometry,ub_geometry__round39_small_hard_V12_M1_Q20_slot05_seed180890838__c6_hga_full_k4,round39_small_hard_V12_M1_Q20_slot05_seed180890838,small-hard,C6-HGA-FULL-K4,3.0815712,2.6781467899102065,2.0,4,2,0,True,True
part2_ub_geometry,ub_geometry__round39_small_hard_V12_M1_Q20_slot05_seed180890838__c6_nested_dyadic_k4,round39_small_hard_V12_M1_Q20_slot05_seed180890838,small-hard,C6-NESTED-DYADIC-K4,5.8633564,5.588006361612542,5.0,4,5,2,True,True
part2_ub_geometry,ub_geometry__round39_small_hard_V12_M2_Q20_slot06_seed258908503__c6_hga_full_k4,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,C6-HGA-FULL-K4,12.5072006,12.770682545305828,309.0,4,7,6,True,True
part2_ub_geometry,ub_geometry__round39_small_hard_V12_M2_Q20_slot06_seed258908503__c6_nested_dyadic_k4,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,C6-NESTED-DYADIC-K4,9.7763572,10.952819402143962,280.0,4,5,0,True,True
part2_ub_geometry,ub_geometry__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_hga_full_k4,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-HGA-FULL-K4,79.2282869,138.4451303784979,2687.0,4,7,0,False,False
part2_ub_geometry,ub_geometry__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_nested_dyadic_k4,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-NESTED-DYADIC-K4,90.7128533,163.9734767389293,3744.0,3,5,0,True,True
part2_ub_geometry,ub_geometry__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_hga_full_k4,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,C6-HGA-FULL-K4,80.8526304,133.73490192498448,7878.0,4,7,0,True,True
part2_ub_geometry,ub_geometry__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_nested_dyadic_k4,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,C6-NESTED-DYADIC-K4,86.490082,142.20482907045215,9107.0,3,4,0,True,True
default_equivalence,default_equivalence__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__implicit,round39_small_easy_V10_M1_Q30_slot04_seed1099392856,small-easy,C6-IMPLICIT-DEFAULT,2.7156396,0,0,4,0,0,True,
default_equivalence,default_equivalence__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__explicit_off,round39_small_easy_V10_M1_Q30_slot04_seed1099392856,small-easy,C6-EXPLICIT-OFF,2.7026119,0,0,4,0,0,True,
default_equivalence,default_equivalence__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__implicit,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,small-medium,C6-IMPLICIT-DEFAULT,4.2208657,3.407074912530055,241,4,6,1,True,
default_equivalence,default_equivalence__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__explicit_off,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,small-medium,C6-EXPLICIT-OFF,4.1384243,3.407074912530055,241,4,6,1,True,
default_equivalence,default_equivalence__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__implicit,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-IMPLICIT-DEFAULT,33.4351776,47.3035471806965,146,4,7,1,True,
default_equivalence,default_equivalence__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__explicit_off,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,small-easy,C6-EXPLICIT-OFF,33.5015729,47.3035471806965,146,4,7,1,True,
