run_id,instance,arm,leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,model_sha256,in_memory_model_reused,integer_domain_restored,basis_reuse_status,native_log
stage1__high_imbalance_seed3202__c5_candidate__300s,high_imbalance_seed3202,C5-CANDIDATE,L1.1.1.1.1.0.1.1.0,MIP,INFEASIBLE,0,83.5316,0.659,1.45371,1,7568,0,0.136217,c07399df1c22c492992eb28b902144befdb4b756b569aa8c8d3ecdee4b0d7d33,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__high_imbalance_seed3202__c5_candidate__300s\external\native_logs\L1.1.1.1.1.0.1.1.0_terminal_mip.gurobi.log
stage1__high_imbalance_seed3202__c6_candidate__300s,high_imbalance_seed3202,C6-CANDIDATE,L2,MIP,OPTIMAL,0,274.819,211.908,401.455,3603,725025,0,0.15452,d06a408f65bd5d597bc41c3d0eb049a8c92a48e12ab7a4e64cc6d77fff717fb7,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__high_imbalance_seed3202__c6_candidate__300s\external\native_logs\L2_terminal_mip.gurobi.log
stage1__high_imbalance_seed6202__c5_candidate__300s,high_imbalance_seed6202,C5-CANDIDATE,L3,MIP,TIME_LIMIT,0,237.242,237.286,597.543,699,268234,0,0.932588,ddd1d6078f7ab7a135909b5706e59d881532b14fadd346bdda725c635cdbac46,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__high_imbalance_seed6202__c5_candidate__300s\external\native_logs\L3_terminal_mip.gurobi.log
stage1__high_imbalance_seed6202__c6_candidate__300s,high_imbalance_seed6202,C6-CANDIDATE,L2,MIP,TIME_LIMIT,0,215.194,215.207,584.362,584,264813,0,0.687359,4d2f16aa80462eeb73067a1a6ee0e7d1d6e481f40ee3a3dcbcfef5989d15573e,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__high_imbalance_seed6202__c6_candidate__300s\external\native_logs\L2_terminal_mip.gurobi.log
stage1__moderate_seed3302__c5_candidate__300s,moderate_seed3302,C5-CANDIDATE,L0.1.0.1.0.1.0.0,MIP,INFEASIBLE,0,215.565,21.976,44.3564,11,81391,0,0.425147,857a0f1130a8362b4600ae1e5d0a68683ee3bbc7dffd37232aaa7fd089011ee0,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__moderate_seed3302__c5_candidate__300s\external\native_logs\L0.1.0.1.0.1.0.0_terminal_mip.gurobi.log
stage1__moderate_seed3302__c5_candidate__300s,moderate_seed3302,C5-CANDIDATE,L0.1.0.1.0.1.0.1,MIP,INFEASIBLE,0,192.766,16.944,34.474,5,61183,0,0.429453,131d8a0bcaff0bac33a1bc04dbe0af3f1cb953f6a7321d648de7b848f0d11000,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__moderate_seed3302__c5_candidate__300s\external\native_logs\L0.1.0.1.0.1.0.1_terminal_mip.gurobi.log
stage1__moderate_seed3302__c5_candidate__300s,moderate_seed3302,C5-CANDIDATE,L0.1.0.1.0.1.1.0,MIP,INFEASIBLE,0,173.619,19.133,37.2641,5,66549,0,0.429453,9231b4453b5c32348455d4fbe1eacd1700b1b4589a971b4f875886f0ef33512a,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__moderate_seed3302__c5_candidate__300s\external\native_logs\L0.1.0.1.0.1.1.0_terminal_mip.gurobi.log
stage1__moderate_seed3302__c5_candidate__300s,moderate_seed3302,C5-CANDIDATE,L0.1.0.1.0.1.1.1,MIP,INFEASIBLE,0,153.641,20.751,40.455,13,73243,0,0.429453,142733f603ba9b06317f57e90e1a86ec6796c976399568c64d63f1ff4583bcd6,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__moderate_seed3302__c5_candidate__300s\external\native_logs\L0.1.0.1.0.1.1.1_terminal_mip.gurobi.log
stage1__moderate_seed3302__c5_candidate__300s,moderate_seed3302,C5-CANDIDATE,L0.1.0.1.1.0.0,MIP,INFEASIBLE,0,132.174,21.845,43.863,3,78833,0,0.429453,a264c4ab4e396a8022e573b09444331ca4729ec58733218b735f385e1388c9d9,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__moderate_seed3302__c5_candidate__300s\external\native_logs\L0.1.0.1.1.0.0_terminal_mip.gurobi.log
stage1__moderate_seed3302__c5_candidate__300s,moderate_seed3302,C5-CANDIDATE,L0.1.0.1.1.0.1,MIP,INFEASIBLE,0,109.541,16.418,31.0698,3,53706,0,0.429453,28a0fef7721f6f3d29b7946f259659bfe6be9088231417cb562288b629e04fc3,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__moderate_seed3302__c5_candidate__300s\external\native_logs\L0.1.0.1.1.0.1_terminal_mip.gurobi.log
stage1__moderate_seed3302__c5_candidate__300s,moderate_seed3302,C5-CANDIDATE,L0.1.1.0.0.1.0,MIP,INFEASIBLE,0,88.1318,58.443,109.213,173,189529,0,0.429453,b4fd6ac87e041498f8ff4c34b04f9d1823be674d2e5a2428815fb2d01ef9d9ce,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__moderate_seed3302__c5_candidate__300s\external\native_logs\L0.1.1.0.0.1.0_terminal_mip.gurobi.log
stage1__moderate_seed3302__c5_candidate__300s,moderate_seed3302,C5-CANDIDATE,L0.1.1.0.0.0.1.0.0,MIP,TIME_LIMIT,0,27.8705,27.873,55.6315,46,101363,0,0.429453,06f3bd54e2db28bde0ea259cb4fc775450452e7e5d3533e803b43d317056fe2c,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__moderate_seed3302__c5_candidate__300s\external\native_logs\L0.1.1.0.0.0.1.0.0_terminal_mip.gurobi.log
stage1__moderate_seed3302__c6_candidate__300s,moderate_seed3302,C6-CANDIDATE,L0,MIP,TIME_LIMIT,0,264.748,264.765,433.525,666,495224,0,0.22019,48b20f554fd5bde4f9072b1ab5ded8d33ab8ff8dcc6e48bae7ef9661380515de,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__moderate_seed3302__c6_candidate__300s\external\native_logs\L0_terminal_mip.gurobi.log
stage1__moderate_seed6301__c5_candidate__300s,moderate_seed6301,C5-CANDIDATE,L1.0.1.1.0,MIP,INFEASIBLE,0,121.398,49.87,147.498,1,58024,0,0.588823,05383413edb5edd8ea26734d5226d5672ddf8107524111b48d0bb9c11c852982,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__moderate_seed6301__c5_candidate__300s\external\native_logs\L1.0.1.1.0_terminal_mip.gurobi.log
stage1__moderate_seed6301__c5_candidate__300s,moderate_seed6301,C5-CANDIDATE,L1.0.1.1.1,MIP,TIME_LIMIT,0,60.7257,60.732,133.787,1,40323,0,0.672654,34e11b54b711a6ee138d0b310f967d9cc37bd6a5e70d9c114206790e86f586c6,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__moderate_seed6301__c5_candidate__300s\external\native_logs\L1.0.1.1.1_terminal_mip.gurobi.log
stage1__moderate_seed6301__c6_candidate__300s,moderate_seed6301,C6-CANDIDATE,L1,MIP,TIME_LIMIT,0,159.934,159.94,471.477,1,167955,0,0.635685,936373952522eddb429b427b9e0f5d03a1ce13279b2de4b47351d290344bad21,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__moderate_seed6301__c6_candidate__300s\external\native_logs\L1_terminal_mip.gurobi.log
stage1__tight_T_seed3101__c5_candidate__300s,tight_T_seed3101,C5-CANDIDATE,L0.0,MIP,INFEASIBLE,0,277.354,0.607,0.984536,1,1791,0,0.0408783,3687bc361f1559d99d72ca790e13a749baa284afe2314a8127835b6e1644063b,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__tight_T_seed3101__c5_candidate__300s\external\native_logs\L0.0_terminal_mip.gurobi.log
stage1__tight_T_seed3101__c5_candidate__300s,tight_T_seed3101,C5-CANDIDATE,L0.1,MIP,INFEASIBLE,0,275.931,1.599,3.16616,1,8152,0,0.0616274,c5305204b98eee17a1d277b9fc9de981027373b4c38a7022a14fa1b8b05f6a8a,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__tight_T_seed3101__c5_candidate__300s\external\native_logs\L0.1_terminal_mip.gurobi.log
stage1__tight_T_seed3101__c5_candidate__300s,tight_T_seed3101,C5-CANDIDATE,L1,MIP,TIME_LIMIT,0,273.04,273.042,528.326,1091,703046,0,0.18318,e0b491daa83bf4ff12dfc3ebfff69148b248447b74d861736b9c237994e8f3c1,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__tight_T_seed3101__c5_candidate__300s\external\native_logs\L1_terminal_mip.gurobi.log
stage1__tight_T_seed3101__c6_candidate__300s,tight_T_seed3101,C6-CANDIDATE,L1,MIP,TIME_LIMIT,0,137.019,137.022,272.387,1467,817320,0,0.174343,e0b491daa83bf4ff12dfc3ebfff69148b248447b74d861736b9c237994e8f3c1,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__tight_T_seed3101__c6_candidate__300s\external\native_logs\L1_terminal_mip.gurobi.log
stage1__tight_T_seed4101__c5_candidate__300s,tight_T_seed4101,C5-CANDIDATE,L1,MIP,TIME_LIMIT,0,282.925,282.928,588.033,2774,1.53131e+06,0,0.139947,7f67cd7323d8a9ad2688036b691212f1cea7194411a3a58aade772ecfaa8562c,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__tight_T_seed4101__c5_candidate__300s\external\native_logs\L1_terminal_mip.gurobi.log
stage1__tight_T_seed4101__c6_candidate__300s,tight_T_seed4101,C6-CANDIDATE,L1,MIP,TIME_LIMIT,0,280.269,280.27,556.327,2233,1.24168e+06,0,0.163349,7f67cd7323d8a9ad2688036b691212f1cea7194411a3a58aade772ecfaa8562c,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__tight_T_seed4101__c6_candidate__300s\external\native_logs\L1_terminal_mip.gurobi.log
stage1__tight_T_seed5102__c5_candidate__300s,tight_T_seed5102,C5-CANDIDATE,L2,MIP,TIME_LIMIT,0,274.392,274.393,466.013,3380,1.0349e+06,0,0.153987,8c76eb2b6ff3cc88711580998d2271d888cb6bb7af335a42dbdd2d46cf9a7a53,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__tight_T_seed5102__c5_candidate__300s\external\native_logs\L2_terminal_mip.gurobi.log
stage1__tight_T_seed5102__c6_candidate__300s,tight_T_seed5102,C6-CANDIDATE,L1,MIP,TIME_LIMIT,0,273.277,273.28,538.162,2125,921699,0,0.148628,e683752efbd51a122c6c691d9a61f1c27a277b29925dfe50df1d4a87f46e1ef0,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__tight_T_seed5102__c6_candidate__300s\external\native_logs\L1_terminal_mip.gurobi.log
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,L2.0.1,MIP,OPTIMAL,0,278.889,4.995,7.43183,911,21684,0,0.0802789,2c70c97f0f671da06d86ef431e671c97b5cff16ae13914d887afdac73f162614,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M1__c5_candidate__300s\external\native_logs\L2.0.1_terminal_mip.gurobi.log
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,L2.0.0.1.0.0,MIP,INFEASIBLE,0,273.552,0.772,1.0644,1,1432,0,0.0802789,697dd8b6e17185634778a6d68a40ef4b3f169494b454a564bf8ca931137a126e,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M1__c5_candidate__300s\external\native_logs\L2.0.0.1.0.0_terminal_mip.gurobi.log
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,L2.0.0.1.0.1,MIP,INFEASIBLE,0,272.446,2.337,2.40108,1,2443,0,0.0802789,4d04e3d1ce48cb09f0267a05afd9a158990227744ec7ffe3d8d31127afa90c64,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M1__c5_candidate__300s\external\native_logs\L2.0.0.1.0.1_terminal_mip.gurobi.log
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,L2.0.0.1.1.0,MIP,INFEASIBLE,0,269.768,3.717,4.39789,3,2822,0,0.0802789,117715290dd771cf71b72e5a651b2ce4bcde4219dd8789dc1046f84a0c4516ad,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M1__c5_candidate__300s\external\native_logs\L2.0.0.1.1.0_terminal_mip.gurobi.log
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,L2.0.0.1.1.1,MIP,INFEASIBLE,0,265.719,3.63,4.46835,13,3473,0,0.0802789,a1e7a7e939e63c980c04c039e09cf76f4f4a7a7ab2fc6b051d4c6ae9710af950,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M1__c5_candidate__300s\external\native_logs\L2.0.0.1.1.1_terminal_mip.gurobi.log
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,L2.0.0.0.1.1.0,MIP,INFEASIBLE,0,261.74,0.525,0.720675,1,1020,0,0.0802789,166f83830ce2f9e5509455e4fdb9473993fa971014ae9ba096da0e831774a668,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M1__c5_candidate__300s\external\native_logs\L2.0.0.0.1.1.0_terminal_mip.gurobi.log
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,L2.0.0.0.1.1.1,MIP,INFEASIBLE,0,260.881,0.762,0.915192,1,1341,0,0.0802789,5cc3b98e65bec05123e58c1a4e63ed415093d4bfdc3c8c67d9cdacabb81c57c2,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M1__c5_candidate__300s\external\native_logs\L2.0.0.0.1.1.1_terminal_mip.gurobi.log
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,L2.1,MIP,INFEASIBLE,0,259.74,16.523,29.2455,1303,56032,0,0.0802789,0c7d6c9bc90373102ae2dc8e56df44be7cadc0d78d37866f787c99a062575077,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M1__c5_candidate__300s\external\native_logs\L2.1_terminal_mip.gurobi.log
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,L2.0.0.0.1.0.0,MIP,INFEASIBLE,0,242.88,0.407,0.697395,1,856,0,0.0802789,7e30040092805c89adbe95f4f33250376a65ed3a387d62adf4f06c328484e3b8,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M1__c5_candidate__300s\external\native_logs\L2.0.0.0.1.0.0_terminal_mip.gurobi.log
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,L2.0.0.0.1.0.1,MIP,INFEASIBLE,0,242.137,0.477,0.696092,1,999,0,0.0802789,9fd68858a035a258d9f4940c23da3d22a431795ce024c4fb474c286315388dc1,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M1__c5_candidate__300s\external\native_logs\L2.0.0.0.1.0.1_terminal_mip.gurobi.log
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,L3.0.0.0.0,MIP,INFEASIBLE,0,240.412,0.21,0.401421,1,595,0,0.0802789,662154e8421f640af6e5c9427dbec5be7290630cf664bc9a66069fdee520ad2e,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M1__c5_candidate__300s\external\native_logs\L3.0.0.0.0_terminal_mip.gurobi.log
stage1__V12_M1__c6_candidate__300s,V12_M1,C6-CANDIDATE,L2,MIP,OPTIMAL,0,266.513,0.827,1.5805,3206,80608,0,0.0685096,d6df33007543347a48dd57fce7519bccad9c1dc3318dd9a727fc143bb269026e,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M1__c6_candidate__300s\external\native_logs\L2_terminal_mip.gurobi.log
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,L2.0.1.0.0.1.0.1.1,MIP,INFEASIBLE,0,267.766,0.475,1.03466,1,1415,0,0.168443,bc8273d4c7832d12a95f5227fb7319a448cbb0204c9d8663fee8639bacb4f830,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M2__c5_candidate__300s\external\native_logs\L2.0.1.0.0.1.0.1.1_terminal_mip.gurobi.log
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,L2.0.1.0.0.1.1.1.0,MIP,INFEASIBLE,0,257.992,0.44,0.944453,1,1151,0,0.286755,9990b570003fca2b03588ff9c0a767900644c6f6f93a26793280a46bb2efe851,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M2__c5_candidate__300s\external\native_logs\L2.0.1.0.0.1.1.1.0_terminal_mip.gurobi.log
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,L2.0.1.0.0.1.1.1.1,MIP,INFEASIBLE,0,257.539,0.9,1.6371,1,1734,0,0.305189,71710ebcf5a17270afa54658722df1255d6c1ddddfa86278f2ea04f0774060d3,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M2__c5_candidate__300s\external\native_logs\L2.0.1.0.0.1.1.1.1_terminal_mip.gurobi.log
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,L2.0.1.0.1.0.0.0.0,MIP,INFEASIBLE,0,256.623,0.917,1.60941,1,1688,0,0.305189,b2a5b9edce9aac2e79540873a079ec2fbec38db25ec7957aad246105abfaf642,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M2__c5_candidate__300s\external\native_logs\L2.0.1.0.1.0.0.0.0_terminal_mip.gurobi.log
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,L2.0.1.0.1.0.0.0.1,MIP,INFEASIBLE,0,255.69,0.902,1.5808,1,1485,0,0.305189,57f8e3af1fdb484f7c77f434bcd601503b2425cec19089aedf62f7b7b80e43bc,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M2__c5_candidate__300s\external\native_logs\L2.0.1.0.1.0.0.0.1_terminal_mip.gurobi.log
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,L2.0.1.0.1.0.0.1.0,MIP,INFEASIBLE,0,254.772,0.936,1.67992,1,1836,0,0.305189,7e04164d92c759b83764e307b9d737ee291edcbe98167d18692d7be1eefbe7b4,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M2__c5_candidate__300s\external\native_logs\L2.0.1.0.1.0.0.1.0_terminal_mip.gurobi.log
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,L2.0.1.0.1.0.0.1.1,MIP,INFEASIBLE,0,253.821,1.118,2.21908,1,3385,0,0.305189,092b095e0f8c021a89bed710efd8f938937cfd23e6ac0edc270fd76b3f5999bb,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M2__c5_candidate__300s\external\native_logs\L2.0.1.0.1.0.0.1.1_terminal_mip.gurobi.log
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,L2.0.1.0.1.0.1.0.0,MIP,INFEASIBLE,0,252.685,0.899,1.60011,1,1604,0,0.305189,927e150c263ad5364f679cccb5ce5d1a3beb58a0fed92ef7c5f546003bb8ef2d,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M2__c5_candidate__300s\external\native_logs\L2.0.1.0.1.0.1.0.0_terminal_mip.gurobi.log
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,L2.0.1.0.1.0.1.0.1,MIP,INFEASIBLE,0,251.77,0.88,1.58783,1,1633,0,0.305189,802b00edcbb7b19e3e400c71d3ff369ab17d74eff42814e9dfa07c09aeee2760,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M2__c5_candidate__300s\external\native_logs\L2.0.1.0.1.0.1.0.1_terminal_mip.gurobi.log
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,L2.0.1.1.0.0.1.0,MIP,INFEASIBLE,0,250.345,8.868,14.7404,7,11898,0,0.305189,be4398ba0f2f129484e51f791ef7ec1cff02cba46c00d497818254525ac5e66f,1,0,not_requested,E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage1__V12_M2__c5_candidate__300s\external\native_logs\L2.0.1.1.0.0.1.0_terminal_mip.gurobi.log
