instance,run_id,leaf_id,attempt,first_processing,selected_while_controlling,leaf_bound_before,leaf_bound_after,leaf_bound_gain,global_lb_before,global_lb_after,global_lb_gain,solver_runtime,work,nodes,native_status,historical_time_quantum,transferable_conclusion
moderate_seed3302,stage1__moderate_seed3302__c0_diag__300s,L0.1,1,False,True,0.15986358119059038,0.15986358119059038,0.0,0.15986358119059038,0.15986358119059038,0.0,26.085000038146973,41.65349742166321,302.0,TIME_LIMIT,26.084843238000005,valid_partial_bound_event_not_time_quantum
moderate_seed6301,stage1__moderate_seed6301__c0_diag__300s,L0,0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,30.00600004196167,90.1638499231831,1.0,TIME_LIMIT,30.0,valid_partial_bound_event_not_time_quantum
moderate_seed6301,stage1__moderate_seed6301__c0_diag__300s,L0,1,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60.00600004196167,185.1747492929851,1.0,TIME_LIMIT,60.0,valid_partial_bound_event_not_time_quantum
moderate_seed6301,stage1__moderate_seed6301__c0_diag__300s,L0.0,0,True,True,0.0,1e+100,1e+100,0.0,0.0,0.0,24.311000108718872,71.79397637316792,1.0,INFEASIBLE,30.0,valid_partial_bound_event_not_time_quantum
moderate_seed6301,stage1__moderate_seed6301__c0_diag__300s,L0.1,0,True,True,0.0,0.0759411604022466,0.0759411604022466,0.0,0.0759411604022466,0.0759411604022466,30.00600004196167,87.40896246711455,1.0,TIME_LIMIT,30.0,valid_partial_bound_event_not_time_quantum
moderate_seed6301,stage1__moderate_seed6301__c0_diag__300s,L0.1,1,False,True,0.0759411604022466,1e+100,1e+100,0.0759411604022466,0.1518823208044932,0.0759411604022466,42.075000047683716,122.54856729141686,1.0,INFEASIBLE,60.0,valid_partial_bound_event_not_time_quantum
moderate_seed6301,stage1__moderate_seed6301__c0_diag__300s,L1,0,True,True,0.1518823208044932,0.49452860737416177,0.34264628656966856,0.1518823208044932,0.3037646416089864,0.1518823208044932,30.072999954223633,74.22280630336259,1.0,TIME_LIMIT,30.0,valid_partial_bound_event_not_time_quantum
moderate_seed6301,stage1__moderate_seed6301__c0_diag__300s,L2,0,True,True,0.3037646416089864,0.601970882860256,0.2982062412512696,0.3037646416089864,0.45564696241347963,0.1518823208044932,17.01799988746643,41.70298245132097,1.0,TIME_LIMIT,16.998312999999996,valid_partial_bound_event_not_time_quantum
tight_T_seed5102,stage1__tight_T_seed5102__c0_diag__300s,L0,0,True,True,0.0,1e+100,1e+100,0.0,0.09058866569614615,0.09058866569614615,0.33499979972839355,0.6349358843402237,1.0,INFEASIBLE,30.0,valid_partial_bound_event_not_time_quantum
tight_T_seed5102,stage1__tight_T_seed5102__c0_diag__300s,L1,0,True,True,0.09058866569614615,0.31392081662954807,0.22333215093340192,0.09058866569614615,0.1811773313922923,0.09058866569614615,30.007000207901,54.8570838493823,526.0,TIME_LIMIT,30.0,valid_partial_bound_event_not_time_quantum
tight_T_seed5102,stage1__tight_T_seed5102__c0_diag__300s,L2,0,True,True,0.1811773313922923,0.3370992166777875,0.15592188528549522,0.1811773313922923,0.27176599708843846,0.09058866569614615,30.000999927520752,54.23323336390462,554.0,TIME_LIMIT,30.0,valid_partial_bound_event_not_time_quantum
tight_T_seed5102,stage1__tight_T_seed5102__c0_diag__300s,L3,0,True,True,0.27176599708843846,1e+100,1e+100,0.27176599708843846,0.31392081662954807,0.04215481954110961,0.4930000305175781,0.9944352501270629,1.0,INFEASIBLE,30.0,valid_partial_bound_event_not_time_quantum
tight_T_seed5102,stage1__tight_T_seed5102__c0_diag__300s,L1,1,False,True,0.31392081662954807,0.31392081662954807,0.0,0.31392081662954807,0.31392081662954807,0.0,60.00100016593933,124.99622872509023,1169.0,TIME_LIMIT,60.0,valid_partial_bound_event_not_time_quantum
tight_T_seed5102,stage1__tight_T_seed5102__c0_diag__300s,L1.0,0,True,True,0.31392081662954807,1e+100,1e+100,0.31392081662954807,0.31392081662954807,0.0,1.442000150680542,2.516450456187964,1.0,INFEASIBLE,30.0,valid_partial_bound_event_not_time_quantum
tight_T_seed5102,stage1__tight_T_seed5102__c0_diag__300s,L1.1,0,True,True,0.31392081662954807,0.31785819835837703,0.003937381728828959,0.31392081662954807,0.31785819835837703,0.003937381728828959,30.003000020980835,63.68100016334087,290.0,TIME_LIMIT,30.0,valid_partial_bound_event_not_time_quantum
tight_T_seed5102,stage1__tight_T_seed5102__c0_diag__300s,L1.1,1,False,True,0.31785819835837703,0.31883366670365526,0.0009754683452782298,0.31785819835837703,0.31883366670365526,0.0009754683452782298,60.004000186920166,110.74732378318357,574.0,TIME_LIMIT,60.0,valid_partial_bound_event_not_time_quantum
tight_T_seed5102,stage1__tight_T_seed5102__c0_diag__300s,L1.1.0,0,True,True,0.31883366670365526,0.3200073450902019,0.0011736783865466394,0.31883366670365526,0.31883366670365526,0.0,30.002000093460083,59.614299629108,536.0,TIME_LIMIT,30.0,valid_partial_bound_event_not_time_quantum
tight_T_seed5102,stage1__tight_T_seed5102__c0_diag__300s,L1.1.1,0,True,True,0.31883366670365526,0.3191184382499574,0.00028477154630213164,0.31883366670365526,0.3191184382499574,0.00028477154630213164,28.45800018310547,54.84044241947152,536.0,TIME_LIMIT,28.44530891000001,valid_partial_bound_event_not_time_quantum
