run_id,stage,instance,family,V,arm,trace_complete,trace_reason,bound_observations,auc_status,observed_start_process_seconds,observed_end_process_seconds,observed_duration_seconds,raw_lower_bound_time_integral,mean_observed_lower_bound,normalized_proof_progress_auc,normalized_gap_auc,common_verified_upper_bound,initial_valid_lower_bound,final_observed_lower_bound
stage1__V12_M2__c5_candidate__300s,1,V12_M2,v12,12,C5-CANDIDATE,True,complete_observed_trace,950,observed,6.8577041,229.2889902,222.4312861,147.33108145331076,0.6623667202421969,0.9218691267068427,0.07813087329315734,0.7185040707549709,0.0,0.7185040707549704
stage1__V12_M2__c6_candidate__300s,1,V12_M2,v12,12,C6-CANDIDATE,False,global_bound_nonmonotone_at_row_411,0,auc_unavailable,,,,,,,,,,
stage2__high_imbalance_seed3202__c6_candidate__300s,2,high_imbalance_seed3202,high_imbalance,20,C6-CANDIDATE,True,complete_observed_trace,658,observed,15.8416534,231.6674271,215.82577369999998,364.53732565350515,1.6890351852055248,0.9655417576681606,0.03445824233183984,1.7493134520506337,0.0,1.7493134520506324
stage2__high_imbalance_seed3202__p_grb__300s,2,high_imbalance_seed3202,high_imbalance,20,P-GRB,True,complete_native_callback_trace,2169,observed,0.13378967520446777,295.00178970572205,294.8680000305176,311.9964892636001,1.058088667577729,0.6048593900294902,0.39514060997050987,1.7493134520506337,-6.938893903907228e-18,1.074658780762213
stage2__high_imbalance_seed4201__c6_candidate__300s,2,high_imbalance_seed4201,high_imbalance,20,C6-CANDIDATE,True,complete_observed_trace,973,observed,16.6564177,295.0369893,278.3805716,758.3459611824094,2.724133932277655,0.9787438150452488,0.02125618495475446,2.7832961908951837,0.0,2.73528366795506
stage2__high_imbalance_seed4201__p_grb__300s,2,high_imbalance_seed4201,high_imbalance,20,P-GRB,True,complete_native_callback_trace,1934,observed,0.13274257520446778,295.00274246076356,294.8699998855591,581.5047962906881,1.972071748622694,0.7085382271113673,0.2914617728886325,2.7832961908951837,0.0,2.0042580270669403
stage2__high_imbalance_seed5202__c6_candidate__300s,2,high_imbalance_seed5202,high_imbalance,20,C6-CANDIDATE,True,complete_observed_trace,55,observed,13.7998675,295.0132704,281.2134029,293.80320846955044,1.044769578689062,0.905081393420057,0.09491860657994297,1.1543377051882164,0.0,1.056218727157622
stage2__high_imbalance_seed5202__p_grb__300s,2,high_imbalance_seed5202,high_imbalance,20,P-GRB,True,complete_native_callback_trace,1641,observed,0.14254168310546875,295.00154165068056,294.8589999675751,271.0918444516607,0.9193948445917268,0.7964695603890183,0.2035304396109818,1.1543377051882164,3.469446951953614e-18,0.9252150909251404
stage2__high_imbalance_seed5203__c6_candidate__300s,2,high_imbalance_seed5203,high_imbalance,20,C6-CANDIDATE,True,complete_observed_trace,597,observed,14.3154345,156.8929422,142.57750769999998,319.4487715170277,2.2405271116758882,0.9524391337239226,0.04756086627607543,2.3524097575828193,0.0,2.3524097575828056
stage2__high_imbalance_seed5203__p_grb__300s,2,high_imbalance_seed5203,high_imbalance,20,P-GRB,True,complete_native_callback_trace,1985,observed,0.13528501362304687,295.00128495068054,294.8659999370575,580.0325154930989,1.9671054499905498,0.8362086765070301,0.16379132349297032,2.3524097575828193,0.0,1.9903564132248892
stage2__high_imbalance_seed6202__c6_candidate__300s,2,high_imbalance_seed6202,high_imbalance,50,C6-CANDIDATE,True,complete_observed_trace,105,observed,21.5842915,295.0828498,273.4985583,2040.3810475310338,7.460299097053901,0.7667624236121547,0.2332375763878453,9.729609677413569,0.0,8.191699928419316
stage2__high_imbalance_seed6202__p_grb__300s,2,high_imbalance_seed6202,high_imbalance,50,P-GRB,True,complete_native_callback_trace,1184,observed,0.6491335465942383,295.00513349318845,294.35599994659424,2306.7015380798493,7.836434584307302,0.8054212701357252,0.1945787298642732,9.729609677413569,-1.734723475976807e-18,7.8574233767331165
stage2__moderate_seed3302__c6_candidate__300s,2,moderate_seed3302,moderate,20,C6-CANDIDATE,True,complete_observed_trace,156,observed,20.441572,295.0336043,274.59203229999997,40.74335828617113,0.14837778774898244,0.7584372564073897,0.2415627435926101,0.19563620654901237,0.0,0.14946819954967203
stage2__moderate_seed3302__p_grb__300s,2,moderate_seed3302,moderate,20,P-GRB,True,complete_native_callback_trace,1796,observed,0.12759420572204588,295.0015942782013,294.87400007247925,37.73604786636234,0.12797346614854793,0.6541399897594453,0.34586001024055396,0.19563620654901237,0.0,0.12930891517259988
stage2__moderate_seed4302__c6_candidate__300s,2,moderate_seed4302,moderate,20,C6-CANDIDATE,True,complete_observed_trace,181,observed,19.334787,295.0261788,275.6913918,3.403217531548888,0.01234430102923833,0.25429695152431725,0.7457030484756835,0.04854285887126694,0.0,0.016079255011255657
stage2__moderate_seed4302__p_grb__300s,2,moderate_seed4302,moderate,20,P-GRB,True,complete_native_callback_trace,1757,observed,0.12751707166137696,295.0005169782013,294.8729999065399,2.4755329075429574e-05,8.395251204171214e-08,1.7294513342188943e-06,0.9999982705486621,0.04854285887126694,0.0,8.816848156789071e-08
stage2__moderate_seed5301__c6_candidate__300s,2,moderate_seed5301,moderate,20,C6-CANDIDATE,True,complete_observed_trace,126,observed,21.0334522,295.0335439,274.0000917,23.463625001634853,0.085633639230037,0.5071360294782455,0.49286397052175446,0.16885733659692667,0.0,0.0860139104573489
stage2__moderate_seed5301__p_grb__300s,2,moderate_seed5301,moderate,20,P-GRB,True,complete_native_callback_trace,1724,observed,0.12613113324279784,295.0011311332428,294.875,21.0842621660142,0.07150237275460516,0.4234484221747835,0.5765515778252152,0.16885733659692667,0.0,0.07244786168696789
stage2__moderate_seed5302__c6_candidate__300s,2,moderate_seed5302,moderate,20,C6-CANDIDATE,True,complete_observed_trace,111,observed,20.8416756,295.0267618,274.1850862,9.024115988811847,0.03291249759014736,0.30007311691178173,0.6999268830882183,0.109681593369203,0.0,0.03307293224904078
stage2__moderate_seed5302__p_grb__300s,2,moderate_seed5302,moderate,20,P-GRB,True,complete_native_callback_trace,1788,observed,0.1492658991821289,295.0012658972748,294.85199999809265,7.198536776737769,0.02441406799609409,0.22259038409401183,0.7774096159059893,0.109681593369203,0.0,0.026346485760173625
stage2__moderate_seed6301__c6_candidate__300s,2,moderate_seed6301,moderate,50,C6-CANDIDATE,True,complete_observed_trace,34,observed,51.7444256,295.0820062,243.33758060000002,103.32023711093188,0.42459630302961876,0.7239495842771545,0.2760504157228455,0.5864998229863859,0.0,0.5251195810410858
stage2__moderate_seed6301__p_grb__300s,2,moderate_seed6301,moderate,50,P-GRB,True,complete_native_callback_trace,412,observed,0.5770892991821289,295.00708912752077,294.4299998283386,124.52736284659672,0.42294386753795415,0.7211321316081142,0.27886786839188576,0.5864998229863859,0.0,0.4334604561007951
stage2__tight_T_seed3101__c6_candidate__300s,2,tight_T_seed3101,tight_T,20,C6-CANDIDATE,True,complete_observed_trace,111,observed,15.0615184,295.0290251,279.9675067,14.788690680655684,0.05282288239435781,0.4925084924025385,0.5074915075974614,0.10725273413394144,0.0,0.05474819668481515
stage2__tight_T_seed3101__p_grb__300s,2,tight_T_seed3101,tight_T,20,P-GRB,True,complete_native_callback_trace,1686,observed,0.13676450272521973,295.0077645542236,294.8710000514984,5.23168929217185,0.017742298466984375,0.1654251391374981,0.8345748608625024,0.10725273413394144,0.0,0.01937849707503963
stage2__tight_T_seed4101__c6_candidate__300s,2,tight_T_seed4101,tight_T,20,C6-CANDIDATE,True,complete_observed_trace,245,observed,9.9597417,295.0241164,285.06437470000003,144.2752851590486,0.5061147514868632,0.8989901815305427,0.10100981846945707,0.562981400559009,0.0,0.5356472063661022
stage2__tight_T_seed4101__p_grb__300s,2,tight_T_seed4101,tight_T,20,P-GRB,True,complete_native_callback_trace,1776,observed,0.1262167057220459,295.0012167057221,294.875,104.16790032550134,0.3532612134819884,0.6274829206279622,0.37251707937203765,0.562981400559009,0.0,0.36326075806486424
stage2__tight_T_seed5102__c6_candidate__300s,2,tight_T_seed5102,tight_T,20,C6-CANDIDATE,True,complete_observed_trace,108,observed,17.6454049,295.0230732,277.3776683,79.89102229365105,0.2880225462391741,0.7948636400199989,0.20513635998000115,0.3623546627845846,0.0,0.28917631309429254
stage2__tight_T_seed5102__p_grb__300s,2,tight_T_seed5102,tight_T,20,P-GRB,True,complete_native_callback_trace,1810,observed,0.12965733324279785,295.00165731226195,294.87199997901917,65.41478987312226,0.22184130700024646,0.612221477420668,0.3877785225793324,0.3623546627845846,0.0,0.2258845704217254
stage2__tight_T_seed5103__c6_candidate__300s,2,tight_T_seed5103,tight_T,20,C6-CANDIDATE,True,complete_observed_trace,377,observed,29.3629986,295.0283533,265.66535469999997,63.71384022540883,0.2398274336424374,0.8434949482339298,0.15650505176607024,0.2843258683938499,0.0,0.2596608775918617
stage2__tight_T_seed5103__p_grb__300s,2,tight_T_seed5103,tight_T,20,P-GRB,True,complete_native_callback_trace,2009,observed,0.14034020272521974,295.0023401912811,294.8619999885559,43.47916353153414,0.1474559744328589,0.5186161050552122,0.4813838949447876,0.2843258683938499,0.0,0.15202339601727297
stage2__tight_T_seed6102__c6_candidate__300s,2,tight_T_seed6102,tight_T,50,C6-CANDIDATE,True,complete_observed_trace,41,observed,93.2884025,295.0680066,201.77960409999997,110.71406119259122,0.5486880682832662,0.8003064214862142,0.19969357851378577,0.6855974831044359,0.0,0.6076725098040475
stage2__tight_T_seed6102__p_grb__300s,2,tight_T_seed6102,tight_T,50,P-GRB,True,complete_native_callback_trace,890,observed,0.5892532525878906,295.0062530694824,294.41699981689453,147.27169638757744,0.5002146495588552,0.7296039759274578,0.2703960240725405,0.6855974831044359,0.0,0.5114077669336669
stage2__V12_M1__c6_candidate__300s,2,V12_M1,v12,12,C6-CANDIDATE,True,complete_observed_trace,570,observed,6.1363668,29.4737235,23.337356699999997,7.731818719067897,0.3313065322032764,0.9275083742233695,0.07249162577663126,0.3572005832084155,0.0,0.3572005832084145
stage2__V12_M1__p_grb__300s,2,V12_M1,v12,12,P-GRB,True,complete_native_callback_trace,5096,observed,0.0371470114440918,35.13214704005432,35.09500002861023,11.606881830044193,0.3307275059291068,0.9258873626646263,0.07411263733537277,0.3572005832084155,0.0,0.3572005832084151
stage2__V12_M2__c6_candidate__300s,2,V12_M2,v12,12,C6-CANDIDATE,False,global_bound_nonmonotone_at_row_411,0,auc_unavailable,,,,,,,,,,
stage2__V12_M2__p_grb__300s,2,V12_M2,v12,12,P-GRB,True,complete_native_callback_trace,17597,observed,0.05458215040893555,171.07058218283387,171.01600003242493,117.3459782620279,0.6861695878735259,0.954858253980404,0.04500250478396233,0.7185040707549709,0.0022162500000000034,0.7185040707549712
stage3__round31_sealed_high_imbalance_V20_seed1968399862__c5_candidate__300s,3,round31_sealed_high_imbalance_V20_seed1968399862,high_imbalance,20,C5-CANDIDATE,True,complete_observed_trace,640,observed,14.0469031,72.8132595,58.7663564,115.13166130247966,1.9591424133703763,0.93852447393225,0.06147552606775275,2.0874707775727215,0.0,2.0874707763680846
stage3__round31_sealed_high_imbalance_V20_seed1968399862__c6_candidate__300s,3,round31_sealed_high_imbalance_V20_seed1968399862,high_imbalance,20,C6-CANDIDATE,True,complete_observed_trace,941,observed,14.1202181,147.9712987,133.85108060000002,275.0645914730118,2.0550046382891267,0.98444714070616,0.01555285929384036,2.0874707775727215,0.0,2.0874707771215264
stage3__round31_sealed_high_imbalance_V20_seed1968399862__p_grb__300s,3,round31_sealed_high_imbalance_V20_seed1968399862,high_imbalance,20,P-GRB,True,complete_native_callback_trace,1743,observed,0.13322494768371582,295.0022249057221,294.86899995803833,325.37371400722435,1.103451749941591,0.5286070405376723,0.4713929594623283,2.0874707775727215,0.0,1.112157854459902
stage3__round31_sealed_high_imbalance_V50_seed802548647__c5_candidate__300s,3,round31_sealed_high_imbalance_V50_seed802548647,high_imbalance,50,C5-CANDIDATE,True,complete_observed_trace,410,observed,57.3884572,295.0826659,237.6942087,1656.742323143736,6.97005758871792,0.7945821024302483,0.20541789756975073,8.771979091147195,0.0,8.117791020152913
stage3__round31_sealed_high_imbalance_V50_seed802548647__c6_candidate__300s,3,round31_sealed_high_imbalance_V50_seed802548647,high_imbalance,50,C6-CANDIDATE,True,complete_observed_trace,82,observed,59.7211547,295.0874595,235.36630480000002,1776.7247567898505,7.548764290196948,0.8605542958732388,0.1394457041267613,8.771979091147195,0.0,8.52471811211857
stage3__round31_sealed_high_imbalance_V50_seed802548647__p_grb__300s,3,round31_sealed_high_imbalance_V50_seed802548647,high_imbalance,50,P-GRB,True,complete_native_callback_trace,1083,observed,0.6024788111724854,295.00547892752076,294.40300011634827,2367.5171632320967,8.041756239903982,0.9167550624943731,0.08324493750562596,8.771979091147195,0.0,8.07009017957948
stage3__round31_sealed_moderate_V20_seed311185674__c5_candidate__300s,3,round31_sealed_moderate_V20_seed311185674,moderate,20,C5-CANDIDATE,True,complete_observed_trace,73,observed,16.1009508,295.0228719,278.92192109999996,17.122837712572203,0.0613893581581681,0.7998338641142627,0.2001661358857374,0.07675263690685412,0.0,0.061612899089411255
stage3__round31_sealed_moderate_V20_seed311185674__c6_candidate__300s,3,round31_sealed_moderate_V20_seed311185674,moderate,20,C6-CANDIDATE,True,complete_observed_trace,53,observed,16.3635028,295.0238689,278.66036610000003,16.629374983937133,0.05967613987117751,0.7775125686378644,0.22248743136213545,0.07675263690685412,0.0,0.059812848189515565
stage3__round31_sealed_moderate_V20_seed311185674__p_grb__300s,3,round31_sealed_moderate_V20_seed311185674,moderate,20,P-GRB,True,complete_native_callback_trace,1980,observed,0.1339137752044678,295.0009138782013,294.8670001029968,17.43777254850856,0.05913775547083111,0.7704980291765067,0.22950197082349288,0.07675263690685412,0.0,0.05976927145139454
stage3__round31_sealed_moderate_V50_seed1112848618__c5_candidate__300s,3,round31_sealed_moderate_V50_seed1112848618,moderate,50,C5-CANDIDATE,True,complete_observed_trace,31,observed,155.189028,295.0862859,139.8972579,60.22241080954579,0.4304759915494083,0.6261616152520417,0.37383838474795833,0.6874838397370203,0.0,0.5156128798027653
stage3__round31_sealed_moderate_V50_seed1112848618__c6_candidate__300s,3,round31_sealed_moderate_V50_seed1112848618,moderate,50,C6-CANDIDATE,True,complete_observed_trace,31,observed,154.8096217,295.1562949,140.34667319999997,64.81299326339834,0.46180640969691583,0.6717342037793476,0.3282657962206525,0.6874838397370203,0.0,0.5341394178400135
stage3__round31_sealed_moderate_V50_seed1112848618__p_grb__300s,3,round31_sealed_moderate_V50_seed1112848618,moderate,50,P-GRB,True,complete_native_callback_trace,903,observed,0.5518710247955323,295.002871,294.45099997520447,130.70143503338443,0.44388178353746705,0.6456614074117925,0.3543385925882091,0.6874838397370203,0.0,0.4494563662367009
stage3__round31_sealed_tight_T_V20_seed2113109204__c5_candidate__300s,3,round31_sealed_tight_T_V20_seed2113109204,tight_T,20,C5-CANDIDATE,True,complete_observed_trace,205,observed,17.4906705,295.0217356,277.5310651,67.84942848517423,0.24447507690977485,0.609140575048858,0.39085942495114173,0.40134426587847294,0.0,0.24541187162902964
stage3__round31_sealed_tight_T_V20_seed2113109204__c6_candidate__300s,3,round31_sealed_tight_T_V20_seed2113109204,tight_T,20,C6-CANDIDATE,True,complete_observed_trace,291,observed,18.7399892,295.0225796,276.28259039999995,95.47989708803303,0.3455878162637679,0.8610757537729768,0.13892424622702326,0.40134426587847294,0.0,0.37519529995482237
stage3__round31_sealed_tight_T_V20_seed2113109204__p_grb__300s,3,round31_sealed_tight_T_V20_seed2113109204,tight_T,20,P-GRB,True,complete_native_callback_trace,1607,observed,0.14468538664855957,295.0026854267029,294.8580000400543,36.65012025820113,0.12429752712567566,0.30970300984270893,0.6902969901572913,0.40134426587847294,-1.734723475976807e-18,0.1277111399125283
stage3__round31_sealed_tight_T_V50_seed1973327304__c5_candidate__300s,3,round31_sealed_tight_T_V50_seed1973327304,tight_T,50,C5-CANDIDATE,True,complete_observed_trace,98,observed,39.9961203,295.0857676,255.0896473,108.23075554643067,0.42428517461214377,0.4735730290454638,0.5264269709545363,0.895923434379984,0.0,0.447961717189992
stage3__round31_sealed_tight_T_V50_seed1973327304__c6_candidate__300s,3,round31_sealed_tight_T_V50_seed1973327304,tight_T,50,C6-CANDIDATE,True,complete_observed_trace,106,observed,39.9886893,295.0849809,255.0962916,153.18027335299448,0.6004802045228731,0.6702360731734073,0.329763926826593,0.895923434379984,0.0,0.6366759842819115
stage3__round31_sealed_tight_T_V50_seed1973327304__p_grb__300s,3,round31_sealed_tight_T_V50_seed1973327304,tight_T,50,P-GRB,True,complete_native_callback_trace,650,observed,0.5704920332427978,295.00649190354306,294.4359998703003,161.39804494663082,0.5481600246495911,0.611838025008176,0.3881619749918249,0.895923434379984,0.0,0.5521896007452141
stage4__high_imbalance_seed3202__c5_candidate__300s,4,high_imbalance_seed3202,high_imbalance,20,C5-CANDIDATE,True,complete_observed_trace,416,observed,15.9219767,212.3891214,196.4671447,323.90180282849855,1.6486308859585037,0.9424445253227145,0.05755547467728468,1.7493134520506337,0.0,1.749313452050631
stage4__high_imbalance_seed3202__c6_candidate__300s,4,high_imbalance_seed3202,high_imbalance,20,C6-CANDIDATE,True,complete_observed_trace,658,observed,16.0005496,232.3626094,216.3620598,365.4487307846359,1.6890610633049443,0.9655565509571429,0.034443449042856615,1.7493134520506337,0.0,1.7493134520506324
stage4__high_imbalance_seed3202__p_grb__300s,4,high_imbalance_seed3202,high_imbalance,20,P-GRB,True,complete_native_callback_trace,2164,observed,0.1320855752044678,295.0030856267029,294.8710000514984,311.99726668346284,1.0580805390457975,0.6048547433311396,0.3951452566688602,1.7493134520506337,-6.938893903907228e-18,1.074560640382136
stage4__high_imbalance_seed3202__p_grb_hga__300s,4,high_imbalance_seed3202,high_imbalance,20,P-GRB-HGA,True,complete_native_callback_trace,2107,observed,15.927333054223633,295.0003330084473,279.07299995422363,294.54951373689056,1.0554568653549627,0.6033549128189138,0.3966450871810849,1.7493134520506337,-6.938893903907228e-18,1.0864121672158895
stage4__high_imbalance_seed3202__s0_cplex__300s,4,high_imbalance_seed3202,high_imbalance,20,S0-CPLEX,False,auc_not_required_for_s0_anchor,0,auc_unavailable,,,,,,,,,,
stage4__high_imbalance_seed6202__c5_candidate__300s,4,high_imbalance_seed6202,high_imbalance,50,C5-CANDIDATE,True,complete_observed_trace,123,observed,21.4378233,295.0964727,273.6586494,1829.5915007666715,6.685670285876488,0.6871468134427512,0.31285318655724864,9.729609677413569,0.0,7.461555638889693
stage4__high_imbalance_seed6202__c6_candidate__300s,4,high_imbalance_seed6202,high_imbalance,50,C6-CANDIDATE,True,complete_observed_trace,105,observed,21.6818121,295.0847044,273.4028923,2041.175471590267,7.4658152092645835,0.7673293643624591,0.23267063563754092,9.729609677413569,0.0,8.191699928419316
stage4__high_imbalance_seed6202__p_grb__300s,4,high_imbalance_seed6202,high_imbalance,50,P-GRB,True,complete_native_callback_trace,1189,observed,0.6716523683929443,295.0046523130798,294.3329999446869,2306.400738096442,7.836024973515974,0.8053791707293864,0.19462082927061197,9.729609677413569,-1.734723475976807e-18,7.8574233767331165
stage4__high_imbalance_seed6202__p_grb_hga__300s,4,high_imbalance_seed6202,high_imbalance,50,P-GRB-HGA,True,complete_native_callback_trace,1032,observed,22.393885398092653,295.00488522070924,272.6109998226166,2133.6458427993925,7.82670488053571,0.8044212604648188,0.19557873953518246,9.729609677413569,-1.734723475976807e-18,7.859266062447191
stage4__high_imbalance_seed6202__s0_cplex__300s,4,high_imbalance_seed6202,high_imbalance,50,S0-CPLEX,False,auc_not_required_for_s0_anchor,0,auc_unavailable,,,,,,,,,,
stage4__moderate_seed3302__c5_candidate__300s,4,moderate_seed3302,moderate,20,C5-CANDIDATE,True,complete_observed_trace,534,observed,20.2075632,295.0205709,274.8130077,38.008527110282856,0.13830687065502706,0.7069594789979599,0.29304052100204064,0.19563620654901237,0.0,0.13984710960974936
stage4__moderate_seed3302__c6_candidate__300s,4,moderate_seed3302,moderate,20,C6-CANDIDATE,True,complete_observed_trace,156,observed,20.2012957,295.0344728,274.8331771,40.778320177592505,0.1483748090673748,0.758422030792152,0.24157796920784846,0.19563620654901237,0.0,0.14946819954967203
stage4__moderate_seed3302__p_grb__300s,4,moderate_seed3302,moderate,20,P-GRB,True,complete_native_callback_trace,1786,observed,0.12990353324279785,295.00190351226195,294.87199997901917,37.73529496958521,0.1279717808821121,0.6541313754724191,0.3458686245275797,0.19563620654901237,0.0,0.12930891517259988
stage4__moderate_seed3302__p_grb_hga__300s,4,moderate_seed3302,moderate,20,P-GRB-HGA,True,complete_native_callback_trace,1614,observed,20.44927246076355,295.00027257901917,274.5510001182556,34.94878215162341,0.1272943174003014,0.6506685017346769,0.34933149826532406,0.19563620654901237,0.0,0.12792663746797142
stage4__moderate_seed3302__s0_cplex__300s,4,moderate_seed3302,moderate,20,S0-CPLEX,False,auc_not_required_for_s0_anchor,0,auc_unavailable,,,,,,,,,,
stage4__moderate_seed6301__c5_candidate__300s,4,moderate_seed6301,moderate,50,C5-CANDIDATE,True,complete_observed_trace,55,observed,51.1744622,295.0796038,243.90514159999998,96.80892239565414,0.39691218381291454,0.6767473207270309,0.3232526792729688,0.5864998229863859,0.0,0.4949981501640891
stage4__moderate_seed6301__c6_candidate__300s,4,moderate_seed6301,moderate,50,C6-CANDIDATE,True,complete_observed_trace,34,observed,50.8884636,295.0830615,244.1945979,103.29703993309779,0.42301115922064303,0.7212468659695777,0.2787531340304223,0.5864998229863859,0.0,0.5251195810410858
stage4__moderate_seed6301__p_grb__300s,4,moderate_seed6301,moderate,50,P-GRB,True,complete_native_callback_trace,415,observed,0.57243552315979,295.0104354869202,294.4379999637604,124.52123921146647,0.42291157808024993,0.7210770771026589,0.2789229228973414,0.5864998229863859,0.0,0.4334604561007951
stage4__moderate_seed6301__p_grb_hga__300s,4,moderate_seed6301,moderate,50,P-GRB-HGA,True,complete_native_callback_trace,386,observed,52.62009803814697,295.00809804959107,242.3880000114441,105.78660941780834,0.4364350108619805,0.7441349404671705,0.25586505953282934,0.5864998229863859,0.0,0.44082360132949966
stage4__moderate_seed6301__s0_cplex__300s,4,moderate_seed6301,moderate,50,S0-CPLEX,False,auc_not_required_for_s0_anchor,0,auc_unavailable,,,,,,,,,,
stage4__tight_T_seed3101__c5_candidate__300s,4,tight_T_seed3101,tight_T,20,C5-CANDIDATE,True,complete_observed_trace,153,observed,15.0792066,295.0270794,279.94787279999997,14.523941318915412,0.051880877584990936,0.48372545468351474,0.5162745453164854,0.10725273413394144,0.0,0.05362636706697072
stage4__tight_T_seed3101__c6_candidate__300s,4,tight_T_seed3101,tight_T,20,C6-CANDIDATE,True,complete_observed_trace,111,observed,15.0536077,295.0261264,279.9725187,14.793057490548682,0.05283753405240441,0.49264510111619936,0.5073548988838006,0.10725273413394144,0.0,0.05474819668481515
