instance,interval_id,gamma_L,gamma_U,interval_lower_bound,incumbent_upper_bound,interval_status,certificate_basis,open_nodes,notes
moderate_seed3301,13,0.00819209211079,0.00844809498925,0.00819209211079,0.0491525526647,replaced_by_children,unresolved,1,oracle closed 9 final leaves; interval 1 remains open after 600s oracle and BPC fallback
moderate_seed3301,14,0.00844809498925,0.00870409786772,0.00844809498925,0.0491525526647,unresolved,unresolved,1,oracle closed 9 final leaves; interval 1 remains open after 600s oracle and BPC fallback
moderate_seed3301,15,0.00819209211079,0.00832009355002,0.00819209211079,0.0491525526647,replaced_by_children,unresolved,1,oracle closed 9 final leaves; interval 1 remains open after 600s oracle and BPC fallback
moderate_seed3301,16,0.00832009355002,0.00844809498925,0.00832009355002,0.0491525526647,unresolved,unresolved,1,oracle closed 9 final leaves; interval 1 remains open after 600s oracle and BPC fallback
moderate_seed3301,17,0.00819209211079,0.00825609283041,0.00869,0.0491525526647,unresolved,unresolved,1,oracle closed 9 final leaves; interval 1 remains open after 600s oracle and BPC fallback
moderate_seed3301,18,0.00825609283041,0.00832009355002,0.00869,0.0491525526647,unresolved,unresolved,1,oracle closed 9 final leaves; interval 1 remains open after 600s oracle and BPC fallback
moderate_seed3302,0,0,0.0652120688497,0,0.195636206549,replaced_by_children,unresolved,1,completed noncertified row; runtime exceeded requested 1200s budget
moderate_seed3302,1,0.0652120688497,0.130424137699,0.0652120688497,0.195636206549,unresolved,unresolved,1,completed noncertified row; runtime exceeded requested 1200s budget
moderate_seed3302,3,0,0.0326060344248,0,0.195636206549,replaced_by_children,unresolved,1,completed noncertified row; runtime exceeded requested 1200s budget
moderate_seed3302,4,0.0326060344248,0.0652120688497,0.0326060344248,0.195636206549,unresolved,unresolved,1,completed noncertified row; runtime exceeded requested 1200s budget
moderate_seed3302,6,0.0163030172124,0.0326060344248,0.0163030172124,0.195636206549,replaced_by_children,unresolved,1,completed noncertified row; runtime exceeded requested 1200s budget
moderate_seed3302,8,0.0244545258186,0.0326060344248,0.0244545258186,0.195636206549,replaced_by_children,unresolved,1,completed noncertified row; runtime exceeded requested 1200s budget
moderate_seed3302,9,0.0244545258186,0.0285302801217,0.0244545258186,0.195636206549,replaced_by_children,unresolved,1,completed noncertified row; runtime exceeded requested 1200s budget
moderate_seed3302,10,0.0285302801217,0.0326060344248,0.0285302801217,0.195636206549,unresolved,unresolved,1,completed noncertified row; runtime exceeded requested 1200s budget
moderate_seed3302,11,0.0244545258186,0.0264924029702,0.0244545258186,0.195636206549,replaced_by_children,unresolved,1,completed noncertified row; runtime exceeded requested 1200s budget
moderate_seed3302,12,0.0264924029702,0.0285302801217,0.0264924029702,0.195636206549,replaced_by_children,unresolved,1,completed noncertified row; runtime exceeded requested 1200s budget
moderate_seed3302,16,0.027511341546,0.0285302801217,0.027511341546,0.195636206549,replaced_by_children,unresolved,1,completed noncertified row; runtime exceeded requested 1200s budget
moderate_seed3302,17,0.027511341546,0.0280208108338,0.027511341546,0.195636206549,replaced_by_children,unresolved,1,completed noncertified row; runtime exceeded requested 1200s budget
moderate_seed3302,18,0.0280208108338,0.0285302801217,0.0280208108338,0.195636206549,unresolved,unresolved,1,completed noncertified row; runtime exceeded requested 1200s budget
moderate_seed3302,19,0.027511341546,0.0277660761899,0.0593036731592,0.195636206549,unresolved,unresolved,1,completed noncertified row; runtime exceeded requested 1200s budget
