"instance","method","algorithm_preset","status","objective","lower_bound","upper_bound","gap","runtime_seconds","wall_time_seconds","verifier_passed","certified_original_problem","unresolved_intervals","invalid_bound_intervals","open_nodes","pricing_calls","pricing_closed_nodes","columns_generated","cuts_generated","completion_lb_pruned_labels","required_closure_pruned_labels","label_dominance_comparisons","label_dominance_pruned_labels","label_dominance_cross_pickup_pruned_labels","label_dominance_inactive_entries_skipped","label_dominance_bucket_compactions","label_dominance_compacted_entries","operation_dp_dominance_pruned_states","controlling_interval","frontier_min_interval_lower_bound","frontier_lower_bound_source","node_trace_count","pricing_trace_count","bpc_trace_json","bpc_interval_trace_csv","result_file","progress_log","log_file","plateau_reason"
"regen_candidate_V12_M1_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.357200583208","0.3446132409","0.357200583208","0.035238862701","306.9145571","306.9145571","True","False","3","0","3","6","0","1117592","0","0","","0","0","0","0","0","0","0","15:[0.238133722139,0.253017079773]:lb=0.3446132409","0.3446132409","inventory_route_gini_relaxation","","","results\paper_bpc_core\raw\v12_m1_average_core_300s_no_focused_intensification.trace.json","results\paper_bpc_core\raw\v12_m1_average_core_300s_no_focused_intensification.intervals.csv","results\paper_bpc_core\raw\v12_m1_average_core_300s_no_focused_intensification.json","results\paper_bpc_core\progress\v12_m1_average_core_300s_no_focused_intensification.csv","results\paper_bpc_core\logs\v12_m1_average_core_300s_no_focused_intensification.log","unresolved_intervals"
"regen_candidate_V12_M1_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.357200583208","0.3446132409","0.357200583208","0.035238862701","301.1324188","301.1324188","True","False","4","0","4","6","0","1069584","0","0","0","0","0","0","0","0","0","0","18:[0.245575400956,0.253017079773]:lb=0.3446132409","0.3446132409","adaptive_split_inherited_inventory_route_gini_relaxation","","","results\paper_bpc_core\raw\v12_m1_average_core_300s_short_budget_compat_skip.trace.json","results\paper_bpc_core\raw\v12_m1_average_core_300s_short_budget_compat_skip.intervals.csv","results\paper_bpc_core\raw\v12_m1_average_core_300s_short_budget_compat_skip.json","results\paper_bpc_core\progress\v12_m1_average_core_300s_short_budget_compat_skip.csv","results\paper_bpc_core\logs\v12_m1_average_core_300s_short_budget_compat_skip.log","unresolved_intervals"
"regen_candidate_V12_M1_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.357200583208","0.331296710948","0.357200583208","0.0725191208467","298.3304346","298.3304346","True","False","3","0","3","9","0","1128192","0","0","","","","","","","","","10:[0.297667152674,0.357200583208]:lb=0.331296710948","0.331296710948","focused_split_inherited_parent_lb","","","results\paper_bpc_core\raw\v12_m1_average_core_300s_split_before_tree.trace.json","results\paper_bpc_core\raw\v12_m1_average_core_300s_split_before_tree.intervals.csv","results\paper_bpc_core\raw\v12_m1_average_core_300s_split_before_tree.json","results\paper_bpc_core\progress\v12_m1_average_core_300s_split_before_tree.csv","results\paper_bpc_core\logs\v12_m1_average_core_300s_split_before_tree.log","unresolved_intervals"
"regen_candidate_V12_M1_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.357200583208","0.331296710948","0.357200583208","0.0725191208467","298.1064368","298.1064368","True","False","3","0","3","9","0","1109378","0","23867430","","","","","","","","","10:[0.297667152674,0.357200583208]:lb=0.331296710948","0.331296710948","focused_split_inherited_parent_lb","","","results\paper_bpc_core\raw\v12_m1_average_core_300s_split_completion_lb.trace.json","results\paper_bpc_core\raw\v12_m1_average_core_300s_split_completion_lb.intervals.csv","results\paper_bpc_core\raw\v12_m1_average_core_300s_split_completion_lb.json","results\paper_bpc_core\progress\v12_m1_average_core_300s_split_completion_lb.csv","results\paper_bpc_core\logs\v12_m1_average_core_300s_split_completion_lb.log","unresolved_intervals"
"regen_candidate_V12_M1_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.357200583208","0.34028208837","0.357200583208","0.0473641299419","300.5099577","300.5099577","True","False","3","0","3","8","0","1114913","0","0","","","","","","","","","14:[0.230692043322,0.238133722139]:lb=0.34028208837","0.34028208837","focused_split_inherited_parent_lb","","","results\paper_bpc_core\raw\v12_m1_average_core_300s_split_depth5.trace.json","results\paper_bpc_core\raw\v12_m1_average_core_300s_split_depth5.intervals.csv","results\paper_bpc_core\raw\v12_m1_average_core_300s_split_depth5.json","results\paper_bpc_core\progress\v12_m1_average_core_300s_split_depth5.csv","results\paper_bpc_core\logs\v12_m1_average_core_300s_split_depth5.log","unresolved_intervals"
"regen_candidate_V12_M1_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.357200583208","0.178600291604","0.357200583208","0.5","78.2769207","78.2769207","True","False","2","0","1","6","0","1133538","0","","","","","","","","","","4:[0.178600291604,0.238133722139]:lb=0.178600291604","0.178600291604","gamma_floor","","","results\paper_bpc_core\raw\v12_m1_average_core_60s.trace.json","results\paper_bpc_core\raw\v12_m1_average_core_60s.intervals.csv","results\paper_bpc_core\raw\v12_m1_average_core_60s.json","results\paper_bpc_core\progress\v12_m1_average_core_60s.csv","results\paper_bpc_core\logs\v12_m1_average_core_60s.log","unresolved_intervals"
"regen_candidate_V12_M1_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.357200583208","0.26800638472","0.357200583208","0.249703395463","60.2209993","60.2209993","True","False","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1:[0.119066861069,0.238133722139]:lb=0.26800638472","0.26800638472","inventory_route_gini_relaxation","","","results\paper_bpc_core\raw\v12_m1_average_core_60s_archive_skip.trace.json","results\paper_bpc_core\raw\v12_m1_average_core_60s_archive_skip.intervals.csv","results\paper_bpc_core\raw\v12_m1_average_core_60s_archive_skip.json","results\paper_bpc_core\progress\v12_m1_average_core_60s_archive_skip.csv","results\paper_bpc_core\logs\v12_m1_average_core_60s_archive_skip.log","unresolved_intervals"
"regen_candidate_V12_M1_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.357200583208","0.24860881653","0.357200583208","0.30400780901","70.9023467","70.9023467","True","False","1","0","1","7","0","1169739","0","0","","2056806","1240194","0","4346479","8038","118883","0","0:[0,0.357200583208]:lb=0.24860881653","0.24860881653","inventory_route_gini_relaxation","","","results\paper_bpc_core\raw\v12_m1_average_core_60s_bucket_compaction_one_interval.trace.json","results\paper_bpc_core\raw\v12_m1_average_core_60s_bucket_compaction_one_interval.intervals.csv","results\paper_bpc_core\raw\v12_m1_average_core_60s_bucket_compaction_one_interval.json","results\paper_bpc_core\progress\v12_m1_average_core_60s_bucket_compaction_one_interval.csv","results\paper_bpc_core\logs\v12_m1_average_core_60s_bucket_compaction_one_interval.log","unresolved_intervals"
"regen_candidate_V12_M1_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.357200583208","0.24836034997","0.357200583208","0.304703402947","70.7224238","70.7224238","True","False","1","0","1","7","0","1096752","0","0","0","2037556","1235294","0","4323164","7901","116946","0","0:[0,0.357200583208]:lb=0.24836034997","0.24836034997","inventory_route_gini_relaxation","","","results\paper_bpc_core\raw\v12_m1_average_core_60s_bucket_ref_trace_one_interval.trace.json","results\paper_bpc_core\raw\v12_m1_average_core_60s_bucket_ref_trace_one_interval.intervals.csv","results\paper_bpc_core\raw\v12_m1_average_core_60s_bucket_ref_trace_one_interval.json","results\paper_bpc_core\progress\v12_m1_average_core_60s_bucket_ref_trace_one_interval.csv","results\paper_bpc_core\logs\v12_m1_average_core_60s_bucket_ref_trace_one_interval.log","unresolved_intervals"
"regen_candidate_V12_M1_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.357200583208","0.242572114996","0.357200583208","0.320907841703","67.7216962","67.7216962","True","False","1","0","0","6","0","1175004","0","0","","0","0","0","0","0","0","0","","0.242572114996","cheap_projection_bound","","","results\paper_bpc_core\raw\v12_m1_average_core_60s_continuous_precheck.trace.json","results\paper_bpc_core\raw\v12_m1_average_core_60s_continuous_precheck.intervals.csv","results\paper_bpc_core\raw\v12_m1_average_core_60s_continuous_precheck.json","results\paper_bpc_core\progress\v12_m1_average_core_60s_continuous_precheck.csv","results\paper_bpc_core\logs\v12_m1_average_core_60s_continuous_precheck.log","unresolved_intervals"
"regen_candidate_V12_M1_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.357200583208","0.25875425016","0.357200583208","0.275605185647","62.7209021","62.7209021","True","False","3","0","3","6","0","1086393","0","0","0","0","0","0","0","0","0","0","1:[0.119066861069,0.238133722139]:lb=0.25875425016","0.25875425016","inventory_route_gini_relaxation","","","results\paper_bpc_core\raw\v12_m1_average_core_60s_no_compat.trace.json","results\paper_bpc_core\raw\v12_m1_average_core_60s_no_compat.intervals.csv","results\paper_bpc_core\raw\v12_m1_average_core_60s_no_compat.json","results\paper_bpc_core\progress\v12_m1_average_core_60s_no_compat.csv","results\paper_bpc_core\logs\v12_m1_average_core_60s_no_compat.log","unresolved_intervals"
"regen_candidate_V12_M1_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.357200583208","0.24836034997","0.357200583208","0.304703402947","71.0728847","71.0728847","True","False","1","0","1","7","0","1114716","0","0","","2107113","1255934","0","4432738","8557","126462","0","0:[0,0.357200583208]:lb=0.24836034997","0.24836034997","inventory_route_gini_relaxation","","","results\paper_bpc_core\raw\v12_m1_average_core_60s_required_closure_pruning_one_interval.trace.json","results\paper_bpc_core\raw\v12_m1_average_core_60s_required_closure_pruning_one_interval.intervals.csv","results\paper_bpc_core\raw\v12_m1_average_core_60s_required_closure_pruning_one_interval.json","results\paper_bpc_core\progress\v12_m1_average_core_60s_required_closure_pruning_one_interval.csv","results\paper_bpc_core\logs\v12_m1_average_core_60s_required_closure_pruning_one_interval.log","unresolved_intervals"
"regen_candidate_V12_M1_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.357200583208","0.24857532396","0.357200583208","0.304101573051","70.2036629","70.2036629","True","False","1","0","1","7","0","1106576","0","0","","2049552","1238276","0","7221748","0","0","0","0:[0,0.357200583208]:lb=0.24857532396","0.24857532396","inventory_route_gini_relaxation","","","results\paper_bpc_core\raw\v12_m1_average_core_60s_trace_pricing_one_interval.trace.json","results\paper_bpc_core\raw\v12_m1_average_core_60s_trace_pricing_one_interval.intervals.csv","results\paper_bpc_core\raw\v12_m1_average_core_60s_trace_pricing_one_interval.json","results\paper_bpc_core\progress\v12_m1_average_core_60s_trace_pricing_one_interval.csv","results\paper_bpc_core\logs\v12_m1_average_core_60s_trace_pricing_one_interval.log","unresolved_intervals"
"regen_candidate_V12_M1_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.357200583208","0.00515451203429","0.357200583208","0.985569698717","27.2351218","27.2351218","True","False","3","0","0","6","0","1131756","0","","","","","","","","","","","0.00515451203429","cheap_projection_bound","","","results\paper_bpc_core\raw\v12_m1_average_core_trace_20s.trace.json","results\paper_bpc_core\raw\v12_m1_average_core_trace_20s.intervals.csv","results\paper_bpc_core\raw\v12_m1_average_core_trace_20s.json","results\paper_bpc_core\progress\v12_m1_average_core_trace_20s.csv","results\paper_bpc_core\logs\v12_m1_average_core_trace_20s.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.469117173935","0.719065249476","0.347601383495","1201.4843674","1201.4843674","True","False","2","0","12","53","0","1930233","0","0","","","","","","","","","4:[0.359532624738,0.479376832984]:lb=0.469117173935","0.469117173935","adaptive_split_inherited_parent_lb","","","results\paper_bpc_core\raw\v12_m2_average_core_1200s.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_1200s.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_1200s.json","results\paper_bpc_core\progress\v12_m2_average_core_1200s.csv","results\paper_bpc_core\logs\v12_m2_average_core_1200s.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.710439004053","0.719065249476","0.0119964710145","1195.0402102","1195.0402102","True","False","2","0","2","56","0","1919242","0","0","","","","","","","","","14:[0.486867096,0.494357359015]:lb=0.710439004053","0.710439004053","branch_price_tree","","","results\paper_bpc_core\raw\v12_m2_average_core_1200s_depth5_default.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_1200s_depth5_default.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_1200s_depth5_default.json","results\paper_bpc_core\progress\v12_m2_average_core_1200s_depth5_default.csv","results\paper_bpc_core\logs\v12_m2_average_core_1200s_depth5_default.log","unresolved_intervals"
"regen_candidate_V12_M2_average.txt","gcap-frontier","paper-bpc-core","gcap_frontier_not_closed","0.719065249476","0.703291904615","0.719065249476","0.0219359020237","1185.5268927","1185.5268927","True","False","1","0","1","55","1","1907908","0","0","","","","","","","","","9:[0.479376832984,0.509337885046]:lb=0.703291904615","0.703291904615","focused_child_inventory_route_gini_relaxation","","","results\paper_bpc_core\raw\v12_m2_average_core_1200s_split_before_tree.trace.json","results\paper_bpc_core\raw\v12_m2_average_core_1200s_split_before_tree.intervals.csv","results\paper_bpc_core\raw\v12_m2_average_core_1200s_split_before_tree.json","results\paper_bpc_core\progress\v12_m2_average_core_1200s_split_before_tree.csv","results\paper_bpc_core\logs\v12_m2_average_core_1200s_split_before_tree.log","unresolved_intervals"
