state_id,variant,rounds,cuts_added,initial_lp_objective,final_lp_objective,lp_bound_gain,closure_work,closure_solver_time,model_read_time,simplex_iterations,valid,converged,infeasible,fallback_required,failure_reason
D12,IR2-mixed-projected-full-closure,7,11,0.051828010205628126,0.1924276012618652,0.14059959105623707,1.271266814469763,0.54600024223327637,0.038702199999999999,14347,1,1,0,0,none
D13,IR2-mixed-projected-full-closure,6,10,2.2662584414844371,2.3363101863830495,0.070051744898612434,5.133822045166232,2.0659997463226318,0.1101799,24478,1,1,0,0,none
D14,IR2-mixed-projected-full-closure,8,13,0.033181515548994941,0.033181515548994914,-2.7755575615628914e-17,3.197175558813429,1.1910004615783691,0.14979740000000002,18199,1,1,0,0,none
C1,IR2-mixed-projected-full-closure,7,11,0.051828010205628168,0.19242746801860747,0.14059945781297931,1.2780644995993244,0.59300017356872559,0.039429799999999994,14456,1,1,0,0,none
C2,IR2-mixed-projected-full-closure,7,10,0.36579459779793011,0.4748867751550046,0.10909217735707449,1.2840168392662072,0.57800030708312988,0.040016199999999995,14030,1,1,0,0,none
C3,IR2-mixed-projected-full-closure,20,31,0.0016923772850397315,0.0038626044216700951,0.0021702271366303635,19.883638696139315,6.8399994373321533,0.34927810000000004,87354,1,1,0,0,none
C4,IR2-mixed-projected-full-closure,27,34,1.5823276849906989,1.5955186709793687,0.013190985988669857,26.167365060305087,9.5579993724822998,0.48338979999999993,120100,1,1,0,0,none
C5,IR2-mixed-projected-full-closure,13,24,0.09872587083631805,0.10166336184951144,0.0029374910131933912,17.408452377617369,6.2330002784729004,0.24533189999999999,71605,1,1,0,0,none
C6,IR2-mixed-projected-full-closure,7,7,0.50265712257583273,0.50699226800724406,0.0043351454314113358,0.087163238465654519,0.048000335693359375,0.014008400000000001,3005,1,1,0,0,none
C7,IR2-mixed-projected-full-closure,6,9,0.44597530983282496,0.44918552228228764,0.0032102124494626794,0.13153079116764574,0.068999290466308594,0.016077899999999999,3868,1,1,0,0,none
C8,IR2-mixed-projected-full-closure,7,9,0.049488316877716917,0.07045691716046662,0.020968600282749703,0.092556910806785922,0.046000242233276367,0.015069900000000001,2926,1,1,0,0,none
C9,IR2-mixed-projected-full-closure,1,0,0.007186509571167966,0.007186509571167966,0,0.012841168508315305,0.0079998970031738281,0.0029367,279,1,1,0,0,none
ROLE_MAJOR,IR2-mixed-projected-full-closure,12,13,0.020977495607439202,0.020977495607439202,0,0.74722073992645399,0.30500030517578125,0.070810800000000007,8067,1,1,0,0,none
ROLE_STRONG_CONTROL,IR2-mixed-projected-full-closure,7,9,0.093948255393593263,0.093948255393593263,0,0.77573467692445819,0.35700011253356934,0.039610500000000007,9603,1,1,0,0,none
ROLE_NUMERICAL_ENDPOINT,IR2-mixed-projected-full-closure,7,11,0.051828010205628126,0.1924276012618652,0.14059959105623707,1.271266814469763,0.55800008773803711,0.040080600000000001,14347,1,1,0,0,none
ROLE_V12_M2,IR2-mixed-projected-full-closure,4,4,0.20926487771892269,0.21761285289159579,0.0083479751726731055,0.29095046227663252,0.15400028228759766,0.018054899999999999,4500,1,1,0,0,none
ROLE_TIGHT3102,IR2-mixed-projected-full-closure,28,49,0.407329005858862,0.42174092052402229,0.014411914665160286,30.299749570485488,11.267999887466431,0.49193400000000004,138392,1,1,0,0,none
ROLE_HIGH3201,IR2-mixed-projected-full-closure,6,10,2.2662584414844371,2.3363101863830495,0.070051744898612434,5.133822045166232,2.0260000228881836,0.1071559,24478,1,1,0,0,none
ROLE_HIGH3202,IR2-mixed-projected-full-closure,27,34,1.5823276849906989,1.5955186709793687,0.013190985988669857,26.167365060305087,9.6070001125335693,0.47305570000000002,120100,1,1,0,0,none
ROLE_MODERATE3301,IR2-mixed-projected-full-closure,8,13,0.033181515548994941,0.033181515548994914,-2.7755575615628914e-17,3.197175558813429,1.178999662399292,0.14090420000000001,18199,1,1,0,0,none
ROLE_MODERATE3302,IR2-mixed-projected-full-closure,13,24,0.09872587083631805,0.10166336184951144,0.0029374910131933912,17.408452377617369,6.2459993362426758,0.23021869999999997,71605,1,1,0,0,none
V50_TIGHT,IR2-mixed-projected-full-closure,44,70,0.76590136269542775,0.76996053038751955,0.0040591676920918029,483.76742178215341,146.31200003623962,6.8195787000000001,409407,1,1,0,0,none
V50_MODERATE,IR2-mixed-projected-full-closure,75,148,0.20624435461428639,0.22009626690744483,0.013851912293158436,2901.2910463223589,800.93700075149536,11.575760799999992,1488514,1,1,0,0,none
