path,size_bytes,safe_limit_bytes,status,sha256
results/gf_global_gini_tree_strict_flow_round/commands/stage1__high_imbalance_seed3202__f2__300s.json,10834,94371840,PASS,af8ce09796f1e9ce701f6c5908fecbdb96ff775c7c59eb148b6c5e0c9f130005
results/gf_global_gini_tree_strict_flow_round/commands/stage1__high_imbalance_seed3202__f3__300s.json,10875,94371840,PASS,0658eed6350ced964a96cbe6126e3f0ad400f4880d7422b4ea6b758ef2ad7567
results/gf_global_gini_tree_strict_flow_round/commands/stage1__high_imbalance_seed3202__off__300s.json,10841,94371840,PASS,4baaeff64616e7ba6209147df35205d5cebf3336a36c5ea414152418abeaeacf
results/gf_global_gini_tree_strict_flow_round/commands/stage1__moderate_seed3301__f0__300s.json,10673,94371840,PASS,fd349514f338a364b634920662f40c7e81ae2ecca0e28b320ce114dda375d1a0
results/gf_global_gini_tree_strict_flow_round/commands/stage1__moderate_seed3301__f1__300s.json,10662,94371840,PASS,91df4c5ee4365ef2d3bb8ddf53df606aefe164c0a206601f38bd899767d3a661
results/gf_global_gini_tree_strict_flow_round/commands/stage1__moderate_seed3301__f2__300s.json,10658,94371840,PASS,2b28a78b0ab0e8750dae5f08f4d1449e8e4c3b83e9085b2e0362922075a01af5
results/gf_global_gini_tree_strict_flow_round/commands/stage1__moderate_seed3301__f3__300s.json,10701,94371840,PASS,016524f645f15641da2f5e876f460de632cfb799af71c47273bdd422873e2e7a
results/gf_global_gini_tree_strict_flow_round/commands/stage1__moderate_seed3301__off__300s.json,10665,94371840,PASS,a16c89548a9a433903bd292f1748593eafa2bd747d8c1f4fd85727f3de2488d1
results/gf_global_gini_tree_strict_flow_round/commands/stage1__moderate_seed3302__f0__300s.json,10662,94371840,PASS,08e842e0d82d97b9517f857a056ff873cc5b5f65c27c9d81c750e642eef17fcb
results/gf_global_gini_tree_strict_flow_round/commands/stage1__moderate_seed3302__f1__300s.json,10650,94371840,PASS,269af7955498184377a33a23ee5d3216e8c4bad60b5b2351d025380b6b285707
results/gf_global_gini_tree_strict_flow_round/commands/stage1__moderate_seed3302__f2__300s.json,10648,94371840,PASS,fe09025c1dd4825654122865a1b89eab83f4f1b1d119de7103e50abe337bb168
results/gf_global_gini_tree_strict_flow_round/commands/stage1__moderate_seed3302__f3__300s.json,10689,94371840,PASS,31ee20ebb469e23c3d763a1a44a6ee571565a34877cbe953ffb4a12a0b8870da
results/gf_global_gini_tree_strict_flow_round/commands/stage1__moderate_seed3302__off__300s.json,10655,94371840,PASS,bef2127bf85f50d51ef5fce29740d7af820b620eafeea8249a7d655e61d0e020
results/gf_global_gini_tree_strict_flow_round/commands/stage1__tight_T_seed3101__f0__300s.json,10631,94371840,PASS,300265c0dd2d4c27c1cb4a15ff9ebb298b7571685dc939b8855280bd2b7ea6b0
results/gf_global_gini_tree_strict_flow_round/commands/stage1__tight_T_seed3101__f1__300s.json,10620,94371840,PASS,2309c7f6afd267b267c91ea752ef03c1341f4d1cc49b37b68e327422e909b695
results/gf_global_gini_tree_strict_flow_round/commands/stage1__tight_T_seed3101__f2__300s.json,10616,94371840,PASS,68f31dcdfdb9365e44c7e435106406457cf467ce8ab349f6ff7a97907bbdf763
results/gf_global_gini_tree_strict_flow_round/commands/stage1__tight_T_seed3101__f3__300s.json,10658,94371840,PASS,3dcbdc632c28e2cd020c088bfee6d8b3d3c9de929e469487a654c6385d7eb82a
results/gf_global_gini_tree_strict_flow_round/commands/stage1__tight_T_seed3101__off__300s.json,10623,94371840,PASS,7edf8cbe4bf6debe94faa77e40288a749ca3da42325357a0b1b4d3591a0ba5a7
results/gf_global_gini_tree_strict_flow_round/commands/stage1__V12_M2__f0__300s.json,10332,94371840,PASS,9ffa534ec946d6132d935dd2963fa7b56d1ccfba35b4b450ffbd61ba78172370
results/gf_global_gini_tree_strict_flow_round/commands/stage1__V12_M2__f1__300s.json,10321,94371840,PASS,378474db6b08423efb48a2bf305a7bdd42ff03a50cbe7350e94b0e306e73cd46
results/gf_global_gini_tree_strict_flow_round/commands/stage1__V12_M2__f2__300s.json,10318,94371840,PASS,a77e966d1faf602a73d5173dd4fb00003339fdb2cc34ec84d5915b94956ca6a3
results/gf_global_gini_tree_strict_flow_round/commands/stage1__V12_M2__f3__300s.json,10359,94371840,PASS,8efba50ed65862eb0d621e8dcfa9049fdd3a6614be9d2f5a9f716db88a143f80
results/gf_global_gini_tree_strict_flow_round/commands/stage1__V12_M2__off__300s.json,10324,94371840,PASS,33094f45d6bab6d68b9ea48f7bab0d140e152ec01bd5e0804b98c90462f6d260
results/gf_global_gini_tree_strict_flow_round/commands/stage2__high_imbalance_seed3201__f0__900s.json,10849,94371840,PASS,2e5b90b93aaf5f8e61b02fb26c0fdb648e0f60537f9743727c686e6f40a10204
results/gf_global_gini_tree_strict_flow_round/commands/stage2__high_imbalance_seed3201__f3__900s.json,10876,94371840,PASS,fcdb5b0138a8673cfdc3d255f85afd0a6b2ab8fee5bc52a1e6cdbbf943cf21c1
results/gf_global_gini_tree_strict_flow_round/commands/stage2__high_imbalance_seed3201__plain__900s.json,3070,94371840,PASS,6e46dbdc79eccf8e98347cf53cf8f1dc0c86d7ab6ae9ffb81351902ce3f5f242
results/gf_global_gini_tree_strict_flow_round/commands/stage2__high_imbalance_seed3202__f0__900s.json,10849,94371840,PASS,69cb6982f28e301b806e9095b388207e8952cef0b2b5d69e84dfae2c6a515d65
results/gf_global_gini_tree_strict_flow_round/commands/stage2__high_imbalance_seed3202__f3__900s.json,10876,94371840,PASS,d2c51904eadb5ab004072d19825d8bd29aa1e4f8ff7d6d783891b347d8071a39
results/gf_global_gini_tree_strict_flow_round/commands/stage2__high_imbalance_seed3202__plain__900s.json,3070,94371840,PASS,b749c70383e3918518e1b8e7f3e5c67327b8ea8f04a64a598fdf96df4d9f74d2
results/gf_global_gini_tree_strict_flow_round/commands/stage2__moderate_seed3301__f0__900s.json,10674,94371840,PASS,79fee938ee7825063bfee68b2498d6fb3c76c0f8e17d8d865804d233054b2250
results/gf_global_gini_tree_strict_flow_round/commands/stage2__moderate_seed3301__f3__900s.json,10701,94371840,PASS,e52ea5689b233050c7794eb91a5edfe0c93f9cc83a24990512e1a93dcd26a420
results/gf_global_gini_tree_strict_flow_round/commands/stage2__moderate_seed3301__plain__900s.json,3015,94371840,PASS,20210579c995ab2a240eb13000cccfceb9172357ee96276adfd569bf2a3ecd35
results/gf_global_gini_tree_strict_flow_round/commands/stage2__moderate_seed3302__f0__900s.json,10663,94371840,PASS,b7b89e2cf13d29a7c4e2fa04d49a80646a978b29162704043d13c266b547fdb6
results/gf_global_gini_tree_strict_flow_round/commands/stage2__moderate_seed3302__f3__900s.json,10690,94371840,PASS,66ca9e0073e10a0fa43ac82478f261cea705dfb87e9e8196434a66c976b8ce5b
results/gf_global_gini_tree_strict_flow_round/commands/stage2__moderate_seed3302__plain__900s.json,3004,94371840,PASS,e863750b944f1e2758845e5a4b76ff615b1ccd3965633fdc569240424553e69b
results/gf_global_gini_tree_strict_flow_round/commands/stage2__tight_T_seed3101__f0__900s.json,10632,94371840,PASS,30a9b8e36a66799e4e5fcd16e60cda6aceff3fabc2bb0e6729ef9e7c33fe3b18
results/gf_global_gini_tree_strict_flow_round/commands/stage2__tight_T_seed3101__f3__900s.json,10659,94371840,PASS,7bde31de0d1e77a11f1975523401998bfe310818a3d37203117dc175dc9ad576
results/gf_global_gini_tree_strict_flow_round/commands/stage2__tight_T_seed3101__plain__900s.json,2993,94371840,PASS,785d7011abc7005d1d22f45b517b1da099a99d6b252dc1a35de3c6c3e2fa9e97
results/gf_global_gini_tree_strict_flow_round/commands/stage2__tight_T_seed3102__f0__900s.json,10632,94371840,PASS,8a16579c34b09af00c55fbdda1b2275b06506a146a9f7557e053f94cf8aa1a44
results/gf_global_gini_tree_strict_flow_round/commands/stage2__tight_T_seed3102__f3__900s.json,10659,94371840,PASS,dad13670937e64f3a0be2f4a70830fee0b8149d9a460a1c31713f55978005226
results/gf_global_gini_tree_strict_flow_round/commands/stage2__tight_T_seed3102__plain__900s.json,2993,94371840,PASS,1adc63c217a9a7c77130bd46925d3fce58c5d03a0e1204805cbc6f13a8685659
results/gf_global_gini_tree_strict_flow_round/commands/stage2__V12_M1__f0__900s.json,10334,94371840,PASS,028ab28db0ee6537286188b1a9be0d2eb1e1220785cd104c3d9d5181ff645915
results/gf_global_gini_tree_strict_flow_round/commands/stage2__V12_M1__f3__900s.json,10361,94371840,PASS,f68c067dc8268de3d10f0de1ee8aab5f78151d21662cc8acc12635a569a35117
results/gf_global_gini_tree_strict_flow_round/commands/stage2__V12_M1__plain__900s.json,2894,94371840,PASS,b124cbf17b83e6762eeaa8c2251a003e92c96bf3f2de2199e68c5724c255c60c
results/gf_global_gini_tree_strict_flow_round/commands/stage2__V12_M2__f0__900s.json,10334,94371840,PASS,6b5378b32bb66f578dfaa8ce780110bb5e60cbae13a95887d6fa5d657426e514
results/gf_global_gini_tree_strict_flow_round/commands/stage2__V12_M2__f3__900s.json,10360,94371840,PASS,c069853dcc6de7c34778de2b4f6a4109db4b0a8fbb87ba8b127bf55b2f4978f0
results/gf_global_gini_tree_strict_flow_round/commands/stage2__V12_M2__plain__900s.json,2894,94371840,PASS,faf5d12d93f7a1f9380f45672872e3dad019598a37d135f0b13c45ab66656a85
results/gf_global_gini_tree_strict_flow_round/commands/stage3__high_imbalance_seed3202__f0__1800s.json,10883,94371840,PASS,2bad78bef985ada09e8f5953acdc042f62182f35c1d30f1f5f9d8d26c797862e
results/gf_global_gini_tree_strict_flow_round/commands/stage3__high_imbalance_seed3202__f3__1800s.json,10909,94371840,PASS,a7cd2afd43a37b7676865a75fc2371335edc207dd61474e2f0d9df142b2a7382
results/gf_global_gini_tree_strict_flow_round/commands/stage3__high_imbalance_seed3202__plain__1800s.json,3084,94371840,PASS,4ba9ae2d9e62746bc2a593572e37edfc23c0fe72d76bda7b02f329764c98fe4a
results/gf_global_gini_tree_strict_flow_round/commands/stage3__moderate_seed3301__f0__1800s.json,10708,94371840,PASS,d0654d7ac87ea6e1adda5336b741ababb7b0629a29241f3687034c867ff3530a
results/gf_global_gini_tree_strict_flow_round/commands/stage3__moderate_seed3301__f3__1800s.json,10735,94371840,PASS,8f7f66f75b57e61370dc708759a0a9cf61b3df37640f2e1133d0b29f95e7065e
results/gf_global_gini_tree_strict_flow_round/commands/stage3__moderate_seed3301__plain__1800s.json,3029,94371840,PASS,61ce77e8cd7fef8b7cff5a1285d4c9c85bb006120c4e3ae6afd913ec67e8fa13
results/gf_global_gini_tree_strict_flow_round/commands/stage3__moderate_seed3302__f0__1800s.json,10697,94371840,PASS,f8e34c4f07d8bd32aba5aad9678b52b54f8fcee94acbe8dc67033b7b0ce32b71
results/gf_global_gini_tree_strict_flow_round/commands/stage3__moderate_seed3302__f3__1800s.json,10724,94371840,PASS,fcf85866db7c7f33369593ecd620041900e08dc1d3db5de46f2e5e988ad02ef5
results/gf_global_gini_tree_strict_flow_round/commands/stage3__moderate_seed3302__plain__1800s.json,3018,94371840,PASS,6069e33364e939459a5004dff10cd4652696c7274f520d15fdc77ef6346d2dcd
results/gf_global_gini_tree_strict_flow_round/commands/stage3__tight_T_seed3101__f0__1800s.json,10666,94371840,PASS,5bd83f03ced82e9b2d0d1cfc0eb3a444806fe1a95360eeb5a67f3916e51d25ba
results/gf_global_gini_tree_strict_flow_round/commands/stage3__tight_T_seed3101__f3__1800s.json,10693,94371840,PASS,abc037d448afdbf508b82fee57f6ecb6f8461f9ef6008cd48d034a15e0b7f010
results/gf_global_gini_tree_strict_flow_round/commands/stage3__tight_T_seed3101__plain__1800s.json,3006,94371840,PASS,a6f1c665fcdf58fc68de2bb3e7f8f19c3f5a40298ae76fb75fb85ec593245dce
results/gf_global_gini_tree_strict_flow_round/commands/stage3__tight_T_seed3102__f0__1800s.json,10666,94371840,PASS,1947066b7bf6829e196d930bbc2331bf0082a987569d46474a26e626713f9fbc
results/gf_global_gini_tree_strict_flow_round/commands/stage3__tight_T_seed3102__f3__1800s.json,10693,94371840,PASS,b6badb1325742d11aac5147dc8a25e35bd480a80944f907927deb0eb66a0e752
results/gf_global_gini_tree_strict_flow_round/commands/stage3__tight_T_seed3102__plain__1800s.json,3007,94371840,PASS,40393c6060b72499623df405298e78d26b54460bc6d542fccdc9581cd522d1e0
results/gf_global_gini_tree_strict_flow_round/commands/stage4__moderate_seed3301__f0__3600s.json,10708,94371840,PASS,57c7b21da78bd585c32e873abf36ad32de842162719e10e020462fcce30ab573
results/gf_global_gini_tree_strict_flow_round/commands/stage4__moderate_seed3301__f3__3600s.json,10734,94371840,PASS,eab7aeb45210eb14bf0ad5f8ede1ab5854f4346513972f486a35da4763f5a685
results/gf_global_gini_tree_strict_flow_round/commands/stage4__moderate_seed3301__plain__3600s.json,3028,94371840,PASS,11318cfdb2d112e4ccf825a353ce17226a6a0c4f2ca2f432b4fb7058b4352140
results/gf_global_gini_tree_strict_flow_round/commands/stage4__V12_M2__f0__3600s.json,10367,94371840,PASS,7fb8031dc36eeec396365b9284113b225c22461d9ffb175bebec8132a66a11bf
results/gf_global_gini_tree_strict_flow_round/commands/stage4__V12_M2__f3__3600s.json,10393,94371840,PASS,57ebe6f722c65a3da2cd8539c809c59f8395ab7ab59197e31bf0b5e76a8f990b
results/gf_global_gini_tree_strict_flow_round/commands/stage4__V12_M2__plain__3600s.json,2907,94371840,PASS,0894ce033a36ecbf732c8bcdaa4275e5cf2f8ce4a48be88991e4ee4f90115ed1
results/gf_global_gini_tree_strict_flow_round/conditional_3600s_convergence.csv,12111,94371840,PASS,8e5560aeb6c2414f4b231fc8505ab7fcb2068b66a24fd93648c08c9c9a3d0750
results/gf_global_gini_tree_strict_flow_round/cplex_strict_status_and_gap_semantics.md,14517,94371840,PASS,29026afc58619474e2f347c6f560642baf3a0723b2dbe0e61c91a036f432f04e
results/gf_global_gini_tree_strict_flow_round/current_state_and_round21_plan.md,3044,94371840,PASS,2fcec36ce35b783b90767c784d4725327a6f04bfe0831d2a80da2df690506180
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/artifact_hashes_and_compression_manifest.json,19825,94371840,PASS,f357b9372be5749f8d5e452e75c467ce8ba689e9055771ea2e03debe5305ad7b
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/commands/face_max_total_conn_flow.cplex,562,94371840,PASS,8df05dbed8e68c341dd1a9183258b67f0594ab6e93fa74bb915baaaa10289695
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/commands/face_max_total_return_flow.cplex,566,94371840,PASS,c38cec6b4907834e0615521d49ff565285766e74d1e464891cce4a3ee82efaff
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/commands/face_min_total_conn_flow.cplex,562,94371840,PASS,e80e1f754b50ac7b7be27981fe80f9ea2b8b8fb6ecfd0f1c9e251fa156c964df
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/commands/face_min_total_return_flow.cplex,566,94371840,PASS,6f08a494ed952977e3a4a02646ec1f65567225e781b3bed990d4eca8dce965ee
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/commands/root_original_objective.cplex,563,94371840,PASS,fe087130b7367b77cb1c8874405ac0eab66eacc5c78bff68549a582d7bdfc2f1
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/completed_summary.json,986,94371840,PASS,e694ab190bd50dc61108630f40f864364d66531d6fc3dab832f76e1db0926b50
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/diagnostic_manifest.json,55714,94371840,PASS,01191c8f3fe09a58b7dd57b85cc389b4e203042248e3e3a3db0cd8a51bed9c7a
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/logs/face_max_total_conn_flow.log.gz,124524,94371840,PASS,f3a347bf7c06b83619147f5c9f845acc06111450dd931a297ff1892d2c1daa88
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/logs/face_max_total_return_flow.log.gz,88586,94371840,PASS,1cc0fb64df5ebf3a7b8d7c6ebbad0a35daa80b36c0fc01170f1eb2480a9cd8f4
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/logs/face_min_total_conn_flow.log.gz,55535,94371840,PASS,d9115b8927f63ea3bcb21bdd656dfe4cfe1f40f71b544222c43978c9c827be69
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/logs/face_min_total_return_flow.log.gz,56888,94371840,PASS,2c58444599f661cceaa5b7b22e179a2f4de09018587ba1bda5dcba71954fe64e
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/logs/root_original_objective.log.gz,65567,94371840,PASS,abd24e2176be03238c167fe041cc63e55703946f0d853d3223c689d88d41e520
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/models/face_max_total_conn_flow.lp.gz,238319,94371840,PASS,67327c25dfb8e86fb43a479eb72ea10f57a741a11e89dbe4542f35bb15f5756b
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/models/face_max_total_return_flow.lp.gz,235607,94371840,PASS,e11528a9f99dd7d4050a7e411eb6d059327312597e1adc67853f3a4662742ee2
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/models/face_min_total_conn_flow.lp.gz,238316,94371840,PASS,e7ee6829efc765bbb97ec2c1f3aa177537dcd1e4e6f6cfe19774390637b8838c
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/models/face_min_total_return_flow.lp.gz,235605,94371840,PASS,0d187e4931863182a4b7964fccda3c04d96196779f72201d6a86195fdf6a1083
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/models/relaxed_original_objective.lp.gz,235380,94371840,PASS,1f7de9f7363ecd306e3ad44abef9444b3883c718ab7c14bb457d02ff1546fecb
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/models/source_F0_global_root.lp.gz,238943,94371840,PASS,328463373d4651d672c8f6a20c96872ff2f94a4df6bc7dfe1cb893fe867f82c6
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/records/face_max_total_conn_flow.json,1495,94371840,PASS,2d1a79cbecb5361167fa198bac4e3993a2f6cbc614bdb0278e4cb11667ca300f
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/records/face_max_total_return_flow.json,1503,94371840,PASS,a01242691bbd7ce9bcb72d8f688d983c10f5692c2d72316686243149692f0bcf
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/records/face_min_total_conn_flow.json,1495,94371840,PASS,6413e59e34e29d573900d1732dc058726f59ed763162f5e738df2d61a34c1ef8
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/records/face_min_total_return_flow.json,1503,94371840,PASS,6a2ca8636e116633d44209823f169768866b52958cf44e11065c241db593412c
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/records/root_original_objective.json,1491,94371840,PASS,23895c4a9fa36ce40f56f978398ed589ad4460589e5c5c1d35787939bdbaec6e
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/solutions/face_max_total_conn_flow.sol.gz,193767,94371840,PASS,38b35c696f2fc374ab8740569a314f8bf571d4eeb2f63e0934390e7b2af69b3c
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/solutions/face_max_total_return_flow.sol.gz,182899,94371840,PASS,0d78a2c1b7b2a9212edcd5809f97ff236b984b1720d08fa0bbc716de3580cf52
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/solutions/face_min_total_conn_flow.sol.gz,183432,94371840,PASS,6cb61e771a419b44efdf23e0dcd719270126a29f26e5714b7bd7551aa75263ca
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/solutions/face_min_total_return_flow.sol.gz,160814,94371840,PASS,8085b18277edeed25fa81e5e0f70492679c7618763fef3b0f4ecdc3e6fffd922
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/high_imbalance_seed3202/solutions/root_original_objective.sol.gz,180841,94371840,PASS,62eded7ba57085b9eb84ac6087813fced755a00c32f081e3a580b737d23a3331
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/artifact_hashes_and_compression_manifest.json,19381,94371840,PASS,7aa5cf083e4f0e6c0c28aade90ef236f05901b6a3facd1fb19f5c467ba4da030
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/commands/face_max_total_conn_flow.cplex,550,94371840,PASS,da1806ab61a572ed27b0765840f078392daea88faee184a96ca2f4d598387bf8
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/commands/face_max_total_return_flow.cplex,554,94371840,PASS,ec59a72f3ce163cbb7455cedc7f4f3cd949222fa6c97680533d05270511a1a47
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/commands/face_min_total_conn_flow.cplex,550,94371840,PASS,569ab29a18971e46c7ca3e21cbbdc7f932010d08c2c1f487c9f4d15c52f444ce
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/commands/face_min_total_return_flow.cplex,554,94371840,PASS,81ca84ad862a446ac117b0d290e43d9ff467c8657ab3e01f50ae469a58678770
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/commands/root_original_objective.cplex,551,94371840,PASS,650a31cf05112bcd54fe1cdaf9e02bef4bfdf15919284c4ebbc0192b4411ceae
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/completed_summary.json,953,94371840,PASS,56962957e5b5b5110be6e583960ce46958056cd2f722598f6068bae4db27289d
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/diagnostic_manifest.json,55695,94371840,PASS,8411d8bb5d2bd9758f26eb93c6a21575e51b1c3988583d769a4977a585aae6e6
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/logs/face_max_total_conn_flow.log.gz,119692,94371840,PASS,f8c8687d316aefd65fbf4e5270714bfb1619da68e542f5fe8f89532965d5bd81
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/logs/face_max_total_return_flow.log.gz,69251,94371840,PASS,ac436330a60ec7ff30db1d95642069a310b23dcc4e407e204d442bb92aeea872
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/logs/face_min_total_conn_flow.log,200282,94371840,PASS,c85fc6299db24270be3bdc62a0741d1b0bca7a77b521fbd86b4a4ef94cf868a1
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/logs/face_min_total_return_flow.log,243254,94371840,PASS,115bf17d2cd1ffb95ae8b7a48c8fe6539513b400e889d43b2c054531126adb76
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/logs/root_original_objective.log.gz,38517,94371840,PASS,d32f91d1f334110836bd3d21f9c1574c8877a2623fcbdfca1388059710d95d00
results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/models/face_max_total_conn_flow.lp.gz,239451,94371840,PASS,e17364c36e1c42038cead75a437e7045aa62601eeaf479f337fa25973a99a74e
