number,id,arm,stage,path,actual_rows,actual_columns,actual_nonzeros,native_root_relaxation_objective,native_root_relaxation_iterations,native_root_relaxation_seconds,native_reported_user_cuts,user_cut_count_scope
1,micro,explicit-flow-projection,micro_v1,results\gf_cumulative_time_resource_round63\local_raw\micro_v1\lp_0.log,4,16,28,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_11.log,4170,1406,22548,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_12.log,4173,1406,22791,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_13.log,4176,1406,23143,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_14.log,4179,1406,23450,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_15.log,4181,1406,23639,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_16.log,4184,1406,23948,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_17.log,4187,1406,24046,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_18.log,4189,1406,24214,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_19.log,4192,1406,24575,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_2.log,4182,1406,21478,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_20.log,4195,1406,24816,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_21.log,4198,1406,25106,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_22.log,4200,1406,25331,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_23.log,4203,1406,25610,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_24.log,4204,1406,25658,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_3.log,4146,1406,20364,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_4.log,4149,1406,20563,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_5.log,4152,1406,20821,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_6.log,4155,1406,21094,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_7.log,4158,1406,21373,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_8.log,4161,1406,21693,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
2,D3,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D3\lp_9.log,4164,1406,21989,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_0.log,4136,1404,19373,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_1.log,4604,1836,21533,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_10.log,4160,1404,22764,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_11.log,4163,1404,23228,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_12.log,4166,1404,23709,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_13.log,4169,1404,24123,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_14.log,4172,1404,24429,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_15.log,4175,1404,24719,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_16.log,4178,1404,24982,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_17.log,4181,1404,25209,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_18.log,4184,1404,25482,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_19.log,4186,1404,25658,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_2.log,4175,1404,20777,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_20.log,4189,1404,25964,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_21.log,4191,1404,26121,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_22.log,4192,1404,26169,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_3.log,4139,1404,19794,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_4.log,4142,1404,20191,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_5.log,4145,1404,20657,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_6.log,4148,1404,21089,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_7.log,4151,1404,21447,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_8.log,4154,1404,21898,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
3,D4,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D4\lp_9.log,4157,1404,22372,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
4,D6,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D6\lp_0.log,29923,6991,186978,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
4,D6,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D6\lp_1.log,32713,9691,200478,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
4,D6,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D6\lp_10.log,29936,6991,193069,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
4,D6,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D6\lp_11.log,29937,6991,193301,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
4,D6,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D6\lp_12.log,29938,6991,193421,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
4,D6,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D6\lp_13.log,29941,6991,195429,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
4,D6,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D6\lp_2.log,30016,6991,195348,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
4,D6,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D6\lp_3.log,29925,6991,188100,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
4,D6,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D6\lp_4.log,29926,6991,188532,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
4,D6,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D6\lp_5.log,29927,6991,188817,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
4,D6,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D6\lp_6.log,29929,6991,190315,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
4,D6,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D6\lp_7.log,29932,6991,191804,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
4,D6,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D6\lp_8.log,29933,6991,191924,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
4,D6,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D6\lp_9.log,29935,6991,192333,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_0.log,103581,23563,716883,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_1.log,113781,33563,766883,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_10.log,103601,23563,739626,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_11.log,103604,23563,743281,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_12.log,103607,23563,747137,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_13.log,103610,23563,751022,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_14.log,103614,23563,756649,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_15.log,103618,23563,762272,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_16.log,103620,23563,765520,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_17.log,103624,23563,770905,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_18.log,103628,23563,776323,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_19.log,103632,23563,778790,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_2.log,103785,23563,747483,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_20.log,103636,23563,782540,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_21.log,103639,23563,787796,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_22.log,103643,23563,794450,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_23.log,103646,23563,797106,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_24.log,103648,23563,797603,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_25.log,103650,23563,799789,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_26.log,103654,23563,806114,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_27.log,103658,23563,811268,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_28.log,103660,23563,813010,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_29.log,103664,23563,817876,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_3.log,103584,23563,721216,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_30.log,103667,23563,822055,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_31.log,103671,23563,827678,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_32.log,103673,23563,828630,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_33.log,103676,23563,833227,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_34.log,103679,23563,836898,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_35.log,103683,23563,841268,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_4.log,103586,23563,722889,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_5.log,103590,23563,726707,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_6.log,103593,23563,729834,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_7.log,103595,23563,731906,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_8.log,103598,23563,735897,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
5,D7,F0-explicit-simple-closure,strength_v1,results\gf_cumulative_time_resource_round63\local_raw\strength_v1\D7\lp_9.log,103600,23563,737866,,,,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
6,D4,off,screen_v1,results\gf_cumulative_time_resource_round63\local_raw\screen_v1\D4\off\native_gurobi.log,4136,1404,19373,0.1078381,1782,0.07,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
7,D4,explicit,screen_v1,results\gf_cumulative_time_resource_round63\local_raw\screen_v1\D4\explicit\native_gurobi.log,4604,1836,21533,0.3019723,3177,0.14,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
8,D4,simple,screen_v1,results\gf_cumulative_time_resource_round63\local_raw\screen_v1\D4\simple\native_gurobi.log,4175,1404,20777,0.2959374,1234,0.05,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
9,D4,precrush,screen_v1,results\gf_cumulative_time_resource_round63\local_raw\screen_v1\D4\precrush\native_gurobi.log,4136,1404,19373,0.1078381,1782,0.07,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
10,D4,dry,screen_v1,results\gf_cumulative_time_resource_round63\local_raw\screen_v1\D4\dry\native_gurobi.log,4136,1404,19373,0.1078381,1782,0.07,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
11,D4,cuts,screen_v1,results\gf_cumulative_time_resource_round63\local_raw\screen_v1\D4\cuts\native_gurobi.log,4136,1404,19373,0.1078381,1782,0.07,23,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
12,D7,off,screen_v1,results\gf_cumulative_time_resource_round63\local_raw\screen_v1\D7\off\native_gurobi.log,103581,23563,716883,0.1751432,17061,2.03,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
13,D7,explicit,screen_v1,results\gf_cumulative_time_resource_round63\local_raw\screen_v1\D7\explicit\native_gurobi.log,113781,33563,766883,0.1924109,32254,5.61,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
14,D7,simple,screen_v1,results\gf_cumulative_time_resource_round63\local_raw\screen_v1\D7\simple\native_gurobi.log,103785,23563,747483,0.1924109,20221,4.66,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
15,D7,precrush,screen_v1,results\gf_cumulative_time_resource_round63\local_raw\screen_v1\D7\precrush\native_gurobi.log,103581,23563,716883,0.1751432,17061,2.02,,aggregate native log summary; no per-submission adoption identity; omitted is unavailable
