state,instance,interval_id,variable,family,parent_lower,parent_upper,parent_width,width_tolerance,left_lower,left_upper,left_width,c_L,right_lower,right_upper,right_width,c_R,fixed_left,fixed_right,wider_invalid
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_1_4,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_1_5,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_2_0,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_2_1,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_2_2,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_2_3,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_2_4,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_3_0,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_3_1,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_3_2,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_3_3,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_3_4,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_3_5,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_4_0,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_4_1,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_4_2,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_4_3,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_4_4,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_5_0,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_5_1,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_5_2,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_5_3,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_5_4,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_6_0,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_6_1,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_6_2,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_6_3,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_6_4,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_6_5,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_7_0,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_7_1,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_7_2,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_7_3,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_7_4,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_7_5,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_8_0,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_8_1,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_8_2,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_8_3,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_8_4,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_8_5,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_9_0,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_9_1,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_9_2,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_9_3,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,bit_9_4,inventory_bit,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_0_1,drop_movement,0.0,9.0,9.0,1e-07,0.0,9.0,9.0,0.0,0.0,9.0,9.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_0_10,drop_movement,0.0,30.0,30.0,1e-07,0.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_0_11,drop_movement,0.0,20.0,20.0,1e-07,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_0_12,drop_movement,0.0,15.0,15.0,1e-07,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_0_2,drop_movement,0.0,15.0,15.0,1e-07,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_0_3,drop_movement,0.0,20.0,20.0,1e-07,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_0_4,drop_movement,0.0,16.0,16.0,1e-07,0.0,16.0,16.0,0.0,0.0,16.0,16.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_0_5,drop_movement,0.0,18.0,18.0,1e-07,0.0,18.0,18.0,0.0,0.0,18.0,18.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_0_6,drop_movement,0.0,20.0,20.0,1e-07,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_0_7,drop_movement,0.0,30.0,30.0,1e-07,0.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_0_8,drop_movement,0.0,29.0,29.0,1e-07,0.0,29.0,29.0,0.0,0.0,29.0,29.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_0_9,drop_movement,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_1_1,drop_movement,0.0,9.0,9.0,1e-07,0.0,9.0,9.0,0.0,0.0,9.0,9.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_1_10,drop_movement,0.0,30.0,30.0,1e-07,0.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_1_11,drop_movement,0.0,20.0,20.0,1e-07,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_1_12,drop_movement,0.0,15.0,15.0,1e-07,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_1_2,drop_movement,0.0,15.0,15.0,1e-07,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_1_3,drop_movement,0.0,20.0,20.0,1e-07,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_1_4,drop_movement,0.0,16.0,16.0,1e-07,0.0,16.0,16.0,0.0,0.0,16.0,16.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_1_5,drop_movement,0.0,18.0,18.0,1e-07,0.0,18.0,18.0,0.0,0.0,18.0,18.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_1_6,drop_movement,0.0,20.0,20.0,1e-07,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_1_7,drop_movement,0.0,30.0,30.0,1e-07,0.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_1_8,drop_movement,0.0,29.0,29.0,1e-07,0.0,29.0,29.0,0.0,0.0,29.0,29.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_1_9,drop_movement,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_2_1,drop_movement,0.0,9.0,9.0,1e-07,0.0,9.0,9.0,0.0,0.0,9.0,9.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_2_10,drop_movement,0.0,30.0,30.0,1e-07,0.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_2_11,drop_movement,0.0,20.0,20.0,1e-07,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_2_12,drop_movement,0.0,15.0,15.0,1e-07,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_2_2,drop_movement,0.0,15.0,15.0,1e-07,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_2_3,drop_movement,0.0,20.0,20.0,1e-07,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_2_4,drop_movement,0.0,16.0,16.0,1e-07,0.0,16.0,16.0,0.0,0.0,16.0,16.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_2_5,drop_movement,0.0,18.0,18.0,1e-07,0.0,18.0,18.0,0.0,0.0,18.0,18.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_2_6,drop_movement,0.0,20.0,20.0,1e-07,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_2_7,drop_movement,0.0,30.0,30.0,1e-07,0.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_2_8,drop_movement,0.0,29.0,29.0,1e-07,0.0,29.0,29.0,0.0,0.0,29.0,29.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,d_2_9,drop_movement,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,e_1,absolute_deviation,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,e_10,absolute_deviation,0.0,1.1904761904761907,1.1904761904761907,1e-07,0.0,1.1904761904761907,1.1904761904761907,0.0,0.0,1.1904761904761907,1.1904761904761907,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,e_11,absolute_deviation,0.0,1.0416666666666665,1.0416666666666665,1e-07,0.0,1.0416666666666665,1.0416666666666665,0.0,0.0,1.0416666666666665,1.0416666666666665,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,e_12,absolute_deviation,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,e_2,absolute_deviation,0.0,1.3636363636363638,1.3636363636363638,1e-07,0.0,1.3636363636363638,1.3636363636363638,0.0,0.0,1.3636363636363638,1.3636363636363638,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,e_3,absolute_deviation,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,e_4,absolute_deviation,0.0,1.7777777777777777,1.7777777777777777,1e-07,0.0,1.7777777777777777,1.7777777777777777,0.0,0.0,1.7777777777777777,1.7777777777777777,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,e_5,absolute_deviation,0.0,1.4444444444444446,1.4444444444444446,1e-07,0.0,1.4444444444444446,1.4444444444444446,0.0,0.0,1.4444444444444446,1.4444444444444446,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,e_6,absolute_deviation,0.0,1.25,1.25,1e-07,0.0,1.25,1.25,0.0,0.0,1.25,1.25,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,e_7,absolute_deviation,0.0,1.3888888888888888,1.3888888888888888,1e-07,0.0,1.3888888888888888,1.3888888888888888,0.0,0.0,1.3888888888888888,1.3888888888888888,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,e_8,absolute_deviation,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,e_9,absolute_deviation,0.0,1.0,1.0,1e-07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,h_10_11,pairwise_ratio_difference,0.0,4.232142857142858,4.232142857142858,1e-07,0.0,4.232142857142858,4.232142857142858,0.0,0.0,4.232142857142858,4.232142857142858,0.0,False,False,False
H1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,h_10_12,pairwise_ratio_difference,0.0,4.107142857142858,4.107142857142858,1e-07,0.0,4.107142857142858,4.107142857142858,0.0,0.0,4.107142857142858,4.107142857142858,0.0,False,False,False
