run_id,instance,instance_class,arm,budget_seconds,status,objective,LB,UB,gap,certified,verifier_passed,nodes,open_nodes,simplex_iterations,gini_branches,ordinary_branches,rows_attached,rows_avoided,equal_siblings,discriminated_siblings,row_factory_seconds,callback_packing_seconds,row_api_seconds,native_solution_count,native_cut_counts,mip_start_accepted,root_connectivity_flow,first_gini_branch_time,callback_abort,lifecycle_valid,fresh_run
eager_gate__tight_T_seed3102__eager_only__presolve_off__30s,tight_T_seed3102,hard,eager_only,30,global_gini_tree_time_limit,0.600704436685,0.436458465232,0.600704436685,0.27342227129,False,True,20,19,16425,17,3,48314,0.0,17,0,0.4911986,0.5777404,0.0191219,0,cover=1|gub_cover=2|flow_cover=17|clique=42|fractional=4|mir=66|flow_path=0|disjunctive=0|implied_bound=42|zero_half=24|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,4.0855027,False,True,True
eager_gate__tight_T_seed3102__eager_only__presolve_on__30s,tight_T_seed3102,hard,eager_only,30,global_gini_tree_time_limit,0.600704436685,0.5038212709,0.600704436685,0.161282587356,False,True,41,34,19845,17,20,48314,0.0,17,0,0.5028014,0.5911844,0.0173413,0,cover=8|gub_cover=0|flow_cover=21|clique=0|fractional=3|mir=88|flow_path=0|disjunctive=0|implied_bound=69|zero_half=21|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=4|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,3.0838707,False,True,True
eager_gate__V12_M1__eager_only__presolve_off__30s,V12_M1,control,eager_only,30,global_gini_tree_time_limit,0.357200583208,0.33002536751,0.357200583208,0.076078307192,False,True,1473,509,84432,140,865,180040,0.0,140,0,1.2593754,1.4673602,0.0657404,0,cover=3|gub_cover=0|flow_cover=7|clique=55|fractional=6|mir=13|flow_path=0|disjunctive=0|implied_bound=79|zero_half=2|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=4|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,1.2051021,False,True,True
eager_gate__V12_M1__eager_only__presolve_on__30s,V12_M1,control,eager_only,30,global_gini_tree_time_limit,0.357200583208,0.334683343752,0.357200583208,0.0630380814461,False,True,1525,528,111792,132,919,169752,0.0,132,0,1.1058713,1.2996937,0.0541411,0,cover=2|gub_cover=0|flow_cover=1|clique=57|fractional=6|mir=1|flow_path=0|disjunctive=0|implied_bound=150|zero_half=1|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=3|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,1.4272816,False,True,True
eager_gate__V12_M2__eager_only__presolve_off__30s,V12_M2,control,eager_only,30,global_gini_tree_time_limit,0.718504070755,0.660485914359,0.718504070755,0.0807485423641,False,True,1226,627,62249,51,879,65994,0.0,51,0,0.4212132,0.498719,0.0190915,0,cover=7|gub_cover=0|flow_cover=50|clique=19|fractional=3|mir=10|flow_path=0|disjunctive=0|implied_bound=34|zero_half=2|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,1.9082419,False,True,True
eager_gate__V12_M2__eager_only__presolve_on__30s,V12_M2,control,eager_only,30,global_gini_tree_time_limit,0.718504070755,0.65893378507,0.718504070755,0.0829087657393,False,True,592,269,48735,50,387,64700,0.0,50,0,0.4124216,0.4862757,0.0214259,0,cover=5|gub_cover=0|flow_cover=10|clique=16|fractional=2|mir=23|flow_path=0|disjunctive=0|implied_bound=61|zero_half=2|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,1.7829839,False,True,True
forensic__high_imbalance_seed3202__baseline__300s,high_imbalance_seed3202,control,baseline,300,global_gini_tree_time_limit,1.74931345205,1.61207077551,1.74931345205,0.0784551655829,False,True,3500,2259,1077006,69,2814,152928,0.0,69,0,3.2225767,3.6717717,0.0522352,0,cover=27|gub_cover=0|flow_cover=19|clique=1|fractional=3|mir=30|flow_path=0|disjunctive=0|implied_bound=416|zero_half=22|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=1|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,3.2582404,False,True,True
forensic__moderate_seed3302__baseline__300s,moderate_seed3302,hard,baseline,300,global_gini_tree_time_limit,0.195636206549,0.139454501751,0.195636206549,0.287174372216,False,True,3799,2733,1077496,116,3155,224518,0.0,116,0,5.6506888,6.3774861,0.0773118,0,cover=2|gub_cover=0|flow_cover=6|clique=0|fractional=0|mir=25|flow_path=0|disjunctive=0|implied_bound=722|zero_half=22|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,2.2566019,False,True,True
forensic__tight_T_seed3101__baseline__300s,tight_T_seed3101,control,baseline,300,global_gini_tree_time_limit,0.107252734134,0.0170829069584,0.107252734134,0.840722876705,False,True,10251,7017,1349279,69,8573,165831,0.0,69,0,3.7094711,4.1801265,0.0469914,0,cover=25|gub_cover=0|flow_cover=14|clique=0|fractional=10|mir=25|flow_path=0|disjunctive=0|implied_bound=503|zero_half=33|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=8|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,1.9672859,False,True,True
forensic__tight_T_seed3102__baseline__300s,tight_T_seed3102,hard,baseline,300,global_gini_tree_time_limit,0.600704436685,0.507757422762,0.600704436685,0.154730027358,False,True,2698,1545,777013,43,2081,102312,0.0,43,0,2.268774,2.5589733,0.0268844,0,cover=33|gub_cover=0|flow_cover=28|clique=0|fractional=5|mir=97|flow_path=0|disjunctive=0|implied_bound=331|zero_half=22|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=4|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,3.0464973,False,True,True
forensic__V12_M1__baseline__300s,V12_M1,control,baseline,300,optimal,0.357200583208,0.357200583208,0.357200583208,0.0,True,True,22251,2,837966,233,11231,290636,0.0,233,0,3.7625648,4.2728716,0.0666155,1,cover=12|gub_cover=0|flow_cover=1|clique=64|fractional=5|mir=1|flow_path=0|disjunctive=0|implied_bound=437|zero_half=1|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=3|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,1.405943,False,True,True
forensic__V12_M2__baseline__300s,V12_M2,control,baseline,300,global_gini_tree_time_limit,0.718504070755,0.712301671332,0.718504070755,0.00863237895944,False,True,38595,8464,1841172,146,23429,183748,0.0,146,0,2.3668875,2.6910765,0.0440449,0,cover=21|gub_cover=0|flow_cover=15|clique=22|fractional=2|mir=29|flow_path=0|disjunctive=0|implied_bound=479|zero_half=2|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,1.752528,False,True,True
gate__high_imbalance_seed3202__baseline__presolve_off__30s,high_imbalance_seed3202,control,baseline,30,global_gini_tree_time_limit,1.74931345205,1.59708023338,1.74931345205,0.0870245515411,False,True,22,21,15832,18,4,26904,0.0,18,0,0.7158978,0.8139787,0.0080307,0,cover=6|gub_cover=0|flow_cover=15|clique=2|fractional=1|mir=64|flow_path=0|disjunctive=0|implied_bound=65|zero_half=21|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=4|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,4.3060876,False,True,True
gate__high_imbalance_seed3202__baseline__presolve_on__30s,high_imbalance_seed3202,control,baseline,30,global_gini_tree_time_limit,1.74931345205,1.59296021162,1.74931345205,0.0893797736727,False,True,19,20,18446,16,4,24072,0.0,16,0,0.636898,0.725002,0.008176,0,cover=5|gub_cover=0|flow_cover=12|clique=1|fractional=1|mir=24|flow_path=0|disjunctive=0|implied_bound=126|zero_half=16|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=1|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,3.2950016,False,True,True
gate__moderate_seed3302__baseline__presolve_off__30s,moderate_seed3302,hard,baseline,30,global_gini_tree_time_limit,0.195636206549,0.128605031533,0.195636206549,0.342631745925,False,True,19,20,19652,17,3,25578,0.0,17,0,0.7433383,0.8338484,0.0078684,0,cover=3|gub_cover=1|flow_cover=33|clique=13|fractional=2|mir=51|flow_path=0|disjunctive=0|implied_bound=46|zero_half=36|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=1|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,4.0398139,False,True,True
gate__moderate_seed3302__baseline__presolve_on__30s,moderate_seed3302,hard,baseline,30,global_gini_tree_time_limit,0.195636206549,0.121562054131,0.195636206549,0.378632124004,False,True,40,35,19801,18,19,26999,0.0,18,0,0.8026809,0.9059423,0.0093045,0,cover=2|gub_cover=0|flow_cover=6|clique=0|fractional=0|mir=25|flow_path=0|disjunctive=0|implied_bound=177|zero_half=22|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,2.2677478,False,True,True
gate__tight_T_seed3101__baseline__presolve_off__30s,tight_T_seed3101,control,baseline,30,global_gini_tree_time_limit,0.107252734134,0.00800893453813,0.107252734134,0.925326523349,False,True,68,51,16533,16,44,24514,0.0,16,0,0.7180627,0.8058301,0.0074592,0,cover=4|gub_cover=1|flow_cover=16|clique=38|fractional=12|mir=20|flow_path=0|disjunctive=0|implied_bound=32|zero_half=18|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=4|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,2.986659,False,True,True
gate__tight_T_seed3101__baseline__presolve_on__30s,tight_T_seed3101,control,baseline,30,global_gini_tree_time_limit,0.107252734134,0.0154684909981,0.107252734134,0.855775322438,False,True,95,79,19407,29,59,46145,0.0,29,0,1.3088831,1.4707352,0.0127478,0,cover=1|gub_cover=0|flow_cover=8|clique=0|fractional=8|mir=19|flow_path=0|disjunctive=0|implied_bound=74|zero_half=24|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=7|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,1.9522767,False,True,True
gate__tight_T_seed3102__baseline__presolve_off__30s,tight_T_seed3102,hard,baseline,30,global_gini_tree_time_limit,0.600704436685,0.436458465232,0.600704436685,0.27342227129,False,True,20,19,14168,17,3,26999,0.0,17,0,0.7713952,0.8708709,0.0082714,0,cover=1|gub_cover=2|flow_cover=17|clique=42|fractional=4|mir=66|flow_path=0|disjunctive=0|implied_bound=42|zero_half=24|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,3.987825,False,True,True
gate__tight_T_seed3102__baseline__presolve_on__30s,tight_T_seed3102,hard,baseline,30,global_gini_tree_time_limit,0.600704436685,0.497690736568,0.600704436685,0.171488162607,False,True,32,25,17111,16,13,25578,0.0,16,0,0.7226854,0.8100046,0.0067293,0,cover=8|gub_cover=0|flow_cover=21|clique=0|fractional=3|mir=88|flow_path=0|disjunctive=0|implied_bound=69|zero_half=21|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=4|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,3.062377,False,True,True
gate__V12_M1__baseline__presolve_off__30s,V12_M1,control,baseline,30,global_gini_tree_time_limit,0.357200583208,0.326786337488,0.357200583208,0.0851461255936,False,True,1319,509,71807,133,798,149176,0.0,133,0,2.0446083,2.3301932,0.0312916,0,cover=5|gub_cover=0|flow_cover=6|clique=52|fractional=6|mir=13|flow_path=0|disjunctive=0|implied_bound=78|zero_half=2|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=4|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,1.1987553,False,True,True
gate__V12_M1__baseline__presolve_on__30s,V12_M1,control,baseline,30,global_gini_tree_time_limit,0.357200583208,0.333992959351,0.357200583208,0.0649708453697,False,True,1368,392,90794,135,762,153677,0.0,135,0,2.0969541,2.3708135,0.0344471,0,cover=1|gub_cover=0|flow_cover=1|clique=56|fractional=5|mir=1|flow_path=0|disjunctive=0|implied_bound=138|zero_half=1|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=3|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,1.4140746,False,True,True
gate__V12_M2__baseline__presolve_off__30s,V12_M2,control,baseline,30,global_gini_tree_time_limit,0.718504070755,0.659324426455,0.718504070755,0.0823650786519,False,True,1156,594,58811,51,826,61465,0.0,51,0,0.8152141,0.9278597,0.0134975,0,cover=8|gub_cover=0|flow_cover=50|clique=19|fractional=3|mir=12|flow_path=0|disjunctive=0|implied_bound=35|zero_half=2|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,1.9315423,False,True,True
gate__V12_M2__baseline__presolve_on__30s,V12_M2,control,baseline,30,global_gini_tree_time_limit,0.718504070755,0.662039551602,0.718504070755,0.0785862202472,False,True,670,269,65468,68,407,77640,0.0,68,0,1.0522334,1.1922373,0.0186423,0,cover=5|gub_cover=0|flow_cover=10|clique=16|fractional=2|mir=25|flow_path=0|disjunctive=0|implied_bound=55|zero_half=2|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,1.7276685,False,True,True
legacy_forensic__high_imbalance_seed3202__legacy__300s,high_imbalance_seed3202,control,legacy,300,gcap_frontier_not_closed,1.74931345205,1.06421478404,1.74931345205,0.391638598107,False,True,0,1,0,0,0,0,0.0,0,0,0,0,0,0,,False,False,-1,False,benchmark,True
legacy_forensic__moderate_seed3302__legacy__300s,moderate_seed3302,hard,legacy,300,gcap_frontier_not_closed,0.195636206549,0.0305681572733,0.195636206549,0.84375,False,True,0,5,0,0,0,0,0.0,0,0,0,0,0,0,,False,False,-1,False,benchmark,True
legacy_forensic__tight_T_seed3101__legacy__300s,tight_T_seed3101,control,legacy,300,optimal,0.107252734134,0.107252734134,0.107252734134,0.0,True,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,False,False,-1,False,benchmark,True
legacy_forensic__V12_M2__legacy__300s,V12_M2,control,legacy,300,optimal,0.718504070755,0.718504070755,0.718504070755,0.0,True,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,False,False,-1,False,benchmark,True
mechanism_gate__tight_T_seed3101__root_flow_only__30s,tight_T_seed3101,control,root_flow_only,30,global_gini_tree_time_limit,0.107252734134,0.0322757927727,0.107252734134,0.699067878937,False,True,19,16,22658,17,1,27399,0.0,17,0,0.7763213,0.8734027,0.0101174,0,cover=3|gub_cover=6|flow_cover=191|clique=0|fractional=1|mir=39|flow_path=0|disjunctive=0|implied_bound=96|zero_half=15|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,True,6.0438243,False,True,True
mip_gate__high_imbalance_seed3202__mip_start_only__30s,high_imbalance_seed3202,control,mip_start_only,30,global_gini_tree_time_limit,1.74931345205,1.59296021162,1.74931345205,0.0893797736727,False,True,19,20,18446,16,4,24072,0.0,16,0,0.6694864,0.7618102,0.0083218,0,cover=5|gub_cover=0|flow_cover=12|clique=1|fractional=1|mir=24|flow_path=0|disjunctive=0|implied_bound=126|zero_half=16|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=1|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,3.2724967,False,True,True
mip_gate__moderate_seed3302__mip_start_only__30s,moderate_seed3302,hard,mip_start_only,30,global_gini_tree_time_limit,0.195636206549,0.129495960498,0.195636206549,0.338077737335,False,True,58,37,18959,19,28,29841,0.0,19,0,0.8554935,0.9630289,0.0103277,1,cover=4|gub_cover=0|flow_cover=6|clique=0|fractional=7|mir=16|flow_path=0|disjunctive=0|implied_bound=113|zero_half=18|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,True,False,1.9594731,False,True,True
mip_gate__tight_T_seed3101__mip_start_only__30s,tight_T_seed3101,control,mip_start_only,30,global_gini_tree_time_limit,0.107252734134,0.0154684909981,0.107252734134,0.855775322438,False,True,94,78,19249,29,57,46145,0.0,29,0,1.3238002,1.4861212,0.0125068,0,cover=1|gub_cover=0|flow_cover=8|clique=0|fractional=8|mir=19|flow_path=0|disjunctive=0|implied_bound=74|zero_half=24|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=7|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,1.9704902,False,True,True
mip_gate__tight_T_seed3102__mip_start_only__30s,tight_T_seed3102,hard,mip_start_only,30,global_gini_tree_time_limit,0.600704436685,0.502748241758,0.600704436685,0.163068872053,False,True,29,24,24493,17,9,26999,0.0,17,0,0.7726435,0.8686448,0.0072406,1,cover=8|gub_cover=0|flow_cover=30|clique=0|fractional=3|mir=46|flow_path=0|disjunctive=0|implied_bound=53|zero_half=20|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=4|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,True,False,2.1029028,False,True,True
mip_gate__V12_M1__mip_start_only__30s,V12_M1,control,mip_start_only,30,global_gini_tree_time_limit,0.357200583208,0.334625335923,0.357200583208,0.0632004771174,False,True,1963,805,95486,156,1286,176182,0.0,156,0,2.4043816,2.7226941,0.0400411,1,cover=3|gub_cover=0|flow_cover=1|clique=54|fractional=5|mir=2|flow_path=0|disjunctive=0|implied_bound=99|zero_half=1|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=3|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,True,False,0.9799062,False,True,True
mip_gate__V12_M2__mip_start_only__30s,V12_M2,control,mip_start_only,30,global_gini_tree_time_limit,0.718504070755,0.661987830381,0.718504070755,0.0786582048378,False,True,664,267,64504,65,405,75699,0.0,65,0,1.0189572,1.1564243,0.0175499,0,cover=5|gub_cover=0|flow_cover=10|clique=16|fractional=2|mir=25|flow_path=0|disjunctive=0|implied_bound=55|zero_half=2|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,False,1.7534076,False,True,True
optional__high_imbalance_seed3202__root_flow_only__300s,high_imbalance_seed3202,control,root_flow_only,300,global_gini_tree_time_limit,1.74931345205,1.68543500048,1.74931345205,0.0365162981504,False,True,2820,1532,1199331,67,2114,154344,0.0,67,0,3.2039026,3.6482516,0.1064047,0,cover=16|gub_cover=2|flow_cover=189|clique=1|fractional=1|mir=33|flow_path=0|disjunctive=0|implied_bound=517|zero_half=20|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,True,6.9606444,False,True,True
optional__moderate_seed3302__root_flow_only__300s,moderate_seed3302,hard,root_flow_only,300,global_gini_tree_time_limit,0.195636206549,0.141696069237,0.195636206549,0.275716536646,False,True,2518,1563,1155958,109,1935,248675,0.0,109,0,5.7097961,6.4364726,0.1597898,0,cover=2|gub_cover=9|flow_cover=154|clique=0|fractional=5|mir=35|flow_path=0|disjunctive=0|implied_bound=238|zero_half=16|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,False,True,6.4448935,False,True,True
