instance_id,arm,strict_certificate,original_problem_verifier_passed,parameter_roundtrip_valid,false_certificate,coverage_valid,lifecycle_complete,status
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,C6-SIBLING-CORE-FACTORED,True,True,True,False,True,True,optimal
round39_small_medium_V10_M2_Q20_slot05_seed968549317,C6-HGA-FULL-K4,True,True,True,False,True,True,optimal
round39_small_medium_V10_M2_Q20_slot05_seed968549317,C6-K1-SINGLE,True,True,True,False,True,True,optimal
round39_small_medium_V10_M2_Q20_slot05_seed968549317,EXTERNAL-K2-FIXED,True,True,True,False,True,True,optimal
round39_small_medium_V10_M2_Q20_slot05_seed968549317,ST-K2-P-CORE,True,True,True,False,True,True,optimal
round39_small_medium_V10_M2_Q20_slot05_seed968549317,ST-K4-P-CORE,True,True,True,False,True,True,optimal
round39_small_medium_V10_M2_Q20_slot05_seed968549317,ST-K4-P-CORE-HIERARCHICAL,True,True,True,False,True,True,optimal
round39_small_medium_V10_M2_Q20_slot05_seed968549317,PAIRED-K4,True,True,True,False,True,True,optimal
round39_small_medium_V10_M2_Q20_slot05_seed968549317,PAIRED-K4-FACTORED,True,True,True,False,True,True,optimal
round39_small_medium_V10_M2_Q20_slot05_seed968549317,C6-SIBLING-CORE,True,True,True,False,True,True,optimal
round39_small_medium_V10_M2_Q20_slot05_seed968549317,C6-SIBLING-CORE-FACTORED,True,True,True,False,True,True,optimal
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,C6-HGA-FULL-K4,True,True,True,False,True,True,optimal
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,C6-K1-SINGLE,True,True,True,False,True,True,optimal
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,EXTERNAL-K2-FIXED,True,True,True,False,True,True,optimal
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,ST-K2-P-CORE,True,True,True,False,True,True,optimal
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,ST-K4-P-CORE,True,True,True,False,True,True,optimal
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,ST-K4-P-CORE-HIERARCHICAL,True,True,True,False,True,True,optimal
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,PAIRED-K4,True,True,True,False,True,True,optimal
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,PAIRED-K4-FACTORED,True,True,True,False,True,True,optimal
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,C6-SIBLING-CORE,True,True,True,False,True,True,optimal
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,C6-SIBLING-CORE-FACTORED,True,True,True,False,True,True,optimal
round39_small_hard_V10_M1_Q20_slot01_seed561355351,C6-HGA-FULL-K4,True,True,True,False,True,True,optimal
round39_small_hard_V10_M1_Q20_slot01_seed561355351,C6-K1-SINGLE,True,True,True,False,True,True,optimal
round39_small_hard_V10_M1_Q20_slot01_seed561355351,EXTERNAL-K2-FIXED,True,True,True,False,True,True,optimal
round39_small_hard_V10_M1_Q20_slot01_seed561355351,ST-K2-P-CORE,True,True,True,False,True,True,optimal
round39_small_hard_V10_M1_Q20_slot01_seed561355351,ST-K4-P-CORE,True,True,True,False,True,True,optimal
round39_small_hard_V10_M1_Q20_slot01_seed561355351,ST-K4-P-CORE-HIERARCHICAL,True,True,True,False,True,True,optimal
round39_small_hard_V10_M1_Q20_slot01_seed561355351,PAIRED-K4,True,True,True,False,True,True,optimal
round39_small_hard_V10_M1_Q20_slot01_seed561355351,PAIRED-K4-FACTORED,True,True,True,False,True,True,optimal
round39_small_hard_V10_M1_Q20_slot01_seed561355351,C6-SIBLING-CORE,True,True,True,False,True,True,optimal
round39_small_hard_V10_M1_Q20_slot01_seed561355351,C6-SIBLING-CORE-FACTORED,True,True,True,False,True,True,optimal
round39_small_hard_V12_M3_Q20_slot07_seed621538683,C6-HGA-FULL-K4,False,True,True,False,True,True,round31_c6_external_gini_tree_not_certified
round39_small_hard_V12_M3_Q20_slot07_seed621538683,C6-K1-SINGLE,False,True,True,False,True,True,round31_c6_external_gini_tree_not_certified
round39_small_hard_V12_M3_Q20_slot07_seed621538683,EXTERNAL-K2-FIXED,True,True,True,False,True,True,optimal
round39_small_hard_V12_M3_Q20_slot07_seed621538683,ST-K2-P-CORE,False,True,True,False,True,True,round41_static_segmented_failed
round39_small_hard_V12_M3_Q20_slot07_seed621538683,ST-K4-P-CORE,True,True,True,False,True,True,optimal
round39_small_hard_V12_M3_Q20_slot07_seed621538683,ST-K4-P-CORE-HIERARCHICAL,True,True,True,False,True,True,optimal
round39_small_hard_V12_M3_Q20_slot07_seed621538683,PAIRED-K4,True,True,True,False,True,True,optimal
round39_small_hard_V12_M3_Q20_slot07_seed621538683,PAIRED-K4-FACTORED,True,True,True,False,True,True,optimal
round39_small_hard_V12_M3_Q20_slot07_seed621538683,C6-SIBLING-CORE,True,True,True,False,True,True,optimal
round39_small_hard_V12_M3_Q20_slot07_seed621538683,C6-SIBLING-CORE-FACTORED,True,True,True,False,True,True,optimal
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,C6-HGA-FULL-K4,True,True,True,False,True,True,optimal
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,C6-K1-SINGLE,True,True,True,False,True,True,optimal
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,EXTERNAL-K2-FIXED,True,True,True,False,True,True,optimal
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,ST-K2-P-CORE,True,True,True,False,True,True,optimal
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,ST-K4-P-CORE,True,True,True,False,True,True,optimal
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,ST-K4-P-CORE-HIERARCHICAL,True,True,True,False,True,True,optimal
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,PAIRED-K4,True,True,True,False,True,True,optimal
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,PAIRED-K4-FACTORED,True,True,True,False,True,True,optimal
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,C6-SIBLING-CORE,True,True,True,False,True,True,optimal
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,C6-SIBLING-CORE-FACTORED,True,True,True,False,True,True,optimal
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,C6-HGA-FULL-K4,True,True,True,False,True,True,optimal
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,C6-K1-SINGLE,True,True,True,False,True,True,optimal
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,EXTERNAL-K2-FIXED,True,True,True,False,True,True,optimal
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,ST-K2-P-CORE,True,True,True,False,True,True,optimal
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,ST-K4-P-CORE,True,True,True,False,True,True,optimal
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,ST-K4-P-CORE-HIERARCHICAL,True,True,True,False,True,True,optimal
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,PAIRED-K4,True,True,True,False,True,True,optimal
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,PAIRED-K4-FACTORED,True,True,True,False,True,True,optimal
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,C6-SIBLING-CORE,True,True,True,False,True,True,optimal
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,C6-SIBLING-CORE-FACTORED,True,True,True,False,True,True,optimal
