number,id,arm,stage,kind,input_sha256,V,M,Q,T,executable_sha256,cap,wall,internal_wall,certificate,status,UB,LB,signed_absolute_gap,relative_gap,gap_note,hga_seconds,exact_start,initial_objective,initial_route_signature,lp_calls,mip_calls,splits,failure,result_sha256,artifact_dir
11,D6,VD-P,development,performance,070c2c1413840a09a264d238bdfa320ef76d293a45cab919095851afdea8c01d,30,3,30,18000,ad6f29736c3f10a51339f07a3b7e2160964815e855b91ba8e60db27caeb49340,600,597.063000000082,597.0411397,False,round31_c6_external_gini_tree_time_limit,0.15708313110317415,0.14482251277766844,0.012260618325505707,0.07805178213218057,open,322.5622437,322.570564,0.15708313110317415,c892307ab74bb7cf475095845a04a39505b91e580f6516242ffc1aeb7c6f7fca,5,1,1,False,f55b5adbe7c7d783b2ed79dfba35a33767733e482af0430870b6ed11ca31d435,results\unified_exact_round68\local_raw\development\D6\VD-P
12,D6,VD-S,development,performance,070c2c1413840a09a264d238bdfa320ef76d293a45cab919095851afdea8c01d,30,3,30,18000,ad6f29736c3f10a51339f07a3b7e2160964815e855b91ba8e60db27caeb49340,600,597.063000000082,597.0297577,False,round31_c6_external_gini_tree_time_limit,0.15708313110317415,0.14568020676209595,0.011402924341078202,0.07259165424700263,open,323.4878944,323.4963806,0.15708313110317415,c892307ab74bb7cf475095845a04a39505b91e580f6516242ffc1aeb7c6f7fca,5,1,1,False,b5986c0232e4c2568bdf6d0a8e7f4f1eedf83b49978562c506d09b9f953a6b5b,results\unified_exact_round68\local_raw\development\D6\VD-S
13,C2,P-GRB,development,performance,1bb4898eef8e5b2535a6d1d609637528875581fa81acf120636941f285f23b60,20,2,30,1800,ad6f29736c3f10a51339f07a3b7e2160964815e855b91ba8e60db27caeb49340,300,297.06300000008196,297.0286565,False,time_limit,0.8299634131717752,0.7714391643536709,0.05852424881810436,0.07051425145892758,open,0,,,,0,1,0,False,cb14d33bb8a5d2b6b8b3b177ceebb77982d3b86014eb73f615f28966653f7b16,results\unified_exact_round68\local_raw\development\C2\P-GRB
14,C2,K1-R,development,performance,1bb4898eef8e5b2535a6d1d609637528875581fa81acf120636941f285f23b60,20,2,30,1800,ad6f29736c3f10a51339f07a3b7e2160964815e855b91ba8e60db27caeb49340,300,297.06199999991804,297.0307706,False,round31_c6_external_gini_tree_time_limit,0.8299634131717752,0.797752204848004,0.03221120832377122,0.038810395509692855,open,2.6978695,2.705524,0.8299634131717752,bb2411bbb8c6bfcd3bb9925ce345945beeb56cf7719f56b91abe736ed026d673,5,2,1,False,e9dbfeb250050c6eecfd1135a906a4de00d1eebb79df70f1c3672eefcf2de206,results\unified_exact_round68\local_raw\development\C2\K1-R
15,C2,VD-P,development,performance,1bb4898eef8e5b2535a6d1d609637528875581fa81acf120636941f285f23b60,20,2,30,1800,ad6f29736c3f10a51339f07a3b7e2160964815e855b91ba8e60db27caeb49340,300,132.53099999995902,132.5072515,True,optimal,0.8299634131717752,0.8299634128939517,2.778235419498287e-10,3.3474191457199615e-10,within numerical tolerance,2.7168983,2.724368,0.8299634131717752,bb2411bbb8c6bfcd3bb9925ce345945beeb56cf7719f56b91abe736ed026d673,5,2,1,False,4ddbfae66b5fff0bd3372c779f75044ab580ef453db38513cdb3eda6c208be88,results\unified_exact_round68\local_raw\development\C2\VD-P
16,C2,VD-S,development,performance,1bb4898eef8e5b2535a6d1d609637528875581fa81acf120636941f285f23b60,20,2,30,1800,ad6f29736c3f10a51339f07a3b7e2160964815e855b91ba8e60db27caeb49340,300,123.64000000013039,123.6131288,True,optimal,0.8299634131717752,0.8299633966524623,1.651931291757336e-08,1.9903664011457338e-08,within numerical tolerance,2.6857565,2.6925999,0.8299634131717752,bb2411bbb8c6bfcd3bb9925ce345945beeb56cf7719f56b91abe736ed026d673,5,2,1,False,69439023525952d6679ed07034511d9362482582170a5f2597e5230e280dcdd8,results\unified_exact_round68\local_raw\development\C2\VD-S
17,D4,P-GRB,development,performance,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,12,3,30,2400,ad6f29736c3f10a51339f07a3b7e2160964815e855b91ba8e60db27caeb49340,300,297.07800000021234,297.0399125,False,time_limit,0.506343307565206,0.19587930751914068,0.3104640000460653,0.6131492120216959,open,0,,,,0,1,0,False,a0591c1be215e2771d9503b5410fbaca716447ed2e8ab64b84e904e5ae63ccbb,results\unified_exact_round68\local_raw\development\D4\P-GRB
18,D4,K1-R,development,performance,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,12,3,30,2400,ad6f29736c3f10a51339f07a3b7e2160964815e855b91ba8e60db27caeb49340,300,129.65700000012293,129.6122323,True,optimal,0.506343307565206,0.5063433073265636,2.3864232812087494e-10,4.713053861981636e-10,within numerical tolerance,1.9571329,1.9619016,0.506422789224163,e645b59bd732c01733ee4f89f7072531fd4b221b54fcd3041a1c2f627b194421,3,1,0,False,9076ef64514e64d63267c73f3b81d1f96872ffb9214ba33f408f2fbaee3f80b0,results\unified_exact_round68\local_raw\development\D4\K1-R
19,D4,VD-P,development,performance,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,12,3,30,2400,ad6f29736c3f10a51339f07a3b7e2160964815e855b91ba8e60db27caeb49340,300,40.061999999918044,40.0235393,True,optimal,0.506343307565206,0.506343307565206,0.0,0.0,within numerical tolerance,1.9739323,1.9798649,0.506422789224163,e645b59bd732c01733ee4f89f7072531fd4b221b54fcd3041a1c2f627b194421,3,2,0,False,0619cfba5a39d5d99155117e9157facd6b81a286166b6bfdb23bf2a31d3cbcd9,results\unified_exact_round68\local_raw\development\D4\VD-P
20,D4,VD-S,development,performance,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,12,3,30,2400,ad6f29736c3f10a51339f07a3b7e2160964815e855b91ba8e60db27caeb49340,300,54.45299999974668,54.4238787,True,optimal,0.506343307565206,0.5063433075652053,6.661338147750939e-16,1.315577405334444e-15,within numerical tolerance,1.9713437,1.9761007,0.506422789224163,e645b59bd732c01733ee4f89f7072531fd4b221b54fcd3041a1c2f627b194421,3,2,0,False,889edeb28a6ee15dc1d22894169ca54ff8a40140e5d095879ca4025bee1c7270,results\unified_exact_round68\local_raw\development\D4\VD-S
