row_id,bucket_name,leaf,variant,budget_seconds,LB,UB,gap,gap_to_cutoff,row_class,model_lp_exists,model_export_path,command_hash,thread_fairness_class,compact_bc_solver_threads,snapshot_source
dominant_k4_low_gini_1_static_tailored_compact_bc_3600s,dominant_k4,low_gini_1,static_tailored_compact_bc,3600,0.0487638722254,0.0491525526647,0.00790763486758,0.0003886804393000015,paper_safe_fixed_interval_tailored_bc,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_static_tailored_compact_bc_3600s.lp,fa50104655823477,one_thread_fair,1,root_lp_relaxation_available_in_root_lp_solution_csv
dominant_k4_low_gini_1_current_best_new_combined_paper_safe_3600s,dominant_k4,low_gini_1,current_best_new_combined_paper_safe,3600,0.0487638722254,0.0491525526647,0.00790763486764,0.0003886804393000015,paper_safe_fixed_interval_tailored_bc,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_3600s.lp,3d66d3ac67839ba5,one_thread_fair,1,root_lp_relaxation_available_in_root_lp_solution_csv
adaptive_child_low_gini_1_plain_fixed_interval_mip_300s,adaptive_child,low_gini_1,plain_fixed_interval_mip,300,0.044978068667,0.0491525526647,0.0849291394117,0.004174483997699999,benchmark_only_plain_fixed_interval_mip,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\adaptive_child_low_gini_1_plain_fixed_interval_mip_300s.lp,0a851f083048bbc6,one_thread_fair,0,root_lp_relaxation_available_in_root_lp_solution_csv
adaptive_child_low_gini_1_plain_fixed_interval_mip_telemetry_only_300s,adaptive_child,low_gini_1,plain_fixed_interval_mip_telemetry_only,300,0.0447292099423,0.0491525526647,0.0899921261999,0.004423342722399998,benchmark_only_plain_fixed_interval_mip,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\adaptive_child_low_gini_1_plain_fixed_interval_mip_telemetry_only_300s.lp,9fc8772e68faebb5,one_thread_fair,0,root_lp_relaxation_available_in_root_lp_solution_csv
adaptive_child_low_gini_1_static_tailored_compact_bc_300s,adaptive_child,low_gini_1,static_tailored_compact_bc,300,0.048388162834,0.0491525526647,0.0155513760578,0.0007643898306999991,paper_safe_fixed_interval_tailored_bc,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\adaptive_child_low_gini_1_static_tailored_compact_bc_300s.lp,bb99929370190242,one_thread_fair,1,root_lp_relaxation_available_in_root_lp_solution_csv
adaptive_child_low_gini_1_current_best_new_combined_paper_safe_300s,adaptive_child,low_gini_1,current_best_new_combined_paper_safe,300,0.048388162834,0.0491525526647,0.0155513760571,0.0007643898306999991,paper_safe_fixed_interval_tailored_bc,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\adaptive_child_low_gini_1_current_best_new_combined_paper_safe_300s.lp,3c2dd9820d0ed1de,one_thread_fair,1,root_lp_relaxation_available_in_root_lp_solution_csv
adaptive_child_low_gini_1_plain_fixed_interval_mip_1200s,adaptive_child,low_gini_1,plain_fixed_interval_mip,1200,0.047188370735,0.0491525526647,0.0399609343405,0.0019641819297,benchmark_only_plain_fixed_interval_mip,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\adaptive_child_low_gini_1_plain_fixed_interval_mip_1200s.lp,76b3fa632b3a7009,one_thread_fair,0,root_lp_relaxation_available_in_root_lp_solution_csv
adaptive_child_low_gini_1_plain_fixed_interval_mip_telemetry_only_1200s,adaptive_child,low_gini_1,plain_fixed_interval_mip_telemetry_only,1200,0.0466177429899,0.0491525526647,0.051570255,0.0025348096747999996,benchmark_only_plain_fixed_interval_mip,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\adaptive_child_low_gini_1_plain_fixed_interval_mip_telemetry_only_1200s.lp,b33d00c61310c72f,one_thread_fair,0,root_lp_relaxation_available_in_root_lp_solution_csv
adaptive_child_low_gini_1_static_tailored_compact_bc_1200s,adaptive_child,low_gini_1,static_tailored_compact_bc,1200,0.048388162834,0.0491525526647,0.0155513760578,0.0007643898306999991,paper_safe_fixed_interval_tailored_bc,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\adaptive_child_low_gini_1_static_tailored_compact_bc_1200s.lp,e9856fce9be176ba,one_thread_fair,1,root_lp_relaxation_available_in_root_lp_solution_csv
adaptive_child_low_gini_1_current_best_new_combined_paper_safe_1200s,adaptive_child,low_gini_1,current_best_new_combined_paper_safe,1200,0.048388162834,0.0491525526647,0.0155513760571,0.0007643898306999991,paper_safe_fixed_interval_tailored_bc,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\adaptive_child_low_gini_1_current_best_new_combined_paper_safe_1200s.lp,7df78faa69945f8a,one_thread_fair,1,root_lp_relaxation_available_in_root_lp_solution_csv
adaptive_child_low_gini_1_plain_fixed_interval_mip_3600s,adaptive_child,low_gini_1,plain_fixed_interval_mip,3600,0.048147514854,0.0491525526647,0.0204473166949,0.0010050378107000005,benchmark_only_plain_fixed_interval_mip,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\adaptive_child_low_gini_1_plain_fixed_interval_mip_3600s.lp,3996f16954baba7c,one_thread_fair,0,root_lp_relaxation_available_in_root_lp_solution_csv
adaptive_child_low_gini_1_plain_fixed_interval_mip_telemetry_only_3600s,adaptive_child,low_gini_1,plain_fixed_interval_mip_telemetry_only,3600,0.0482074579894,0.0491525526647,0.0192277841959,0.000945094675299997,benchmark_only_plain_fixed_interval_mip,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\adaptive_child_low_gini_1_plain_fixed_interval_mip_telemetry_only_3600s.lp,e8ef7050980c6bc0,one_thread_fair,0,root_lp_relaxation_available_in_root_lp_solution_csv
adaptive_child_low_gini_1_static_tailored_compact_bc_3600s,adaptive_child,low_gini_1,static_tailored_compact_bc,3600,0.0487233640003,0.0491525526647,0.00873176755151,0.0004291886643999973,paper_safe_fixed_interval_tailored_bc,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\adaptive_child_low_gini_1_static_tailored_compact_bc_3600s.lp,b5841fbb1fbe807f,one_thread_fair,1,root_lp_relaxation_available_in_root_lp_solution_csv
adaptive_child_low_gini_1_current_best_new_combined_paper_safe_3600s,adaptive_child,low_gini_1,current_best_new_combined_paper_safe,3600,0.0487233640003,0.0491525526647,0.00873176755078,0.0004291886643999973,paper_safe_fixed_interval_tailored_bc,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\adaptive_child_low_gini_1_current_best_new_combined_paper_safe_3600s.lp,1fdc76c10a1d418f,one_thread_fair,1,root_lp_relaxation_available_in_root_lp_solution_csv
dominant_k4_low_gini_1_plain_fixed_interval_mip_14400s,dominant_k4,low_gini_1,plain_fixed_interval_mip,14400,0.048398566621,0.0491525526647,0.0153397128496,0.0007539860437000001,benchmark_only_plain_fixed_interval_mip,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_14400s.lp,e40f140d65f6046a,one_thread_fair,0,root_lp_relaxation_available_in_root_lp_solution_csv
dominant_k4_low_gini_1_static_tailored_compact_bc_14400s,dominant_k4,low_gini_1,static_tailored_compact_bc,14400,0.0491015319884,0.0491015319884,0.0,5.1020676300000956e-05,paper_safe_fixed_interval_tailored_bc,True,results\gf_tailored_bc_formulation_snapshot_round\model_exports\dominant_k4_low_gini_1_static_tailored_compact_bc_14400s.lp,3198dc023e4613da,one_thread_fair,1,root_lp_relaxation_available_in_root_lp_solution_csv
