stage,instance_id,V,M,scenario,comparison,arm,common_verified_ub,gap_threshold,reached,first_observed_process_seconds,no_interpolation,no_post_last_extension
v50_3600,high_imbalance_seed6202,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,9.729486272278969,0.1,False,,True,True
v50_3600,high_imbalance_seed6202,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,9.729486272278969,0.05,False,,True,True
v50_3600,high_imbalance_seed6202,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,9.729486272278969,0.02,False,,True,True
v50_3600,high_imbalance_seed6202,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,9.729486272278969,0.01,False,,True,True
v50_3600,high_imbalance_seed6202,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,9.729486272278969,0.005,False,,True,True
v50_3600,high_imbalance_seed6202,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,9.729486272278969,0.001,False,,True,True
v50_3600,high_imbalance_seed6202,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,9.729486272278969,0.5,True,29.7373806,True,True
v50_3600,high_imbalance_seed6202,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,9.729486272278969,0.25,True,29.7373806,True,True
v50_3600,high_imbalance_seed6202,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,9.729486272278969,0.2,True,54.532163800000006,True,True
v50_3600,high_imbalance_seed6202,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,9.729486272278969,0.1,False,,True,True
v50_3600,high_imbalance_seed6202,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,9.729486272278969,0.05,False,,True,True
v50_3600,high_imbalance_seed6202,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,9.729486272278969,0.02,False,,True,True
v50_3600,high_imbalance_seed6202,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,9.729486272278969,0.01,False,,True,True
v50_3600,high_imbalance_seed6202,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,9.729486272278969,0.005,False,,True,True
v50_3600,high_imbalance_seed6202,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,9.729486272278969,0.001,False,,True,True
v50_3600,moderate_seed6301,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.5804785297747187,0.5,True,89.508656,True,True
v50_3600,moderate_seed6301,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.5804785297747187,0.25,True,94.9520678,True,True
v50_3600,moderate_seed6301,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.5804785297747187,0.2,True,121.2961021,True,True
v50_3600,moderate_seed6301,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.5804785297747187,0.1,True,250.5767542,True,True
v50_3600,moderate_seed6301,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.5804785297747187,0.05,False,,True,True
v50_3600,moderate_seed6301,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.5804785297747187,0.02,False,,True,True
v50_3600,moderate_seed6301,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.5804785297747187,0.01,False,,True,True
v50_3600,moderate_seed6301,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.5804785297747187,0.005,False,,True,True
v50_3600,moderate_seed6301,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.5804785297747187,0.001,False,,True,True
v50_3600,moderate_seed6301,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.5804785297747187,0.5,True,8.229668,True,True
v50_3600,moderate_seed6301,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.5804785297747187,0.25,True,28.2722943,True,True
v50_3600,moderate_seed6301,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.5804785297747187,0.2,True,38.1595803,True,True
v50_3600,moderate_seed6301,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.5804785297747187,0.1,False,,True,True
v50_3600,moderate_seed6301,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.5804785297747187,0.05,False,,True,True
v50_3600,moderate_seed6301,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.5804785297747187,0.02,False,,True,True
v50_3600,moderate_seed6301,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.5804785297747187,0.01,False,,True,True
v50_3600,moderate_seed6301,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.5804785297747187,0.005,False,,True,True
v50_3600,moderate_seed6301,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.5804785297747187,0.001,False,,True,True
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,8.771979091147195,0.5,True,83.2064309,True,True
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,8.771979091147195,0.25,True,83.2064309,True,True
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,8.771979091147195,0.2,True,83.2064309,True,True
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,8.771979091147195,0.1,True,83.2064309,True,True
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,8.771979091147195,0.05,True,103.9735082,True,True
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,8.771979091147195,0.02,True,881.5093289,True,True
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,8.771979091147195,0.01,True,888.8102591,True,True
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,8.771979091147195,0.005,True,916.2578034000001,True,True
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,8.771979091147195,0.001,True,976.6109329,True,True
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,8.771979091147195,0.5,True,27.2565343,True,True
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,8.771979091147195,0.25,True,27.2565343,True,True
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,8.771979091147195,0.2,True,27.2565343,True,True
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,8.771979091147195,0.1,True,27.2565343,True,True
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,8.771979091147195,0.05,True,1513.8642096,True,True
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,8.771979091147195,0.02,True,1518.2656512,True,True
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,8.771979091147195,0.01,True,1532.9804384000001,True,True
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,8.771979091147195,0.005,True,1575.9765048,True,True
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,8.771979091147195,0.001,True,1580.0963908,True,True
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.6242124096685997,0.5,True,167.4575467,True,True
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.6242124096685997,0.25,True,171.0965443,True,True
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.6242124096685997,0.2,True,189.0634727,True,True
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.6242124096685997,0.1,True,3420.5333902,True,True
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.6242124096685997,0.05,False,,True,True
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.6242124096685997,0.02,False,,True,True
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.6242124096685997,0.01,False,,True,True
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.6242124096685997,0.005,False,,True,True
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.6242124096685997,0.001,False,,True,True
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.6242124096685997,0.5,True,8.6513768,True,True
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.6242124096685997,0.25,True,35.526043900000005,True,True
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.6242124096685997,0.2,True,54.5134204,True,True
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.6242124096685997,0.1,False,,True,True
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.6242124096685997,0.05,False,,True,True
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.6242124096685997,0.02,False,,True,True
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.6242124096685997,0.01,False,,True,True
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.6242124096685997,0.005,False,,True,True
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.6242124096685997,0.001,False,,True,True
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8327916409630631,0.5,True,47.7685768,True,True
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8327916409630631,0.25,True,133.6310586,True,True
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8327916409630631,0.2,False,,True,True
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8327916409630631,0.1,False,,True,True
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8327916409630631,0.05,False,,True,True
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8327916409630631,0.02,False,,True,True
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8327916409630631,0.01,False,,True,True
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8327916409630631,0.005,False,,True,True
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8327916409630631,0.001,False,,True,True
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8327916409630631,0.5,True,6.9236343,True,True
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8327916409630631,0.25,True,73.1255733,True,True
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8327916409630631,0.2,False,,True,True
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8327916409630631,0.1,False,,True,True
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8327916409630631,0.05,False,,True,True
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8327916409630631,0.02,False,,True,True
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8327916409630631,0.01,False,,True,True
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8327916409630631,0.005,False,,True,True
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8327916409630631,0.001,False,,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,4.8899440450913,0.5,True,46.3811583,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,4.8899440450913,0.25,True,46.3811583,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,4.8899440450913,0.2,True,46.3811583,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,4.8899440450913,0.1,True,52.1600542,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,4.8899440450913,0.05,True,60.4698093,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,4.8899440450913,0.02,True,110.08787559999999,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,4.8899440450913,0.01,True,183.9772226,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,4.8899440450913,0.005,True,186.8732959,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,4.8899440450913,0.001,True,200.06309249999998,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,4.8899440450913,0.5,True,19.4157,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,4.8899440450913,0.25,True,19.4157,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,4.8899440450913,0.2,True,19.4157,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,4.8899440450913,0.1,True,25.208221700000003,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,4.8899440450913,0.05,True,34.6947419,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,4.8899440450913,0.02,True,75.3565984,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,4.8899440450913,0.01,True,335.6987176,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,4.8899440450913,0.005,True,339.3404572,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,4.8899440450913,0.001,True,359.2786418,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,7.255830940545673,0.5,True,74.0005768,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,7.255830940545673,0.25,True,74.0005768,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,7.255830940545673,0.2,True,74.0005768,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,7.255830940545673,0.1,True,74.0005768,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,7.255830940545673,0.05,True,94.6722095,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,7.255830940545673,0.02,False,,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,7.255830940545673,0.01,False,,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,7.255830940545673,0.005,False,,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,7.255830940545673,0.001,False,,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,7.255830940545673,0.5,True,27.0000142,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,7.255830940545673,0.25,True,27.0000142,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,7.255830940545673,0.2,True,27.0000142,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,7.255830940545673,0.1,True,27.0000142,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,7.255830940545673,0.05,True,50.074059899999995,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,7.255830940545673,0.02,False,,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,7.255830940545673,0.01,False,,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,7.255830940545673,0.005,False,,True,True
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,7.255830940545673,0.001,False,,True,True
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8492232749999897,0.5,True,22.9892309,True,True
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8492232749999897,0.25,True,25.7629937,True,True
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8492232749999897,0.2,True,25.7629937,True,True
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8492232749999897,0.1,True,54.762862,True,True
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8492232749999897,0.05,True,1323.4359374,True,True
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8492232749999897,0.02,False,,True,True
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8492232749999897,0.01,False,,True,True
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8492232749999897,0.005,False,,True,True
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.8492232749999897,0.001,False,,True,True
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8492232749999897,0.5,True,6.3063324,True,True
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8492232749999897,0.25,True,19.7714246,True,True
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8492232749999897,0.2,True,19.7714246,True,True
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8492232749999897,0.1,True,38.2718801,True,True
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8492232749999897,0.05,True,798.5442104,True,True
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8492232749999897,0.02,False,,True,True
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8492232749999897,0.01,False,,True,True
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8492232749999897,0.005,False,,True,True
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.8492232749999897,0.001,False,,True,True
v50_3600,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.4013966618426952,0.5,True,348.3830728,True,True
v50_3600,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.4013966618426952,0.25,True,410.4173393,True,True
v50_3600,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.4013966618426952,0.2,True,564.2531768,True,True
v50_3600,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.4013966618426952,0.1,False,,True,True
v50_3600,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.4013966618426952,0.05,False,,True,True
v50_3600,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.4013966618426952,0.02,False,,True,True
v50_3600,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.4013966618426952,0.01,False,,True,True
v50_3600,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.4013966618426952,0.005,False,,True,True
v50_3600,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-HGA-FULL,0.4013966618426952,0.001,False,,True,True
v50_3600,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.4013966618426952,0.5,True,13.2788591,True,True
v50_3600,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,SIMPLE_vs_C6-HGA-FULL,C6-SIMPLE-START,0.4013966618426952,0.25,True,209.2210062,True,True
