path,starting_status,final_status,starting_exists,final_exists,starting_bytes,final_bytes,preservation_audit_passed,audit_scope
scripts/__pycache__/freeze_round30.cpython-312.pyc,??,??,True,True,11373,11373,True,status_existence_and_byte_count
scripts/__pycache__/freeze_round31.cpython-312.pyc,??,??,True,True,16549,16549,True,status_existence_and_byte_count
scripts/__pycache__/freeze_round34.cpython-312.pyc,??,??,True,True,14753,14753,True,status_existence_and_byte_count
scripts/__pycache__/generate_capacity_inventory_variants.cpython-312.pyc,??,??,True,True,9025,9025,True,status_existence_and_byte_count
scripts/__pycache__/generate_hard_exact_stress_instances.cpython-312.pyc,??,??,True,True,13856,13856,True,status_existence_and_byte_count
scripts/__pycache__/generate_large_diagnostics.cpython-312.pyc,??,??,True,True,8224,8224,True,status_existence_and_byte_count
scripts/__pycache__/generate_reference_instances.cpython-312.pyc,??,??,True,True,9506,9506,True,status_existence_and_byte_count
scripts/__pycache__/generate_round33_v10.cpython-312.pyc,??,??,True,True,9342,9342,True,status_existence_and_byte_count
scripts/__pycache__/merge_interval_oracle_results.cpython-312.pyc,??,??,True,True,10303,10303,True,status_existence_and_byte_count
scripts/__pycache__/package_round22_evidence.cpython-312.pyc,??,??,True,True,14592,14592,True,status_existence_and_byte_count
scripts/__pycache__/package_round23_evidence.cpython-312.pyc,??,??,True,True,25038,25038,True,status_existence_and_byte_count
scripts/__pycache__/package_round23_forensic.cpython-312.pyc,??,??,True,True,20276,20276,True,status_existence_and_byte_count
scripts/__pycache__/package_round24_evidence.cpython-312.pyc,??,??,True,True,4142,4142,True,status_existence_and_byte_count
scripts/__pycache__/package_round30_evidence.cpython-312.pyc,??,??,True,True,4157,4157,True,status_existence_and_byte_count
scripts/__pycache__/package_round31_evidence.cpython-312.pyc,??,??,True,True,14518,14518,True,status_existence_and_byte_count
scripts/__pycache__/package_round34_evidence.cpython-312.pyc,??,??,True,True,16167,16167,True,status_existence_and_byte_count
scripts/__pycache__/prepare_round26_protocol.cpython-312.pyc,??,??,True,True,12205,12205,True,status_existence_and_byte_count
scripts/__pycache__/prepare_round34.cpython-312.pyc,??,??,True,True,19315,19315,True,status_existence_and_byte_count
scripts/__pycache__/round21_historical_certificate_audit.cpython-312.pyc,??,??,True,True,18792,18792,True,status_existence_and_byte_count
scripts/__pycache__/round21_static_exactness_audit.cpython-312.pyc,??,??,True,True,36919,36919,True,status_existence_and_byte_count
scripts/__pycache__/round22_certificate_migration_audit.cpython-312.pyc,??,??,True,True,10100,10100,True,status_existence_and_byte_count
scripts/__pycache__/round22_final_analysis.cpython-312.pyc,??,??,True,True,19677,19677,True,status_existence_and_byte_count
scripts/__pycache__/round22_static_audit.cpython-312.pyc,??,??,True,True,12110,12110,True,status_existence_and_byte_count
scripts/__pycache__/round23_moderate4301_forensic.cpython-312.pyc,??,??,True,True,40512,40512,True,status_existence_and_byte_count
scripts/__pycache__/round30_bound_trace.cpython-312.pyc,??,??,True,True,12463,12463,True,status_existence_and_byte_count
scripts/__pycache__/round33_common.cpython-312.pyc,??,??,True,True,10866,10866,True,status_existence_and_byte_count
scripts/__pycache__/round34_common.cpython-312.pyc,??,??,True,True,14793,14793,True,status_existence_and_byte_count
scripts/__pycache__/run_bpc_leaf_validation.cpython-312.pyc,??,??,True,True,20128,20128,True,status_existence_and_byte_count
scripts/__pycache__/run_gf_compact_bc_effectiveness_round.cpython-312.pyc,??,??,True,True,41831,41831,True,status_existence_and_byte_count
scripts/__pycache__/run_gf_compact_bc_effectiveness_round2.cpython-312.pyc,??,??,True,True,47299,47299,True,status_existence_and_byte_count
scripts/__pycache__/run_gf_compact_bc_effectiveness_round3.cpython-312.pyc,??,??,True,True,66612,66612,True,status_existence_and_byte_count
scripts/__pycache__/run_gf_compact_bc_lowgini_round.cpython-312.pyc,??,??,True,True,30770,30770,True,status_existence_and_byte_count
scripts/__pycache__/run_gf_compact_bc_timeprofile.cpython-312.pyc,??,??,True,True,24814,24814,True,status_existence_and_byte_count
scripts/__pycache__/run_gf_global_gini_tree_feasibility_round.cpython-312.pyc,??,??,True,True,61977,61977,True,status_existence_and_byte_count
scripts/__pycache__/run_gf_global_gini_tree_regression_round.cpython-312.pyc,??,??,True,True,106670,106670,True,status_existence_and_byte_count
scripts/__pycache__/run_gf_global_gini_tree_strict_flow_round.cpython-312.pyc,??,??,True,True,136057,136057,True,status_existence_and_byte_count
scripts/__pycache__/run_gf_global_gini_tree_unified_validation_round.cpython-312.pyc,??,??,True,True,68483,68483,True,status_existence_and_byte_count
scripts/__pycache__/run_interval_cutoff_oracles.cpython-312.pyc,??,??,True,True,9907,9907,True,status_existence_and_byte_count
scripts/__pycache__/run_round21_flow_degeneracy_diagnostics.cpython-312.pyc,??,??,True,True,76304,76304,True,status_existence_and_byte_count
scripts/__pycache__/run_round23_correctness_diagnostics.cpython-312.pyc,??,??,True,True,9089,9089,True,status_existence_and_byte_count
scripts/__pycache__/run_round23_targeted_validation.cpython-312.pyc,??,??,True,True,25505,25505,True,status_existence_and_byte_count
scripts/__pycache__/run_round24r_experiments.cpython-312.pyc,??,??,True,True,17820,17820,True,status_existence_and_byte_count
scripts/__pycache__/run_round24r_stage0.cpython-312.pyc,??,??,True,True,10765,10765,True,status_existence_and_byte_count
scripts/__pycache__/run_round25_experiments.cpython-312.pyc,??,??,True,True,33957,33957,True,status_existence_and_byte_count
scripts/__pycache__/run_round25_stage0.cpython-312.pyc,??,??,True,True,12266,12266,True,status_existence_and_byte_count
scripts/__pycache__/run_round26_experiments.cpython-312.pyc,??,??,True,True,31617,31617,True,status_existence_and_byte_count
scripts/__pycache__/run_round26_stage0.cpython-312.pyc,??,??,True,True,14809,14809,True,status_existence_and_byte_count
scripts/__pycache__/run_round27_experiments.cpython-312.pyc,??,??,True,True,28181,28181,True,status_existence_and_byte_count
scripts/__pycache__/run_round27_stage0.cpython-312.pyc,??,??,True,True,15053,15053,True,status_existence_and_byte_count
scripts/__pycache__/run_round28_experiments.cpython-312.pyc,??,??,True,True,35624,35624,True,status_existence_and_byte_count
scripts/__pycache__/run_round28_stage0.cpython-312.pyc,??,??,True,True,19292,19292,True,status_existence_and_byte_count
scripts/__pycache__/run_round29_build_and_tests.cpython-312.pyc,??,??,True,True,9343,9343,True,status_existence_and_byte_count
scripts/__pycache__/run_round29_development.cpython-312.pyc,??,??,True,True,7655,7655,True,status_existence_and_byte_count
scripts/__pycache__/run_round29_experiments.cpython-312.pyc,??,??,True,True,23841,23841,True,status_existence_and_byte_count
scripts/__pycache__/run_round29_stage0.cpython-312.pyc,??,??,True,True,11362,11362,True,status_existence_and_byte_count
scripts/__pycache__/run_round30_build_and_tests.cpython-312.pyc,??,??,True,True,9046,9046,True,status_existence_and_byte_count
scripts/__pycache__/run_round30_development.cpython-312.pyc,??,??,True,True,8744,8744,True,status_existence_and_byte_count
scripts/__pycache__/run_round30_experiments.cpython-312.pyc,??,??,True,True,25352,25352,True,status_existence_and_byte_count
scripts/__pycache__/run_round30_stage0.cpython-312.pyc,??,??,True,True,12998,12998,True,status_existence_and_byte_count
scripts/__pycache__/run_round31_build_and_tests.cpython-312.pyc,??,??,True,True,10015,10015,True,status_existence_and_byte_count
scripts/__pycache__/run_round31_development.cpython-312.pyc,??,??,True,True,9913,9913,True,status_existence_and_byte_count
scripts/__pycache__/run_round31_experiments.cpython-312.pyc,??,??,True,True,19053,19053,True,status_existence_and_byte_count
scripts/__pycache__/run_round31_stage0.cpython-312.pyc,??,??,True,True,16464,16464,True,status_existence_and_byte_count
scripts/__pycache__/run_round32_experiments.cpython-312.pyc,??,??,True,True,36587,36587,True,status_existence_and_byte_count
scripts/__pycache__/run_round33_experiments.cpython-312.pyc,??,??,True,True,26760,26760,True,status_existence_and_byte_count
scripts/__pycache__/run_round34_build_and_tests.cpython-312.pyc,??,??,True,True,7663,7663,True,status_existence_and_byte_count
scripts/__pycache__/run_round34_development.cpython-312.pyc,??,??,True,True,9053,9053,True,status_existence_and_byte_count
scripts/__pycache__/run_round34_experiments.cpython-312.pyc,??,??,True,True,20200,20200,True,status_existence_and_byte_count
scripts/__pycache__/run_round34_preflight.cpython-312.pyc,??,??,True,True,15316,15316,True,status_existence_and_byte_count
scripts/__pycache__/run_sealed_pipeline_completion.cpython-312.pyc,??,??,True,True,44310,44310,True,status_existence_and_byte_count
scripts/__pycache__/run_tailored_bc_adaptive_s_refinement_round.cpython-312.pyc,??,??,True,True,43988,43988,True,status_existence_and_byte_count
scripts/__pycache__/run_tailored_bc_bound_trajectory_round.cpython-312.pyc,??,??,True,True,46017,46017,True,status_existence_and_byte_count
scripts/__pycache__/run_tailored_bc_callback_round.cpython-312.pyc,??,??,True,True,166844,166844,True,status_existence_and_byte_count
scripts/__pycache__/run_tailored_bc_controlling_leaf_scheduler_round.cpython-312.pyc,??,??,True,True,87183,87183,True,status_existence_and_byte_count
scripts/__pycache__/run_tailored_bc_dominant_s_bucket_round.cpython-312.pyc,??,??,True,True,35769,35769,True,status_existence_and_byte_count
scripts/__pycache__/run_tailored_bc_fair_diagnosis_round.cpython-312.pyc,??,??,True,True,161757,161757,True,status_existence_and_byte_count
scripts/__pycache__/run_tailored_bc_finalization_round.cpython-312.pyc,??,??,True,True,38243,38243,True,status_existence_and_byte_count
scripts/__pycache__/run_tailored_bc_formulation_snapshot_round.cpython-312.pyc,??,??,True,True,61409,61409,True,status_existence_and_byte_count
scripts/__pycache__/run_tailored_bc_longrun_convergence_round.cpython-312.pyc,??,??,True,True,55210,55210,True,status_existence_and_byte_count
scripts/__pycache__/run_tailored_bc_low_gini_strengthening_round.cpython-312.pyc,??,??,True,True,32469,32469,True,status_existence_and_byte_count
scripts/__pycache__/run_tailored_bc_lp_pattern_strengthening_round.cpython-312.pyc,??,??,True,True,47807,47807,True,status_existence_and_byte_count
scripts/__pycache__/run_tailored_bc_next_optimization_round.cpython-312.pyc,??,??,True,True,37150,37150,True,status_existence_and_byte_count
scripts/__pycache__/run_tailored_bc_plateau_diagnosis_round.cpython-312.pyc,??,??,True,True,41208,41208,True,status_existence_and_byte_count
scripts/__pycache__/run_tailored_bc_route_profile_full_frontier_round.cpython-312.pyc,??,??,True,True,76377,76377,True,status_existence_and_byte_count
scripts/__pycache__/run_tailored_bc_s_bucket_strengthening_round.cpython-312.pyc,??,??,True,True,45499,45499,True,status_existence_and_byte_count
scripts/__pycache__/run_tailored_bc_stability_round.cpython-312.pyc,??,??,True,True,40244,40244,True,status_existence_and_byte_count
scripts/__pycache__/run_tailored_bc_structural_cut_round.cpython-312.pyc,??,??,True,True,49036,49036,True,status_existence_and_byte_count
scripts/__pycache__/run_tailored_bc_structural_policy_round.cpython-312.pyc,??,??,True,True,38480,38480,True,status_existence_and_byte_count
scripts/__pycache__/summarize_gf_compact_bc_round.cpython-312.pyc,??,??,True,True,12524,12524,True,status_existence_and_byte_count
scripts/__pycache__/summarize_paper_bpc_core.cpython-312.pyc,??,??,True,True,14063,14063,True,status_existence_and_byte_count
scripts/__pycache__/summarize_paper_candidate_relaxation_round.cpython-312.pyc,??,??,True,True,14214,14214,True,status_existence_and_byte_count
scripts/__pycache__/summarize_round24r_results.cpython-312.pyc,??,??,True,True,44671,44671,True,status_existence_and_byte_count
scripts/__pycache__/summarize_round25_results.cpython-312.pyc,??,??,True,True,88106,88106,True,status_existence_and_byte_count
scripts/__pycache__/summarize_v20_certificate_round.cpython-312.pyc,??,??,True,True,8501,8501,True,status_existence_and_byte_count
scripts/__pycache__/summarize_v20_exact_certificate_round.cpython-312.pyc,??,??,True,True,6284,6284,True,status_existence_and_byte_count
scripts/__pycache__/summarize_v20_replication_round.cpython-312.pyc,??,??,True,True,10540,10540,True,status_existence_and_byte_count
scripts/__pycache__/test_compact_handling_convention.cpython-312.pyc,??,??,True,True,5180,5180,True,status_existence_and_byte_count
scripts/__pycache__/v20_interval_closure_harness.cpython-312.pyc,??,??,True,True,12968,12968,True,status_existence_and_byte_count
scripts/__pycache__/write_round31_final_report.cpython-312.pyc,??,??,True,True,26786,26786,True,status_existence_and_byte_count
tests/__pycache__/round25_protocol_tests.cpython-312.pyc,??,??,True,True,9766,9766,True,status_existence_and_byte_count
tests/__pycache__/round26_protocol_tests.cpython-312.pyc,??,??,True,True,15072,15072,True,status_existence_and_byte_count
tests/__pycache__/round27_protocol_tests.cpython-312.pyc,??,??,True,True,5912,5912,True,status_existence_and_byte_count
tests/__pycache__/round29_protocol_tests.cpython-312.pyc,??,??,True,True,10490,10490,True,status_existence_and_byte_count
tests/__pycache__/round30_c0_parser_tests.cpython-312.pyc,??,??,True,True,2418,2418,True,status_existence_and_byte_count
tests/__pycache__/round30_protocol_tests.cpython-312.pyc,??,??,True,True,9835,9835,True,status_existence_and_byte_count
tests/__pycache__/round30_trace_tests.cpython-312.pyc,??,??,True,True,5528,5528,True,status_existence_and_byte_count
tests/__pycache__/round31_protocol_tests.cpython-312.pyc,??,??,True,True,7874,7874,True,status_existence_and_byte_count
tests/__pycache__/round33_protocol_tests.cpython-312.pyc,??,??,True,True,11829,11829,True,status_existence_and_byte_count
tests/__pycache__/round33_runner_tests.cpython-312.pyc,??,??,True,True,7373,7373,True,status_existence_and_byte_count
tests/__pycache__/round34_protocol_tests.cpython-312.pyc,??,??,True,True,4192,4192,True,status_existence_and_byte_count
