path,starting_status,final_status,starting_exists,final_exists,starting_bytes,final_bytes,preservation_audit_passed,audit_scope
build_round22/smoke/plain.json,??,??,True,True,64657,64657,True,status_existence_and_byte_count
build_round22/smoke/plain.raw.csv,??,??,True,True,1971,1971,True,status_existence_and_byte_count
build_round22/smoke/plain_interval.json,??,??,True,True,64077,64077,True,status_existence_and_byte_count
build_round22/smoke/plain_interval.raw.csv,??,??,True,True,1932,1932,True,status_existence_and_byte_count
build_round22/smoke/plain_local.json,??,??,True,True,64065,64065,True,status_existence_and_byte_count
build_round22/smoke/plain_local.raw.csv,??,??,True,True,31004,31004,True,status_existence_and_byte_count
build_round23/frozen_executable.json,??,??,True,True,522,522,True,status_existence_and_byte_count
build_round24/postchange_handling/handling_convention.json,??,??,True,True,75601,75601,True,status_existence_and_byte_count
build_round24/prechange_handling/handling_convention.json,??,??,True,True,69925,69925,True,status_existence_and_byte_count
build_round24/round24_frozen_executables.json,??,??,True,True,1062,1062,True,status_existence_and_byte_count
build_round24r/ALL_BUILD.vcxproj,??,??,True,True,24989,24989,True,status_existence_and_byte_count
build_round24r/ALL_BUILD.vcxproj.filters,??,??,True,True,273,273,True,status_existence_and_byte_count
build_round24r/CTestTestfile.cmake,??,??,True,True,14239,14239,True,status_existence_and_byte_count
build_round24r/ConnectivityFlowTests.vcxproj,??,??,True,True,34614,34614,True,status_existence_and_byte_count
build_round24r/ConnectivityFlowTests.vcxproj.filters,??,??,True,True,574,574,True,status_existence_and_byte_count
build_round24r/ControllingLeafSchedulerTests.vcxproj,??,??,True,True,34759,34759,True,status_existence_and_byte_count
build_round24r/ControllingLeafSchedulerTests.vcxproj.filters,??,??,True,True,583,583,True,status_existence_and_byte_count
build_round24r/DenseProgressTests.vcxproj,??,??,True,True,34560,34560,True,status_existence_and_byte_count
build_round24r/DenseProgressTests.vcxproj.filters,??,??,True,True,571,571,True,status_existence_and_byte_count
build_round24r/DispersionChildBoundTests.vcxproj,??,??,True,True,34687,34687,True,status_existence_and_byte_count
build_round24r/DispersionChildBoundTests.vcxproj.filters,??,??,True,True,579,579,True,status_existence_and_byte_count
build_round24r/ExactEBRP.sln,??,??,True,True,16200,16200,True,status_existence_and_byte_count
build_round24r/ExactEBRP.vcxproj,??,??,True,True,34389,34389,True,status_existence_and_byte_count
build_round24r/ExactEBRP.vcxproj.filters,??,??,True,True,553,553,True,status_existence_and_byte_count
build_round24r/ExactEBRPCompare.vcxproj,??,??,True,True,34516,34516,True,status_existence_and_byte_count
build_round24r/ExactEBRPCompare.vcxproj.filters,??,??,True,True,561,561,True,status_existence_and_byte_count
build_round24r/GlobalGiniTreeTests.vcxproj,??,??,True,True,34579,34579,True,status_existence_and_byte_count
build_round24r/GlobalGiniTreeTests.vcxproj.filters,??,??,True,True,573,573,True,status_existence_and_byte_count
build_round24r/ModelCorrectnessTests.vcxproj,??,??,True,True,34614,34614,True,status_existence_and_byte_count
build_round24r/ModelCorrectnessTests.vcxproj.filters,??,??,True,True,574,574,True,status_existence_and_byte_count
build_round24r/RUN_TESTS.vcxproj,??,??,True,True,10359,10359,True,status_existence_and_byte_count
build_round24r/RUN_TESTS.vcxproj.filters,??,??,True,True,526,526,True,status_existence_and_byte_count
build_round24r/Round24BackendTests.vcxproj,??,??,True,True,34578,34578,True,status_existence_and_byte_count
build_round24r/Round24BackendTests.vcxproj.filters,??,??,True,True,572,572,True,status_existence_and_byte_count
build_round24r/StrictCertificateTests.vcxproj,??,??,True,True,34632,34632,True,status_existence_and_byte_count
build_round24r/StrictCertificateTests.vcxproj.filters,??,??,True,True,575,575,True,status_existence_and_byte_count
build_round24r/StrictSerializationTests.vcxproj,??,??,True,True,34668,34668,True,status_existence_and_byte_count
build_round24r/StrictSerializationTests.vcxproj.filters,??,??,True,True,577,577,True,status_existence_and_byte_count
build_round24r/ZERO_CHECK.vcxproj,??,??,True,True,22574,22574,True,status_existence_and_byte_count
build_round24r/ZERO_CHECK.vcxproj.filters,??,??,True,True,525,525,True,status_existence_and_byte_count
build_round24r/exact_ebrp_core.dir/Release/exact_ebrp_core.tlog/CL.command.1.tlog,??,??,True,True,36890,36890,True,status_existence_and_byte_count
build_round24r/exact_ebrp_core.dir/Release/exact_ebrp_core.tlog/CL.read.1.tlog,??,??,True,True,728606,728606,True,status_existence_and_byte_count
build_round24r/exact_ebrp_core.dir/Release/exact_ebrp_core.tlog/CL.write.1.tlog,??,??,True,True,15502,15502,True,status_existence_and_byte_count
build_round24r/exact_ebrp_core.dir/Release/exact_ebrp_core.tlog/CustomBuild.command.1.tlog,??,??,True,True,482,482,True,status_existence_and_byte_count
build_round24r/exact_ebrp_core.dir/Release/exact_ebrp_core.tlog/CustomBuild.read.1.tlog,??,??,True,True,2927,2927,True,status_existence_and_byte_count
build_round24r/exact_ebrp_core.dir/Release/exact_ebrp_core.tlog/CustomBuild.write.1.tlog,??,??,True,True,97,97,True,status_existence_and_byte_count
build_round24r/exact_ebrp_core.dir/Release/exact_ebrp_core.tlog/exact_ebrp_core.lastbuildstate,??,??,True,True,165,165,True,status_existence_and_byte_count
build_round24r/exact_ebrp_core.dir/Release/exact_ebrp_core.tlog/unsuccessfulbuild,??,??,True,True,0,0,True,status_existence_and_byte_count
build_round24r/exact_ebrp_core.vcxproj,??,??,True,True,33088,33088,True,status_existence_and_byte_count
build_round24r/exact_ebrp_core.vcxproj.filters,??,??,True,True,4629,4629,True,status_existence_and_byte_count
build_round24r/license_checks/inprocess_toy.json,??,??,True,True,68327,68327,True,status_existence_and_byte_count
build_round24r/mingw/CTestTestfile.cmake,??,??,True,True,2776,2776,True,status_existence_and_byte_count
build_round24r/mingw/Makefile,??,??,True,True,60224,60224,True,status_existence_and_byte_count
build_round24r/mingw/libexact_ebrp_core.a,??,??,True,True,5763562,5763562,True,status_existence_and_byte_count
build_round24r/no_gurobi/CTestTestfile.cmake,??,??,True,True,2816,2816,True,status_existence_and_byte_count
build_round24r/no_gurobi/Makefile,??,??,True,True,60324,60324,True,status_existence_and_byte_count
build_round24r/no_gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,336,336,True,status_existence_and_byte_count
build_round24r/no_gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round24r/no_gurobi/libexact_ebrp_core.a,??,??,True,True,5577738,5577738,True,status_existence_and_byte_count
build_round24r/python_tests/final_no_gurobi_handling/handling_convention.json,??,??,True,True,76992,76992,True,status_existence_and_byte_count
build_round24r/python_tests/final_with_gurobi_handling/handling_convention.json,??,??,True,True,77064,77064,True,status_existence_and_byte_count
build_round24r/python_tests/no_gurobi_handling/handling_convention.json,??,??,True,True,76960,76960,True,status_existence_and_byte_count
build_round24r/with_gurobi_clean/CTestTestfile.cmake,??,??,True,True,2896,2896,True,status_existence_and_byte_count
build_round24r/with_gurobi_clean/Makefile,??,??,True,True,60272,60272,True,status_existence_and_byte_count
build_round24r/with_gurobi_clean/Testing/Temporary/CTestCostData.txt,??,??,True,True,334,334,True,status_existence_and_byte_count
build_round24r/with_gurobi_clean/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round24r/with_gurobi_clean/libexact_ebrp_core.a,??,??,True,True,5763804,5763804,True,status_existence_and_byte_count
build_round24r/x64/Release/ZERO_CHECK/ZERO_CHECK.recipe,??,??,True,True,299,299,True,status_existence_and_byte_count
build_round24r/x64/Release/ZERO_CHECK/ZERO_CHECK.tlog/CustomBuild.command.1.tlog,??,??,True,True,584,584,True,status_existence_and_byte_count
build_round24r/x64/Release/ZERO_CHECK/ZERO_CHECK.tlog/CustomBuild.read.1.tlog,??,??,True,True,3026,3026,True,status_existence_and_byte_count
build_round24r/x64/Release/ZERO_CHECK/ZERO_CHECK.tlog/CustomBuild.write.1.tlog,??,??,True,True,161,161,True,status_existence_and_byte_count
build_round24r/x64/Release/ZERO_CHECK/ZERO_CHECK.tlog/ZERO_CHECK.lastbuildstate,??,??,True,True,165,165,True,status_existence_and_byte_count
build_round25/no_gurobi/CTestTestfile.cmake,??,??,True,True,2806,2806,True,status_existence_and_byte_count
build_round25/no_gurobi/Makefile,??,??,True,True,60320,60320,True,status_existence_and_byte_count
build_round25/no_gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,333,333,True,status_existence_and_byte_count
build_round25/no_gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round25/no_gurobi/libexact_ebrp_core.a,??,??,True,True,5600894,5600894,True,status_existence_and_byte_count
build_round25/with_gurobi/CTestTestfile.cmake,??,??,True,True,2826,2826,True,status_existence_and_byte_count
build_round25/with_gurobi/Makefile,??,??,True,True,60244,60244,True,status_existence_and_byte_count
build_round25/with_gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,331,331,True,status_existence_and_byte_count
build_round25/with_gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round25/with_gurobi/libexact_ebrp_core.a,??,??,True,True,5787242,5787242,True,status_existence_and_byte_count
build_round26/no_gurobi/CTestTestfile.cmake,??,??,True,True,2806,2806,True,status_existence_and_byte_count
build_round26/no_gurobi/Makefile,??,??,True,True,60320,60320,True,status_existence_and_byte_count
build_round26/no_gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,328,328,True,status_existence_and_byte_count
build_round26/no_gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round26/no_gurobi/libexact_ebrp_core.a,??,??,True,True,5601512,5601512,True,status_existence_and_byte_count
build_round26/with_gurobi/CTestTestfile.cmake,??,??,True,True,2826,2826,True,status_existence_and_byte_count
build_round26/with_gurobi/Makefile,??,??,True,True,60244,60244,True,status_existence_and_byte_count
build_round26/with_gurobi/libexact_ebrp_core.a,??,??,True,True,5787242,5787242,True,status_existence_and_byte_count
build_round26/with_gurobi_c1/CTestTestfile.cmake,??,??,True,True,2856,2856,True,status_existence_and_byte_count
build_round26/with_gurobi_c1/Makefile,??,??,True,True,60256,60256,True,status_existence_and_byte_count
build_round26/with_gurobi_c1/Testing/Temporary/CTestCostData.txt,??,??,True,True,329,329,True,status_existence_and_byte_count
build_round26/with_gurobi_c1/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round26/with_gurobi_c1/libexact_ebrp_core.a,??,??,True,True,5787860,5787860,True,status_existence_and_byte_count
build_round27/cplex_only/CTestTestfile.cmake,??,??,True,True,3113,3113,True,status_existence_and_byte_count
build_round27/cplex_only/Makefile,??,??,True,True,63617,63617,True,status_existence_and_byte_count
build_round27/cplex_only/Testing/Temporary/CTestCostData.txt,??,??,True,True,370,370,True,status_existence_and_byte_count
build_round27/cplex_only/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round27/cplex_only/libexact_ebrp_core.a,??,??,True,True,5816212,5816212,True,status_existence_and_byte_count
build_round27/dev_cplex/CTestTestfile.cmake,??,??,True,True,3102,3102,True,status_existence_and_byte_count
build_round27/dev_cplex/Makefile,??,??,True,True,63613,63613,True,status_existence_and_byte_count
build_round27/dev_cplex/Testing/Temporary/CTestCostData.txt,??,??,True,True,368,368,True,status_existence_and_byte_count
build_round27/dev_cplex/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round27/dev_cplex/libexact_ebrp_core.a,??,??,True,True,5816212,5816212,True,status_existence_and_byte_count
build_round27/dev_gurobi/CTestTestfile.cmake,??,??,True,True,3113,3113,True,status_existence_and_byte_count
build_round27/dev_gurobi/Makefile,??,??,True,True,63533,63533,True,status_existence_and_byte_count
build_round27/dev_gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,370,370,True,status_existence_and_byte_count
build_round27/dev_gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round27/dev_gurobi/libexact_ebrp_core.a,??,??,True,True,6005892,6005892,True,status_existence_and_byte_count
build_round27/dev_smoke/external/lp_status_ledger.csv,??,??,True,True,1346,1346,True,status_existence_and_byte_count
build_round27/dev_smoke/external/paper_leaf_ledger.csv,??,??,True,True,2263,2263,True,status_existence_and_byte_count
build_round27/dev_smoke/external/paper_optimize_ledger.csv,??,??,True,True,2960,2960,True,status_existence_and_byte_count
build_round27/dev_smoke/external/paper_tree_events.csv,??,??,True,True,1203,1203,True,status_existence_and_byte_count
build_round27/dev_smoke/external/parent_child_bound_ledger.csv,??,??,True,True,388,388,True,status_existence_and_byte_count
build_round27/dev_smoke/external/split_decision_ledger.csv,??,??,True,True,464,464,True,status_existence_and_byte_count
build_round27/dev_smoke/hga.csv,??,??,True,True,130,130,True,status_existence_and_byte_count
build_round27/dev_smoke/result.json,??,??,True,True,77616,77616,True,status_existence_and_byte_count
build_round27/round27_diff_review.txt,??,??,True,True,46520,46520,True,status_existence_and_byte_count
build_round27/with_gurobi/CTestTestfile.cmake,??,??,True,True,3124,3124,True,status_existence_and_byte_count
build_round27/with_gurobi/Makefile,??,??,True,True,63537,63537,True,status_existence_and_byte_count
build_round27/with_gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,369,369,True,status_existence_and_byte_count
build_round27/with_gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round27/with_gurobi/libexact_ebrp_core.a,??,??,True,True,6005892,6005892,True,status_existence_and_byte_count
build_round28/cplex_only/CTestTestfile.cmake,??,??,True,True,3386,3386,True,status_existence_and_byte_count
build_round28/cplex_only/Makefile,??,??,True,True,66643,66643,True,status_existence_and_byte_count
build_round28/cplex_only/Testing/Temporary/CTestCostData.txt,??,??,True,True,399,399,True,status_existence_and_byte_count
build_round28/cplex_only/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round28/cplex_only/libexact_ebrp_core.a,??,??,True,True,6059094,6059094,True,status_existence_and_byte_count
build_round28/dev_gurobi/CTestTestfile.cmake,??,??,True,True,3386,3386,True,status_existence_and_byte_count
build_round28/dev_gurobi/Makefile,??,??,True,True,66559,66559,True,status_existence_and_byte_count
build_round28/dev_gurobi/libexact_ebrp_core.a,??,??,True,True,6241048,6241048,True,status_existence_and_byte_count
build_round28/dev_smoke/external/bound_inheritance_ledger.csv,??,??,True,True,80,80,True,status_existence_and_byte_count
build_round28/dev_smoke/external/coverage_ledger.csv,??,??,True,True,173,173,True,status_existence_and_byte_count
build_round28/dev_smoke/external/global_bound_trace.csv,??,??,True,True,83,83,True,status_existence_and_byte_count
build_round28/dev_smoke/external/lp_status_ledger.csv,??,??,True,True,151,151,True,status_existence_and_byte_count
build_round28/dev_smoke/external/replica_leaf_ledger.csv,??,??,True,True,434,434,True,status_existence_and_byte_count
build_round28/dev_smoke/external/replica_optimize_ledger.csv,??,??,True,True,246,246,True,status_existence_and_byte_count
build_round28/dev_smoke/external/replica_tree_events.csv,??,??,True,True,85,85,True,status_existence_and_byte_count
build_round28/dev_smoke/external/row_signature_ledger.csv,??,??,True,True,177,177,True,status_existence_and_byte_count
build_round28/dev_smoke/external/structural_split_ledger.csv,??,??,True,True,90,90,True,status_existence_and_byte_count
build_round28/dev_smoke/hga.csv,??,??,True,True,79,79,True,status_existence_and_byte_count
build_round28/dev_smoke/result.json,??,??,True,True,79450,79450,True,status_existence_and_byte_count
build_round28/with_gurobi/CTestTestfile.cmake,??,??,True,True,3398,3398,True,status_existence_and_byte_count
build_round28/with_gurobi/Makefile,??,??,True,True,66563,66563,True,status_existence_and_byte_count
build_round28/with_gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,399,399,True,status_existence_and_byte_count
build_round28/with_gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round28/with_gurobi/libexact_ebrp_core.a,??,??,True,True,6248950,6248950,True,status_existence_and_byte_count
build_round29/cplex_only/CTestTestfile.cmake,??,??,True,True,3695,3695,True,status_existence_and_byte_count
build_round29/cplex_only/Makefile,??,??,True,True,70017,70017,True,status_existence_and_byte_count
build_round29/cplex_only/Testing/Temporary/CTestCostData.txt,??,??,True,True,444,444,True,status_existence_and_byte_count
build_round29/cplex_only/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round29/cplex_only/libexact_ebrp_core.a,??,??,True,True,6140560,6140560,True,status_existence_and_byte_count
build_round29/dev_cplex/CTestTestfile.cmake,??,??,True,True,3374,3374,True,status_existence_and_byte_count
build_round29/dev_cplex/Makefile,??,??,True,True,67760,67760,True,status_existence_and_byte_count
build_round29/dev_cplex/Testing/Temporary/CTestCostData.txt,??,??,True,True,398,398,True,status_existence_and_byte_count
build_round29/dev_cplex/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round29/dev_cplex/libexact_ebrp_core.a,??,??,True,True,6121940,6121940,True,status_existence_and_byte_count
build_round29/dev_gurobi/CTestTestfile.cmake,??,??,True,True,3695,3695,True,status_existence_and_byte_count
build_round29/dev_gurobi/Makefile,??,??,True,True,69933,69933,True,status_existence_and_byte_count
build_round29/dev_gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,456,456,True,status_existence_and_byte_count
build_round29/dev_gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round29/dev_gurobi/libexact_ebrp_core.a,??,??,True,True,6334914,6334914,True,status_existence_and_byte_count
build_round29/invalidated_pre_lifecycle_parser_fix_cplex_only/CTestTestfile.cmake,??,??,True,True,3695,3695,True,status_existence_and_byte_count
build_round29/invalidated_pre_lifecycle_parser_fix_cplex_only/Makefile,??,??,True,True,70017,70017,True,status_existence_and_byte_count
build_round29/invalidated_pre_lifecycle_parser_fix_cplex_only/Testing/Temporary/CTestCostData.txt,??,??,True,True,443,443,True,status_existence_and_byte_count
build_round29/invalidated_pre_lifecycle_parser_fix_cplex_only/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round29/invalidated_pre_lifecycle_parser_fix_cplex_only/libexact_ebrp_core.a,??,??,True,True,6140560,6140560,True,status_existence_and_byte_count
build_round29/invalidated_pre_lifecycle_parser_fix_with_gurobi/CTestTestfile.cmake,??,??,True,True,3708,3708,True,status_existence_and_byte_count
build_round29/invalidated_pre_lifecycle_parser_fix_with_gurobi/Makefile,??,??,True,True,69937,69937,True,status_existence_and_byte_count
build_round29/invalidated_pre_lifecycle_parser_fix_with_gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,442,442,True,status_existence_and_byte_count
build_round29/invalidated_pre_lifecycle_parser_fix_with_gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round29/invalidated_pre_lifecycle_parser_fix_with_gurobi/libexact_ebrp_core.a,??,??,True,True,6332692,6332692,True,status_existence_and_byte_count
build_round29/invalidated_pre_plain_deadline_fix_cplex_only/CTestTestfile.cmake,??,??,True,True,3695,3695,True,status_existence_and_byte_count
build_round29/invalidated_pre_plain_deadline_fix_cplex_only/Makefile,??,??,True,True,70017,70017,True,status_existence_and_byte_count
build_round29/invalidated_pre_plain_deadline_fix_cplex_only/Testing/Temporary/CTestCostData.txt,??,??,True,True,447,447,True,status_existence_and_byte_count
build_round29/invalidated_pre_plain_deadline_fix_cplex_only/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round29/invalidated_pre_plain_deadline_fix_cplex_only/libexact_ebrp_core.a,??,??,True,True,6140560,6140560,True,status_existence_and_byte_count
build_round29/invalidated_pre_plain_deadline_fix_with_gurobi/CTestTestfile.cmake,??,??,True,True,3708,3708,True,status_existence_and_byte_count
build_round29/invalidated_pre_plain_deadline_fix_with_gurobi/Makefile,??,??,True,True,69937,69937,True,status_existence_and_byte_count
build_round29/invalidated_pre_plain_deadline_fix_with_gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,448,448,True,status_existence_and_byte_count
build_round29/invalidated_pre_plain_deadline_fix_with_gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round29/invalidated_pre_plain_deadline_fix_with_gurobi/libexact_ebrp_core.a,??,??,True,True,6332692,6332692,True,status_existence_and_byte_count
build_round29/round29_code_diff.txt,??,??,True,True,159072,159072,True,status_existence_and_byte_count
build_round29/with_gurobi/CTestTestfile.cmake,??,??,True,True,3708,3708,True,status_existence_and_byte_count
build_round29/with_gurobi/Makefile,??,??,True,True,69937,69937,True,status_existence_and_byte_count
build_round29/with_gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,446,446,True,status_existence_and_byte_count
build_round29/with_gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round29/with_gurobi/libexact_ebrp_core.a,??,??,True,True,6334914,6334914,True,status_existence_and_byte_count
build_round30/cplex_only/CTestTestfile.cmake,??,??,True,True,3953,3953,True,status_existence_and_byte_count
build_round30/cplex_only/Makefile,??,??,True,True,71637,71637,True,status_existence_and_byte_count
build_round30/cplex_only/Testing/Temporary/CTestCostData.txt,??,??,True,True,471,471,True,status_existence_and_byte_count
build_round30/cplex_only/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round30/cplex_only/libexact_ebrp_core.a,??,??,True,True,6184754,6184754,True,status_existence_and_byte_count
build_round30/cplex_only_r1/CTestTestfile.cmake,??,??,True,True,3995,3995,True,status_existence_and_byte_count
build_round30/cplex_only_r1/Makefile,??,??,True,True,71649,71649,True,status_existence_and_byte_count
build_round30/cplex_only_r1/Testing/Temporary/CTestCostData.txt,??,??,True,True,472,472,True,status_existence_and_byte_count
build_round30/cplex_only_r1/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round30/cplex_only_r1/libexact_ebrp_core.a,??,??,True,True,6184754,6184754,True,status_existence_and_byte_count
build_round30/dev_build.pid,??,??,True,True,7,7,True,status_existence_and_byte_count
build_round30/dev_final_rebuild.pid,??,??,True,True,7,7,True,status_existence_and_byte_count
build_round30/dev_gurobi/CTestTestfile.cmake,??,??,True,True,3953,3953,True,status_existence_and_byte_count
build_round30/dev_gurobi/Makefile,??,??,True,True,71553,71553,True,status_existence_and_byte_count
build_round30/dev_gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,480,480,True,status_existence_and_byte_count
build_round30/dev_gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round30/dev_gurobi/libexact_ebrp_core.a,??,??,True,True,6382060,6382060,True,status_existence_and_byte_count
build_round30/dev_prefreeze_rebuild.pid,??,??,True,True,7,7,True,status_existence_and_byte_count
build_round30/dev_prefreeze_rebuild2.pid,??,??,True,True,6,6,True,status_existence_and_byte_count
build_round30/dev_rebuild.pid,??,??,True,True,7,7,True,status_existence_and_byte_count
build_round30/development_matrix.pid,??,??,True,True,7,7,True,status_existence_and_byte_count
build_round30/moderate4301_probe.pid,??,??,True,True,7,7,True,status_existence_and_byte_count
build_round30/official_builds.pid,??,??,True,True,7,7,True,status_existence_and_byte_count
build_round30/official_builds_r1.pid,??,??,True,True,7,7,True,status_existence_and_byte_count
build_round30/stage0.pid,??,??,True,True,7,7,True,status_existence_and_byte_count
build_round30/stage0_r1.pid,??,??,True,True,6,6,True,status_existence_and_byte_count
build_round30/stage1.pid,??,??,True,True,7,7,True,status_existence_and_byte_count
build_round30/stage2.pid,??,??,True,True,7,7,True,status_existence_and_byte_count
build_round30/stage3.pid,??,??,True,True,6,6,True,status_existence_and_byte_count
build_round30/stage4.pid,??,??,True,True,7,7,True,status_existence_and_byte_count
build_round30/user_preservation_backup/results__gf_compact_bc_round__handling_convention_test__handling_convention.json,??,??,True,True,53767,53767,True,status_existence_and_byte_count
build_round30/user_preservation_backup/results__gf_compact_bc_timeprofile_round__progress_traces__exact_moderate_seed3301_1200s_static300.progress.csv,??,??,True,True,6792,6792,True,status_existence_and_byte_count
build_round30/user_preservation_backup/results__gf_compact_bc_timeprofile_round__raw__exact_moderate_seed3301_1200s_static300.json,??,??,True,True,73034,73034,True,status_existence_and_byte_count
build_round30/with_gurobi/CTestTestfile.cmake,??,??,True,True,3967,3967,True,status_existence_and_byte_count
build_round30/with_gurobi/Makefile,??,??,True,True,71557,71557,True,status_existence_and_byte_count
build_round30/with_gurobi/Testing/Temporary/CTestCostData.txt,??,??,True,True,468,468,True,status_existence_and_byte_count
build_round30/with_gurobi/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round30/with_gurobi/libexact_ebrp_core.a,??,??,True,True,6382060,6382060,True,status_existence_and_byte_count
build_round30/with_gurobi_r1/CTestTestfile.cmake,??,??,True,True,4009,4009,True,status_existence_and_byte_count
build_round30/with_gurobi_r1/Makefile,??,??,True,True,71569,71569,True,status_existence_and_byte_count
build_round30/with_gurobi_r1/Testing/Temporary/CTestCostData.txt,??,??,True,True,471,471,True,status_existence_and_byte_count
build_round30/with_gurobi_r1/build_round18/test_scratch/atomic_checkpoint.json,??,??,True,True,773,773,True,status_existence_and_byte_count
build_round30/with_gurobi_r1/libexact_ebrp_core.a,??,??,True,True,6382060,6382060,True,status_existence_and_byte_count
build_round31/ALL_BUILD.vcxproj,??,??,True,True,68586,68586,True,status_existence_and_byte_count
