round_id,run_id,stage,arm,process_cap_seconds,simple_start,reported_variant_contract,gurobi_seed_zero,one_thread,frozen_c6_scheduler,frozen_c6_lifecycle,historical_comparator_command,command_audit_passed
35,matrix1800__high_imbalance_seed6202__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,matrix1800__moderate_seed6301__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,matrix1800__tight_T_seed6102__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,matrix1800__round31_sealed_high_imbalance_V20_seed1968399862__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,matrix1800__round31_sealed_high_imbalance_V50_seed802548647__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,matrix1800__round31_sealed_moderate_V20_seed311185674__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,matrix1800__round31_sealed_moderate_V50_seed1112848618__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,matrix1800__round31_sealed_tight_T_V20_seed2113109204__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,matrix1800__round31_sealed_tight_T_V50_seed1973327304__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,matrix1800__round32_multi_m_high_imbalance_V20_M2_seed1052706459__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,matrix1800__round32_multi_m_high_imbalance_V20_M4_seed2081968251__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,matrix1800__round32_multi_m_moderate_V20_M2_seed479269984__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,matrix1800__round32_multi_m_moderate_V20_M4_seed822125155__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,matrix1800__round32_multi_m_tight_T_V20_M2_seed89001413__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,matrix1800__round32_multi_m_tight_T_V20_M4_seed2095231402__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,matrix1800__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,matrix1800__round32_multi_m_high_imbalance_V50_M4_seed163456187__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,matrix1800__round32_multi_m_moderate_V50_M2_seed254020866__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,matrix1800__round32_multi_m_moderate_V50_M4_seed721910669__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,matrix1800__round32_multi_m_tight_T_V50_M2_seed104207248__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,matrix1800__round32_multi_m_tight_T_V50_M4_seed1562257203__c6_simple_start__1800s,matrix1800,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,v50_3600__high_imbalance_seed6202__c6_simple_start__3600s,v50_3600,C6-SIMPLE-START,3600,True,True,True,True,True,True,False,True
35,v50_3600__moderate_seed6301__c6_simple_start__3600s,v50_3600,C6-SIMPLE-START,3600,True,True,True,True,True,True,False,True
35,v50_3600__tight_T_seed6102__c6_simple_start__3600s,v50_3600,C6-SIMPLE-START,3600,True,True,True,True,True,True,False,True
35,v50_3600__round31_sealed_high_imbalance_V50_seed802548647__c6_simple_start__3600s,v50_3600,C6-SIMPLE-START,3600,True,True,True,True,True,True,False,True
35,v50_3600__round31_sealed_moderate_V50_seed1112848618__c6_simple_start__3600s,v50_3600,C6-SIMPLE-START,3600,True,True,True,True,True,True,False,True
35,v50_3600__round31_sealed_tight_T_V50_seed1973327304__c6_simple_start__3600s,v50_3600,C6-SIMPLE-START,3600,True,True,True,True,True,True,False,True
35,v50_3600__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__3600s,v50_3600,C6-SIMPLE-START,3600,True,True,True,True,True,True,False,True
35,v50_3600__round32_multi_m_high_imbalance_V50_M4_seed163456187__c6_simple_start__3600s,v50_3600,C6-SIMPLE-START,3600,True,True,True,True,True,True,False,True
35,v50_3600__round32_multi_m_moderate_V50_M2_seed254020866__c6_simple_start__3600s,v50_3600,C6-SIMPLE-START,3600,True,True,True,True,True,True,False,True
35,v50_3600__round32_multi_m_moderate_V50_M4_seed721910669__c6_simple_start__3600s,v50_3600,C6-SIMPLE-START,3600,True,True,True,True,True,True,False,True
35,v50_3600__round32_multi_m_tight_T_V50_M2_seed104207248__c6_simple_start__3600s,v50_3600,C6-SIMPLE-START,3600,True,True,True,True,True,True,False,True
35,v50_3600__round32_multi_m_tight_T_V50_M4_seed1562257203__c6_simple_start__3600s,v50_3600,C6-SIMPLE-START,3600,True,True,True,True,True,True,False,True
35,repeat__round32_multi_m_high_imbalance_V20_M2_seed1052706459__c6_simple_start__repeat1__1800s,repeat,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,repeat__tight_T_seed4101__c6_simple_start__repeat1__1800s,repeat,C6-SIMPLE-START,1800,True,True,True,True,True,True,False,True
35,repeat__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__repeat1__3600s,repeat,C6-SIMPLE-START,3600,True,True,True,True,True,True,False,True
35,repeat__round31_sealed_moderate_V50_seed1112848618__c6_simple_start__repeat1__3600s,repeat,C6-SIMPLE-START,3600,True,True,True,True,True,True,False,True
35,repeat__round32_multi_m_tight_T_V50_M4_seed1562257203__c6_simple_start__repeat1__3600s,repeat,C6-SIMPLE-START,3600,True,True,True,True,True,True,False,True
