round_id,stage,serial_order,run_id,instance_id,arm,startup_variant,repetition,process_cap_seconds,shutdown_margin_seconds,watchdog_seconds,fresh_process,frozen_before_round35_results
35,matrix1800,19,matrix1800__round31_sealed_high_imbalance_V50_seed802548647__c6_simple_start__1800s,round31_sealed_high_imbalance_V50_seed802548647,C6-SIMPLE-START,simple-start,0,1800,15,1890,True,True
35,matrix1800,20,matrix1800__round31_sealed_moderate_V20_seed311185674__c6_simple_start__1800s,round31_sealed_moderate_V20_seed311185674,C6-SIMPLE-START,simple-start,0,1800,15,1890,True,True
35,matrix1800,21,matrix1800__round31_sealed_moderate_V50_seed1112848618__c6_simple_start__1800s,round31_sealed_moderate_V50_seed1112848618,C6-SIMPLE-START,simple-start,0,1800,15,1890,True,True
35,matrix1800,22,matrix1800__round31_sealed_tight_T_V20_seed2113109204__c6_simple_start__1800s,round31_sealed_tight_T_V20_seed2113109204,C6-SIMPLE-START,simple-start,0,1800,15,1890,True,True
35,matrix1800,23,matrix1800__round31_sealed_tight_T_V50_seed1973327304__c6_simple_start__1800s,round31_sealed_tight_T_V50_seed1973327304,C6-SIMPLE-START,simple-start,0,1800,15,1890,True,True
35,matrix1800,24,matrix1800__round32_multi_m_high_imbalance_V20_M2_seed1052706459__c6_simple_start__1800s,round32_multi_m_high_imbalance_V20_M2_seed1052706459,C6-SIMPLE-START,simple-start,0,1800,15,1890,True,True
35,matrix1800,25,matrix1800__round32_multi_m_high_imbalance_V20_M4_seed2081968251__c6_simple_start__1800s,round32_multi_m_high_imbalance_V20_M4_seed2081968251,C6-SIMPLE-START,simple-start,0,1800,15,1890,True,True
35,matrix1800,26,matrix1800__round32_multi_m_moderate_V20_M2_seed479269984__c6_simple_start__1800s,round32_multi_m_moderate_V20_M2_seed479269984,C6-SIMPLE-START,simple-start,0,1800,15,1890,True,True
35,matrix1800,27,matrix1800__round32_multi_m_moderate_V20_M4_seed822125155__c6_simple_start__1800s,round32_multi_m_moderate_V20_M4_seed822125155,C6-SIMPLE-START,simple-start,0,1800,15,1890,True,True
35,matrix1800,28,matrix1800__round32_multi_m_tight_T_V20_M2_seed89001413__c6_simple_start__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,C6-SIMPLE-START,simple-start,0,1800,15,1890,True,True
35,matrix1800,29,matrix1800__round32_multi_m_tight_T_V20_M4_seed2095231402__c6_simple_start__1800s,round32_multi_m_tight_T_V20_M4_seed2095231402,C6-SIMPLE-START,simple-start,0,1800,15,1890,True,True
35,matrix1800,30,matrix1800__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__1800s,round32_multi_m_high_imbalance_V50_M2_seed910922492,C6-SIMPLE-START,simple-start,0,1800,15,1890,True,True
35,matrix1800,31,matrix1800__round32_multi_m_high_imbalance_V50_M4_seed163456187__c6_simple_start__1800s,round32_multi_m_high_imbalance_V50_M4_seed163456187,C6-SIMPLE-START,simple-start,0,1800,15,1890,True,True
35,matrix1800,32,matrix1800__round32_multi_m_moderate_V50_M2_seed254020866__c6_simple_start__1800s,round32_multi_m_moderate_V50_M2_seed254020866,C6-SIMPLE-START,simple-start,0,1800,15,1890,True,True
35,matrix1800,33,matrix1800__round32_multi_m_moderate_V50_M4_seed721910669__c6_simple_start__1800s,round32_multi_m_moderate_V50_M4_seed721910669,C6-SIMPLE-START,simple-start,0,1800,15,1890,True,True
35,matrix1800,34,matrix1800__round32_multi_m_tight_T_V50_M2_seed104207248__c6_simple_start__1800s,round32_multi_m_tight_T_V50_M2_seed104207248,C6-SIMPLE-START,simple-start,0,1800,15,1890,True,True
35,matrix1800,35,matrix1800__round32_multi_m_tight_T_V50_M4_seed1562257203__c6_simple_start__1800s,round32_multi_m_tight_T_V50_M4_seed1562257203,C6-SIMPLE-START,simple-start,0,1800,15,1890,True,True
35,v50_3600,36,v50_3600__high_imbalance_seed6202__c6_simple_start__3600s,high_imbalance_seed6202,C6-SIMPLE-START,simple-start,0,3600,15,3690,True,True
35,v50_3600,37,v50_3600__moderate_seed6301__c6_simple_start__3600s,moderate_seed6301,C6-SIMPLE-START,simple-start,0,3600,15,3690,True,True
35,v50_3600,38,v50_3600__tight_T_seed6102__c6_simple_start__3600s,tight_T_seed6102,C6-SIMPLE-START,simple-start,0,3600,15,3690,True,True
35,v50_3600,39,v50_3600__round31_sealed_high_imbalance_V50_seed802548647__c6_simple_start__3600s,round31_sealed_high_imbalance_V50_seed802548647,C6-SIMPLE-START,simple-start,0,3600,15,3690,True,True
35,v50_3600,40,v50_3600__round31_sealed_moderate_V50_seed1112848618__c6_simple_start__3600s,round31_sealed_moderate_V50_seed1112848618,C6-SIMPLE-START,simple-start,0,3600,15,3690,True,True
35,v50_3600,41,v50_3600__round31_sealed_tight_T_V50_seed1973327304__c6_simple_start__3600s,round31_sealed_tight_T_V50_seed1973327304,C6-SIMPLE-START,simple-start,0,3600,15,3690,True,True
35,v50_3600,42,v50_3600__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__3600s,round32_multi_m_high_imbalance_V50_M2_seed910922492,C6-SIMPLE-START,simple-start,0,3600,15,3690,True,True
35,v50_3600,43,v50_3600__round32_multi_m_high_imbalance_V50_M4_seed163456187__c6_simple_start__3600s,round32_multi_m_high_imbalance_V50_M4_seed163456187,C6-SIMPLE-START,simple-start,0,3600,15,3690,True,True
35,v50_3600,44,v50_3600__round32_multi_m_moderate_V50_M2_seed254020866__c6_simple_start__3600s,round32_multi_m_moderate_V50_M2_seed254020866,C6-SIMPLE-START,simple-start,0,3600,15,3690,True,True
35,v50_3600,45,v50_3600__round32_multi_m_moderate_V50_M4_seed721910669__c6_simple_start__3600s,round32_multi_m_moderate_V50_M4_seed721910669,C6-SIMPLE-START,simple-start,0,3600,15,3690,True,True
35,v50_3600,46,v50_3600__round32_multi_m_tight_T_V50_M2_seed104207248__c6_simple_start__3600s,round32_multi_m_tight_T_V50_M2_seed104207248,C6-SIMPLE-START,simple-start,0,3600,15,3690,True,True
35,v50_3600,47,v50_3600__round32_multi_m_tight_T_V50_M4_seed1562257203__c6_simple_start__3600s,round32_multi_m_tight_T_V50_M4_seed1562257203,C6-SIMPLE-START,simple-start,0,3600,15,3690,True,True
35,repeat,48,repeat__round32_multi_m_high_imbalance_V20_M2_seed1052706459__c6_simple_start__repeat1__1800s,round32_multi_m_high_imbalance_V20_M2_seed1052706459,C6-SIMPLE-START,simple-start,1,1800,15,1890,True,True
35,repeat,49,repeat__tight_T_seed4101__c6_simple_start__repeat1__1800s,tight_T_seed4101,C6-SIMPLE-START,simple-start,1,1800,15,1890,True,True
35,repeat,50,repeat__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_simple_start__repeat1__3600s,round32_multi_m_high_imbalance_V50_M2_seed910922492,C6-SIMPLE-START,simple-start,1,3600,15,3690,True,True
35,repeat,51,repeat__round31_sealed_moderate_V50_seed1112848618__c6_simple_start__repeat1__3600s,round31_sealed_moderate_V50_seed1112848618,C6-SIMPLE-START,simple-start,1,3600,15,3690,True,True
35,repeat,52,repeat__round32_multi_m_tight_T_V50_M4_seed1562257203__c6_simple_start__repeat1__3600s,round32_multi_m_tight_T_V50_M4_seed1562257203,C6-SIMPLE-START,simple-start,1,3600,15,3690,True,True
