stage,instance_id,V,M,scenario,historical_source_round,historical_run_id,historical_executable_sha256,comparison_compatibility,full_startup_seconds,simple_startup_seconds,startup_seconds_saved,full_startup_ub,simple_startup_ub,simple_relative_ub_degradation,full_exact_phase_seconds,simple_exact_phase_seconds,simple_over_full_exact_phase_ratio,full_end_to_end_seconds,simple_end_to_end_seconds,full_strict_certificate,simple_strict_certificate,full_common_ub_gap,simple_common_ub_gap,simple_minus_full_proof_auc,pattern,pattern_is_diagnostic_not_dispatch
matrix1800,moderate_seed5301,20,3,moderate,32,stage1__moderate_seed5301__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,20.6729355,0.0039181,20.6690174,0.16885733659692667,0.24325805444040238,0.4406128827027221,1764.3694622,1785.0384923000001,1.0117146836548778,1785.0423977,1785.0424104,False,False,0.4906119438406776,0.19399678610256396,0.18478032440293035,3_simple_ub_weaker_exact_phase_faster,True
matrix1800,moderate_seed5302,20,3,moderate,32,stage1__moderate_seed5302__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,20.0362341,0.0046115,20.031622600000002,0.109681593369203,0.1921650330086186,0.7520262708234484,1764.9935585,1788.3588398,1.013238168030402,1785.0297926,1788.3634513,False,False,0.44846415215985397,0.5104575844539916,0.06955979052883529,5_simple_certification_or_final_gap_regression,True
matrix1800,tight_T_seed5102,20,3,tight_T,32,stage1__tight_T_seed5102__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,17.726569,0.0053616,17.7212074,0.3623546627845846,0.440522065322945,0.215720702854126,1767.3034506000001,1751.5480327,0.9910850522615959,1785.0300196,1751.5533943,False,True,0.051030081769333435,6.7060963142732255e-09,0.09551551644447356,3_simple_ub_weaker_exact_phase_faster,True
matrix1800,tight_T_seed5103,20,3,tight_T,32,stage1__tight_T_seed5103__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,28.6642613,0.0049962,28.6592651,0.2849628509699851,0.47493373175620823,0.6666513903113379,356.87945179999997,415.29698080000003,1.163689808156111,385.5437131,415.301977,True,True,1.3666644572788014e-15,8.980937862117839e-15,0.040350149612976935,4_simple_ub_weaker_exact_phase_slower,True
matrix1800,high_imbalance_seed6202,50,3,high_imbalance,32,stage1__high_imbalance_seed6202__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,21.3336602,0.0102193,21.3234409,9.820664665302525,10.82672037080388,0.10244273068969141,1763.8010248,1785.1227351,1.0120885009137681,1785.134685,1785.1329544,False,False,0.15806489674137436,0.19621963760881242,-0.030537404899692075,5_simple_certification_or_final_gap_regression,True
matrix1800,moderate_seed6301,50,3,moderate,32,stage1__moderate_seed6301__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,50.4348787,0.0165174,50.4183613,0.6075292832179728,1.3124247509563882,1.1602658294999566,1734.6615641,1785.1433915999999,1.029101830895868,1785.0964428,1785.159909,False,False,0.07905019640809799,0.11192080088409642,-0.0040708915510223155,5_simple_certification_or_final_gap_regression,True
matrix1800,tight_T_seed6102,50,3,tight_T,32,stage1__tight_T_seed6102__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,90.1430282,0.0181505,90.1248777,0.6855974831044359,0.8431367355053666,0.2297838838141315,1694.9661858,1785.1067289,1.0531813223503659,1785.109214,1785.1248794,False,False,0.0802714150000018,0.09485676962827003,-0.009129982450338765,5_simple_certification_or_final_gap_regression,True
matrix1800,round31_sealed_high_imbalance_V20_seed1968399862,20,3,high_imbalance,32,stage1__round31_sealed_high_imbalance_V20_seed1968399862__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,13.8823366,0.0053635,13.8769731,2.0874707775727215,2.1210198459628056,0.016071634990308427,133.009305,80.6827361,0.6065946747109159,146.8916416,80.6880996,True,True,2.1614438206484313e-10,7.989550096546982e-10,0.014935166300765527,3_simple_ub_weaker_exact_phase_faster,True
matrix1800,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,32,stage1__round31_sealed_high_imbalance_V50_seed802548647__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,56.7778875,0.0147456,56.7631419,8.833146456637262,8.778082265416142,-0.006233813906679316,975.3765182000001,1580.7455602,1.6206516465222813,1032.1544057,1580.7603058,True,True,0.0,2.0250354235260032e-16,-0.003787014648581464,6_other,True
matrix1800,round31_sealed_moderate_V20_seed311185674,20,3,moderate,32,stage1__round31_sealed_moderate_V20_seed311185674__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,15.782435,0.004023,15.778412,0.07675263690685412,0.15892098625487477,1.0705606042921882,1769.2542334,1785.0383774,1.0089213543774698,1785.0366684,1785.0424004,False,False,0.22070627668332013,0.18117867960329528,0.03980359046923403,3_simple_ub_weaker_exact_phase_faster,True
matrix1800,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,32,stage1__round31_sealed_moderate_V50_seed1112848618__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,154.3051958,0.0179267,154.2872691,0.6874838397370203,0.7588125173791058,0.10375324264984977,1630.8069363,1785.1093753,1.094617232466575,1785.1121321,1785.127302,False,False,0.11775276362969075,0.14382182172056515,-0.01022042580739336,5_simple_certification_or_final_gap_regression,True
matrix1800,round31_sealed_tight_T_V20_seed2113109204,20,3,tight_T,32,stage1__round31_sealed_tight_T_V20_seed2113109204__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,17.8926479,0.0039325,17.8887154,0.40134426587847294,0.4704434489259324,0.17216935414839754,1767.2074478000002,1785.0710697,1.010108389890637,1785.1000957,1785.0750022,False,False,0.02901326002516884,0.10930112520555542,-0.08043266616282979,5_simple_certification_or_final_gap_regression,True
matrix1800,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,32,stage1__round31_sealed_tight_T_V50_seed1973327304__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,39.670279,0.0135369,39.6567421,0.895923434379984,1.174452788893665,0.3108852205729329,1745.4621868000002,1785.115251,1.0227178019093595,1785.1324658,1785.1287879,False,False,0.23549186499321495,0.23571950007609652,0.005122527966068929,5_simple_certification_or_final_gap_regression,True
matrix1800,round32_multi_m_high_imbalance_V20_M2_seed1052706459,20,2,high_imbalance,32,stage2__round32_multi_m_high_imbalance_V20_M2_seed1052706459__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,6.9158879,0.0040612,6.911826700000001,4.356924112605589,4.356924112605589,0.0,3.8164603,3.9162165,1.0261384089335346,10.7323482,3.9202777,True,True,0.0,0.0,,1_simple_ub_not_weaker_simple_faster,True
matrix1800,round32_multi_m_high_imbalance_V20_M4_seed2081968251,20,4,high_imbalance,32,stage2__round32_multi_m_high_imbalance_V20_M4_seed2081968251__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,24.4584889,0.0038504,24.454638499999998,1.9105128200497403,1.9627887165897784,0.02736223279500268,1760.5840617,1785.0439195000001,1.0138930360282723,1785.0425506,1785.0477699,False,False,0.1079364741652824,0.12637092586809817,-0.017436343839825723,5_simple_certification_or_final_gap_regression,True
matrix1800,round32_multi_m_moderate_V20_M2_seed479269984,20,2,moderate,32,stage2__round32_multi_m_moderate_V20_M2_seed479269984__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,22.3443485,0.0048182,22.3395303,0.5573119255965047,0.6217535390592063,0.115629345978427,184.8438992,109.841077,0.5942369614328066,207.1882477,109.8458952,True,True,4.117166768006783e-15,5.764033475209496e-15,0.04242385096930847,3_simple_ub_weaker_exact_phase_faster,True
matrix1800,round32_multi_m_moderate_V20_M4_seed822125155,20,4,moderate,32,stage2__round32_multi_m_moderate_V20_M4_seed822125155__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,11.4989561,0.007595,11.491361099999999,0.1256317204608936,0.23154005200496314,0.8430062977370152,1773.5438127,1785.0335817999999,1.0064784241684495,1785.0427688,1785.0411768,False,False,0.694362276507308,0.6078581689417184,0.07566767722173535,3_simple_ub_weaker_exact_phase_faster,True
matrix1800,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,32,stage2__round32_multi_m_tight_T_V20_M2_seed89001413__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,4.7052534,0.0039013,4.7013521,0.35363892908469974,0.42185791230189496,0.19290575105450608,130.8148751,333.2240239,2.5472945920352754,135.5201285,333.2279252,True,True,1.9280586165897106e-09,5.715457435335043e-15,-0.11986091817871673,4_simple_ub_weaker_exact_phase_slower,True
matrix1800,round32_multi_m_tight_T_V20_M4_seed2095231402,20,4,tight_T,32,stage2__round32_multi_m_tight_T_V20_M4_seed2095231402__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,13.774229,0.0041566,13.7700724,0.9547387631169927,0.9992141480748833,0.0465838265670592,1771.2678985,1785.0400234,1.0077752918751945,1785.0421275,1785.04418,False,False,0.04564196498312182,0.04368458695887024,0.007695869753177796,3_simple_ub_weaker_exact_phase_faster,True
matrix1800,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,32,stage2__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,22.1861404,0.0097541,22.1763863,5.0519601822823,4.8975868030757725,-0.03055712508343378,200.5077231,358.01665629999997,1.7855504554377934,222.6938635,358.0264104,True,True,5.449009711624678e-16,1.8163365705415592e-16,0.10798682394176355,6_other,True
matrix1800,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,32,stage2__round32_multi_m_high_imbalance_V50_M4_seed163456187__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,46.2002126,0.011208,46.1890046,7.383573549912558,7.288187392462815,-0.012918698080941182,1738.9334435,1785.1218660000002,1.0265613515414571,1785.1336561,1785.133074,False,False,0.0330987527741425,0.03309964863876732,0.014586741856753913,5_simple_certification_or_final_gap_regression,True
matrix1800,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,32,stage2__round32_multi_m_moderate_V50_M2_seed254020866__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,13.9328573,0.0179637,13.914893600000001,0.9269409695906828,0.961759740400111,0.03756309403909874,1771.1750127,1785.1094183999999,1.0078673228789277,1785.10787,1785.1273821,False,False,0.043431007512374165,0.04184845878763205,0.006057289604661574,3_simple_ub_weaker_exact_phase_faster,True
matrix1800,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,32,stage2__round32_multi_m_moderate_V50_M4_seed721910669__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,339.8981342,0.0187216,339.8794126,0.40669239072992647,0.6327934627353216,0.5559510754543298,1445.219914,1785.111325,1.2351831771119646,1785.1180482,1785.1300466,False,False,0.1946414580085029,0.22063288205575288,-0.003797881606654337,5_simple_certification_or_final_gap_regression,True
matrix1800,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,32,stage2__round32_multi_m_tight_T_V50_M2_seed104207248__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,5.941952,0.007909,5.934043,4.578833560654546,4.578833560654546,0.0,98.9673725,94.12133730000001,0.9510340117395762,104.9093245,94.1292463,True,True,7.760204011922451e-16,7.760204011922451e-16,0.06605045868022404,1_simple_ub_not_weaker_simple_faster,True
matrix1800,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,32,stage2__round32_multi_m_tight_T_V50_M4_seed1562257203__c6_frozen__1800s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,31.4149733,0.0129502,31.4020231,5.485350829690545,6.183808117000585,0.1273313793403153,1753.7243986,1785.1159715000001,1.0178999464939074,1785.1393719,1785.1289217,False,False,0.010879898834581056,0.00998752917576554,0.01749688832176258,3_simple_ub_weaker_exact_phase_faster,True
v50_3600,high_imbalance_seed6202,50,3,high_imbalance,32,stage3__high_imbalance_seed6202__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,21.3010406,0.011266,21.2897746,9.820664665302525,10.82672037080388,0.10244273068969141,3563.8182118,3585.1091932,1.0059742052300829,3585.1192524,3585.1204592,False,False,0.1580542179540433,0.19620944276182525,-0.03449342678243137,5_simple_certification_or_final_gap_regression,True
v50_3600,moderate_seed6301,50,3,moderate,32,stage3__moderate_seed6301__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,50.3750206,0.0181,50.3569206,0.6075292832179728,1.3124247509563882,1.1602658294999566,3534.7594996000003,3585.1480332,1.0142551519009149,3585.1345202,3585.1661332,False,False,0.06814733872600846,0.11192080088409642,-0.022263858742445162,5_simple_certification_or_final_gap_regression,True
v50_3600,tight_T_seed6102,50,3,tight_T,32,stage3__tight_T_seed6102__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,90.1130351,0.0173892,90.09564590000001,0.6855974831044359,0.8431367355053666,0.2297838838141315,3495.0293506999997,3585.1527169,1.0257861543228386,3585.1423858,3585.1701061,False,False,0.06949686269252923,0.0836700813148265,-0.011906579520274505,5_simple_certification_or_final_gap_regression,True
v50_3600,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,32,stage3__round31_sealed_high_imbalance_V50_seed802548647__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,56.8298443,0.0107885,56.8190558,8.833146456637262,8.778082265416142,-0.006233813906679316,974.3451157000001,1580.3847077,1.6219968492012218,1031.17496,1580.3954962,True,True,0.0,2.0250354235260032e-16,-0.003884131877379573,6_other,True
v50_3600,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,32,stage3__round31_sealed_moderate_V50_seed1112848618__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,152.7639548,0.0166551,152.74729969999999,0.6874838397370203,0.7588125173791058,0.10375324264984977,3433.2862742999996,3585.1238867999996,1.0442251535028075,3586.0502291,3585.1405419,False,False,0.09485643214030799,0.1413095479256156,-0.019718133945930916,5_simple_certification_or_final_gap_regression,True
v50_3600,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,32,stage3__round31_sealed_tight_T_V50_seed1973327304__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,39.8545835,0.0123852,39.8421983,0.895923434379984,1.174452788893665,0.3108852205729329,3545.2954783,3585.1267055,1.0112349527546571,3585.1500618,3585.1390907,False,False,0.23549186499321495,0.23571950007609652,0.0024587725368555723,5_simple_certification_or_final_gap_regression,True
v50_3600,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,32,stage3__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,22.5617601,0.0081831,22.553577,5.0519601822823,4.8975868030757725,-0.03055712508343378,201.48566620000003,359.2802246,1.783155255537478,224.0474263,359.2884077,True,True,5.449009711624678e-16,1.8163365705415592e-16,0.10950522990263077,6_other,True
v50_3600,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,32,stage3__round32_multi_m_high_imbalance_V50_M4_seed163456187__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,47.9826481,0.0133394,47.9693087,7.383573549912558,7.288187392462815,-0.012918698080941182,3537.153616,3585.120917,1.0135609889214379,3585.1362641,3585.1342564,False,False,0.033095418536710226,0.033096314404424315,0.007040836311945344,5_simple_certification_or_final_gap_regression,True
v50_3600,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,32,stage3__round32_multi_m_moderate_V50_M2_seed254020866__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,14.2903802,0.0122728,14.2781074,0.9269409695906828,0.961759740400111,0.03756309403909874,3570.8140536,3585.1314287,1.0040095549320374,3585.1044338,3585.1437015,False,False,0.03224655355546065,0.03436344422444133,0.0016027868673449113,5_simple_certification_or_final_gap_regression,True
v50_3600,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,32,stage3__round32_multi_m_moderate_V50_M4_seed721910669__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,323.1903339,0.0209775,323.16935639999997,0.40669239072992647,0.6327934627353216,0.5559510754543298,3261.9141013,3585.1191348,1.0990844710997112,3585.1044352,3585.1401123,False,False,0.18401615665242374,0.21035049220899074,-0.01708386316247392,5_simple_certification_or_final_gap_regression,True
v50_3600,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,32,stage3__round32_multi_m_tight_T_V50_M2_seed104207248__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,6.0722627,0.0064815,6.0657812,4.578833560654546,4.578833560654546,0.0,178.80320519999998,94.50656079999999,0.5285507085529583,184.8754679,94.5130423,True,True,7.760204011922451e-16,7.760204011922451e-16,0.1360297332575934,1_simple_ub_not_weaker_simple_faster,True
v50_3600,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,32,stage3__round32_multi_m_tight_T_V50_M4_seed1562257203__c6_frozen__3600s,b45bd17aae1d466d0e8f15c9f978c6a3427998eeae0215a4406d1934a976f508,compatible,53.6510316,0.009694,53.6413376,5.485350829690545,6.183808117000585,0.1273313793403153,3531.5030702,3585.1371705,1.0151873293704832,3585.1541018,3585.1468645,False,False,0.009896184484197847,0.008777508441273335,0.019781448601888643,3_simple_ub_weaker_exact_phase_faster,True
