evidence_source,source_path,run_id,stage,instance,K0,rho,rho_source,decision_sequence,interval_id,parent_id,depth,gamma_L,gamma_U,parent_bound,left_child_id,left_child_bound,left_child_infeasible,right_child_id,right_child_bound,right_child_infeasible,verified_incumbent,normalized_c6_gain,child_infeasibility_trigger,threshold_comparison,selected_action,target_value,deterministic_reason,coverage_update
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K1-r015/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K1-r015,stage3_300s,high_imbalance_seed3201,1,0.14999999999999999,explicit,1,L0,,0,0,0.94999999999999996,1.9912725282848309,L0.0,2.1367958494969104,0,L0.1,2.2662042877898423,0,2.4434031919432,0.32186120718863076,0,gain_greater_than_or_equal_to_rho,split,,current_normalized_child_gain_reaches_rho,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K1-r015/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K1-r015,stage3_300s,high_imbalance_seed3201,1,0.14999999999999999,explicit,2,L0.0,L0,1,0,0.47499999999999998,2.2690665138558717,L0.0.0,,1,L0.0.1,2.2206360803532741,0,2.4434031919432,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K1-r015/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K1-r015,stage3_300s,high_imbalance_seed3201,1,0.14999999999999999,explicit,3,L0.1,L0,1,0.47499999999999998,0.94999999999999996,2.2710404752343383,L0.1.0,2.2662584414844362,0,L0.1.1,,1,2.4434031919432,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K1-r015/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K1-r015,stage3_300s,high_imbalance_seed3201,1,0.14999999999999999,explicit,4,L0.0.1,L0.0,2,0.23749999999999999,0.47499999999999998,2.307538658925516,L0.0.1.0,,1,L0.0.1.1,2.261240112868975,0,2.4434031919432,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K1-r015/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K1-r015,stage3_300s,high_imbalance_seed3201,1,0.14999999999999999,explicit,5,L0.1.0,L0.1,2,0.47499999999999998,0.71249999999999991,2.3348837952183876,L0.1.0.0,2.2663608459488285,0,L0.1.0.1,2.3771183114459844,0,2.4434031919432,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K1-r020/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K1-r020,stage3_300s,high_imbalance_seed3201,1,0.20000000000000001,explicit,1,L0,,0,0,0.94999999999999996,1.9912725282848309,L0.0,2.1367958494969104,0,L0.1,2.2662042877898423,0,2.4434031919432,0.32186120718863076,0,gain_greater_than_or_equal_to_rho,split,,current_normalized_child_gain_reaches_rho,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K1-r020/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K1-r020,stage3_300s,high_imbalance_seed3201,1,0.20000000000000001,explicit,2,L0.0,L0,1,0,0.47499999999999998,2.2690665138558717,L0.0.0,,1,L0.0.1,2.2206360803532741,0,2.4434031919432,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K1-r020/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K1-r020,stage3_300s,high_imbalance_seed3201,1,0.20000000000000001,explicit,3,L0.1,L0,1,0.47499999999999998,0.94999999999999996,2.2710404752343383,L0.1.0,2.2662584414844362,0,L0.1.1,,1,2.4434031919432,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K1-r020/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K1-r020,stage3_300s,high_imbalance_seed3201,1,0.20000000000000001,explicit,4,L0.0.1,L0.0,2,0.23749999999999999,0.47499999999999998,2.307538658925516,L0.0.1.0,,1,L0.0.1.1,2.261240112868975,0,2.4434031919432,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K1-r020/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K1-r020,stage3_300s,high_imbalance_seed3201,1,0.20000000000000001,explicit,5,L0.1.0,L0.1,2,0.47499999999999998,0.71249999999999991,2.3348837952183876,L0.1.0.0,2.2663608459488285,0,L0.1.0.1,2.3771183114459844,0,2.4434031919432,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K1-r050/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K1-r050,stage3_300s,high_imbalance_seed3201,1,0.5,explicit,1,L0,,0,0,0.94999999999999996,1.9912725282848309,L0.0,2.1367958494969104,0,L0.1,2.2662042877898423,0,2.4434031919432,0.32186120718863076,0,gain_below_rho,native-target,2.1367958494969104,current_small_child_gain_target,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K1-r050/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K1-r050,stage3_300s,high_imbalance_seed3201,1,0.5,explicit,2,L0,,0,0,0.94999999999999996,2.2309206909265953,L0.0,2.1367958494969104,0,L0.1,2.2662042877898423,0,2.4434031919432,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K4-r001/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K4-r001,stage3_300s,high_imbalance_seed3201,4,0.01,explicit,1,L1,,0,0.23749999999999999,0.47499999999999998,2.268097472150993,L1.0,,1,L1.1,2.261240112868975,0,2.4434031919432,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K4-r001/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K4-r001,stage3_300s,high_imbalance_seed3201,4,0.01,explicit,2,L2,,0,0.47499999999999998,0.71249999999999991,2.2712430427649135,L2.0,2.2663608459488285,0,L2.1,2.3771183114459844,0,2.4434031919432,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K4-r012/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K4-r012,stage3_300s,high_imbalance_seed3201,4,0.12,explicit,1,L1,,0,0.23749999999999999,0.47499999999999998,2.268097472150993,L1.0,,1,L1.1,2.261240112868975,0,2.4434031919432,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K4-r012/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K4-r012,stage3_300s,high_imbalance_seed3201,4,0.12,explicit,2,L2,,0,0.47499999999999998,0.71249999999999991,2.2712430427649135,L2.0,2.2663608459488285,0,L2.1,2.3771183114459844,0,2.4434031919432,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K4-r015/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K4-r015,stage3_300s,high_imbalance_seed3201,4,0.14999999999999999,explicit,1,L1,,0,0.23749999999999999,0.47499999999999998,2.268097472150993,L1.0,,1,L1.1,2.261240112868975,0,2.4434031919432,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K4-r015/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K4-r015,stage3_300s,high_imbalance_seed3201,4,0.14999999999999999,explicit,2,L2,,0,0.47499999999999998,0.71249999999999991,2.2712430427649135,L2.0,2.2663608459488285,0,L2.1,2.3771183114459844,0,2.4434031919432,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K4-r020/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K4-r020,stage3_300s,high_imbalance_seed3201,4,0.20000000000000001,explicit,1,L1,,0,0.23749999999999999,0.47499999999999998,2.268097472150993,L1.0,,1,L1.1,2.261240112868975,0,2.4434031919432,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K4-r020/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K4-r020,stage3_300s,high_imbalance_seed3201,4,0.20000000000000001,explicit,2,L2,,0,0.47499999999999998,0.71249999999999991,2.2712430427649135,L2.0,2.2663608459488285,0,L2.1,2.3771183114459844,0,2.4434031919432,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K4-r050/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K4-r050,stage3_300s,high_imbalance_seed3201,4,0.5,explicit,1,L1,,0,0.23749999999999999,0.47499999999999998,2.268097472150993,L1.0,,1,L1.1,2.261240112868975,0,2.4434031919432,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__high_imbalance_seed3201__K4-r050/c6_split_decision_ledger.csv,stage3_300s__high_imbalance_seed3201__K4-r050,stage3_300s,high_imbalance_seed3201,4,0.5,explicit,2,L2,,0,0.47499999999999998,0.71249999999999991,2.2712430427649135,L2.0,2.2663608459488285,0,L2.1,2.3771183114459844,0,2.4434031919432,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K1-r001/c6_split_decision_ledger.csv,stage3_300s__moderate_seed3301__K1-r001,stage3_300s,moderate_seed3301,1,0.01,explicit,1,L0,,0,0,0.04915255266474515,0.029559107138148299,L0.0,0.033181515548994886,0,L0.1,0.044264412577495041,0,0.04915255266474515,0.18487858125460366,0,gain_greater_than_or_equal_to_rho,split,,current_normalized_child_gain_reaches_rho,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K1-r001/c6_split_decision_ledger.csv,stage3_300s__moderate_seed3301__K1-r001,stage3_300s,moderate_seed3301,1,0.01,explicit,2,L0.0,L0,1,0,0.024576276332372575,0.044405043752714236,L0.0.0,0.037023531980125257,0,L0.0.1,0.040577244234631035,0,0.04915255266474515,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K1-r012/c6_split_decision_ledger.csv,stage3_300s__moderate_seed3301__K1-r012,stage3_300s,moderate_seed3301,1,0.12,explicit,1,L0,,0,0,0.04915255266474515,0.029559107138148299,L0.0,0.033181515548994886,0,L0.1,0.044264412577495041,0,0.04915255266474515,0.18487858125460366,0,gain_greater_than_or_equal_to_rho,split,,current_normalized_child_gain_reaches_rho,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K1-r012/c6_split_decision_ledger.csv,stage3_300s__moderate_seed3301__K1-r012,stage3_300s,moderate_seed3301,1,0.12,explicit,2,L0.0,L0,1,0,0.024576276332372575,0.044405043752714236,L0.0.0,0.037023531980125257,0,L0.0.1,0.040577244234631035,0,0.04915255266474515,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K1-r015/c6_split_decision_ledger.csv,stage3_300s__moderate_seed3301__K1-r015,stage3_300s,moderate_seed3301,1,0.14999999999999999,explicit,1,L0,,0,0,0.04915255266474515,0.029559107138148299,L0.0,0.033181515548994886,0,L0.1,0.044264412577495041,0,0.04915255266474515,0.18487858125460366,0,gain_greater_than_or_equal_to_rho,split,,current_normalized_child_gain_reaches_rho,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K1-r015/c6_split_decision_ledger.csv,stage3_300s__moderate_seed3301__K1-r015,stage3_300s,moderate_seed3301,1,0.14999999999999999,explicit,2,L0.0,L0,1,0,0.024576276332372575,0.044405043752714236,L0.0.0,0.037023531980125257,0,L0.0.1,0.040577244234631035,0,0.04915255266474515,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K1-r020/c6_split_decision_ledger.csv,stage3_300s__moderate_seed3301__K1-r020,stage3_300s,moderate_seed3301,1,0.20000000000000001,explicit,1,L0,,0,0,0.04915255266474515,0.029559107138148299,L0.0,0.033181515548994886,0,L0.1,0.044264412577495041,0,0.04915255266474515,0.18487858125460366,0,gain_below_rho,native-target,0.033181515548994886,current_small_child_gain_target,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K1-r020/c6_split_decision_ledger.csv,stage3_300s__moderate_seed3301__K1-r020,stage3_300s,moderate_seed3301,1,0.20000000000000001,explicit,2,L0,,0,0,0.04915255266474515,0.039764731169863295,L0.0,0.033181515548994886,0,L0.1,0.044264412577495041,0,0.04915255266474515,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K1-r050/c6_split_decision_ledger.csv,stage3_300s__moderate_seed3301__K1-r050,stage3_300s,moderate_seed3301,1,0.5,explicit,1,L0,,0,0,0.04915255266474515,0.029559107138148299,L0.0,0.033181515548994886,0,L0.1,0.044264412577495041,0,0.04915255266474515,0.18487858125460366,0,gain_below_rho,native-target,0.033181515548994886,current_small_child_gain_target,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K1-r050/c6_split_decision_ledger.csv,stage3_300s__moderate_seed3301__K1-r050,stage3_300s,moderate_seed3301,1,0.5,explicit,2,L0,,0,0,0.04915255266474515,0.039764731169863295,L0.0,0.033181515548994886,0,L0.1,0.044264412577495041,0,0.04915255266474515,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K4-r001/c6_split_decision_ledger.csv,stage3_300s__moderate_seed3301__K4-r001,stage3_300s,moderate_seed3301,4,0.01,explicit,1,L0,,0,0,0.012288138166186287,0.04282127226051996,L0.0,,1,L0.1,0.040117041551011833,0,0.04915255266474515,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K4-r001/c6_split_decision_ledger.csv,stage3_300s__moderate_seed3301__K4-r001,stage3_300s,moderate_seed3301,4,0.01,explicit,2,L1,,0,0.012288138166186287,0.024576276332372575,0.043258462667107769,L1.0,0.041632647903500332,0,L1.1,0.044271334623974555,0,0.04915255266474515,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K4-r012/c6_split_decision_ledger.csv,stage3_300s__moderate_seed3301__K4-r012,stage3_300s,moderate_seed3301,4,0.12,explicit,1,L0,,0,0,0.012288138166186287,0.04282127226051996,L0.0,,1,L0.1,0.040117041551011833,0,0.04915255266474515,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K4-r012/c6_split_decision_ledger.csv,stage3_300s__moderate_seed3301__K4-r012,stage3_300s,moderate_seed3301,4,0.12,explicit,2,L1,,0,0.012288138166186287,0.024576276332372575,0.043258462667107769,L1.0,0.041632647903500332,0,L1.1,0.044271334623974555,0,0.04915255266474515,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K4-r015/c6_split_decision_ledger.csv,stage3_300s__moderate_seed3301__K4-r015,stage3_300s,moderate_seed3301,4,0.14999999999999999,explicit,1,L0,,0,0,0.012288138166186287,0.04282127226051996,L0.0,,1,L0.1,0.040117041551011833,0,0.04915255266474515,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K4-r015/c6_split_decision_ledger.csv,stage3_300s__moderate_seed3301__K4-r015,stage3_300s,moderate_seed3301,4,0.14999999999999999,explicit,2,L1,,0,0.012288138166186287,0.024576276332372575,0.043258462667107769,L1.0,0.041632647903500332,0,L1.1,0.044271334623974555,0,0.04915255266474515,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K4-r020/c6_split_decision_ledger.csv,stage3_300s__moderate_seed3301__K4-r020,stage3_300s,moderate_seed3301,4,0.20000000000000001,explicit,1,L0,,0,0,0.012288138166186287,0.04282127226051996,L0.0,,1,L0.1,0.040117041551011833,0,0.04915255266474515,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K4-r020/c6_split_decision_ledger.csv,stage3_300s__moderate_seed3301__K4-r020,stage3_300s,moderate_seed3301,4,0.20000000000000001,explicit,2,L1,,0,0.012288138166186287,0.024576276332372575,0.043258462667107769,L1.0,0.041632647903500332,0,L1.1,0.044271334623974555,0,0.04915255266474515,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K4-r050/c6_split_decision_ledger.csv,stage3_300s__moderate_seed3301__K4-r050,stage3_300s,moderate_seed3301,4,0.5,explicit,1,L0,,0,0,0.012288138166186287,0.04282127226051996,L0.0,,1,L0.1,0.040117041551011833,0,0.04915255266474515,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__moderate_seed3301__K4-r050/c6_split_decision_ledger.csv,stage3_300s__moderate_seed3301__K4-r050,stage3_300s,moderate_seed3301,4,0.5,explicit,2,L1,,0,0.012288138166186287,0.024576276332372575,0.043258462667107769,L1.0,0.041632647903500332,0,L1.1,0.044271334623974555,0,0.04915255266474515,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r001/c6_split_decision_ledger.csv,stage3_300s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r001,stage3_300s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,1,0.01,explicit,1,L0,,0,0,0.021337006039780566,0.010498080262726556,L0.0,0.011299500847048415,0,L0.1,0.017737500030665189,0,0.021337006039780566,0.073939115444305842,0,gain_greater_than_or_equal_to_rho,split,,current_normalized_child_gain_reaches_rho,atomic_parent_replaced_by_two_children
