stage,instance,arm,work_ratio,time_ratio,work_delta,time_delta,material_severe_regression,startup_pathology_only
stage5_1800s,round39_small_medium_V10_M3_Q30_slot06_seed2147082032,K4-r001,0.3669753407495054,0.34447963223991335,-146.50165076711352,-96.88132439999998,False,False
stage5_1800s,round39_small_medium_V10_M3_Q30_slot06_seed2147082032,K4-r012,0.3669753407495054,0.3443574633990406,-146.50165076711352,-96.89938009999999,False,False
stage5_1800s,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,K1-r015,0.5379127213764492,0.3820192530613707,-724.5607422766677,-623.5726966999999,False,False
stage5_1800s,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,K4-r001,2.486038572435182,1.764080603296183,2330.1338532900236,770.9945733,True,False
stage5_1800s,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,K4-r012,2.5617632748846857,1.7640663935763048,2448.8714796079967,770.980235,True,False
stage5_1800s,round39_small_medium_V8_M2_Q20_slot02_seed890603285,K1-r015,1.226223096094351,1.0548686079904277,3.568081740122979,0.7200406000000008,False,False
stage5_1800s,round39_small_medium_V8_M2_Q20_slot02_seed890603285,K4-r001,0.9420877957684095,0.8470789074453372,-0.9134145983168285,-2.0067831,False,False
stage5_1800s,round39_small_medium_V8_M2_Q20_slot02_seed890603285,K4-r012,0.9420877957684095,0.8469121315226352,-0.9134145983168285,-2.0089717,False,False
stage5_1800s,tight_T_seed3101,K1-r015,1.0534952094771655,0.9999652020558177,185.07088455060193,-0.06194399999981215,False,False
stage5_1800s,tight_T_seed3101,K4-r001,1.0665161619058885,0.9999629374705052,230.11789356743157,-0.06597519999991164,False,False
stage5_1800s,tight_T_seed3101,K4-r012,1.080973558935955,0.9999614114932422,280.1343956580681,-0.06869159999996555,False,False
stage5_1800s,tight_T_seed3102,K1-r015,0.3705631652040877,0.38242973911075373,-2218.7891705445145,-1099.3359473,False,False
stage5_1800s,tight_T_seed3102,K4-r001,0.37061255928965237,0.37716977998208334,-2218.6150544838056,-1108.6991931000002,False,False
stage5_1800s,tight_T_seed3102,K4-r012,0.37061255928965237,0.3777267609878419,-2218.6150544838056,-1107.7077120000001,False,False
