variable,value
x_0_9_10,0
x_0_9_11,0
x_0_9_12,0
x_0_11_10,0
x_0_12_10,0
z_0_10,0.26715052354905194
x_0_10_11,0
x_0_10_12,0
x_0_12_11,0
z_0_11,0
x_0_11_12,0
z_0_12,0
x_1_0_1,0
x_1_0_10,0
x_1_0_11,0
x_1_0_12,0.68032299104615568
x_1_0_2,0
x_1_0_3,0
x_1_0_4,0
x_1_0_5,0
x_1_0_6,0.31967700895384432
x_1_0_7,0
x_1_0_8,0
x_1_0_9,0
x_1_10_0,0
x_1_11_0,0
x_1_12_0,0
x_1_1_0,0.21922806494457603
x_1_2_0,0.78077193505542397
x_1_3_0,0
x_1_4_0,0
x_1_5_0,0
x_1_6_0,0
x_1_7_0,0
x_1_8_0,0
x_1_9_0,0
x_1_10_1,0
x_1_11_1,0
x_1_12_1,0
x_1_2_1,0
x_1_3_1,0
x_1_4_1,0
x_1_5_1,0
x_1_6_1,0
x_1_7_1,0.32849447924481767
x_1_8_1,0
x_1_9_1,0
z_1_1,0.32849447924481767
x_1_1_10,0
x_1_1_11,0
x_1_1_12,0
x_1_1_2,0
x_1_1_3,0
x_1_1_4,0
x_1_1_5,0
x_1_1_6,0
x_1_1_7,0.10926641430024164
x_1_1_8,0
x_1_1_9,0
x_1_10_2,0
x_1_11_2,0
x_1_12_2,0
x_1_3_2,0
x_1_4_2,0
x_1_5_2,0
x_1_6_2,0.78077193505542397
x_1_7_2,0
x_1_8_2,0
x_1_9_2,0
z_1_2,0.78077193505542397
x_1_2_10,0
x_1_2_11,0
x_1_2_12,0
x_1_2_3,0
x_1_2_4,0
x_1_2_5,0
x_1_2_6,0
x_1_2_7,0
x_1_2_8,0
x_1_2_9,0
x_1_10_3,0
x_1_11_3,0
x_1_12_3,0.25
x_1_4_3,0
x_1_5_3,0
x_1_6_3,0
x_1_7_3,0
x_1_8_3,0
x_1_9_3,0
z_1_3,0.25
x_1_3_10,0
x_1_3_11,0
x_1_3_12,0.25
x_1_3_4,0
x_1_3_5,0
x_1_3_6,0
x_1_3_7,0
x_1_3_8,0
x_1_3_9,0
x_1_10_4,0
x_1_11_4,0
x_1_12_4,0
x_1_5_4,0
x_1_6_4,0
x_1_7_4,0
x_1_8_4,0
x_1_9_4,0
z_1_4,0
x_1_4_10,0
x_1_4_11,0
x_1_4_12,0
x_1_4_5,0
x_1_4_6,0
x_1_4_7,0
x_1_4_8,0
x_1_4_9,0
x_1_10_5,0
x_1_11_5,0
x_1_12_5,0
x_1_6_5,0
x_1_7_5,0
x_1_8_5,0
x_1_9_5,0
z_1_5,0
x_1_5_10,0
x_1_5_11,0
x_1_5_12,0
x_1_5_6,0
x_1_5_7,0
x_1_5_8,0
x_1_5_9,0
x_1_10_6,0
x_1_11_6,0
x_1_12_6,0.68032299104615568
x_1_7_6,0
x_1_8_6,0
x_1_9_6,0
z_1_6,1
x_1_6_10,0
x_1_6_11,0
x_1_6_12,0
x_1_6_7,0.21922806494457603
x_1_6_8,0
x_1_6_9,0
x_1_10_7,0
x_1_11_7,0
x_1_12_7,0
x_1_8_7,0
x_1_9_7,0
z_1_7,0.32849447924481767
x_1_7_10,0
x_1_7_11,0
x_1_7_12,0
x_1_7_8,0
x_1_7_9,0
x_1_10_8,0
x_1_11_8,0
x_1_12_8,0
x_1_9_8,0
z_1_8,0
x_1_8_10,0
x_1_8_11,0
x_1_8_12,0
x_1_8_9,0
x_1_10_9,0
x_1_11_9,0
x_1_12_9,0
z_1_9,0
x_1_9_10,0
x_1_9_11,0
x_1_9_12,0
x_1_11_10,0
x_1_12_10,0
z_1_10,0
x_1_10_11,0
x_1_10_12,0
x_1_12_11,0
z_1_11,0
x_1_11_12,0
z_1_12,0.93032299104615568
x_2_0_1,0
x_2_0_10,0
x_2_0_11,0
x_2_0_12,0.069677008953844322
x_2_0_2,0.079095343316416197
x_2_0_3,0
x_2_0_4,0
x_2_0_5,0
x_2_0_6,0
x_2_0_7,0
x_2_0_8,0.1461495169790491
x_2_0_9,0.070455712674315496
x_2_10_0,0.2069758548834173
x_2_11_0,0
x_2_12_0,0
x_2_1_0,0
x_2_2_0,0.15840172704020783
x_2_3_0,0
x_2_4_0,0
x_2_5_0,0
x_2_6_0,0
x_2_7_0,0
x_2_8_0,0
x_2_9_0,0
x_2_10_1,0
x_2_11_1,0
x_2_12_1,0
x_2_2_1,0
x_2_3_1,0
x_2_4_1,0
x_2_5_1,0
x_2_6_1,0
x_2_7_1,0
x_2_8_1,0
x_2_9_1,0
z_2_1,0
x_2_1_10,0
x_2_1_11,0
x_2_1_12,0
x_2_1_2,0
x_2_1_3,0
x_2_1_4,0
x_2_1_5,0
x_2_1_6,0
x_2_1_7,0
x_2_1_8,0
x_2_1_9,0
x_2_10_2,0
x_2_11_2,0
x_2_12_2,0
x_2_3_2,0
x_2_4_2,0
x_2_5_2,0
x_2_6_2,0
x_2_7_2,0
x_2_8_2,0.14013272162815982
x_2_9_2,0
z_2_2,0.21922806494457603
x_2_2_10,0
x_2_2_11,0
x_2_2_12,0
x_2_2_3,0
x_2_2_4,0
x_2_2_5,0
x_2_2_6,0
x_2_2_7,0
x_2_2_8,0.0608263379043682
x_2_2_9,0
x_2_10_3,0
x_2_11_3,0
x_2_12_3,0
x_2_4_3,0
x_2_5_3,0
x_2_6_3,0
x_2_7_3,0
x_2_8_3,0
x_2_9_3,0
z_2_3,0
x_2_3_10,0
x_2_3_11,0
x_2_3_12,0
x_2_3_4,0
x_2_3_5,0
x_2_3_6,0
x_2_3_7,0
x_2_3_8,0
x_2_3_9,0
x_2_10_4,0.52587362156753081
x_2_11_4,0
x_2_12_4,0
x_2_5_4,0
x_2_6_4,0
x_2_7_4,0
x_2_8_4,0
x_2_9_4,0
z_2_4,0.52587362156753081
x_2_4_10,0.52587362156753081
x_2_4_11,0
x_2_4_12,0
x_2_4_5,0
x_2_4_6,0
x_2_4_7,0
x_2_4_8,0
x_2_4_9,0
x_2_10_5,0
x_2_11_5,0
x_2_12_5,0
x_2_6_5,0
x_2_7_5,0
x_2_8_5,0
x_2_9_5,0
z_2_5,0
x_2_5_10,0
x_2_5_11,0
x_2_5_12,0
x_2_5_6,0
x_2_5_7,0
x_2_5_8,0
x_2_5_9,0
x_2_10_6,0
x_2_11_6,0
x_2_12_6,0
x_2_7_6,0
x_2_8_6,0
x_2_9_6,0
z_2_6,0
x_2_6_10,0
x_2_6_11,0
x_2_6_12,0
x_2_6_7,0
x_2_6_8,0
x_2_6_9,0
x_2_10_7,0
x_2_11_7,0
x_2_12_7,0
x_2_8_7,0
x_2_9_7,0
z_2_7,0
x_2_7_10,0
x_2_7_11,0
x_2_7_12,0
x_2_7_8,0
x_2_7_9,0
x_2_10_8,0
x_2_11_8,0.7930241451165827
x_2_12_8,0
x_2_9_8,0
z_2_8,1
x_2_8_10,0
x_2_8_11,0.85986727837184018
x_2_8_12,0
x_2_8_9,0
x_2_10_9,0
x_2_11_9,0
x_2_12_9,0
z_2_9,0.070455712674315496
x_2_9_10,0
x_2_9_11,0.070455712674315496
x_2_9_12,0
x_2_11_10,0.2069758548834173
x_2_12_10,0
z_2_10,0.73284947645094811
x_2_10_11,0
x_2_10_12,0
x_2_12_11,0.069677008953844322
z_2_11,1
x_2_11_12,0
z_2_12,0.069677008953844322
conn_0_0_1,0
conn_0_0_2,0
conn_0_0_3,0
conn_0_0_4,0
conn_0_0_5,3.2140182599643436
conn_0_0_6,0
conn_0_0_7,0
conn_0_0_8,0
conn_0_0_9,0.40406562462687146
conn_0_0_10,0
conn_0_0_11,0
conn_0_0_12,0
conn_0_1_0,0
conn_0_1_2,0
conn_0_1_3,0
conn_0_1_4,0
conn_0_1_5,0
conn_0_1_6,0
conn_0_1_7,0
conn_0_1_8,0
conn_0_1_9,0
conn_0_1_10,1.2076869100224232
conn_0_1_11,0
conn_0_1_12,0
conn_0_2_0,0
conn_0_2_1,0
conn_0_2_3,0
conn_0_2_4,0
conn_0_2_5,0
conn_0_2_6,0
conn_0_2_7,0
conn_0_2_8,0
conn_0_2_9,0
conn_0_2_10,0
conn_0_2_11,0
conn_0_2_12,0
conn_0_3_0,0
conn_0_3_1,0
conn_0_3_2,0
conn_0_3_4,0
conn_0_3_5,0
conn_0_3_6,0
conn_0_3_7,0
conn_0_3_8,0
conn_0_3_9,0
conn_0_3_10,0
conn_0_3_11,0
conn_0_3_12,0
conn_0_4_0,0
conn_0_4_1,0
conn_0_4_2,0
conn_0_4_3,0
conn_0_4_5,0
conn_0_4_6,0
conn_0_4_7,5.2153901627571617
conn_0_4_8,0
conn_0_4_9,0
conn_0_4_10,0
conn_0_4_11,0
conn_0_4_12,0
conn_0_5_0,0
conn_0_5_1,0
conn_0_5_2,0
conn_0_5_3,0
conn_0_5_4,0
conn_0_5_6,0
conn_0_5_7,0
conn_0_5_8,0
conn_0_5_9,2.2140182599643436
conn_0_5_10,0
conn_0_5_11,0
conn_0_5_12,0
conn_0_6_0,0
conn_0_6_1,0
conn_0_6_2,0
conn_0_6_3,0
conn_0_6_4,0
conn_0_6_5,0
conn_0_6_7,0
conn_0_6_8,0
conn_0_6_9,0
conn_0_6_10,0
conn_0_6_11,0
conn_0_6_12,0
conn_0_7_0,0
conn_0_7_1,0
conn_0_7_2,0
conn_0_7_3,0
conn_0_7_4,5.6895165411896311
conn_0_7_5,0
conn_0_7_6,0
conn_0_7_8,0
conn_0_7_9,0
conn_0_7_10,0.54290769807787931
conn_0_7_11,0
conn_0_7_12,0
conn_0_8_0,0
conn_0_8_1,0
conn_0_8_2,0
conn_0_8_3,0
conn_0_8_4,0
conn_0_8_5,0
conn_0_8_6,0
conn_0_8_7,0
conn_0_8_9,0
conn_0_8_10,0
conn_0_8_11,0
conn_0_8_12,0
conn_0_9_0,0
conn_0_9_1,0
conn_0_9_2,0
conn_0_9_3,0
conn_0_9_4,0
conn_0_9_5,0
conn_0_9_6,0
conn_0_9_7,1.6885395972655308
conn_0_9_8,0
conn_0_9_10,0
conn_0_9_11,0
conn_0_9_12,0
conn_0_10_0,0
conn_0_10_1,1.4834440845512507
conn_0_10_2,0
conn_0_10_3,0
conn_0_10_4,0
conn_0_10_5,0
conn_0_10_6,0
conn_0_10_7,0
conn_0_10_8,0
conn_0_10_9,0
conn_0_10_11,0
conn_0_10_12,0
conn_0_11_0,0
conn_0_11_1,0
conn_0_11_2,0
conn_0_11_3,0
conn_0_11_4,0
conn_0_11_5,0
conn_0_11_6,0
conn_0_11_7,0
conn_0_11_8,0
conn_0_11_9,0
conn_0_11_10,0
conn_0_11_12,0
conn_0_12_0,0
conn_0_12_1,0
conn_0_12_2,0
conn_0_12_3,0
conn_0_12_4,0
conn_0_12_5,0
conn_0_12_6,0
conn_0_12_7,0
conn_0_12_8,0
conn_0_12_9,0
conn_0_12_10,0
conn_0_12_11,0
conn_1_0_1,0
conn_1_0_2,0
conn_1_0_3,0
conn_1_0_4,0
conn_1_0_5,0
conn_1_0_6,3.8361241074461319
conn_1_0_7,0
conn_1_0_8,0
conn_1_0_9,0
conn_1_0_10,0
conn_1_0_11,0
conn_1_0_12,1.1803229910461557
conn_1_1_0,1.3983632139010727
conn_1_1_2,0
conn_1_1_3,0
conn_1_1_4,0
conn_1_1_5,0
conn_1_1_6,0
conn_1_1_7,0
conn_1_1_8,0
conn_1_1_9,0
conn_1_1_10,0
conn_1_1_11,0
conn_1_1_12,0
conn_1_2_0,0
conn_1_2_1,0
conn_1_2_3,0
conn_1_2_4,0
conn_1_2_5,0
conn_1_2_6,0
conn_1_2_7,0
conn_1_2_8,0
conn_1_2_9,0
conn_1_2_10,0
conn_1_2_11,0
conn_1_2_12,0
conn_1_3_0,0
conn_1_3_1,0
conn_1_3_2,0
conn_1_3_4,0
conn_1_3_5,0
conn_1_3_6,0
conn_1_3_7,0
conn_1_3_8,0
conn_1_3_9,0
conn_1_3_10,0
conn_1_3_11,0
conn_1_3_12,0
conn_1_4_0,0
conn_1_4_1,0
conn_1_4_2,0
conn_1_4_3,0
conn_1_4_5,0
conn_1_4_6,0
conn_1_4_7,0
conn_1_4_8,0
conn_1_4_9,0
conn_1_4_10,0
conn_1_4_11,0
conn_1_4_12,0
conn_1_5_0,0
conn_1_5_1,0
conn_1_5_2,0
conn_1_5_3,0
conn_1_5_4,0
conn_1_5_6,0
conn_1_5_7,0
conn_1_5_8,0
conn_1_5_9,0
conn_1_5_10,0
conn_1_5_11,0
conn_1_5_12,0
conn_1_6_0,0
conn_1_6_1,0
conn_1_6_2,0.78077193505542397
conn_1_6_3,0
conn_1_6_4,0
conn_1_6_5,0
conn_1_6_7,2.055352172390708
conn_1_6_8,0
conn_1_6_9,0
conn_1_6_10,0
conn_1_6_11,0
conn_1_6_12,0
conn_1_7_0,0
conn_1_7_1,1.7268576931458903
conn_1_7_2,0
conn_1_7_3,0
conn_1_7_4,0
conn_1_7_5,0
conn_1_7_6,0
conn_1_7_8,0
conn_1_7_9,0
conn_1_7_10,0
conn_1_7_11,0
conn_1_7_12,0
conn_1_8_0,0
conn_1_8_1,0
conn_1_8_2,0
conn_1_8_3,0
conn_1_8_4,0
conn_1_8_5,0
conn_1_8_6,0
conn_1_8_7,0
conn_1_8_9,0
conn_1_8_10,0
conn_1_8_11,0
conn_1_8_12,0
conn_1_9_0,0
conn_1_9_1,0
conn_1_9_2,0
conn_1_9_3,0
conn_1_9_4,0
conn_1_9_5,0
conn_1_9_6,0
conn_1_9_7,0
conn_1_9_8,0
conn_1_9_10,0
conn_1_9_11,0
conn_1_9_12,0
conn_1_10_0,0
conn_1_10_1,0
conn_1_10_2,0
conn_1_10_3,0
conn_1_10_4,0
conn_1_10_5,0
conn_1_10_6,0
conn_1_10_7,0
conn_1_10_8,0
conn_1_10_9,0
conn_1_10_11,0
conn_1_10_12,0
conn_1_11_0,0
conn_1_11_1,0
conn_1_11_2,0
conn_1_11_3,0
conn_1_11_4,0
conn_1_11_5,0
conn_1_11_6,0
conn_1_11_7,0
conn_1_11_8,0
conn_1_11_9,0
conn_1_11_10,0
conn_1_11_12,0
conn_1_12_0,0
conn_1_12_1,0
conn_1_12_2,0
conn_1_12_3,0.25
conn_1_12_4,0
conn_1_12_5,0
conn_1_12_6,0
conn_1_12_7,0
conn_1_12_8,0
conn_1_12_9,0
conn_1_12_10,0
conn_1_12_11,0
conn_2_0_1,0
conn_2_0_2,0.94914411979699431
conn_2_0_3,0
conn_2_0_4,0
conn_2_0_5,0
conn_2_0_6,0
conn_2_0_7,0
conn_2_0_8,1.7537942037485892
conn_2_0_9,0.84546855209178595
conn_2_0_10,0
conn_2_0_11,0
conn_2_0_12,0.069677008953845654
conn_2_1_0,0
conn_2_1_2,0
conn_2_1_3,0
conn_2_1_4,0
conn_2_1_5,0
conn_2_1_6,0
conn_2_1_7,0
conn_2_1_8,0
conn_2_1_9,0
conn_2_1_10,0
conn_2_1_11,0
conn_2_1_12,0
conn_2_2_0,0
conn_2_2_1,0
conn_2_2_3,0
conn_2_2_4,0
conn_2_2_5,0
conn_2_2_6,0
conn_2_2_7,0
conn_2_2_8,0.72991605485241839
conn_2_2_9,0
conn_2_2_10,0
conn_2_2_11,0
conn_2_2_12,0
conn_2_3_0,0
conn_2_3_1,0
conn_2_3_2,0
conn_2_3_4,0
conn_2_3_5,0
conn_2_3_6,0
conn_2_3_7,0
conn_2_3_8,0
conn_2_3_9,0
conn_2_3_10,0
conn_2_3_11,0
conn_2_3_12,0
conn_2_4_0,0
conn_2_4_1,0
conn_2_4_2,0
conn_2_4_3,0
conn_2_4_5,0
conn_2_4_6,0
conn_2_4_7,0
conn_2_4_8,0
conn_2_4_9,0
conn_2_4_10,0
conn_2_4_11,0
conn_2_4_12,0
conn_2_5_0,0
conn_2_5_1,0
conn_2_5_2,0
conn_2_5_3,0
conn_2_5_4,0
conn_2_5_6,0
conn_2_5_7,0
conn_2_5_8,0
conn_2_5_9,0
conn_2_5_10,0
conn_2_5_11,0
conn_2_5_12,0
conn_2_6_0,0
conn_2_6_1,0
conn_2_6_2,0
conn_2_6_3,0
conn_2_6_4,0
conn_2_6_5,0
conn_2_6_7,0
conn_2_6_8,0
conn_2_6_9,0
conn_2_6_10,0
conn_2_6_11,0
conn_2_6_12,0
conn_2_7_0,0
conn_2_7_1,0
conn_2_7_2,0
conn_2_7_3,0
conn_2_7_4,0
conn_2_7_5,0
conn_2_7_6,0
conn_2_7_8,0
conn_2_7_9,0
conn_2_7_10,0
conn_2_7_11,0
conn_2_7_12,0
conn_2_8_0,0
conn_2_8_1,0
conn_2_8_2,0
conn_2_8_3,0
conn_2_8_4,0
conn_2_8_5,0
conn_2_8_6,0
conn_2_8_7,0
conn_2_8_9,0
conn_2_8_10,0
conn_2_8_11,1.4837102586010076
conn_2_8_12,0
conn_2_9_0,0
conn_2_9_1,0
conn_2_9_2,0
conn_2_9_3,0
conn_2_9_4,0
conn_2_9_5,0
conn_2_9_6,0
conn_2_9_7,0
conn_2_9_8,0
conn_2_9_10,0
conn_2_9_11,0.77501283941747046
conn_2_9_12,0
conn_2_10_0,0
conn_2_10_1,0
conn_2_10_2,0
conn_2_10_3,0
conn_2_10_4,0.52587362156753081
conn_2_10_5,0
conn_2_10_6,0
conn_2_10_7,0
conn_2_10_8,0
conn_2_10_9,0
conn_2_10_11,0
conn_2_10_12,0
conn_2_11_0,0
conn_2_11_1,0
conn_2_11_2,0
conn_2_11_3,0
conn_2_11_4,0
conn_2_11_5,0
conn_2_11_6,0
conn_2_11_7,0
conn_2_11_8,0
conn_2_11_9,0
conn_2_11_10,1.2587230980184789
conn_2_11_12,0
conn_2_12_0,0
conn_2_12_1,0
conn_2_12_2,0
conn_2_12_3,0
conn_2_12_4,0
conn_2_12_5,0
conn_2_12_6,0
conn_2_12_7,0
conn_2_12_8,0
conn_2_12_9,0
conn_2_12_10,0
conn_2_12_11,0
Y_1,19
Y_10,21
Y_11,24
Y_12,24
Y_2,11
Y_3,18
Y_4,9
Y_5,9
Y_6,9
Y_7,18
Y_8,22
Y_9,13
d_0_1,0
p_0_10,0
p_0_11,0
p_0_12,0
p_0_2,0
p_0_3,0
p_0_4,0
p_0_5,0
p_0_6,0
p_0_7,0
p_0_8,0
p_0_9,4.6613414591880051
d_0_2,0
p_0_1,7.1696865377495111
d_0_3,0
d_0_4,0.47412637843246924
d_0_5,5
d_0_6,0
d_0_7,0.67150552075518233
d_0_8,0
d_0_9,0
d_0_10,5.6853960977498712
d_0_11,0
d_0_12,0
d_1_1,0.24909050849716463
p_1_10,0
p_1_11,0
p_1_12,4.9096897313846704
p_1_2,0
p_1_3,0
p_1_4,0
p_1_5,0
p_1_6,7
p_1_7,0
p_1_8,0
p_1_9,0
d_1_2,2.4115087143903366
p_1_1,0.079403970747653041
d_1_3,5
d_1_4,0
d_1_5,0
d_1_6,0
d_1_7,4.3284944792448172
d_1_8,0
d_1_9,0
d_1_10,0
d_1_11,0
d_1_12,0
d_2_1,0
