run_id,instance_id,diagnostic_role,arm,solve,process_cap_seconds,executable_sha256,return_code,watchdog_timeout,status,objective,valid_lower_bound,verified_upper_bound,relative_gap,strict_certificate,original_problem_verifier_passed,parameter_roundtrip_valid,hga_startup_seconds,exact_phase_seconds,total_process_seconds,solver_work,solver_nodes,independent_integer_proof_jobs,one_native_mip_job,model_sha256,model_variables,model_linear_constraints,model_nonzeros,model_general_constraints,accepted_outcome,false_certificate
reference__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__external-k4,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,external-k4,mip,1800.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.04500155005562836,0.04500155005562773,0.04500155005562836,1.3877309794433272e-14,True,True,True,2.1653204,1777.8652793,1780.0347902,4014.1770236559487,31545.0,8,False,,0,0,0,0,True,False
reference__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__p-grb,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,p-grb,mip,1800.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.04500155005562836,0.04500155005562832,0.04500155005562836,7.709616552462928e-16,True,True,True,0.0,945.5535987,945.5535987,1607.9153648352515,145209.0,1,True,,0,0,0,0,True,False
static__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__st-k2-i__mip,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,st-k2-i,mip,1800.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.506343307565206,0.5063433052818992,0.506343307565206,4.509404453001972e-09,True,True,True,2.0150418,175.4527512,177.472519,313.3280543790362,16879.0,1,True,e4f7b189f5bc930f984bfc6312a542d22984e8022c141abeebe81e30554ba09b,1406,16452,167088,1240,True,False
static__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__st-k2-i__root-lp,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,st-k2-i,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.506422789224163,0.09394825539359317,0.506422789224163,0.8144865172092247,False,True,True,2.1454811,1.2687342,3.4203459,2.158126461410085,1.0,0,False,e4f7b189f5bc930f984bfc6312a542d22984e8022c141abeebe81e30554ba09b,1406,16452,167088,1240,True,False
static__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__st-k2-p-core__mip,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,st-k2-p-core,mip,1800.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.506343307565206,0.5063432382208081,0.506343307565206,1.3695134675320065e-07,True,True,True,2.0158462,98.2252856,100.2454635,183.29575396677566,11378.0,1,True,1693154241130c30f9715276f1ba5af8435f0d27991a51aa498f59ba5391f722,1676,17529,169845,704,True,False
static__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__st-k2-p-core__root-lp,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,st-k2-p-core,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.506422789224163,0.09399500766227341,0.506422789224163,0.8143941985583364,False,True,True,2.2037497,1.0329099,3.241379,1.7880537381544872,1.0,0,False,1693154241130c30f9715276f1ba5af8435f0d27991a51aa498f59ba5391f722,1676,17529,169845,704,True,False
static__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__st-k2-p-extended__mip,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,st-k2-p-extended,mip,1800.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_failed,0.506343307565206,0.5063431743362785,0.506343307565206,2.631197558164045e-07,False,True,True,2.0072006,112.4959408,114.5074463,208.75365061752328,11094.0,1,True,b1f2ac20b9e8aa505934d96bcb468166baf4ce93a0cd3f2ac82fc61970272815,1684,17574,170400,686,True,False
static__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__st-k2-p-extended__root-lp,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,st-k2-p-extended,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.506422789224163,0.09394825539359321,0.506422789224163,0.8144865172092247,False,True,True,2.1260128,0.9768186000000001,3.1079734,1.9952600504932174,1.0,0,False,b1f2ac20b9e8aa505934d96bcb468166baf4ce93a0cd3f2ac82fc61970272815,1684,17574,170400,686,True,False
static__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__st-k2-i__mip,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,st-k2-i,mip,1800.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_time_limit,0.04505416158053462,0.043589007168930924,0.04505416158053462,0.0325198463406033,False,True,True,2.2282469,1777.8517502,1780.0848011,3897.9646029611904,35091.0,1,True,d2bdf315b15a9025e82e9c63c28293fc4aed815847a444621a62eff8b7808c30,1408,16461,167669,1256,True,False
static__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__st-k2-i__root-lp,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,st-k2-i,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.049468682614419446,0.024872307366954467,0.049468682614419446,0.49721104237159275,False,True,True,2.3253628,1.5763882000000002,3.9073571,2.269228157175836,3.0,0,False,d2bdf315b15a9025e82e9c63c28293fc4aed815847a444621a62eff8b7808c30,1408,16461,167669,1256,True,False
static__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__st-k2-p-core__mip,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,st-k2-p-core,mip,1800.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.04500155005562836,0.04500151340415274,0.04500155005562836,8.144491817075234e-07,True,True,True,2.173953,760.8008438,762.979409,1738.4051548458615,17047.0,1,True,98bbf2251e0cea65298748de77af31afc3ebc806184f6425870b0657c847ff79,1682,17554,170467,712,True,False
static__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__st-k2-p-core__root-lp,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,st-k2-p-core,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.049468682614419446,0.024872307366954463,0.049468682614419446,0.4972110423715928,False,True,True,2.4352631,1.0480507000000001,3.4888949,1.4596091061289527,1.0,0,False,98bbf2251e0cea65298748de77af31afc3ebc806184f6425870b0657c847ff79,1682,17554,170467,712,True,False
static__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__st-k2-p-extended__mip,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,st-k2-p-extended,mip,1800.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,optimal,0.04500155005562836,0.04500148335495725,0.04500155005562836,1.4821860807455149e-06,True,True,True,2.1627617,1584.9658347,1587.1336991,3616.2259028113867,46443.0,1,True,6c91ce7a6564853d6ee25db6e63b3e1bddbea4bffd5c04571a57e7cb9b1fdad3,1690,17599,171008,694,True,False
static__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__st-k2-p-extended__root-lp,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,st-k2-p-extended,root-lp,300.0,572834f01bf923ae0026300b4f6a5b88f9ca78db27cc0bb38b39938de836fcdd,0,False,round41_static_segmented_root_lp_complete,0.049468682614419446,0.024872307366954456,0.049468682614419446,0.4972110423715929,False,True,True,2.3584131,0.9967297999999998,3.3599145,1.4537019709201675,1.0,0,False,6c91ce7a6564853d6ee25db6e63b3e1bddbea4bffd5c04571a57e7cb9b1fdad3,1690,17599,171008,694,True,False
