leaf,gamma_L,gamma_U,variant,budget_seconds,json_path,progress_path,lp_path,status,solver_status,certified,lower_bound,upper_bound,gap,gap_to_cutoff,runtime_seconds,compact_bc_best_bound_available,compact_bc_bound_valid,best_valid_lb_seen,best_valid_gap_seen,finalization_source,final_json_uses_best_checkpoint,checkpoint_valid_rows,checkpoint_improvements,checkpoint_best_bound,checkpoint_best_time,checkpoint_best_node_count,nodes,tailored_bc_callback_cut_profile,tailored_bc_local_centering_rows_added,tailored_bc_low_gini_l1_centering_rows_added,tailored_bc_variable_s_centering_rows_added,tailored_bc_gini_subset_envelope_rows_added,tailored_bc_transfer_cutset_rows_added,compact_bc_sp_product_estimator_rows_added,compact_bc_sp_product_paper_safe,s_range_refinement_enabled,s_range_certificate_valid,s_range_global_L,s_range_global_U,thread_fairness_class,compact_bc_solver_threads,diagnostic_only,command_hash,model_lp_exists,lp_hash,lp_rows_estimated,lp_binary_markers,lp_general_markers,lp_h_vars,lp_q_l1_vars,lp_local_centering_rows,tailored_bc_subset_cross_h_centering_rows_added,tailored_bc_subset_cross_h_centering_candidates,tailored_bc_subset_cross_h_centering_violations,tailored_bc_subset_cross_h_centering_max_violation,tailored_bc_local_q_centering_rows_added,tailored_bc_local_q_centering_violations,tailored_bc_local_q_centering_max_violation,tailored_bc_compatible_source_transfer_cuts_added,tailored_bc_compatible_source_transfer_candidates,tailored_bc_required_external_source_cuts_added,parent_S_L,parent_S_U,S_domain_source,row_class
low_gini_1,0.0122881381662,0.0245762763324,best_combined_paper_safe,300,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_best_combined_paper_safe_300s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_best_combined_paper_safe_300s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_best_combined_paper_safe_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0476339655828,0.0491525526647,0.0308953858862,0.0015185870818999955,331.0054025,True,True,0.0476339655828,0.0308953858862,cplex_time_limit_with_valid_best_bound,True,11,10,0.0476339655828,300.0940017,10909,10909,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,c36fc8161a2f1ab1,True,b123a60387c38930,18719,1,1,133570,100,0,2700,8928834,0,0,20,0,0,0,210,1,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,plain_fixed_interval_mip,1200,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_1200s.json,,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_plain_fixed_interval_mip_1200s.lp,interval_unresolved_timeout,time limit exceeded,False,0.047523686728,0.0491525526647,0.0331389897044,0.0016288659366999955,1200.1238054,True,True,0.047523686728,0.0331389897044,solver_final_json,True,0,0,0.0,0.0,0,16154,full,0,0,0,0,0,0,False,False,False,0,66.9085786677,one_thread_fair,0,True,9948072172d993ac,True,3fa039d78c1b46af,5078,1,1,760,0,0,0,0,0,0,0,0,0,0,0,0,0,66.9085786677,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_local_centering,1200,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_local_centering_1200s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_callback_local_centering_1200s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_callback_local_centering_1200s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0487233640003,0.0491525526647,0.00873176755151,0.0004291886643999973,1200.8256843,True,True,0.0487233640003,0.00873176755151,cplex_time_limit_with_valid_best_bound,True,40,16,0.0487233640003,630.1850053,26967,41032,low-gini,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,ce2227de8b653c1d,True,f17ee827e81d7ad7,15998,1,1,2470,80,0,0,0,0,0,0,0,0,0,0,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_subset_cross_h_centering,1200,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_subset_cross_h_centering_1200s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_callback_subset_cross_h_centering_1200s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_callback_subset_cross_h_centering_1200s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.048388162834,0.0491525526647,0.0155513760576,0.0007643898306999991,1201.2238607,True,True,0.048388162834,0.0155513760576,cplex_time_limit_with_valid_best_bound,True,40,19,0.048388162834,570.1196376,20604,33948,subset-cross-h-only,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,8538b06cad78a51d,True,5b122724f90b6c3a,18698,1,1,133190,80,0,2700,23878898,0,0,0,0,0,0,0,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_local_q_centering,1200,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_callback_local_q_centering_1200s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_callback_local_q_centering_1200s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_callback_local_q_centering_1200s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0487233640003,0.0491525526647,0.00873176755139,0.0004291886643999973,1200.9286763,True,True,0.0487233640003,0.00873176755139,cplex_time_limit_with_valid_best_bound,True,40,10,0.0487233640003,600.1454789,44736,102159,local-q-only,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,0a303770a927cf77,True,17e9afb901e19fda,15978,1,1,2090,100,0,0,0,0,0,20,0,0,0,0,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,best_combined_paper_safe,1200,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_best_combined_paper_safe_1200s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_best_combined_paper_safe_1200s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_best_combined_paper_safe_1200s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.048388162834,0.0491525526647,0.0155513760571,0.0007643898306999991,1201.21374,True,True,0.048388162834,0.0155513760571,cplex_time_limit_with_valid_best_bound,True,40,18,0.048388162834,540.1496343,17728,29017,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,f3a975138b3694a3,True,b123a60387c38930,18719,1,1,133570,100,0,2700,20711754,0,0,20,0,0,0,210,1,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,best_combined_paper_safe,3600,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_best_combined_paper_safe_3600s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_1_best_combined_paper_safe_3600s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_best_combined_paper_safe_3600s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0487233640003,0.0491525526647,0.00873176755078,0.0004291886643999973,3601.8008019,True,True,0.0487233640003,0.00873176755078,cplex_time_limit_with_valid_best_bound,True,120,30,0.0487233640003,3060.7623008,59676,86316,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,699ecad2159a53b4,True,b123a60387c38930,18719,1,1,133570,100,0,2700,55075326,0,0,20,0,0,0,210,1,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,plain_fixed_interval_mip,3600,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_3600s.json,,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_1_plain_fixed_interval_mip_3600s.lp,interval_unresolved_timeout,time limit exceeded,False,0.048296011756,0.0491525526647,0.0174261734593,0.0008565409087,3600.285706,True,True,0.048296011756,0.0174261734593,solver_final_json,True,0,0,0.0,0.0,0,136723,full,0,0,0,0,0,0,False,False,False,0,66.9085786677,one_thread_fair,0,True,9c3b55ef8b5b871b,True,3fa039d78c1b46af,5078,1,1,760,0,0,0,0,0,0,0,0,0,0,0,0,0,66.9085786677,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_2,0.0245762763324,0.0368644144986,plain_fixed_interval_mip,300,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_2_plain_fixed_interval_mip_300s.json,,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_2_plain_fixed_interval_mip_300s.lp,interval_unresolved_timeout,time limit exceeded,False,0.048894652654,0.0491525526647,0.00524693015354,0.0002579000107000018,300.1516367,True,True,0.048894652654,0.00524693015354,solver_final_json,True,0,0,0.0,0.0,0,15058,full,0,0,0,0,0,0,False,False,False,0,66.9085786677,one_thread_fair,0,True,0ec0c8139cb9cd3f,True,df7f1aa859c8801c,5078,1,1,760,0,0,0,0,0,0,0,0,0,0,0,0,0,66.9085786677,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
low_gini_2,0.0245762763324,0.0368644144986,best_combined_paper_safe,300,results\gf_tailored_bc_low_gini_strengthening_round\raw\moderate_low_gini_2_best_combined_paper_safe_300s.json,results\gf_tailored_bc_low_gini_strengthening_round\progress_traces\moderate_low_gini_2_best_combined_paper_safe_300s.progress.csv,results\gf_tailored_bc_low_gini_strengthening_round\model_exports\moderate_low_gini_2_best_combined_paper_safe_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0489209015481,0.0491525526647,0.00471290104116,0.00023165111659999987,330.8971774,True,True,0.0489209015481,0.00471290104116,cplex_time_limit_with_valid_best_bound,True,11,2,0.0489209015481,60.0170447,2327,9509,full,40,41,0,2700,630,1,True,False,False,4.6455026455,28.7993876794,one_thread_fair,1,False,ce23991dfaafad08,True,c170e370e54aef39,18723,1,1,133570,100,0,2700,6398218,0,0,20,0,0,0,210,3,4.6455026455,28.7993876794,Y_bounds_target_ratios_capacity_penalty_movement_domains,paper_safe_fixed_interval
