stage,id,arm,generation,elapsed_seconds,F,verified_snapshot_sha256
quality_v2,D3,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,16,0.0428208,0.07095552388769952,fe1e914c8c1d4fd85a654f738cb32380cd657dbba1251a98919fa3d479d05f9f
quality_v2,D4,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,0,0.0016173,0.9028746916153206,4c8cd89558c2a695d233b4b825ae40fe02db39a242a821b77806c7282450a769
quality_v2,D4,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,4,0.0084981,0.5321340054078207,2d96c355ab367b2d676b3038be7faed3631545aa0e7f3705482f5ca0b230fce9
quality_v2,D4,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,8,0.0165907,0.5220831267121837,296e0c109f10fb752a80866c511110e29273c76e1c5f0d66eec0b048ce74c11d
quality_v2,D4,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,16,0.0295616,0.506422789224163,b458d2282a68c80a79ad6b0295dea6d1b98c99cc466a38b101880b81a1368467
quality_v2,D6,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,0,0.0831821,0.4882745451017583,cd8574f84e07e0b33977607abde58e8e2bf74bab64834de906653fea5f539b7c
quality_v2,D6,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,4,1.223082,0.16068242635373017,eadf710c8a0ce38af8bbd849cd7059d92a8d2897536e1f356c9a1af7a05e1854
quality_v2,D6,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,8,1.780058,0.15798674998063217,88e4e7ab60f62845cb59df69f20ea1076c56883dbf992364c2c3a69f7418fcd3
quality_v2,D6,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,16,3.0910195,0.1572411758522922,bde273cf87e6306ec37670d024b62cbe6f97cfb0411ce623bc56123c2aa64f77
quality_v2,D7,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,4,1.2011442,0.5009653228529692,83c3307f3bb8175f29e71249ba838c3e9c9def68d65f69f4d43ae9e1ce88cae3
quality_v2,D7,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,8,2.3954328,0.3204562417175706,fb5995a8c7b1370032b91534b8bc9f63c8fc176c4fc038aa76a6c11b4d4f28cb
quality_v2,D7,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,16,4.3981845,0.2828562228211009,fd71e8b43d2089df73f6498c2a87916db633ec8c2a31b83fa7a6230549389b0d
quality_final,D6,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,0,0.0822041,0.5250183030267646,080a9dadb3a35cce3e0a541922ae9103a6266b934a529377e1757e08a40809d4
quality_final,D6,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,4,1.1776628,0.16068242635373017,eadf710c8a0ce38af8bbd849cd7059d92a8d2897536e1f356c9a1af7a05e1854
quality_final,D6,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,8,1.7081194,0.15798674998063217,88e4e7ab60f62845cb59df69f20ea1076c56883dbf992364c2c3a69f7418fcd3
quality_final,D6,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,16,3.0423713,0.1572411758522922,bde273cf87e6306ec37670d024b62cbe6f97cfb0411ce623bc56123c2aa64f77
quality_final,D7,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,0,0.0301693,0.9429432680981549,34e80dfd33529cceb31e438e44417e0fb92fdb75d743c703bed70c7bfba2bad8
quality_final,D7,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,4,1.2024431,0.5009653228529692,83c3307f3bb8175f29e71249ba838c3e9c9def68d65f69f4d43ae9e1ce88cae3
quality_final,D7,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,8,2.3890956,0.3204562417175706,fb5995a8c7b1370032b91534b8bc9f63c8fc176c4fc038aa76a6c11b4d4f28cb
quality_final,D7,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,16,4.3697583,0.2828562228211009,fd71e8b43d2089df73f6498c2a87916db633ec8c2a31b83fa7a6230549389b0d
quality_final,D3,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,0,0.0023133,0.2523844083911043,19cfbf93480b2a9097ee076cef7a57c2c951e9c08594d489ee393de15534f25d
quality_final,D3,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,4,0.0132995,0.1109694491162189,90b0462b68b7c802da5d9594a5faa028341d8a734f7d0ec8a7ed14e59c045000
quality_final,D3,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,8,0.0247664,0.07397714283130842,844f2f5392eb2f62097f5d2f28f0330deb5816c17891cd3880106faa3cab21b9
quality_final,D3,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,16,0.0438544,0.07095552388769952,fe1e914c8c1d4fd85a654f738cb32380cd657dbba1251a98919fa3d479d05f9f
quality_final,D4,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,0,0.0031451,0.9028746916153206,4c8cd89558c2a695d233b4b825ae40fe02db39a242a821b77806c7282450a769
quality_final,D4,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,4,0.0109289,0.5321340054078207,2d96c355ab367b2d676b3038be7faed3631545aa0e7f3705482f5ca0b230fce9
quality_final,D4,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,8,0.0190869,0.5220831267121837,296e0c109f10fb752a80866c511110e29273c76e1c5f0d66eec0b048ce74c11d
quality_final,D4,LEGACY60+BLOCK+BLOCK-R+PREFIX+PREFIX-R,16,0.0322731,0.506422789224163,b458d2282a68c80a79ad6b0295dea6d1b98c99cc466a38b101880b81a1368467
