scope,row_id,status,strict_certificate,false_certificate,lower_bound,verified_upper_bound,gap,evidence_complete,cap_respected,executable_sha256,artifact_dir
fixed_state,D3,exact,True,False,0.5063433075652057,0.506343307565206,4.3852580177814796e-16,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D3__interval-mip-v0
fixed_state,D4,exact,True,False,0.506343307565206,0.506343307565206,0,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D4__interval-mip-v0
fixed_state,D5,exact,True,False,1e+100,0.506422789224163,0,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D5__interval-mip-v0
fixed_state,D6,exact,True,False,0.7062530985290745,0.7062530985290749,6.287961224877803e-16,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D6__interval-mip-v0
fixed_state,D7,exact,True,False,0.7062530985290766,0.7062530985290749,0,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D7__interval-mip-v0
fixed_state,D8,exact,True,False,1e+100,0.7062530985290749,0,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D8__interval-mip-v0
fixed_state,D9,capped,False,False,0.5568088240267299,0.6007044366851081,0.07307356160145764,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D9__interval-mip-v0
counterfactual,high_imbalance_matched__midpoint,round48_counterfactual_exact,True,False,2.4434031919432,2.4434031919432,0,True,True,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/high_imbalance_matched__midpoint
counterfactual,high_imbalance_matched__retain,round48_counterfactual_exact,True,False,2.443403191943199,2.4434031919432,3.635005563669461e-16,True,True,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/high_imbalance_matched__retain
counterfactual,major_root__midpoint,round48_counterfactual_time_limit,False,False,0.04350319495751959,0.04500155005562836,0.03329563306722952,True,True,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/major_root__midpoint
counterfactual,major_root__retain,round48_counterfactual_exact,True,False,0.04500155005562829,0.04500155005562836,1.5419233104925857e-15,True,True,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/major_root__retain
counterfactual,moderate3301_root__midpoint,round48_counterfactual_time_limit,False,False,0.04796472692368177,0.04915255266474515,0.024166104844344193,True,True,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/moderate3301_root__midpoint
counterfactual,moderate3301_root__retain,round48_counterfactual_time_limit,False,False,0.04716935052726144,0.04915255266474515,0.0403478971074104,True,True,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/moderate3301_root__retain
counterfactual,numerical_endpoint_root__midpoint,round48_counterfactual_exact,True,False,0.6471163988309614,0.6471164334555021,5.350588995886023e-08,True,True,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/numerical_endpoint_root__midpoint
counterfactual,numerical_endpoint_root__retain,round48_counterfactual_not_exact,False,False,0.6471163029866588,0.6471164334555021,2.0161571633704306e-07,True,True,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/numerical_endpoint_root__retain
counterfactual,strong_control_root__midpoint,round48_counterfactual_exact,True,False,0.5063433054706222,0.506343307565206,4.136686902719266e-09,True,True,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/strong_control_root__midpoint
counterfactual,strong_control_root__retain,round48_counterfactual_exact,True,False,0.5063432868918758,0.506343307565206,4.0828682536125e-08,True,True,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/strong_control_root__retain
counterfactual,tight3102_L0_0__midpoint,round48_counterfactual_exact,True,False,0.6007044366851081,0.6007044366851081,0,True,True,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/tight3102_L0_0__midpoint
counterfactual,tight3102_L0_0__retain,round48_counterfactual_time_limit,False,False,0.5564296898463462,0.6007044366851081,0.0737047108942378,True,True,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/tight3102_L0_0__retain
counterfactual,v12_m2_root__midpoint,round48_counterfactual_exact,True,False,0.7062530985286303,0.7062530985290749,6.295821176408901e-13,True,True,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/v12_m2_root__midpoint
counterfactual,v12_m2_root__retain,round48_counterfactual_exact,True,False,0.7062530985290736,0.7062530985290749,1.886388367463341e-15,True,True,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/v12_m2_root__retain
