state_id,panel,instance,input_sha256,interval_id,parent_id,gamma_lower,gamma_upper,split_depth,verified_cutoff,cutoff_reconstruction_verified,route_time_limit,route_time_limit_source,cutoff_resolution_path,cutoff_resolution_sha256,canonical_model_fingerprint,row_bound_signature,original_variable_mapping_sha256,original_rows,original_columns,original_nonzeros,mapped_variable_count,typed_variable_count,semantic_family_counts,objective_sense,formulation_profile,selection_rule,reconstruction_status,experiment_executable_sha256,model_artifact_path,completion_marker,failure_reason
D11,development,tight_T_seed3102,40689df814199ae10f66c5bbfe492fcafdbbabc1a221c6724e939d02758a9f14,L0.0.1,L0.0,0.15017610917127702,0.30035221834255404,2,0.60070443668510809,true,3600,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__tight_T_seed3102__K1-AM/command.json,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/cutoff_D9_T3600/cutoff_resolution.json,901d56c8dbaf21e6a9da7a8e5e641f84c5a8240fe22fafab26e31661ffbcf4cc,2f9aec02ad74995b2199feca380842d0fd3f0f5b84b5af51ecfcb146c233956e,2f9aec02ad74995b2199feca380842d0fd3f0f5b84b5af51ecfcb146c233956e,2815571bd3fb35007229130324e324d200f884a4443a3acc362fbc47d064ddc6,10870,3372,53705,3372,1690,auxiliary:B=110;auxiliary:C=1682;auxiliary:I=20;drop_quantity:I=60;operation_mode:B=60;pickup_quantity:I=60;routing_arc:B=1260;vehicle_load:I=60;visit_selection:B=60,minimize,Interval-MIP-v0-paper-safe,exact midpoint child of D9,complete,48337cfb5ced1ebe484d4d6ea8446ed903cc6fdce5ec9a50c6e64abad124b11b,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/models/D11/canonical_model.lp,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/models/D11/completion_marker.json,none
D12,development,round39_small_hard_V12_M3_Q20_slot07_seed621538683,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,L0,,0,0.64711643345550207,0,0.64711643345550207,true,2400,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM/command.json,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/cutoff_D12_T2400/cutoff_resolution.json,4e9d974f72b43bc85f56c15303d857b3e8d743eb14ffa97c4719c15f7f89c3fb,ab4697ccd2e0b18b4c1bf19f9666aa574b49a17f246b35f7c5d170221ba366d1,ab4697ccd2e0b18b4c1bf19f9666aa574b49a17f246b35f7c5d170221ba366d1,26d9aa175e9be40e0e6e03ccca7df51c58c01ae2be1b8f0219ce2491b472eece,16042,1402,163484,1402,727,auxiliary:B=67;auxiliary:C=675;auxiliary:I=12;drop_quantity:I=36;operation_mode:B=36;pickup_quantity:I=36;routing_arc:B=468;vehicle_load:I=36;visit_selection:B=36,minimize,Interval-MIP-v0-paper-safe,explicit K1 root,complete,48337cfb5ced1ebe484d4d6ea8446ed903cc6fdce5ec9a50c6e64abad124b11b,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/models/D12/canonical_model.lp,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/models/D12/completion_marker.json,none
D13,development,high_imbalance_seed3201,ce60fd4e74ad23174be2d4a08ca6e52c0043cee22f3c9b17153b9e8bbcfdbe42,L0.1.0,L0.1,0.47499999999999998,0.71249999999999991,2,2.4434031919432,true,3600,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__high_imbalance_seed3201__K1-AM/command.json,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/cutoff_D13_T3600/cutoff_resolution.json,5cb6ec6a9b10e1de76d5cef237039c22c77c1cba8f93c606332deaf77f30814a,243f1638742fa54579f71b93e7feb0716648b40f9be070d24b4dda24c305b0db,243f1638742fa54579f71b93e7feb0716648b40f9be070d24b4dda24c305b0db,8b1cbf5ae0b8dc755b2bab2405bc1d0533aa50e61fb18eced0b26a347847f12d,10884,3376,53713,3376,1692,auxiliary:B=112;auxiliary:C=1684;auxiliary:I=20;drop_quantity:I=60;operation_mode:B=60;pickup_quantity:I=60;routing_arc:B=1260;vehicle_load:I=60;visit_selection:B=60,minimize,Interval-MIP-v0-paper-safe,largest terminal/native MIP Work in Round 47 K1-AM; tie interval id,complete,48337cfb5ced1ebe484d4d6ea8446ed903cc6fdce5ec9a50c6e64abad124b11b,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/models/D13/canonical_model.lp,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/models/D13/completion_marker.json,none
D14,development,moderate_seed3301,83daeb902d8d68a0e08a84d190b43647183b146daf81c31e99be07c10fc6242a,L0.0,L0,0,0.024576276332372575,1,0.04915255266474515,true,3600,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__moderate_seed3301__K1-AM/command.json,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/cutoff_D14_T3600/cutoff_resolution.json,8af7eeee1cc20c6cd59d490b63a3665bd3f32171a54d8f7d1abe024dc160998b,767199171a96100767723044d3c1c462c12c5f107330cc36314939f8c21f00e8,767199171a96100767723044d3c1c462c12c5f107330cc36314939f8c21f00e8,69ff92b7458484aefa5f4c7bdfc90c1b4d76850ca9cf6f84bf26d261b418f4da,10891,3378,53488,3378,1693,auxiliary:B=113;auxiliary:C=1685;auxiliary:I=20;drop_quantity:I=60;operation_mode:B=60;pickup_quantity:I=60;routing_arc:B=1260;vehicle_load:I=60;visit_selection:B=60,minimize,Interval-MIP-v0-paper-safe,largest terminal/native MIP Work in Round 47 K1-AM; tie interval id,complete,48337cfb5ced1ebe484d4d6ea8446ed903cc6fdce5ec9a50c6e64abad124b11b,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/models/D14/canonical_model.lp,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/models/D14/completion_marker.json,none
C1,confirmation,round39_small_hard_V12_M3_Q20_slot07_seed621538683,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,L0.0,L0,0,0.32355821672775104,1,0.64711643345550207,true,2400,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM/command.json,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/cutoff_D12_T2400/cutoff_resolution.json,4e9d974f72b43bc85f56c15303d857b3e8d743eb14ffa97c4719c15f7f89c3fb,58315195b578ad6c4395df099d59956d8ded0808fd8c89f54e468fe0b5ff4908,58315195b578ad6c4395df099d59956d8ded0808fd8c89f54e468fe0b5ff4908,26d9aa175e9be40e0e6e03ccca7df51c58c01ae2be1b8f0219ce2491b472eece,16042,1402,163484,1402,727,auxiliary:B=67;auxiliary:C=675;auxiliary:I=12;drop_quantity:I=36;operation_mode:B=36;pickup_quantity:I=36;routing_arc:B=468;vehicle_load:I=36;visit_selection:B=36,minimize,Interval-MIP-v0-paper-safe,exact midpoint child of D12,complete,48337cfb5ced1ebe484d4d6ea8446ed903cc6fdce5ec9a50c6e64abad124b11b,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/models/C1/canonical_model.lp,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/models/C1/completion_marker.json,none
C2,confirmation,round39_small_hard_V12_M3_Q20_slot07_seed621538683,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,L0.1,L0,0.32355821672775104,0.64711643345550207,1,0.64711643345550207,true,2400,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM/command.json,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/cutoff_D12_T2400/cutoff_resolution.json,4e9d974f72b43bc85f56c15303d857b3e8d743eb14ffa97c4719c15f7f89c3fb,605cb646d49686a7782ab633c0fccb64821e80087a34d8393cc2a71022aaff1f,605cb646d49686a7782ab633c0fccb64821e80087a34d8393cc2a71022aaff1f,26d9aa175e9be40e0e6e03ccca7df51c58c01ae2be1b8f0219ce2491b472eece,16042,1402,163630,1402,727,auxiliary:B=67;auxiliary:C=675;auxiliary:I=12;drop_quantity:I=36;operation_mode:B=36;pickup_quantity:I=36;routing_arc:B=468;vehicle_load:I=36;visit_selection:B=36,minimize,Interval-MIP-v0-paper-safe,exact midpoint child of D12,complete,48337cfb5ced1ebe484d4d6ea8446ed903cc6fdce5ec9a50c6e64abad124b11b,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/models/C2/canonical_model.lp,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/models/C2/completion_marker.json,none
C3,confirmation,tight_T_seed3101,30aea92f1d6ce551ef8fffe15acdd3422a94b06e60ddd13ad5166149653d4ef3,L0,,0,0.10725273413394144,0,0.10725273413394144,true,3600,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__tight_T_seed3101__K1-AM/command.json,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/cutoff_C3_T3600/cutoff_resolution.json,b66028c922e1bcdfec499656088b71d63b7e1e87f42c9251f16992729482d147,5cfc938098dd731e3ce6809a4a9583436839fba895900b198f72e842e5a10c6b,5cfc938098dd731e3ce6809a4a9583436839fba895900b198f72e842e5a10c6b,483fa7615b0a2d87cd977c387d53ce2c2d84d46432218d4cf4d5bca139521f45,10905,3382,53522,3382,1695,auxiliary:B=115;auxiliary:C=1687;auxiliary:I=20;drop_quantity:I=60;operation_mode:B=60;pickup_quantity:I=60;routing_arc:B=1260;vehicle_load:I=60;visit_selection:B=60,minimize,Interval-MIP-v0-paper-safe,largest terminal/native MIP Work in Round 47 K1-AM; tie interval id,complete,48337cfb5ced1ebe484d4d6ea8446ed903cc6fdce5ec9a50c6e64abad124b11b,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/models/C3/canonical_model.lp,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/models/C3/completion_marker.json,none
C4,confirmation,high_imbalance_seed3202,902f4c46fa076f3e24b537737c5d58ffe833e6de21e900a42bb8846d3f76db50,L0.1.0,L0.1,0.47499999999999998,0.71249999999999991,2,1.7493134520506337,true,3600,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__high_imbalance_seed3202__K1-AM/command.json,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/cutoff_C4_T3600/cutoff_resolution.json,3f431abc3c9104837d0b0996b8506a6d5b9a81f6689ed6db977b8fb2db5b99f7,8354461996780a954bf1dbb33f13bf3aef8c906eabaf0a7cc71774016fb93804,8354461996780a954bf1dbb33f13bf3aef8c906eabaf0a7cc71774016fb93804,8f8be83ae6164aad54177a2cba24e901c50544a07b1b57247585d286225601d2,10863,3370,53686,3370,1689,auxiliary:B=109;auxiliary:C=1681;auxiliary:I=20;drop_quantity:I=60;operation_mode:B=60;pickup_quantity:I=60;routing_arc:B=1260;vehicle_load:I=60;visit_selection:B=60,minimize,Interval-MIP-v0-paper-safe,largest terminal/native MIP Work in Round 47 K1-AM; tie interval id,complete,48337cfb5ced1ebe484d4d6ea8446ed903cc6fdce5ec9a50c6e64abad124b11b,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/models/C4/canonical_model.lp,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/models/C4/completion_marker.json,none
C5,confirmation,moderate_seed3302,0b329df7711155131b33dfd14cfee8e85a17f60cc003863dbe004eb085c5f77e,L0,,0,0.19563620654901237,0,0.19563620654901237,true,3600,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__moderate_seed3302__K1-AM/command.json,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/cutoff_C5_T3600/cutoff_resolution.json,bd621c6f6e86e8eeb2478fd257c83cd82858fb6a5eb6ced7af42e50beaf13326,9a3ff0a8c485dc6be2bb43142a7534c9d06aa405fec41491e6a9b457c9d57362,9a3ff0a8c485dc6be2bb43142a7534c9d06aa405fec41491e6a9b457c9d57362,ea6f1dfbbe700154fba0e9c3accb74219941a94be61f10ec88551c1f660209d8,10870,3372,53446,3372,1690,auxiliary:B=110;auxiliary:C=1682;auxiliary:I=20;drop_quantity:I=60;operation_mode:B=60;pickup_quantity:I=60;routing_arc:B=1260;vehicle_load:I=60;visit_selection:B=60,minimize,Interval-MIP-v0-paper-safe,largest terminal/native MIP Work in Round 47 K1-AM; tie interval id,complete,48337cfb5ced1ebe484d4d6ea8446ed903cc6fdce5ec9a50c6e64abad124b11b,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/models/C5/canonical_model.lp,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/models/C5/completion_marker.json,none
C6,confirmation,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,065d0f472f63fb8fe2f6e82c0834e9622db12c64af879f96bd576660c39272c9,L0,,0,0.921663128891689,0,0.921663128891689,true,2400,frozen_round39_small_hard_panel_convention,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/cutoff_C6_T2400/cutoff_resolution.json,2dc7e41e1cfec7eef3f95534faf36b3ebb13dcd5d8177d616023f1b07bf3b6a8,fb6fb2c22fa7f358b6d48d7057bddf3842869ffd20f18c76685f33eb2fd006fc,fb6fb2c22fa7f358b6d48d7057bddf3842869ffd20f18c76685f33eb2fd006fc,85545f6a75cf61348404a2d81b76bcd67c51b1b5d9b722f3b330a53cdcf2e214,2298,479,14936,479,226,auxiliary:B=56;auxiliary:C=253;auxiliary:I=10;drop_quantity:I=10;operation_mode:B=10;pickup_quantity:I=10;routing_arc:B=110;vehicle_load:I=10;visit_selection:B=10,minimize,Interval-MIP-v0-paper-safe,K1 root after HGA seed 20260626 reconstruction,complete,48337cfb5ced1ebe484d4d6ea8446ed903cc6fdce5ec9a50c6e64abad124b11b,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/models/C6/canonical_model.lp,results/gf_k1_interval_mip_vnext_round50/state_reconstruction/models/C6/completion_marker.json,none
