phase,state_id,instance,policy,process_cap_seconds,executable_sha256,model_identity_match,branch_priority_assignment_status,branch_priority_tiers,status,certificate,false_certificate,work,process_time_seconds,nodes,root_work,root_relaxation_bound,final_root_cut_bound,lower_bound,verified_upper_bound,gap,gi_common_horizon,baseline_certificate,baseline_work,work_ratio,work_delta,baseline_gi,gi_delta,baseline_gap,gap_delta,severe_regression,severe_regression_reason,evidence_complete,cap_respected,artifact_dir
qualification_300s,D2,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,default_no_assignment,all:all:p0=0,exact,True,False,7.798190809248318,5.1821604,1021,2.045222607504328,0.2073784,0.33424062081873596,0.5045438521629313,0.5045438521642074,2.529196102638948e-12,0.004640983594407339,True,7.798190809248318,1,0,0.004640983594407339,0,2.529196102638948e-12,0,false,baseline,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D2__interval-mip-v0
qualification_300s,D3,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,default_no_assignment,all:all:p0=0,exact,True,False,349.01793759503596,184.989624,20399,8.373309807405313,0.109524,0.3416849343544502,0.5063433075652057,0.506343307565206,4.3852580177814796e-16,0.11548571470020413,True,349.01793759503596,1,0,0.11548571470020413,0,4.3852580177814796e-16,0,false,baseline,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D3__interval-mip-v0
qualification_300s,D4,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,default_no_assignment,all:all:p0=0,exact,True,False,129.52841701703966,70.2291466,8604,7.784479710399424,0.1102857,0.38053157659467485,0.506343307565206,0.506343307565206,0,0.04241456944397153,True,129.52841701703966,1,0,0.04241456944397153,0,0,0,false,baseline,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D4__interval-mip-v0
qualification_300s,D5,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,default_no_assignment,all:all:p0=0,exact,True,False,8.361526207009655,5.2137053,47,6.5746066330905775,0.3348914,0.494372975844265,1e+100,0.506422789224163,0,0.0020044106863906647,True,8.361526207009655,1,0,0.0020044106863906647,0,0,0,false,baseline,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D5__interval-mip-v0
qualification_300s,D6,round39_small_hard_V12_M2_Q20_slot06_seed258908503,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,default_no_assignment,all:all:p0=0,exact,True,False,9.501641712092052,6.4172332,882,3.157944615763831,0.3821215,0.5929376888262344,0.7062530985290745,0.7062530985290749,6.287961224877803e-16,0.0037249756986578435,True,9.501641712092052,1,0,0.0037249756986578435,0,6.287961224877803e-16,0,false,baseline,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D6__interval-mip-v0
qualification_300s,D7,round39_small_hard_V12_M2_Q20_slot06_seed258908503,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,default_no_assignment,all:all:p0=0,exact,True,False,5.424760527933533,4.0569008,455,2.8434109939986962,0.3855621,0.6040145105561588,0.7062530985290766,0.7062530985290749,0,0.0025462548628959543,True,5.424760527933533,1,0,0.0025462548628959543,0,0,0,false,baseline,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D7__interval-mip-v0
qualification_300s,D8,round39_small_hard_V12_M2_Q20_slot06_seed258908503,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,default_no_assignment,all:all:p0=0,exact,True,False,0.6099470937080658,0.6301585,1,0.585943298832348,0.6608365,0.6608364563256461,1e+100,0.7062530985290749,0,0.0008183291977371187,True,0.6099470937080658,1,0,0.0008183291977371187,0,0,0,false,baseline,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D8__interval-mip-v0
qualification_300s,D9,tight_T_seed3102,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,default_no_assignment,all:all:p0=0,capped,False,False,645.3298462397224,298.0492639,1585,34.5047354259249,0.4426226,0.5189954800020847,0.5449853276686083,0.6007044366851081,0.09275628014997997,0.11467792249082043,False,645.3298462397224,1,0,0.11467792249082043,0,0.09275628014997997,0,false,baseline,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D9__interval-mip-v0
qualification_300s,D10,tight_T_seed3102,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,default_no_assignment,all:all:p0=0,exact,True,False,199.30559044359478,100.5551447,802,26.613616465643048,0.4640361,0.5706315722744337,1e+100,0.6007044366851081,0,0.014926993527452219,True,199.30559044359478,1,0,0.014926993527452219,0,0,0,false,baseline,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D10__interval-mip-v0
qualification_300s,D11,tight_T_seed3102,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,default_no_assignment,all:all:p0=0,capped,False,False,620.5627480032056,298.0517234,4080,52.925588401047825,0.5137004,0.5647915854182156,0.5910839582943994,0.6007044366851081,0.016015327677281286,0.043358736880674036,False,620.5627480032056,1,0,0.043358736880674036,0,0.016015327677281286,0,false,baseline,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D11__interval-mip-v0
qualification_300s,D12,round39_small_hard_V12_M3_Q20_slot07_seed621538683,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,default_no_assignment,all:all:p0=0,exact,True,False,257.2047290551788,128.0691698,8546,9.953195095127542,0.1228652,0.3725677026874226,0.6471164293678763,0.6471164334555021,6.316677466488924e-09,0.10859640528628832,True,257.2047290551788,1,0,0.10859640528628832,0,6.316677466488924e-09,0,false,baseline,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D12__interval-mip-v0
qualification_300s,D13,high_imbalance_seed3201,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,default_no_assignment,all:all:p0=0,exact,True,False,469.8380750590921,248.6568335,14010,19.817643564489646,2.271243,2.3495580338484627,2.4434031919432027,2.4434031919432,0,0.018607650180014108,True,469.8380750590921,1,0,0.018607650180014108,0,0,0,false,baseline,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D13__interval-mip-v0
qualification_300s,D14,moderate_seed3301,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,default_no_assignment,all:all:p0=0,capped,False,False,629.5255998600801,298.0501474,6376,20.22104519187402,0.03996241,0.041360124778295454,0.04831608708163978,0.04915255266474515,0.01701774450679403,0.08350024741358811,False,629.5255998600801,1,0,0.08350024741358811,0,0.01701774450679403,0,false,baseline,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D14__interval-mip-v0
qualification_300s,D1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,b1-primitive-first,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=68;drop_quantity:I:p2=36;final_inventory:I:p2=12;operation_mode:B:p2=36;pickup_quantity:I:p2=36;routing_arc:B:p2=468;vehicle_load:I:p2=36;visit_selection:B:p2=36,capped,False,False,650.286251557243,298.0763468,9439,18.29167117566,0.03178028,0.03278393326391182,0.03812740210193023,0.047932157762088284,0.20455485665435819,0.22514496354632413,False,663.3528282007866,0.98030222215380591,-13.066576643543613,0.19740753155603233,0.0277374319902918,0.16251155840405423,0.042043298250303951,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_b1_300s/D1__b1-primitive-first
qualification_300s,D2,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,b1-primitive-first,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=55;drop_quantity:I:p2=30;final_inventory:I:p2=10;operation_mode:B:p2=30;pickup_quantity:I:p2=30;routing_arc:B:p2=330;vehicle_load:I:p2=30;visit_selection:B:p2=30,exact,True,False,6.8398472875951235,5.1667461,1130,2.045215237504328,0.2073784,0.33424062081873596,0.5045438521642168,0.5045438521642074,0,0.004847692206337293,True,7.798190809248318,0.87710694120017674,-0.95834352165319459,0.004640983594407339,0.00020670861192995452,2.529196102638948e-12,-2.529196102638948e-12,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_b1_300s/D2__b1-primitive-first
qualification_300s,D3,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,b1-primitive-first,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=67;drop_quantity:I:p2=36;final_inventory:I:p2=12;operation_mode:B:p2=36;pickup_quantity:I:p2=36;routing_arc:B:p2=468;vehicle_load:I:p2=36;visit_selection:B:p2=36,capped,False,False,540.8261372453844,298.0867941,40511,8.373187971405313,0.109524,0.3416849343544502,0.4576345002376809,0.506343307565206,0.09619719782956242,0.18075088062521194,True,349.01793759503596,1.5495654491916191,191.80819965034846,0.11548571470020413,0.065265165925007806,4.3852580177814796e-16,0.096197197829561973,true,baseline_certifies_candidate_does_not,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_b1_300s/D3__b1-primitive-first
qualification_300s,D4,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,b1-primitive-first,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=67;drop_quantity:I:p2=36;final_inventory:I:p2=12;operation_mode:B:p2=36;pickup_quantity:I:p2=36;routing_arc:B:p2=468;vehicle_load:I:p2=36;visit_selection:B:p2=36,exact,True,False,140.60580526989312,78.5011594,10780,7.784465448399423,0.1102857,0.38053157659467485,0.5063433075652064,0.506343307565206,0,0.042203392498283074,True,129.52841701703966,1.0855209112251887,11.077388252853467,0.04241456944397153,-0.00021117694568845852,0,0,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_b1_300s/D4__b1-primitive-first
qualification_300s,D5,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,b1-primitive-first,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=67;drop_quantity:I:p2=36;final_inventory:I:p2=12;operation_mode:B:p2=36;pickup_quantity:I:p2=36;routing_arc:B:p2=468;vehicle_load:I:p2=36;visit_selection:B:p2=36,exact,True,False,8.361163761009655,5.1074564,47,6.574246615090577,0.3348914,0.494372975844265,1e+100,0.506422789224163,0,0.001997188117188198,True,8.361526207009655,0.99995665312874382,-0.00036244600000046034,0.0020044106863906647,-7.2225692024667151e-06,0,0,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_b1_300s/D5__b1-primitive-first
qualification_300s,D6,round39_small_hard_V12_M2_Q20_slot06_seed258908503,b1-primitive-first,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=65;drop_quantity:I:p2=24;final_inventory:I:p2=12;operation_mode:B:p2=24;pickup_quantity:I:p2=24;routing_arc:B:p2=312;vehicle_load:I:p2=24;visit_selection:B:p2=24,exact,True,False,27.128277094781954,17.6846938,1911,3.157938194763831,0.3821215,0.5929376888262344,0.7062530985290761,0.7062530985290749,0,0.006803334124198018,True,9.501641712092052,2.855114717729017,17.626635382689901,0.0037249756986578435,0.0030783584255401741,6.287961224877803e-16,-6.2879612248778034e-16,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_b1_300s/D6__b1-primitive-first
qualification_300s,D7,round39_small_hard_V12_M2_Q20_slot06_seed258908503,b1-primitive-first,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=65;drop_quantity:I:p2=24;final_inventory:I:p2=12;operation_mode:B:p2=24;pickup_quantity:I:p2=24;routing_arc:B:p2=312;vehicle_load:I:p2=24;visit_selection:B:p2=24,exact,True,False,6.693142072420906,5.0980916,674,2.8434091459986965,0.3855621,0.6040145105561588,0.706253098529078,0.7062530985290749,0,0.002943891197934927,True,5.424760527933533,1.2338133707388812,1.2683815444873723,0.0025462548628959543,0.00039763633503897252,0,0,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_b1_300s/D7__b1-primitive-first
qualification_300s,D8,round39_small_hard_V12_M2_Q20_slot06_seed258908503,b1-primitive-first,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=65;drop_quantity:I:p2=24;final_inventory:I:p2=12;operation_mode:B:p2=24;pickup_quantity:I:p2=24;routing_arc:B:p2=312;vehicle_load:I:p2=24;visit_selection:B:p2=24,exact,True,False,0.6099470937080658,0.6322795,1,0.585943298832348,0.6608365,0.6608364563256461,1e+100,0.7062530985290749,0,0.000819354331700898,True,0.6099470937080658,1,0,0.0008183291977371187,1.02513396377929e-06,0,0,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_b1_300s/D8__b1-primitive-first
qualification_300s,D9,tight_T_seed3102,b1-primitive-first,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=110;drop_quantity:I:p2=60;final_inventory:I:p2=20;operation_mode:B:p2=60;pickup_quantity:I:p2=60;routing_arc:B:p2=1260;vehicle_load:I:p2=60;visit_selection:B:p2=60,capped,False,False,585.2554601913323,298.0456891,2615,34.51937297129219,0.4426226,0.5189954800020847,0.532591407373711,0.6007044366851081,0.11338859038109987,0.1264193950025938,False,645.3298462397224,0.90690902272932505,-60.074386048390124,0.11467792249082043,0.011741472511773376,0.09275628014997997,0.020632310231119902,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_b1_300s/D9__b1-primitive-first
qualification_300s,D10,tight_T_seed3102,b1-primitive-first,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=110;drop_quantity:I:p2=60;final_inventory:I:p2=20;operation_mode:B:p2=60;pickup_quantity:I:p2=60;routing_arc:B:p2=1260;vehicle_load:I:p2=60;visit_selection:B:p2=60,exact,True,False,54.602589422451246,26.5167676,153,26.612559308643053,0.4640361,0.5706315722744337,1e+100,0.6007044366851081,0,0.006127938532040442,True,199.30559044359478,0.27396416377946137,-144.70300102114354,0.014926993527452219,-0.0087990549954117762,0,0,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_b1_300s/D10__b1-primitive-first
qualification_300s,D11,tight_T_seed3102,b1-primitive-first,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=110;drop_quantity:I:p2=60;final_inventory:I:p2=20;operation_mode:B:p2=60;pickup_quantity:I:p2=60;routing_arc:B:p2=1260;vehicle_load:I:p2=60;visit_selection:B:p2=60,capped,False,False,629.6957292254904,298.046993,4249,52.92557706404783,0.5137004,0.5647915854182156,0.5915402402907189,0.6007044366851081,0.015255749474667285,0.04220751971938002,False,620.5627480032056,1.0147172566379019,9.1329812222847977,0.043358736880674036,-0.0011512171612940159,0.016015327677281286,-0.00075957820261400057,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_b1_300s/D11__b1-primitive-first
qualification_300s,D12,round39_small_hard_V12_M3_Q20_slot07_seed621538683,b1-primitive-first,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=67;drop_quantity:I:p2=36;final_inventory:I:p2=12;operation_mode:B:p2=36;pickup_quantity:I:p2=36;routing_arc:B:p2=468;vehicle_load:I:p2=36;visit_selection:B:p2=36,exact,True,False,245.51233532483934,126.7857295,11858,9.954736957000168,0.1228652,0.3725677026874226,0.6471164334555012,0.6471164334555021,1.3725171758618295e-15,0.09481610112540775,True,257.2047290551788,0.95454051807954488,-11.692393730339461,0.10859640528628832,-0.013780304160880566,6.316677466488924e-09,-6.3166760939717481e-09,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_b1_300s/D12__b1-primitive-first
qualification_300s,D13,high_imbalance_seed3201,b1-primitive-first,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=112;drop_quantity:I:p2=60;final_inventory:I:p2=20;operation_mode:B:p2=60;pickup_quantity:I:p2=60;routing_arc:B:p2=1260;vehicle_load:I:p2=60;visit_selection:B:p2=60,capped,False,False,561.4920806231137,298.0509613,15224,19.817544581489646,2.271243,2.3495580338484627,2.4330369019332476,2.4434031919432,0.004242562195274954,0.01983818998898538,True,469.8380750590921,1.1950757301917136,91.654005564021588,0.018607650180014108,0.0012305398089712712,0,0.0042425621952749543,true,baseline_certifies_candidate_does_not,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_b1_300s/D13__b1-primitive-first
qualification_300s,D14,moderate_seed3301,b1-primitive-first,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=113;drop_quantity:I:p2=60;final_inventory:I:p2=20;operation_mode:B:p2=60;pickup_quantity:I:p2=60;routing_arc:B:p2=1260;vehicle_load:I:p2=60;visit_selection:B:p2=60,capped,False,False,580.6032499074346,298.0469171,5094,20.22075089408185,0.03996241,0.041360124778295454,0.04495790144116645,0.04915255266474515,0.08533943805908023,0.11081338327067182,False,629.5255998600801,0.92228695709353348,-48.922349952645504,0.08350024741358811,0.027313135857083712,0.01701774450679403,0.068321693552286206,true,capped_gap_ratio_ge_1.50_and_delta_ge_0.05,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_b1_300s/D14__b1-primitive-first
