callback_isolation_mode,state_id,policy_label,policy,role,state_kind,process_cap_seconds,executable_sha256,input_sha256,model_sha256,status,certificate,certificate_class,false_certificate,engineering_gate,evidence_complete,cap_respected,native_status,lower_bound,verified_upper_bound,gap,gi_common_horizon,work,solver_time_seconds,process_time_seconds,nodes,simplex_iterations,average_iterations_per_node,peak_memory_gb,root_relaxation_bound_available,root_relaxation_bound,final_root_cut_bound_available,final_root_cut_bound,root_work,root_time_seconds,root_simplex_iterations,first_incumbent_work,first_incumbent_time_seconds,model_build_seconds,model_read_seconds,original_rows,original_columns,original_nonzeros,subset_duration_policy,subset_duration_rows,subset_duration_first_row_id,subset_duration_last_row_id,subset_duration_min_m,subset_duration_max_m,historical_m_may_be_unsafe,tailored_cut_policy,round53_callback_mode,callback_active,cbcut_symbol_loaded,cblazy_symbol_loaded,precrush_requested,precrush_effective,precrush_roundtrip_valid,mipnode_calls,mipnode_status_reads,relaxation_vector_reads,separator_calls,cut_submission_calls,callback_disabled_after_failure,callback_calls,root_callback_calls,tree_callback_calls,nonoptimal_mipnode_callbacks,relaxation_vector_failures,cuts_generated,cuts_violated,cuts_selected,cuts_added,duplicate_rejections,dominated_rejections,nonviolated_rejections,invalid_rejections,submission_failures,callback_failures,cut_pool_size,callback_overhead_seconds,cut_infrastructure_gate,failure_reason,artifact_dir
C2,D13,C2,round53-c2-status-only,high-imbalance difficult K1 interval,child,300,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,ce60fd4e74ad23174be2d4a08ca6e52c0043cee22f3c9b17153b9e8bbcfdbe42,243f1638742fa54579f71b93e7feb0716648b40f9be070d24b4dda24c305b0db,exact,True,strict_fixed_interval_optimal,False,True,True,True,OPTIMAL,2.4434031919432027,2.4434031919432,0,0.018313869636632583,469.8380750590921,243.08399987220764,243.2238425,14010,1335194,95.30292648108494,0.139302494,True,2.271243,True,2.3495580338484627,19.817643564489646,10.9980219,4087,177.7935774430082,97.8351491,0.0818939,0.0175992,10884,3376,53713,off,0,-1,-1,0,0,False,f0-clean-none,c2-status-only,0,1,1,-1,-1,0,14054,14054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/callback_isolation_300s/C2/D13__C2
C2,D14,C2,round53-c2-status-only,moderate3301 difficult K1 interval,child,300,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,83daeb902d8d68a0e08a84d190b43647183b146daf81c31e99be07c10fc6242a,767199171a96100767723044d3c1c462c12c5f107330cc36314939f8c21f00e8,capped,False,certificate_rejected,False,True,True,True,TIME_LIMIT,0.0483881628339312,0.04915255266474515,0.015551376060316213,0.08214149189676132,643.264170960652,297.89999985694885,298.0401867,6552,2804109,427.9775641025641,0.143398402,True,0.03996241,True,0.041360124778295454,20.22104519187402,9.3192456,3290,310.603686107071,150.4989553,0.0816429,0.0174548,10891,3378,53488,off,0,-1,-1,0,0,False,f0-clean-none,c2-status-only,0,1,1,-1,-1,0,6570,6570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/callback_isolation_300s/C2/D14__C2
C3,D1,C3,round53-c3-status-precrush,retain historically preferable; severe fragmentation guard,parent,300,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,dc3783a31dadf4393248bad739e2fafc8fc9a4759644092216c71504a3957d22,exact,True,strict_fixed_interval_optimal,False,True,True,True,OPTIMAL,0.045001550055628316,0.04500155005562836,9.251539862955515e-16,0.0455129632251628,337.0242964580917,218.90500020980835,218.9707841,25277,4320418,170.9228943308146,0.075736671,True,0.03185463,True,0.032667933206677886,2.2711428651786694,1.4509119,982,18.646648625610222,11.6226122,0.0296627,0.0058906,3764,1404,16888,off,0,-1,-1,0,0,False,f0-clean-none,c3-status-precrush,0,1,1,1,1,1,25289,25289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/callback_isolation_300s/C3/D1__C3
C3,D3,C3,round53-c3-status-precrush,strong-control difficult parent,parent,300,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,edc9fc393ca44821eb4dd7c0cc5a2223ce0dc95a345548d153a4d22a5862d6ce,exact,True,strict_fixed_interval_optimal,False,True,True,True,OPTIMAL,0.506343272364915,0.506343307565206,6.951862575922487e-08,0.07271222926987081,225.47632119042188,137.11100006103516,137.1894197,26106,1388189,53.17509384815751,0.087134072,True,0.1100648,True,0.3425681332295883,3.3168126072791213,2.2250736,1553,8.27785135450709,5.5414938,0.0388465,0.0055631,3757,1402,16319,off,0,-1,-1,0,0,False,f0-clean-none,c3-status-precrush,0,1,1,1,1,1,26128,26128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/callback_isolation_300s/C3/D3__C3
C3,D13,C3,round53-c3-status-precrush,high-imbalance difficult K1 interval,child,300,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,ce60fd4e74ad23174be2d4a08ca6e52c0043cee22f3c9b17153b9e8bbcfdbe42,243f1638742fa54579f71b93e7feb0716648b40f9be070d24b4dda24c305b0db,capped,False,certificate_rejected,False,True,True,True,TIME_LIMIT,2.4357613091012453,2.4434031919432,0.003127557034857269,0.02024164617178439,589.2197962880986,297.8989999294281,298.0423722,12009,1204448,100.29544508285453,0.213859188,True,2.271243,True,2.3495580338484627,20.333063441678053,11.294364,4087,160.61151088462125,88.7956219,0.0815897,0.017416,10884,3376,53713,off,0,-1,-1,0,0,False,f0-clean-none,c3-status-precrush,0,1,1,1,1,1,12053,12053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/callback_isolation_300s/C3/D13__C3
C3,D14,C3,round53-c3-status-precrush,moderate3301 difficult K1 interval,child,300,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,83daeb902d8d68a0e08a84d190b43647183b146daf81c31e99be07c10fc6242a,767199171a96100767723044d3c1c462c12c5f107330cc36314939f8c21f00e8,capped,False,certificate_rejected,False,True,True,True,TIME_LIMIT,0.0483881628339312,0.04915255266474515,0.015551376060316213,0.08183374223197577,644.9969502883852,297.8970000743866,298.0405456,6585,2816623,427.7331814730448,0.143398402,True,0.03996241,True,0.041360124778295454,20.21287487356398,8.9195974,3290,310.57875345120044,149.7544902,0.082706,0.0172767,10891,3378,53488,off,0,-1,-1,0,0,False,f0-clean-none,c3-status-precrush,0,1,1,1,1,1,6603,6603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/callback_isolation_300s/C3/D14__C3
C4,D1,C4,round53-c4-separator-dry-run,retain historically preferable; severe fragmentation guard,parent,300,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,dc3783a31dadf4393248bad739e2fafc8fc9a4759644092216c71504a3957d22,exact,True,strict_fixed_interval_optimal,False,True,True,True,OPTIMAL,0.045001550055628316,0.04500155005562836,9.251539862955515e-16,0.04554021267460662,337.0242964580917,218.62900018692017,218.6974301,25277,4320418,170.9228943308146,0.075736671,True,0.03185463,True,0.032667933206677886,2.2711428651786694,1.5365021,982,18.646648625610222,11.7638378,0.0296417,0.0058805,3764,1404,16888,off,0,-1,-1,0,0,False,sd-r3-root-blockmax-dry-run,c4-separator-dry-run,1,1,1,1,1,1,25289,25289,16,16,0,0,16,16,0,7074,0,13728,2,1,0,1,0,13726,0,0,0,1,0.094361100000080564,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/callback_isolation_300s/C4/D1__C4
C4,D3,C4,round53-c4-separator-dry-run,strong-control difficult parent,parent,300,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,edc9fc393ca44821eb4dd7c0cc5a2223ce0dc95a345548d153a4d22a5862d6ce,exact,True,strict_fixed_interval_optimal,False,True,True,True,OPTIMAL,0.506343272364915,0.506343307565206,6.951862575922487e-08,0.07290364246377348,225.47632119042188,137.39599990844727,137.4759603,26106,1388189,53.17509384815751,0.087134072,True,0.1100648,True,0.3425681332295883,3.3168126072791213,2.3558811,1553,8.27785135450709,5.669787,0.0394871,0.0056199,3757,1402,16319,off,0,-1,-1,0,0,False,sd-r3-root-blockmax-dry-run,c4-separator-dry-run,1,1,1,1,1,1,26128,26128,26,26,0,0,26,26,0,11039,0,22308,0,0,0,0,0,22308,0,0,0,0,0.15478940000009433,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/callback_isolation_300s/C4/D3__C4
C4,D13,C4,round53-c4-separator-dry-run,high-imbalance difficult K1 interval,child,300,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,ce60fd4e74ad23174be2d4a08ca6e52c0043cee22f3c9b17153b9e8bbcfdbe42,243f1638742fa54579f71b93e7feb0716648b40f9be070d24b4dda24c305b0db,capped,False,certificate_rejected,False,True,True,True,TIME_LIMIT,2.4353711552272554,2.4434031919432,0.0032872334547278683,0.020433403820702196,585.1954440814447,297.90199995040894,298.0475704,11775,1188935,100.97112526539279,0.213859188,True,2.271243,True,2.3495580338484627,20.333063441678053,12.5596261,4087,160.61151088462125,90.2516858,0.0832912,0.0179579,10884,3376,53713,off,0,-1,-1,0,0,False,sd-r3-root-blockmax-dry-run,c4-separator-dry-run,1,1,1,1,1,1,11819,11819,48,48,0,0,48,48,0,3624,0,191520,0,0,0,0,0,191520,0,0,0,0,1.2799559999997248,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/callback_isolation_300s/C4/D13__C4
C4,D14,C4,round53-c4-separator-dry-run,moderate3301 difficult K1 interval,child,300,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,83daeb902d8d68a0e08a84d190b43647183b146daf81c31e99be07c10fc6242a,767199171a96100767723044d3c1c462c12c5f107330cc36314939f8c21f00e8,capped,False,certificate_rejected,False,True,True,True,TIME_LIMIT,0.0483881628339312,0.04915255266474515,0.015551376060316213,0.08204045249117513,644.4572804896701,297.8989999294281,298.0403622,6579,2813440,427.6394588843289,0.143398402,True,0.03996241,True,0.041360124778295454,20.21287487356398,9.4214093,3290,310.57875345120044,150.1845023,0.0817808,0.0174013,10891,3378,53488,off,0,-1,-1,0,0,False,sd-r3-root-blockmax-dry-run,c4-separator-dry-run,1,1,1,1,1,1,6597,6597,22,22,0,0,22,22,0,2015,0,87780,1,1,0,0,0,87779,0,0,0,1,0.5804969999998506,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/callback_isolation_300s/C4/D14__C4
C5,D1,C5,round53-c5-live,retain historically preferable; severe fragmentation guard,parent,300,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,dc3783a31dadf4393248bad739e2fafc8fc9a4759644092216c71504a3957d22,capped,False,certificate_rejected,False,True,True,True,TIME_LIMIT,0.044001340327903975,0.04530861852692135,0.028852749024793574,0.06793987801687382,458.78878117175884,297.95099997520447,298.0247455,31941,5686422,178.02892833662065,0.074805707,True,0.03185463,True,0.032667933206677886,2.605694339499754,1.7165666,982,106.20143555675844,69.8618023,0.030304,0.0059734,3764,1404,16888,off,0,-1,-1,0,0,False,sd-r3-root-blockmax,c5-live,1,1,1,1,1,1,31953,31953,16,16,1,0,16,16,0,7931,0,13728,1,1,1,0,0,13727,0,0,0,1,0.097226500000098456,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/callback_isolation_300s/C5/D1__C5
C5,D3,C5,round53-c5-live,strong-control difficult parent,parent,300,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,edc9fc393ca44821eb4dd7c0cc5a2223ce0dc95a345548d153a4d22a5862d6ce,exact,True,strict_fixed_interval_optimal,False,True,True,True,OPTIMAL,0.506343272364915,0.506343307565206,6.951862575922487e-08,0.07274333831589362,225.47632119042188,137.08399987220764,137.1622417,26106,1388189,53.17509384815751,0.087134072,True,0.1100648,True,0.3425681332295883,3.3168126072791213,2.3350815,1553,8.27785135450709,5.6514685,0.0387851,0.0057083,3757,1402,16319,off,0,-1,-1,0,0,False,sd-r3-root-blockmax,c5-live,1,1,1,1,1,1,26128,26128,26,26,0,0,26,26,0,11039,0,22308,0,0,0,0,0,22308,0,0,0,0,0.17332510000009649,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/callback_isolation_300s/C5/D3__C5
C5,D13,C5,round53-c5-live,high-imbalance difficult K1 interval,child,300,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,ce60fd4e74ad23174be2d4a08ca6e52c0043cee22f3c9b17153b9e8bbcfdbe42,243f1638742fa54579f71b93e7feb0716648b40f9be070d24b4dda24c305b0db,capped,False,certificate_rejected,False,True,True,True,TIME_LIMIT,2.4355157961169622,2.4434031919432,0.0032280369659192605,0.020394753779764737,586.5036540303943,297.90199995040894,298.0447071,11847,1193590,100.75040094538701,0.213859188,True,2.271243,True,2.3495580338484627,20.333063441678053,12.5670763,4087,160.61151088462125,90.0959652,0.081886,0.017835,10884,3376,53713,off,0,-1,-1,0,0,False,sd-r3-root-blockmax,c5-live,1,1,1,1,1,1,11891,11891,48,48,0,0,48,48,0,3670,0,191520,0,0,0,0,0,191520,0,0,0,0,1.2770556999997602,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/callback_isolation_300s/C5/D13__C5
C5,D14,C5,round53-c5-live,moderate3301 difficult K1 interval,child,300,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,83daeb902d8d68a0e08a84d190b43647183b146daf81c31e99be07c10fc6242a,767199171a96100767723044d3c1c462c12c5f107330cc36314939f8c21f00e8,capped,False,certificate_rejected,False,True,True,True,TIME_LIMIT,0.04732473977927616,0.04915255266474515,0.03718653022836784,0.08516727047114606,595.6431702284887,297.90199995040894,298.0423073,5479,1470265,268.3455010038328,0.142284703,True,0.03996241,True,0.04135233314483327,20.68992170578357,9.3892355,3290,-1,-1,0.0815085,0.0174093,10891,3378,53488,off,0,-1,-1,0,0,False,sd-r3-root-blockmax,c5-live,1,1,1,1,1,1,5495,5495,20,20,1,0,20,20,0,1243,0,79800,1,1,1,0,0,79799,0,0,0,1,0.53459239999989183,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/callback_isolation_300s/C5/D14__C5
