instance_id,M,difficulty_configuration,method,checkpoint_seconds,strict_certificate_by_checkpoint,gap,normalized_gap_integral,run_id
round53_sealed_v12_moderate_3600_V12_M2_Q20_seed1498709331,2,moderate_3600,K1-AM-CANDIDATE,1200.0,True,0.0,0.01395713584570634,sealed__round53_sealed_v12_moderate_3600_V12_M2_Q20_seed1498709331__K1-AM-CANDIDATE__3600s
round53_sealed_v12_moderate_3600_V12_M2_Q20_seed1498709331,2,moderate_3600,K1-AM-CANDIDATE,1800.0,True,0.0,0.009304757230470893,sealed__round53_sealed_v12_moderate_3600_V12_M2_Q20_seed1498709331__K1-AM-CANDIDATE__3600s
round53_sealed_v12_moderate_3600_V12_M2_Q20_seed1498709331,2,moderate_3600,K1-AM-CANDIDATE,3600.0,True,0.0,0.004652378615235446,sealed__round53_sealed_v12_moderate_3600_V12_M2_Q20_seed1498709331__K1-AM-CANDIDATE__3600s
round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989,2,tight_T_2400,P-GRB,300.0,False,2.0148336719506698e-15,0.07815942778065008,sealed__round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989__P-GRB__3600s
round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989,2,tight_T_2400,P-GRB,1200.0,False,2.0148336719506698e-15,0.01953985694516403,sealed__round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989__P-GRB__3600s
round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989,2,tight_T_2400,P-GRB,1800.0,False,2.0148336719506698e-15,0.013026571296776692,sealed__round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989__P-GRB__3600s
round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989,2,tight_T_2400,P-GRB,3600.0,False,2.0148336719506698e-15,0.006513285648389354,sealed__round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989__P-GRB__3600s
round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989,2,tight_T_2400,K1-AM-v0,300.0,True,0.0,0.04164262556932575,sealed__round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989__K1-AM-v0__3600s
round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989,2,tight_T_2400,K1-AM-v0,1200.0,True,0.0,0.010410656392331437,sealed__round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989__K1-AM-v0__3600s
round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989,2,tight_T_2400,K1-AM-v0,1800.0,True,0.0,0.006940437594887625,sealed__round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989__K1-AM-v0__3600s
round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989,2,tight_T_2400,K1-AM-v0,3600.0,True,0.0,0.0034702187974438125,sealed__round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989__K1-AM-v0__3600s
round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989,2,tight_T_2400,K1-AM-CANDIDATE,300.0,True,0.0,0.015105833322081728,sealed__round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989__K1-AM-CANDIDATE__3600s
round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989,2,tight_T_2400,K1-AM-CANDIDATE,1200.0,True,0.0,0.003776458330520432,sealed__round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989__K1-AM-CANDIDATE__3600s
round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989,2,tight_T_2400,K1-AM-CANDIDATE,1800.0,True,0.0,0.0025176388870136214,sealed__round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989__K1-AM-CANDIDATE__3600s
round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989,2,tight_T_2400,K1-AM-CANDIDATE,3600.0,True,0.0,0.0012588194435068107,sealed__round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989__K1-AM-CANDIDATE__3600s
round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204,2,high_imbalance_3600,P-GRB,300.0,False,0.0,0.011099985224527752,sealed__round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204__P-GRB__3600s
round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204,2,high_imbalance_3600,P-GRB,1200.0,False,0.0,0.002774996306131938,sealed__round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204__P-GRB__3600s
round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204,2,high_imbalance_3600,P-GRB,1800.0,False,0.0,0.0018499975374212919,sealed__round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204__P-GRB__3600s
round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204,2,high_imbalance_3600,P-GRB,3600.0,False,0.0,0.0009249987687106459,sealed__round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204__P-GRB__3600s
round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204,2,high_imbalance_3600,K1-AM-v0,300.0,True,0.0,0.02646326836191983,sealed__round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204__K1-AM-v0__3600s
round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204,2,high_imbalance_3600,K1-AM-v0,1200.0,True,0.0,0.006615817090479957,sealed__round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204__K1-AM-v0__3600s
round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204,2,high_imbalance_3600,K1-AM-v0,1800.0,True,0.0,0.004410544726986638,sealed__round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204__K1-AM-v0__3600s
round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204,2,high_imbalance_3600,K1-AM-v0,3600.0,True,0.0,0.002205272363493319,sealed__round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204__K1-AM-v0__3600s
round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204,2,high_imbalance_3600,K1-AM-CANDIDATE,300.0,True,0.0,0.024992325503270216,sealed__round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204__K1-AM-CANDIDATE__3600s
round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204,2,high_imbalance_3600,K1-AM-CANDIDATE,1200.0,True,0.0,0.006248081375817554,sealed__round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204__K1-AM-CANDIDATE__3600s
round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204,2,high_imbalance_3600,K1-AM-CANDIDATE,1800.0,True,0.0,0.00416538758387837,sealed__round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204__K1-AM-CANDIDATE__3600s
round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204,2,high_imbalance_3600,K1-AM-CANDIDATE,3600.0,True,0.0,0.002082693791939185,sealed__round53_sealed_v12_high_imbalance_3600_V12_M2_Q30_seed527237204__K1-AM-CANDIDATE__3600s
round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897,2,moderate_3600,P-GRB,300.0,False,0.12166761339310386,0.3868594791539772,sealed__round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897__P-GRB__3600s
round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897,2,moderate_3600,P-GRB,1200.0,False,1.6003423920871987e-16,0.10804194712577217,sealed__round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897__P-GRB__3600s
round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897,2,moderate_3600,P-GRB,1800.0,False,1.6003423920871987e-16,0.07202796475051482,sealed__round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897__P-GRB__3600s
round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897,2,moderate_3600,P-GRB,3600.0,False,1.6003423920871987e-16,0.03601398237525749,sealed__round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897__P-GRB__3600s
round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897,2,moderate_3600,K1-AM-v0,300.0,True,0.0,0.4114517024274968,sealed__round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897__K1-AM-v0__3600s
round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897,2,moderate_3600,K1-AM-v0,1200.0,True,0.0,0.1028629256068742,sealed__round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897__K1-AM-v0__3600s
round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897,2,moderate_3600,K1-AM-v0,1800.0,True,0.0,0.06857528373791613,sealed__round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897__K1-AM-v0__3600s
round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897,2,moderate_3600,K1-AM-v0,3600.0,True,0.0,0.034287641868958066,sealed__round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897__K1-AM-v0__3600s
round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897,2,moderate_3600,K1-AM-CANDIDATE,300.0,True,0.0,0.10647160150012228,sealed__round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897__K1-AM-CANDIDATE__3600s
round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897,2,moderate_3600,K1-AM-CANDIDATE,1200.0,True,0.0,0.02661790037503057,sealed__round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897__K1-AM-CANDIDATE__3600s
round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897,2,moderate_3600,K1-AM-CANDIDATE,1800.0,True,0.0,0.017745266916687045,sealed__round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897__K1-AM-CANDIDATE__3600s
round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897,2,moderate_3600,K1-AM-CANDIDATE,3600.0,True,0.0,0.008872633458343522,sealed__round53_sealed_v12_moderate_3600_V12_M2_Q30_seed1230493897__K1-AM-CANDIDATE__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936,3,tight_T_2400,P-GRB,300.0,False,0.20080915628008436,0.300916217005104,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936__P-GRB__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936,3,tight_T_2400,P-GRB,1200.0,False,0.08914602049261822,0.1722479881962149,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936__P-GRB__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936,3,tight_T_2400,P-GRB,1800.0,False,0.057902572752980504,0.13919152477557395,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936__P-GRB__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936,3,tight_T_2400,P-GRB,3600.0,False,1.3529520950094467e-08,0.07667888626829905,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936__P-GRB__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936,3,tight_T_2400,K1-AM-v0,300.0,False,0.164958931622261,0.26130620418196754,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936__K1-AM-v0__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936,3,tight_T_2400,K1-AM-v0,1200.0,True,0.0,0.09547028496482572,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936__K1-AM-v0__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936,3,tight_T_2400,K1-AM-v0,1800.0,True,0.0,0.06364685664321715,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936__K1-AM-v0__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936,3,tight_T_2400,K1-AM-v0,3600.0,True,0.0,0.031823428321608574,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936__K1-AM-v0__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936,3,tight_T_2400,K1-AM-CANDIDATE,300.0,True,0.0,0.11945899198490137,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936__K1-AM-CANDIDATE__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936,3,tight_T_2400,K1-AM-CANDIDATE,1200.0,True,0.0,0.029864747996225342,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936__K1-AM-CANDIDATE__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936,3,tight_T_2400,K1-AM-CANDIDATE,1800.0,True,0.0,0.01990983199748356,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936__K1-AM-CANDIDATE__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936,3,tight_T_2400,K1-AM-CANDIDATE,3600.0,True,0.0,0.00995491599874178,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q20_seed1388001936__K1-AM-CANDIDATE__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350,3,high_imbalance_3600,P-GRB,300.0,False,0.12893375960252887,0.1540713469440562,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350__P-GRB__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350,3,high_imbalance_3600,P-GRB,1200.0,False,0.08329487375452334,0.11237986096433171,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350__P-GRB__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350,3,high_imbalance_3600,P-GRB,1800.0,False,0.0737176183160024,0.10096730738469797,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350__P-GRB__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350,3,high_imbalance_3600,P-GRB,3600.0,False,0.05919387467229914,0.08311819800463978,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350__P-GRB__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350,3,high_imbalance_3600,K1-AM-v0,300.0,False,0.08343944937120328,0.11146404471166071,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350__K1-AM-v0__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350,3,high_imbalance_3600,K1-AM-v0,1200.0,False,0.07056354124021455,0.08481925243470066,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350__K1-AM-v0__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350,3,high_imbalance_3600,K1-AM-v0,1800.0,False,0.06804339109751852,0.07967929767348693,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350__K1-AM-v0__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350,3,high_imbalance_3600,K1-AM-v0,3600.0,False,0.06241474410905795,0.07226821751137187,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350__K1-AM-v0__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350,3,high_imbalance_3600,K1-AM-CANDIDATE,300.0,False,0.05737270509386845,0.08342217788639116,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350__K1-AM-CANDIDATE__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350,3,high_imbalance_3600,K1-AM-CANDIDATE,1200.0,False,0.004274146963023107,0.03415204334573554,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350__K1-AM-CANDIDATE__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350,3,high_imbalance_3600,K1-AM-CANDIDATE,1800.0,True,0.0,0.02285440429563716,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350__K1-AM-CANDIDATE__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350,3,high_imbalance_3600,K1-AM-CANDIDATE,3600.0,True,0.0,0.01142720214781858,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q20_seed912024350__K1-AM-CANDIDATE__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832,3,moderate_3600,P-GRB,300.0,False,0.0,0.00015713947183257232,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832__P-GRB__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832,3,moderate_3600,P-GRB,1200.0,False,0.0,3.928486795814308e-05,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832__P-GRB__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832,3,moderate_3600,P-GRB,1800.0,False,0.0,2.6189911972095388e-05,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832__P-GRB__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832,3,moderate_3600,P-GRB,3600.0,False,0.0,1.3094955986047694e-05,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832__P-GRB__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832,3,moderate_3600,K1-AM-v0,300.0,True,0.0,0.013823528410148897,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832__K1-AM-v0__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832,3,moderate_3600,K1-AM-v0,1200.0,True,0.0,0.0034558821025372243,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832__K1-AM-v0__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832,3,moderate_3600,K1-AM-v0,1800.0,True,0.0,0.002303921401691483,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832__K1-AM-v0__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832,3,moderate_3600,K1-AM-v0,3600.0,True,0.0,0.0011519607008457415,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832__K1-AM-v0__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832,3,moderate_3600,K1-AM-CANDIDATE,300.0,True,0.0,0.01085129207686935,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832__K1-AM-CANDIDATE__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832,3,moderate_3600,K1-AM-CANDIDATE,1200.0,True,0.0,0.0027128230192173374,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832__K1-AM-CANDIDATE__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832,3,moderate_3600,K1-AM-CANDIDATE,1800.0,True,0.0,0.001808548679478225,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832__K1-AM-CANDIDATE__3600s
