interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,depth,parent_id,time_limit_used,budget_policy,json_path,lp_path,log_path
2_d1_0,0.0245762763324,0.0307203454155,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.048473282714,0,1800.4578025,1,2,1800,per-leaf,results\oracle_closure_round\raw\moderate_seed3301_oracle_deep_auto_oracle\interval_2_d1_0.json,results\oracle_closure_round\raw\moderate_seed3301_oracle_deep_auto_oracle\interval_2_d1_0.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_24576276_30720345_905560152\interval_cutoff.cplex.log
2_d1_0_d2_0,0.0245762763324,0.0276483108739,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.048597821117,0,1800.1200738,2,2_d1_0,1800,per-leaf,results\oracle_closure_round\raw\moderate_seed3301_oracle_deep_auto_oracle\interval_2_d1_0_d2_0.json,results\oracle_closure_round\raw\moderate_seed3301_oracle_deep_auto_oracle\interval_2_d1_0_d2_0.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_24576276_27648311_907360623\interval_cutoff.cplex.log
2_d1_0_d2_0_d3_0,0.0245762763324,0.0261122936032,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.048910478705,0,1800.1882553,3,2_d1_0_d2_0,1800,per-leaf,results\oracle_closure_round\raw\moderate_seed3301_oracle_deep_auto_oracle\interval_2_d1_0_d2_0_d3_0.json,results\oracle_closure_round\raw\moderate_seed3301_oracle_deep_auto_oracle\interval_2_d1_0_d2_0_d3_0.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_24576276_26112294_909160748\interval_cutoff.cplex.log
2_d1_0_d2_0_d3_1,0.0261122936032,0.0276483108739,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,13.121525,3,2_d1_0_d2_0,1800,per-leaf,results\oracle_closure_round\raw\moderate_seed3301_oracle_deep_auto_oracle\interval_2_d1_0_d2_0_d3_1.json,results\oracle_closure_round\raw\moderate_seed3301_oracle_deep_auto_oracle\interval_2_d1_0_d2_0_d3_1.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_26112294_27648311_910960945\interval_cutoff.cplex.log
2_d1_0_d2_1,0.0276483108739,0.0307203454155,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.4520845,2,2_d1_0,1800,per-leaf,results\oracle_closure_round\raw\moderate_seed3301_oracle_deep_auto_oracle\interval_2_d1_0_d2_1.json,results\oracle_closure_round\raw\moderate_seed3301_oracle_deep_auto_oracle\interval_2_d1_0_d2_1.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_27648311_30720345_910974075\interval_cutoff.cplex.log
2_d1_1,0.0307203454155,0.0368644144986,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.4236078,1,2,1800,per-leaf,results\oracle_closure_round\raw\moderate_seed3301_oracle_deep_auto_oracle\interval_2_d1_1.json,results\oracle_closure_round\raw\moderate_seed3301_oracle_deep_auto_oracle\interval_2_d1_1.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_30720345_36864414_910974533\interval_cutoff.cplex.log
3,0.0368644144986,0.0491525526647,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.6457444,0,root,600,per-leaf,results\oracle_closure_round\raw\moderate_seed3301_oracle_deep_auto_oracle\interval_3.json,results\oracle_closure_round\raw\moderate_seed3301_oracle_deep_auto_oracle\interval_3.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_36864414_49152553_910974963\interval_cutoff.cplex.log
9,0.0107521208954,0.0122881381662,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.8970552,0,root,600,per-leaf,results\oracle_closure_round\raw\moderate_seed3301_oracle_deep_auto_oracle\interval_9.json,results\oracle_closure_round\raw\moderate_seed3301_oracle_deep_auto_oracle\interval_9.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_10752121_12288138_910975616\interval_cutoff.cplex.log
10,0.00921610362464,0.00998411226003,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.8211585,0,root,600,per-leaf,results\oracle_closure_round\raw\moderate_seed3301_oracle_deep_auto_oracle\interval_10.json,results\oracle_closure_round\raw\moderate_seed3301_oracle_deep_auto_oracle\interval_10.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_9216104_9984112_910976518\interval_cutoff.cplex.log
11,0.00998411226003,0.0107521208954,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.7852038,0,root,600,per-leaf,results\oracle_closure_round\raw\moderate_seed3301_oracle_deep_auto_oracle\interval_11.json,results\oracle_closure_round\raw\moderate_seed3301_oracle_deep_auto_oracle\interval_11.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_9984112_10752121_910977346\interval_cutoff.cplex.log
