id,arm,stage,scope,cap,schema,round59_cut_execution,round59_added_rows_status,round59_added_rows_count,round59_mip_focus,state_id,policy,status,certificate,certificate_class,false_certificate,native_status,lower_bound,frozen_cutoff,final_incumbent_available,final_incumbent,verified_upper_bound,gap,work,solver_time_seconds,process_time_seconds,nodes,simplex_iterations,average_iterations_per_node,peak_memory_gb,root_relaxation_bound_available,root_relaxation_bound,final_root_cut_bound_available,final_root_cut_bound,root_work,root_time_seconds,root_simplex_iterations,first_incumbent_work,first_incumbent_time_seconds,model_build_seconds,model_read_seconds,adaptive_branching,adaptive_root_lp_work,adaptive_child_probe_work,adaptive_terminal_mip_work,adaptive_total_work,adaptive_fallback_reason,tailored_cut_policy,round53_callback_mode,round53_mipnode_calls,round53_mipnode_status_reads,round53_relaxation_vector_reads,round53_separator_calls,round53_cut_submission_calls,round53_callback_overhead_seconds,tailored_cut_callback_active,tailored_cut_infrastructure_gate,gurobi_cbcut_symbol_loaded,gurobi_cblazy_symbol_loaded,gurobi_precrush_requested,gurobi_precrush_effective,gurobi_precrush_roundtrip_valid,tailored_cut_callback_disabled_after_failure,tailored_cut_callback_calls,tailored_cut_root_callback_calls,tailored_cut_tree_callback_calls,tailored_cut_nonoptimal_mipnode_callbacks,tailored_cut_relaxation_vector_failures,tailored_cuts_generated,tailored_cuts_violated,tailored_cuts_selected,tailored_cuts_added,tailored_cut_duplicate_rejections,tailored_cut_dominated_rejections,tailored_cut_nonviolated_rejections,tailored_cut_invalid_rejections,tailored_cut_submission_failures,tailored_cut_callback_failures,tailored_cut_pool_size,tailored_cut_callback_overhead_seconds,model_sha256,engineering_gate,failure_reason,artifact_dir,result_sha256,model_identity_scope,display_arm,valid,objective_available,objective,presolved_model_size_available,presolved_rows,presolved_columns,presolved_nonzeros,constraint_evidence_available,constraint_evidence_count
D3,F0,diagnostic_current_original,restricted_state_only,120,round50-fixed-interval-result-v1,off,not_requested,0,-1,D3-original,interval-mip-core-no-exhaustive-subset-duration,capped,False,certificate_rejected,False,TIME_LIMIT,0.038573432101890584,0.5509176727016294,True,0.04500155005562836,0.04500155005562836,0.14284214534369816,183.8108304840885,117.92499995231628,118.0276793,10966,1238805,112.96780959328835,0.085196889,True,0.03081566,True,0.032479286994541376,2.676871252409295,2.2618587,718,0.13365615977788595,0.0951737,0.0375169,0.0077005,False,0,0,183.8108304840885,183.8108304840885,not_applicable,f0-clean-none,c0-baseline,0,0,0,0,0,0,False,True,True,True,-1,-1,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66d0428e14ffd3e31764d324d6cd00d23f2eb3b3053d77f32178df87d7f630e5,True,none,results\gf_core_attribution_native_round59\local_raw\diagnostic_current_original\D3\F0,e9d257285322ad08b584357acc2416cb45800ffd8c86e93b24a42055465efed1,current_K1_F0,F0,,,,,,,,,
D3,OriginalCompact,diagnostic_current_original,restricted_state_only,120,round50-fixed-interval-result-v1,off,not_requested,0,-1,D3-original,interval-mip-core-no-exhaustive-subset-duration,capped,False,certificate_rejected,False,TIME_LIMIT,0.04106142352552733,0.5509176727016294,True,0.04500155005562836,0.04500155005562836,0.08755535143190551,176.10592614778534,117.93600010871887,118.0211386,18131,1518414,83.7468424245767,0.052289096,True,0.02055001,True,0.03161369787839918,1.0862395219964047,0.7485927,426,0.06332420491314966,0.0386253,0.0310679,0.0031625,False,0,0,176.10592614778534,176.10592614778534,not_applicable,f0-clean-none,c0-baseline,0,0,0,0,0,0,False,True,True,True,-1,-1,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46ae3bef93751390faf920f090ed8210ce9d02fdac1752feaf2e94a2b908e144,True,none,results\gf_core_attribution_native_round59\local_raw\diagnostic_current_original\D3\OriginalCompact,c116af355d285de0558aa5e92a5789a667cdb341d4f9c86707e6450ef6d517c2,official_compact_origin_SHA_bound_plus_interval_cutoff,OriginalCompact,,,,,,,,,
D4,F0,diagnostic_current_original,restricted_state_only,120,round50-fixed-interval-result-v1,off,not_requested,0,-1,D4-original,interval-mip-core-no-exhaustive-subset-duration,exact,True,strict_fixed_interval_optimal,False,OPTIMAL,0.5063433072459947,1.1572841805002207,True,0.506343307565206,0.506343307565206,6.304244733733646e-10,140.87267731766892,92.4909999370575,92.5812029,19132,675029,35.282720050177716,0.091576041,True,0.1078381,True,0.36524073389288925,3.070536170950688,2.2387003,1782,0.12962988631197642,0.0813049,0.0323384,0.0066276,False,0,0,140.87267731766892,140.87267731766892,not_applicable,f0-clean-none,c0-baseline,0,0,0,0,0,0,False,True,True,True,-1,-1,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33e165ce2552c44f0787b696542f57aeee981aa404a3f93c70d0feb926ae2601,True,none,results\gf_core_attribution_native_round59\local_raw\diagnostic_current_original\D4\F0,d67ab581b92777a54b32e5da8bfbd0beb28a5745b222adb019eb3b68c3e238e6,current_K1_F0,F0,,,,,,,,,
D4,OriginalCompact,diagnostic_current_original,restricted_state_only,120,round50-fixed-interval-result-v1,off,not_requested,0,-1,D4-original,interval-mip-core-no-exhaustive-subset-duration,capped,False,certificate_rejected,False,TIME_LIMIT,0.12867653478482904,1.1572841805002207,True,0.506343307565206,0.506343307565206,0.7458709676571398,193.891092108321,117.90100002288818,118.0180493,18712,1074903,57.44458101752886,0.051271497,True,0.03892443,True,0.05342098610681543,0.7826854896826935,0.5300738,656,0.06696700990074587,0.0391054,0.0613445,0.0031209,False,0,0,193.891092108321,193.891092108321,not_applicable,f0-clean-none,c0-baseline,0,0,0,0,0,0,False,True,True,True,-1,-1,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270dec2f3449c234dfc81dce6626c95c05e4affd0cdddad18978d22288824a8f,True,none,results\gf_core_attribution_native_round59\local_raw\diagnostic_current_original\D4\OriginalCompact,20f3f045afb5c1584110c4c47fe3380a3351d085acc25203d0304f517d78df7e,official_compact_origin_SHA_bound_plus_interval_cutoff,OriginalCompact,,,,,,,,,
D2,Compact,diagnostic_current_roots,restricted_state_only,120,round53-plain-lp-result-v1,,,,,D2-roots,interval-mip-core-no-exhaustive-subset-duration,,,,,OPTIMAL,,,,,,,0.09452377953943311,0.0409998893737793,0.1354158,,1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa21585861c06acba15451dabdac9674ae2982847a4f2e05b6b306c99d1ea24d,,none,results\gf_core_attribution_native_round59\local_raw\diagnostic_current_roots\D2\Compact,f1aee3cd21f0bced827d75d6d7872160f49da0be32a0a3e61c69f5fbc6baa770,pack_removal_ablation_not_original_compact,F0-minus-pack_connectivity_retained,True,True,0.019227212421533607,True,6234,3279,28212,True,6406
D2,F0,diagnostic_current_roots,restricted_state_only,120,round53-plain-lp-result-v1,,,,,D2-roots,interval-mip-core-no-exhaustive-subset-duration,,,,,OPTIMAL,,,,,,,0.11193570978351877,0.05299997329711914,0.2623392,,1615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01eb80f6b68d69ad44578e339376bed2d11be5ac41c747b36d1cb2a99ff5fedc,,none,results\gf_core_attribution_native_round59\local_raw\diagnostic_current_roots\D2\F0,08d1ed8fdb0b11dca824ceb0e7e6bc81d5b0479061d3df43e3be8200793689d2,current_K1_F0,F0,True,True,0.019227212421533607,True,6576,3281,31323,True,11894
D3,Compact,diagnostic_current_roots,restricted_state_only,120,round53-plain-lp-result-v1,,,,,D3-roots,interval-mip-core-no-exhaustive-subset-duration,,,,,OPTIMAL,,,,,,,0.045745426255808165,0.019999980926513672,0.0910607,,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0624ecfbef0701184e1105e29731965c29fef6a1c873ab209fdd3c224731781,,none,results\gf_core_attribution_native_round59\local_raw\diagnostic_current_roots\D3\Compact,560810c6325814276f149f2c6e7892ba07317b00765399156fb785724b289cf4,pack_removal_ablation_not_original_compact,F0-minus-pack_connectivity_retained,True,True,0.020550010750578274,True,2502,1344,10845,True,2611
D3,F0,diagnostic_current_roots,restricted_state_only,120,round53-plain-lp-result-v1,,,,,D3-roots,interval-mip-core-no-exhaustive-subset-duration,,,,,OPTIMAL,,,,,,,0.07267402604151328,0.03099989891052246,0.1222164,,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66d0428e14ffd3e31764d324d6cd00d23f2eb3b3053d77f32178df87d7f630e5,,none,results\gf_core_attribution_native_round59\local_raw\diagnostic_current_roots\D3\F0,d5a6a2480de5dd1227aa3923fcae843229f94f5540baed87b53792883b3182a5,current_K1_F0,F0,True,True,0.02055001075057826,True,3658,1346,18013,True,4143
D4,Compact,diagnostic_current_roots,restricted_state_only,120,round53-plain-lp-result-v1,,,,,D4-roots,interval-mip-core-no-exhaustive-subset-duration,,,,,OPTIMAL,,,,,,,0.09448653604349447,0.039999961853027344,0.112898,,1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6040728edd34c5cafaae4ca5bd65c09852a517057f5ce0b1ce2d921827716517,,none,results\gf_core_attribution_native_round59\local_raw\diagnostic_current_roots\D4\Compact,bf2003f96aec579efd6751022c47fd20892bb66e84a59491ae1a47ddfbb0cf08,pack_removal_ablation_not_original_compact,F0-minus-pack_connectivity_retained,True,True,0.0399259367682431,True,2509,1352,10861,True,2608
D4,F0,diagnostic_current_roots,restricted_state_only,120,round53-plain-lp-result-v1,,,,,D4-roots,interval-mip-core-no-exhaustive-subset-duration,,,,,OPTIMAL,,,,,,,0.11451701307472226,0.05200004577636719,0.140031,,1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33e165ce2552c44f0787b696542f57aeee981aa404a3f93c70d0feb926ae2601,,none,results\gf_core_attribution_native_round59\local_raw\diagnostic_current_roots\D4\F0,25b74192fcd2aa987397cffe72f8f1712c631c96ff44676225d3f7d4813790b2,current_K1_F0,F0,True,True,0.09394825539359326,True,3546,1354,16176,True,4136
D6,Compact,diagnostic_current_startup_state,restricted_state_only,120,round50-fixed-interval-result-v1,off,not_requested,0,-1,D6-startup_state,interval-mip-core-no-exhaustive-subset-duration,capped,False,certificate_rejected,False,TIME_LIMIT,0.13996807914912887,1.0756498987534941,True,0.16646740191465506,0.16646740191465506,0.15918625785432713,249.56612157048215,117.90000009536743,118.0447275,1592,693256,435.46231155778895,0.227435642,True,0.1256918,True,0.13632487631046536,32.535725130204106,15.4176639,5651,0.3531789080500121,0.184761,0.0790683,0.0176881,False,0,0,249.56612157048215,249.56612157048215,not_applicable,f0-clean-none,c0-baseline,0,0,0,0,0,0,False,True,True,True,-1,-1,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92aeddda8cb861788a8fc74dae531c9ce96c18edb00efb2c9a265e0e45e71684,True,none,results\gf_core_attribution_native_round59\local_raw\diagnostic_current_startup_state\D6\Compact,2a989c8f492587930b585bfc46adfdf63eb4124a839a047a129ae0582d0f03af,pack_removal_ablation_not_original_compact,F0-minus-pack_connectivity_retained,,,,,,,,,
D6,F0,diagnostic_current_startup_state,restricted_state_only,120,round50-fixed-interval-result-v1,off,not_requested,0,-1,D6-startup_state,interval-mip-core-no-exhaustive-subset-duration,capped,False,certificate_rejected,False,TIME_LIMIT,0.1382120953969077,1.0756498987534941,True,0.1885912102417383,0.1885912102417383,0.26713394956347164,253.6992715116716,117.70500016212463,118.1052569,604,596476,987.5430463576159,0.286270987,True,0.1336133,True,0.1375284666719187,49.7277745150324,23.3072656,6475,0.6204314628149834,0.2669978,0.2753758,0.0604009,False,0,0,253.6992715116716,253.6992715116716,not_applicable,f0-clean-none,c0-baseline,0,0,0,0,0,0,False,True,True,True,-1,-1,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0e0352cd7553f969411cb27961db95ea5483743e2623d32fb6a43693a8a674ec,True,none,results\gf_core_attribution_native_round59\local_raw\diagnostic_current_startup_state\D6\F0,a41beda708d9523ee91861341db62dbacc8c6ce4852ff0224742a141caec2a76,current_K1_F0,F0,,,,,,,,,
D7,F0,diagnostic_current_startup_state,restricted_state_only,120,round50-fixed-interval-result-v1,off,not_requested,0,-1,D7-startup_state,interval-mip-core-no-exhaustive-subset-duration,capped,False,certificate_rejected,False,TIME_LIMIT,0.1950760955582813,1.5423858798368388,True,0.6712367708118434,0.6712367708118434,0.7093781150839787,284.3310387217431,116.93700003623962,118.2954257,1,199541,199541,0.415508747,True,0.1751432,True,0.1950760955582813,284.3310387217431,116.9294657,17061,2.5397120622658287,1.1720628,1.0486846,0.2119632,False,0,0,284.3310387217431,284.3310387217431,not_applicable,f0-clean-none,c0-baseline,0,0,0,0,0,0,False,True,True,True,-1,-1,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a658fd055e72b5242bf933cb7df382c94385f2d52fa64307dccdc9c6e0ef8675,True,none,results\gf_core_attribution_native_round59\local_raw\diagnostic_current_startup_state\D7\F0,40b4e209794e34cb7f37a75b15224b5d9a7ed7d0d00fe9b5e49d134f277f1be4,current_K1_F0,F0,,,,,,,,,
D3,F0,diagnostic_cuts,restricted_state_only,120,round50-fixed-interval-result-v1,off,not_requested,0,-1,D3-cuts,interval-mip-core-no-exhaustive-subset-duration,capped,False,certificate_rejected,False,TIME_LIMIT,0.03823370321174077,0.5509176727016294,True,0.04500155005562836,0.04500155005562836,0.15039141619614343,200.07023527450266,118.08200001716614,118.172455,10216,1868603,182.90945575567736,0.085835421,True,0.03081566,True,0.032256609642931706,2.1381307435394974,1.5166129,688,0.12430050822362403,0.0730963,0.0290867,0.0062369,False,0,0,200.07023527450266,200.07023527450266,not_applicable,f0-clean-none,c0-baseline,0,0,0,0,0,0,False,True,True,True,-1,-1,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646bf681bef15e239d0184ec29efb7de3f298fc8655bb656a8aea35bc11611b6,True,none,results\gf_core_attribution_native_round59\local_raw\diagnostic_cuts\D3\F0,bbe6aca079864ee0af1147eb0abe15ebe0090d939c329de4096295b050fb76af,legacy_harness_excluded_from_current_attribution,F0,,,,,,,,,
D3,Monitor,diagnostic_cuts,restricted_state_only,120,round50-fixed-interval-result-v1,off,not_requested,0,-1,D3-cuts,interval-mip-core-no-exhaustive-subset-duration,capped,False,certificate_rejected,False,TIME_LIMIT,0.03823370321174077,0.5509176727016294,True,0.04500155005562836,0.04500155005562836,0.15039141619614343,200.91229239890552,118.06500005722046,118.1560217,10217,1869212,182.95115983165311,0.085835431,True,0.03081566,True,0.032256609642931706,2.1381307435394974,1.4431988,688,0.12430050822362403,0.073876,0.028561,0.005804,False,0,0,200.91229239890552,200.91229239890552,not_applicable,f0-clean-none,c0-baseline,0,0,0,0,0,0,False,True,True,True,-1,-1,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646bf681bef15e239d0184ec29efb7de3f298fc8655bb656a8aea35bc11611b6,True,none,results\gf_core_attribution_native_round59\local_raw\diagnostic_cuts\D3\Monitor,78d4ef7d8b1fdfa2322010a2c505998bba1012b0669ba587a2afe8346fd4cceb,legacy_harness_excluded_from_current_attribution,Monitor,,,,,,,,,
