leaf,variant,budget_seconds,command_hash,lp_hash,model_lp_exists,compact_bc_solver_threads,thread_fairness_class,audit_passed,failures
low_gini_1,best_new_combined_paper_safe,60,769dacdf09329087,2f52565e162f700a,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,3322cbe89a1a97e4,95cf398a52ee795c,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,3632bf9624132bf2,b85172ccb5a5b271,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,ad2ba6349b9e0628,4e81b95595c879be,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,cf3a1042ea2b9655,2f52565e162f700a,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,59567f6e53a9970a,3e5e58887a952661,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,58d036d13484295d,b1eff7375ee91754,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,5e9267780d6ff00e,2985b66a0f30a719,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,528abd0dbac29569,314c53e703d66300,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,512bb1bb9f353969,0407ac7781a741a5,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,fb1db26dc5ad4979,40470d299d32a391,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,d3a68adb3f891ead,0deb98c4b3b70bde,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,80a788a54f00b80e,3163be7ba268476b,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,ab0cbc2487a3d18a,780d2a43964fc3ae,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,e25d02bb4b1d4207,58ccbddc914b2848,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,ef20beea6c2908f1,e9b552e118de0068,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,3fe2df0ff39946d7,296cfb6ace81a026,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,d796437990359d88,6e1517c6119afde7,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,3942306fa5342d54,b1d5f0c0b8d4889d,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,81bf79f3ab00010f,66a710b78f0796fa,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,eb519faa37917766,93bae2ae1ae4b0ae,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,8ee73bb1bddd51c3,fbd895b3e1923cb0,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,cf3b1b8e34ab9c06,ce7a9558e232bdce,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,5ac49cace65f0e88,383d8c4249cebf5c,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,19f40c73e0eff278,1386a02f22758cae,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,7e65cd89a641a82e,6201671a50572b3a,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,c9664ab05df57325,f50ac678c5a99f98,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,8545b8c29088db69,0d9ff8851a3d6c3d,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,3b060a0c14f5852b,3a32854f54461bc6,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,1200,b37e90cf29db62a0,95cf398a52ee795c,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,1200,bc86b7e5713494a9,b85172ccb5a5b271,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,1200,1e7511915583511f,4e81b95595c879be,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,1200,716228310b6c2b88,2f52565e162f700a,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,3600,9228fa642e9e838a,95cf398a52ee795c,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,3600,1e2fae82548e7f8c,b85172ccb5a5b271,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,3600,dbd289f99e30a028,4e81b95595c879be,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,3600,b6d41a5dcd7d044d,2f52565e162f700a,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,3322cbe89a1a97e4,95cf398a52ee795c,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,3632bf9624132bf2,b85172ccb5a5b271,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,72d3f9bf544b5e7a,fbd895b3e1923cb0,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,1326df0596ae164d,ce7a9558e232bdce,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,fb91d61f942c2980,40470d299d32a391,True,1,one_thread_fair,True,
low_gini_1,best_new_combined_paper_safe,300,cf3a1042ea2b9655,2f52565e162f700a,True,1,one_thread_fair,True,
