leaf,variant,budget_seconds,json_path,command_hash
low_gini_1,plain_fixed_interval_mip,1200,results\gf_tailored_bc_adaptive_s_refinement_round\raw\low_gini_1_plain_fixed_interval_mip_1200s.json,0db6bbd689bd56ab
low_gini_1,best_combined_paper_safe,1200,results\gf_tailored_bc_adaptive_s_refinement_round\raw\low_gini_1_best_combined_paper_safe_1200s.json,7f179bf73150d080
low_gini_1,best_new_combined_paper_safe,1200,results\gf_tailored_bc_adaptive_s_refinement_round\raw\low_gini_1_best_new_combined_paper_safe_1200s.json,502ed8effb255f9e
low_gini_1,adaptive_denominator_estimator,1200,results\gf_tailored_bc_adaptive_s_refinement_round\raw\low_gini_1_adaptive_denominator_estimator_1200s.json,d0fd5991c26c622e
low_gini_1,plain_fixed_interval_mip,3600,results\gf_tailored_bc_adaptive_s_refinement_round\raw\low_gini_1_plain_fixed_interval_mip_3600s.json,0f21e74ec417584c
low_gini_1,best_new_combined_paper_safe,3600,results\gf_tailored_bc_adaptive_s_refinement_round\raw\low_gini_1_best_new_combined_paper_safe_3600s.json,7075b9e36bdd8c3a
low_gini_2,plain_fixed_interval_mip,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\low_gini_2_plain_fixed_interval_mip_300s.json,c4c438909a9e077d
low_gini_2,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\low_gini_2_best_new_combined_paper_safe_300s.json,bef9adf412df7945
high_imbalance_seed3201_hard,plain_fixed_interval_mip,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\high_imbalance_seed3201_hard_plain_fixed_interval_mip_300s.json,8c14e5f24e9aa953
high_imbalance_seed3201_hard,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\high_imbalance_seed3201_hard_best_new_combined_paper_safe_300s.json,03316dc1de740510
tight_T_seed3102_hard,plain_fixed_interval_mip,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\tight_T_seed3102_hard_plain_fixed_interval_mip_300s.json,e1273f82c44cda72
tight_T_seed3102_hard,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\tight_T_seed3102_hard_best_new_combined_paper_safe_300s.json,da3941f2bc90fdbc
moderate_seed3302_hard,plain_fixed_interval_mip,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\moderate_seed3302_hard_plain_fixed_interval_mip_300s.json,4facbeb2e95bb331
moderate_seed3302_hard,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\moderate_seed3302_hard_best_new_combined_paper_safe_300s.json,74d72dbb72926f7f
low_gini_1,best_new_combined_paper_safe,60,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b0_low_gini_1_best_new_combined_paper_safe_60s.json,c2120850c9f77b79
low_gini_1,best_new_combined_paper_safe,60,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b1_low_gini_1_best_new_combined_paper_safe_60s.json,7640528f422511fc
low_gini_1,best_new_combined_paper_safe,60,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b2_low_gini_1_best_new_combined_paper_safe_60s.json,363c458570425e0f
low_gini_1,best_new_combined_paper_safe,60,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b3_low_gini_1_best_new_combined_paper_safe_60s.json,769dacdf09329087
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b0_low_gini_1_best_new_combined_paper_safe_300s.json,3322cbe89a1a97e4
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b1_low_gini_1_best_new_combined_paper_safe_300s.json,3632bf9624132bf2
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b2_low_gini_1_best_new_combined_paper_safe_300s.json,ad2ba6349b9e0628
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b3_low_gini_1_best_new_combined_paper_safe_300s.json,cf3a1042ea2b9655
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K8_b0_low_gini_1_best_new_combined_paper_safe_300s.json,59567f6e53a9970a
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K8_b1_low_gini_1_best_new_combined_paper_safe_300s.json,58d036d13484295d
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K8_b2_low_gini_1_best_new_combined_paper_safe_300s.json,5e9267780d6ff00e
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K8_b3_low_gini_1_best_new_combined_paper_safe_300s.json,528abd0dbac29569
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K8_b4_low_gini_1_best_new_combined_paper_safe_300s.json,512bb1bb9f353969
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K8_b5_low_gini_1_best_new_combined_paper_safe_300s.json,fb1db26dc5ad4979
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K8_b6_low_gini_1_best_new_combined_paper_safe_300s.json,d3a68adb3f891ead
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K8_b7_low_gini_1_best_new_combined_paper_safe_300s.json,80a788a54f00b80e
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K16_b0_low_gini_1_best_new_combined_paper_safe_300s.json,ab0cbc2487a3d18a
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K16_b1_low_gini_1_best_new_combined_paper_safe_300s.json,e25d02bb4b1d4207
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K16_b2_low_gini_1_best_new_combined_paper_safe_300s.json,ef20beea6c2908f1
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K16_b3_low_gini_1_best_new_combined_paper_safe_300s.json,3fe2df0ff39946d7
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K16_b4_low_gini_1_best_new_combined_paper_safe_300s.json,d796437990359d88
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K16_b5_low_gini_1_best_new_combined_paper_safe_300s.json,3942306fa5342d54
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K16_b6_low_gini_1_best_new_combined_paper_safe_300s.json,81bf79f3ab00010f
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K16_b7_low_gini_1_best_new_combined_paper_safe_300s.json,eb519faa37917766
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K16_b8_low_gini_1_best_new_combined_paper_safe_300s.json,8ee73bb1bddd51c3
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K16_b9_low_gini_1_best_new_combined_paper_safe_300s.json,cf3b1b8e34ab9c06
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K16_b10_low_gini_1_best_new_combined_paper_safe_300s.json,5ac49cace65f0e88
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K16_b11_low_gini_1_best_new_combined_paper_safe_300s.json,19f40c73e0eff278
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K16_b12_low_gini_1_best_new_combined_paper_safe_300s.json,7e65cd89a641a82e
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K16_b13_low_gini_1_best_new_combined_paper_safe_300s.json,c9664ab05df57325
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K16_b14_low_gini_1_best_new_combined_paper_safe_300s.json,8545b8c29088db69
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K16_b15_low_gini_1_best_new_combined_paper_safe_300s.json,3b060a0c14f5852b
low_gini_1,best_new_combined_paper_safe,1200,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b0_low_gini_1_best_new_combined_paper_safe_1200s.json,b37e90cf29db62a0
low_gini_1,best_new_combined_paper_safe,1200,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b1_low_gini_1_best_new_combined_paper_safe_1200s.json,bc86b7e5713494a9
low_gini_1,best_new_combined_paper_safe,1200,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b2_low_gini_1_best_new_combined_paper_safe_1200s.json,1e7511915583511f
low_gini_1,best_new_combined_paper_safe,1200,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b3_low_gini_1_best_new_combined_paper_safe_1200s.json,716228310b6c2b88
low_gini_1,best_new_combined_paper_safe,3600,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b0_low_gini_1_best_new_combined_paper_safe_3600s.json,9228fa642e9e838a
low_gini_1,best_new_combined_paper_safe,3600,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b1_low_gini_1_best_new_combined_paper_safe_3600s.json,1e2fae82548e7f8c
low_gini_1,best_new_combined_paper_safe,3600,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b2_low_gini_1_best_new_combined_paper_safe_3600s.json,dbd289f99e30a028
low_gini_1,best_new_combined_paper_safe,3600,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b3_low_gini_1_best_new_combined_paper_safe_3600s.json,b6d41a5dcd7d044d
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b0_low_gini_1_best_new_combined_paper_safe_300s.json,3322cbe89a1a97e4
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b1_low_gini_1_best_new_combined_paper_safe_300s.json,3632bf9624132bf2
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\adaptive_open_d2_n2_0_0_low_gini_1_best_new_combined_paper_safe_300s.json,72d3f9bf544b5e7a
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\adaptive_open_d2_n2_0_1_low_gini_1_best_new_combined_paper_safe_300s.json,1326df0596ae164d
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\adaptive_open_d1_n2_1_low_gini_1_best_new_combined_paper_safe_300s.json,fb91d61f942c2980
low_gini_1,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b3_low_gini_1_best_new_combined_paper_safe_300s.json,cf3a1042ea2b9655
