run_id,instance,instance_class,budget_seconds,arm,fresh,status,objective,lower_bound,upper_bound,gap,certified_original_problem,global_exactness,global_exactness_failures,actual_process_wall_seconds,engineering_blocker,json_path,command_path,executable_sha256
official__moderate_seed3302__tailored_controlling_scheduler_static__900s,moderate_seed3302,hard,900,tailored_controlling_scheduler_static,True,gcap_frontier_not_closed,0.195636206549,0.124548,0.195636206549,0.36336937729,False,passed,,882.1907325000502,,results/gf_global_gini_tree_feasibility_round/raw/official__moderate_seed3302__tailored_controlling_scheduler_static__900s.json,results/gf_global_gini_tree_feasibility_round/commands/official__moderate_seed3302__tailored_controlling_scheduler_static__900s.json,e602a954108bf091ca721e0cfd53d4cbc2066c0634057bd7ae0e27ac33cac4eb
official__moderate_seed3302__tailored_global_gini_tree__900s,moderate_seed3302,hard,900,tailored_global_gini_tree,True,global_gini_tree_time_limit,0.195636206549,0.139491026946,0.195636206549,0.286987672649,False,passed,,900.3249130002223,,results/gf_global_gini_tree_feasibility_round/raw/official__moderate_seed3302__tailored_global_gini_tree__900s.json,results/gf_global_gini_tree_feasibility_round/commands/official__moderate_seed3302__tailored_global_gini_tree__900s.json,e602a954108bf091ca721e0cfd53d4cbc2066c0634057bd7ae0e27ac33cac4eb
official__high_imbalance_seed3201__plain_cplex__900s,high_imbalance_seed3201,hard,900,plain_cplex,True,not_certified,2.45166472319,2.0390494263,2.45166472319,0.168300050567,False,passed,,900.1593133998103,,results/gf_global_gini_tree_feasibility_round/raw/official__high_imbalance_seed3201__plain_cplex__900s.json,results/gf_global_gini_tree_feasibility_round/commands/official__high_imbalance_seed3201__plain_cplex__900s.json,e602a954108bf091ca721e0cfd53d4cbc2066c0634057bd7ae0e27ac33cac4eb
official__high_imbalance_seed3201__tailored_legacy_scheduler_static__900s,high_imbalance_seed3201,hard,900,tailored_legacy_scheduler_static,False,not_executed,,,,,False,not_applicable,,922.3514781999402,runner_emergency_timeout,results/gf_global_gini_tree_feasibility_round/raw/official__high_imbalance_seed3201__tailored_legacy_scheduler_static__900s.json,results/gf_global_gini_tree_feasibility_round/commands/official__high_imbalance_seed3201__tailored_legacy_scheduler_static__900s.json,e602a954108bf091ca721e0cfd53d4cbc2066c0634057bd7ae0e27ac33cac4eb
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__900s,high_imbalance_seed3201,hard,900,tailored_controlling_scheduler_static,True,gcap_frontier_not_closed,2.44340319194,2.303605,2.44340319194,0.0572145409338,False,passed,,882.2229518000968,,results/gf_global_gini_tree_feasibility_round/raw/official__high_imbalance_seed3201__tailored_controlling_scheduler_static__900s.json,results/gf_global_gini_tree_feasibility_round/commands/official__high_imbalance_seed3201__tailored_controlling_scheduler_static__900s.json,e602a954108bf091ca721e0cfd53d4cbc2066c0634057bd7ae0e27ac33cac4eb
official__high_imbalance_seed3201__tailored_global_gini_tree__900s,high_imbalance_seed3201,hard,900,tailored_global_gini_tree,True,global_gini_tree_time_limit,2.44340319194,2.28951780348,2.44340319194,0.0629799408355,False,passed,,900.8690692000091,,results/gf_global_gini_tree_feasibility_round/raw/official__high_imbalance_seed3201__tailored_global_gini_tree__900s.json,results/gf_global_gini_tree_feasibility_round/commands/official__high_imbalance_seed3201__tailored_global_gini_tree__900s.json,e602a954108bf091ca721e0cfd53d4cbc2066c0634057bd7ae0e27ac33cac4eb
official__tight_T_seed3102__plain_cplex__900s,tight_T_seed3102,hard,900,plain_cplex,True,not_certified,0.607723053154,0.47826487534,0.607723053154,0.213021666929,False,passed,,900.1638479996473,,results/gf_global_gini_tree_feasibility_round/raw/official__tight_T_seed3102__plain_cplex__900s.json,results/gf_global_gini_tree_feasibility_round/commands/official__tight_T_seed3102__plain_cplex__900s.json,e602a954108bf091ca721e0cfd53d4cbc2066c0634057bd7ae0e27ac33cac4eb
official__tight_T_seed3102__tailored_legacy_scheduler_static__900s,tight_T_seed3102,hard,900,tailored_legacy_scheduler_static,False,not_executed,,,,,False,not_applicable,,920.0307196001522,runner_emergency_timeout,results/gf_global_gini_tree_feasibility_round/raw/official__tight_T_seed3102__tailored_legacy_scheduler_static__900s.json,results/gf_global_gini_tree_feasibility_round/commands/official__tight_T_seed3102__tailored_legacy_scheduler_static__900s.json,e602a954108bf091ca721e0cfd53d4cbc2066c0634057bd7ae0e27ac33cac4eb
official__tight_T_seed3102__tailored_controlling_scheduler_static__900s,tight_T_seed3102,hard,900,tailored_controlling_scheduler_static,True,gcap_frontier_not_closed,0.600704436685,0.450528327514,0.600704436685,0.25,False,passed,,882.1393325002864,,results/gf_global_gini_tree_feasibility_round/raw/official__tight_T_seed3102__tailored_controlling_scheduler_static__900s.json,results/gf_global_gini_tree_feasibility_round/commands/official__tight_T_seed3102__tailored_controlling_scheduler_static__900s.json,e602a954108bf091ca721e0cfd53d4cbc2066c0634057bd7ae0e27ac33cac4eb
official__tight_T_seed3102__tailored_global_gini_tree__900s,tight_T_seed3102,hard,900,tailored_global_gini_tree,True,global_gini_tree_time_limit,0.600704436685,0.523302852878,0.600704436685,0.128851360304,False,passed,,900.3291126000695,,results/gf_global_gini_tree_feasibility_round/raw/official__tight_T_seed3102__tailored_global_gini_tree__900s.json,results/gf_global_gini_tree_feasibility_round/commands/official__tight_T_seed3102__tailored_global_gini_tree__900s.json,e602a954108bf091ca721e0cfd53d4cbc2066c0634057bd7ae0e27ac33cac4eb
