seed,pass,neighbors,decoded_checks,accepted,exhausted,interrupted,fitness_before,fitness_after,accepted_proxy_fitness,elapsed_seconds,cross_route_neighbors,cross_route_checks,accepted_cross_route
6,41,15,1,1,0,0,-0.2554978900141146,-0.25395591597448003,-0.25471294808412537,1.6965152999999999,0,0,0
6,42,14,14,0,1,0,-0.25395591597448003,-0.25395591597448003,0,1.7471538,0,0,0
7,43,26,1,1,0,0,-0.40087874283898933,-0.31969831389897063,-0.31969831389897074,1.7670979,0,0,0
7,44,25,1,1,0,0,-0.31969831389897063,-0.27655542690315932,-0.27655542690315915,1.7866150000000001,0,0,0
7,45,25,1,1,0,0,-0.27655542690315932,-0.23028682141475315,-0.23028682141475315,1.8053759,0,0,0
7,46,23,1,1,0,0,-0.23028682141475315,-0.2177165637342163,-0.21978181104647546,1.8248533,0,0,0
7,47,22,1,1,0,0,-0.2177165637342163,-0.21058158156383322,-0.2105962932416883,1.8419787999999999,0,0,0
7,48,20,1,1,0,0,-0.21058158156383322,-0.20419996865083731,-0.20421334269466668,1.8578907,0,0,0
7,49,19,19,0,1,0,-0.20419996865083731,-0.20419996865083731,0,1.9158345000000001,0,0,0
8,50,20,1,1,0,0,-0.29361958889962747,-0.26113058983644927,-0.26113058983644877,1.9298344999999999,0,0,0
8,51,18,1,1,0,0,-0.26113058983644927,-0.23870707203323685,-0.23833134140444523,1.9428974000000001,0,0,0
8,52,16,1,1,0,0,-0.23870707203323685,-0.23529107534285157,-0.23595735201826434,1.9553739000000001,0,0,0
8,53,15,15,0,1,0,-0.23529107534285157,-0.23529107534285157,0,2.0064525999999998,0,0,0
9,54,22,1,1,0,0,-0.4622802208199025,-0.38465643983647851,-0.3859195914957031,2.0558600999999999,0,0,0
9,55,20,1,1,0,0,-0.38465643983647851,-0.31751363404617139,-0.31751363404617117,2.1078296000000001,0,0,0
9,56,19,1,1,0,0,-0.31751363404617139,-0.25748842481784051,-0.25866019729868212,2.1406624000000001,0,0,0
9,57,18,1,1,0,0,-0.25748842481784051,-0.24301018987845685,-0.24313049392072772,2.1815201000000002,0,0,0
9,58,17,17,0,1,0,-0.24301018987845685,-0.24301018987845685,0,2.2584966,0,0,0
10,59,23,1,1,0,0,-0.32592138952947147,-0.284181453595721,-0.28530549093145902,2.2717360000000002,0,0,0
10,60,22,1,1,0,0,-0.284181453595721,-0.24335626070631064,-0.2439613123715452,2.2859384,0,0,0
10,61,21,1,1,0,0,-0.24335626070631064,-0.22277776783632502,-0.22340657653806789,2.2998843,0,0,0
10,62,19,1,1,0,0,-0.22277776783632502,-0.21872592850631026,-0.21879047974890928,2.313952,0,0,0
10,63,18,18,0,1,0,-0.21872592850631026,-0.21872592850631026,0,2.3975178000000001,0,0,0
11,64,26,1,1,0,0,-0.6271602097673008,-0.58446826085872783,-0.5844682608587275,2.4960127000000001,0,0,0
11,65,25,1,1,0,0,-0.58446826085872783,-0.54352369170858728,-0.55931634550888376,2.6149865000000001,0,0,0
11,66,23,1,1,0,0,-0.54352369170858728,-0.53160358771191163,-0.67939186117265404,2.7052385999999999,0,0,0
11,67,23,1,1,0,0,-0.53160358771191163,-0.46775953472676013,-0.59095043571071693,2.8050633999999999,0,0,0
11,68,22,1,1,0,0,-0.46775953472676013,-0.44161004346884059,-0.52888371435714776,2.8930357999999998,0,0,0
11,69,21,1,1,0,0,-0.44161004346884059,-0.39205962193655747,-0.51784643636675265,2.9797940999999999,0,0,0
11,70,20,1,1,0,0,-0.39205962193655747,-0.38857872798737925,-0.51564866816374888,3.067879,0,0,0
11,71,19,1,1,0,0,-0.38857872798737925,-0.37411913331897728,-0.49426140375425415,3.1559197000000001,0,0,0
11,72,18,18,0,1,0,-0.37411913331897728,-0.37411913331897728,0,3.3412652,0,0,0
12,73,28,1,1,0,0,-0.4080322627767195,-0.35331219400224861,-0.35337439242078605,3.3530194999999998,0,0,0
12,74,26,1,1,0,0,-0.35331219400224861,-0.31045146203431934,-0.31045146203431939,3.3643605999999999,0,0,0
12,75,25,1,1,0,0,-0.31045146203431934,-0.27839541759356434,-0.27839541759356462,3.3763681000000001,0,0,0
12,76,24,1,1,0,0,-0.27839541759356434,-0.24597391556257836,-0.24698012382755352,3.3891098999999998,0,0,0
12,77,23,1,1,0,0,-0.24597391556257836,-0.23072791059616798,-0.23125273237580851,3.4018633,0,0,0
12,78,21,1,1,0,0,-0.23072791059616798,-0.22422682495828475,-0.22402460674181762,3.4140936000000002,0,0,0
12,79,20,1,1,0,0,-0.22422682495828475,-0.21886751294312881,-0.21886751294312892,3.4255846000000001,0,0,0
12,80,19,1,1,0,0,-0.21886751294312881,-0.21671510827476342,-0.21671510827476345,3.4366699000000001,0,0,0
12,81,17,17,0,1,0,-0.21671510827476342,-0.21671510827476342,0,3.4801524000000001,0,0,0
13,82,29,1,1,0,0,-0.37048150100456773,-0.32159074404950183,-0.32382728609723493,3.4974535000000002,0,0,0
13,83,25,1,1,0,0,-0.32159074404950183,-0.29235103422998493,-0.29252362419232936,3.5152000999999999,0,0,0
13,84,24,1,1,0,0,-0.29235103422998493,-0.25643974627227373,-0.25820898591368313,3.5362817999999998,0,0,0
13,85,23,1,1,0,0,-0.25643974627227373,-0.23369679287228867,-0.23462257019138122,3.5583057999999999,0,0,0
13,86,21,1,1,0,0,-0.23369679287228867,-0.23160275622773407,-0.23160275622773374,3.5831219999999999,0,0,0
13,87,19,19,0,1,0,-0.23160275622773407,-0.23160275622773407,0,3.6606491000000001,0,0,0
14,88,28,1,1,0,0,-0.40309595838393053,-0.32492804609803672,-0.32520569252887971,3.6762586000000002,0,0,0
14,89,28,1,1,0,0,-0.32492804609803672,-0.26819818956610186,-0.27305352821402185,3.693708,0,0,0
14,90,27,1,1,0,0,-0.26819818956610186,-0.22295245991683757,-0.22295245991683754,3.7140574000000002,0,0,0
14,91,25,1,1,0,0,-0.22295245991683757,-0.20352030270207999,-0.20434794687098151,3.7532435,0,0,0
14,92,24,1,1,0,0,-0.20352030270207999,-0.178774305114767,-0.18256861746786002,3.7749576999999999,0,0,0
14,93,23,1,1,0,0,-0.178774305114767,-0.17672321477221098,-0.17672321477221065,3.7988043,0,0,0
14,94,21,1,1,0,0,-0.17672321477221098,-0.16002728060440294,-0.16002728060440272,3.8207151000000001,0,0,0
14,95,20,20,0,1,0,-0.16002728060440294,-0.16002728060440294,0,3.9458221,0,0,0
15,96,21,1,1,0,0,-0.34181912189469138,-0.30641555799256864,-0.30720559997343211,3.9582312000000002,0,0,0
15,97,20,1,1,0,0,-0.30641555799256864,-0.29332678535437773,-0.29332678535437784,3.9687016000000002,0,0,0
15,98,18,1,1,0,0,-0.29332678535437773,-0.29282926246008306,-0.29299014659929945,3.9789400000000001,0,0,0
15,99,16,16,0,1,0,-0.29282926246008306,-0.29282926246008306,0,4.0329800999999996,0,0,0
16,100,27,1,1,0,0,-0.33141940746749998,-0.29081643294178139,-0.29081643294178094,4.0480888000000004,0,0,0
16,101,26,1,1,0,0,-0.29081643294178139,-0.25193645827004313,-0.2522129135546618,4.0642056000000002,0,0,0
16,102,25,1,1,0,0,-0.25193645827004313,-0.23107218118459746,-0.23107218118459752,4.0808948999999997,0,0,0
16,103,23,1,1,0,0,-0.23107218118459746,-0.21755378740277939,-0.2175537874027792,4.0977632000000002,0,0,0
16,104,22,1,1,0,0,-0.21755378740277939,-0.20785104960305811,-0.20791930143910664,4.1148486999999996,0,0,0
16,105,21,1,1,0,0,-0.20785104960305811,-0.20046348442614376,-0.20046348442614376,4.1303526000000002,0,0,0
16,106,19,1,1,0,0,-0.20046348442614376,-0.20008649314599275,-0.20008649314599222,4.1451454999999999,0,0,0
16,107,18,18,0,1,0,-0.20008649314599275,-0.20008649314599275,0,4.1961917,0,0,0
17,108,18,1,1,0,0,-0.90603461534566909,-0.81959804872540121,-0.9805130707170735,4.2070173999999998,0,0,0
17,109,19,1,1,0,0,-0.81959804872540121,-0.74264830110723556,-0.87373137897713549,4.2240568999999999,0,0,0
17,110,26,1,1,0,0,-0.74264830110723556,-0.53205887499405713,-0.83021227763226757,4.2681683000000001,0,0,0
17,111,24,2,1,0,0,-0.53205887499405713,-0.51736556583473581,-0.80327057080380893,4.3571698000000003,0,0,0
17,112,26,2,1,0,0,-0.51736556583473581,-0.48052051291675479,-0.79080466365498692,4.4559091000000004,0,0,0
17,113,25,25,0,1,0,-0.48052051291675479,-0.48052051291675479,0,4.6278994000000004,0,0,0
18,114,23,1,1,0,0,-0.33915330515602016,-0.28255240528997405,-0.28389941937282664,4.6457087000000001,0,0,0
18,115,22,1,1,0,0,-0.28255240528997405,-0.24681445719710757,-0.2479147840334236,4.6619418000000001,0,0,0
18,116,21,1,1,0,0,-0.24681445719710757,-0.2143252857828607,-0.2146541575814972,4.6813957999999998,0,0,0
18,117,19,1,1,0,0,-0.2143252857828607,-0.2007339817312257,-0.20073398173122523,4.7015212000000002,0,0,0
18,118,18,1,1,0,0,-0.2007339817312257,-0.19357617325896095,-0.19638934625397958,4.7231775000000003,0,0,0
18,119,17,17,0,1,0,-0.19357617325896095,-0.19357617325896095,0,4.8139189,0,0,0
19,120,21,1,1,0,0,-0.35821182981324606,-0.2721554370328898,-0.2721554370328893,4.8255052000000003,0,0,0
19,121,22,1,1,0,0,-0.2721554370328898,-0.23938261192822732,-0.23938261192822702,4.8366138999999997,0,0,0
19,122,20,1,1,0,0,-0.23938261192822732,-0.21265475955447835,-0.21418896434763762,4.8494257000000003,0,0,0
19,123,18,1,1,0,0,-0.21265475955447835,-0.21228372300673032,-0.21228372300672962,4.8640049000000003,0,0,0
19,124,17,17,0,1,0,-0.21228372300673032,-0.21228372300673032,0,4.9534364999999996,0,0,0
20,125,19,19,0,1,0,-0.42501023186683801,-0.42501023186683801,0,5.0845026000000004,0,0,0
21,126,25,1,1,0,0,-0.34881573629677148,-0.33601416791991068,-0.34522937496409262,5.1155534999999999,0,0,0
21,127,24,1,1,0,0,-0.33601416791991068,-0.32540352890184165,-0.33546223317992829,5.1473902999999996,0,0,0
21,128,25,1,1,0,0,-0.32540352890184165,-0.32210070058420187,-0.32210070058420165,5.1808832999999996,0,0,0
21,129,23,1,1,0,0,-0.32210070058420187,-0.31380062549887139,-0.31380062549887122,5.2159915000000003,0,0,0
21,130,22,1,1,0,0,-0.31380062549887139,-0.30578474235986663,-0.30578474235986591,5.2478749000000002,0,0,0
21,131,18,1,1,0,0,-0.30578474235986663,-0.30275334911022594,-0.30275334911022533,5.2726078999999997,0,0,0
21,132,17,17,0,1,0,-0.30275334911022594,-0.30275334911022594,0,5.3309676000000001,0,0,0
22,133,23,1,1,0,0,-0.40228518533628077,-0.3693128645776429,-0.36931286457764317,5.3644562999999996,0,0,0
22,134,21,1,1,0,0,-0.3693128645776429,-0.33840774397670942,-0.33840774397670959,5.3980413,0,0,0
22,135,19,1,1,0,0,-0.33840774397670942,-0.31575360005814335,-0.37897646720140993,5.4319062000000002,0,0,0
22,136,18,2,1,0,0,-0.31575360005814335,-0.31097725396403753,-0.36128711294007254,5.4663605999999998,0,0,0
22,137,17,17,0,1,0,-0.31097725396403753,-0.31097725396403753,0,5.5474373000000003,0,0,0
23,138,21,1,1,0,0,-0.43381544632805608,-0.39406320408069767,-0.39503093773147169,5.5558344000000002,0,0,0
23,139,20,1,1,0,0,-0.39406320408069767,-0.37030790253205303,-0.3703079025320532,5.5638382000000002,0,0,0
23,140,19,1,1,0,0,-0.37030790253205303,-0.35760920793970286,-0.35760920793970286,5.5709457000000002,0,0,0
23,141,17,1,1,0,0,-0.35760920793970286,-0.35000691961434138,-0.35000691961434105,5.5777749999999999,0,0,0
23,142,16,16,0,1,0,-0.35000691961434138,-0.35000691961434138,0,5.6124644999999997,0,0,0
24,143,27,1,1,0,0,-0.40733581960477255,-0.3603522608333557,-0.36045754126103891,5.6267598000000003,0,0,0
24,144,24,1,1,0,0,-0.3603522608333557,-0.3248876542818051,-0.32488765428180488,5.6419480999999996,0,0,0
24,145,23,1,1,0,0,-0.3248876542818051,-0.30632485575176716,-0.30753794982722005,5.6574114,0,0,0
24,146,25,1,1,0,0,-0.30632485575176716,-0.29611538716780494,-0.29645069619719716,5.6757346999999996,0,0,0
24,147,23,23,0,1,0,-0.29611538716780494,-0.29611538716780494,0,5.7767664999999999,0,0,0
25,148,24,24,0,1,0,-0.26123887864283718,-0.26123887864283718,0,6.0004555000000002,0,0,0
